ticker,VRCV US Equity
2012-08-17,100.0
2012-08-20,-10.0
2012-08-21,-11.1111
2012-08-24,-25.0
2012-08-27,-33.3333
2012-08-30,61.25
2012-09-05,0.7752
2012-09-06,0.7692
2012-09-07,44.9427
2012-09-10,31.6656
2012-09-11,-20.0
2012-09-13,25.0
2012-09-14,0.0
2012-09-17,0.0
2012-09-19,-40.0
2012-09-21,6.6667
2012-09-24,0.0
2012-09-27,-6.25
2012-10-24,-26.0
2012-11-13,-9.9099
2012-11-16,-6.0
2012-11-20,-57.4468
2012-12-04,2.5
2012-12-17,-70.7317
2012-12-19,25.0
2012-12-20,-33.3333
2012-12-21,300.0
2012-12-27,-37.9687
2012-12-28,16.8766
2013-01-11,-47.6293
2013-01-14,-1.2346
2013-01-15,0.0
2013-02-25,86.6667
2013-02-26,7.1429
2013-03-01,-16.6667
2013-03-04,4.0
2013-03-14,4.3269
2013-03-22,43.7788
2013-03-28,-28.2051
2013-04-26,3.5714
2013-06-17,-13.7931
2013-06-18,-48.0
2013-06-19,115.3846
2013-06-21,-25.0
2013-06-25,-52.381
2013-06-26,0.0
2013-07-03,80.0
2013-07-24,-50.0
2013-07-29,-72.2222
2013-07-31,220.0
2013-08-09,-67.1875
2013-08-15,9.5238
2013-08-21,139.1304
2013-08-26,-12.7273
2013-08-27,14.5833
2013-09-05,-41.8182
2013-09-06,3.125
2013-09-09,-27.2727
2013-11-01,4.1667
2013-12-02,0.0
2013-12-03,28.0
2013-12-24,-4.6875
2013-12-27,0.0
2014-01-24,31.1475
2014-01-30,0.0
2014-03-25,-17.5
2014-05-29,9.0909
2014-06-11,119.4444
2014-06-23,1.2658
2014-07-02,-20.0
2014-07-03,-23.4375
2014-08-20,14.2857
2014-09-16,114.2857
2014-09-23,0.0
2014-09-25,33.3333
2014-09-26,0.0
2014-10-03,0.0
2014-12-01,-99.5
2015-05-22,50.0
2015-07-23,100.0
2015-09-30,4.1667
2015-12-09,338.0
2015-12-29,-26.9406
2016-03-31,400.0
2016-04-14,105.25
2016-04-18,-80.5116
2016-05-13,0.0
2016-06-29,500.0
2016-08-15,-83.3333
2016-09-07,0.0
2016-09-09,500.0
2016-10-07,0.0
2016-11-21,-83.3333
2016-12-01,250.0
2017-04-07,71.4286
2017-10-23,-83.3333
2017-11-02,0.0
2017-11-13,0.0
2018-01-31,-50.0
2018-02-06,31.0
2018-02-13,0.0
2018-05-08,3.0534
2018-08-22,0.0
2018-12-31,-25.9259
2019-01-02,10.0
2019-01-15,172.7273
2019-01-17,-33.3333
2019-01-29,299.5
2019-01-30,-56.1952
2019-01-31,-11.1429
2019-02-01,22.9904
2019-02-04,-47.7124
2019-02-07,25.0
2019-02-11,60.0
2019-02-12,150.0
2019-02-13,-13.0
2019-02-14,-41.2644
2019-02-15,225.8317
2019-02-19,-16.036
2019-02-21,-14.1631
2019-02-22,16.5
2019-02-26,-28.4692
2019-02-27,0.0
2019-02-28,39.8
2019-03-01,-53.505
2019-03-04,-21.2308
2019-03-05,0.0
2019-03-07,0.0
2019-03-11,52.1484
2019-03-15,-34.2747
2019-03-18,-21.875
2019-03-20,0.0
2019-04-08,0.0
2019-05-14,-12.5
2019-06-19,0.0
2019-10-03,-19.7143
2019-10-08,-25.2669
2019-10-17,0.0
2019-10-22,-4.7619
2019-10-25,-9.5
2019-10-28,10.4972
2019-11-04,45.5
2019-11-05,-3.7801
2019-11-06,-12.857099999999999
2019-11-08,3.2787
2019-11-13,-7.9365
2019-11-22,-13.3621
2019-12-09,40.5473
2019-12-11,-20.354
2019-12-19,0.0
2019-12-30,0.0
2020-01-29,300.0
2020-01-30,-74.4444
2020-02-05,0.0
2020-04-13,-2.1739
