ticker,TRXA US Equity
2010-02-26,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,-15.7895
2010-03-05,-12.5
2010-03-08,0.0
2010-03-09,7.1429
2010-03-10,-6.6667
2010-03-11,-14.2857
2010-03-12,33.3333
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,-25.0
2010-03-19,33.3333
2010-03-22,-25.0
2010-03-23,0.0
2010-03-24,26.6667
2010-03-25,-18.4211
2010-03-26,0.0
2010-03-29,0.0
2010-03-31,0.0
2010-04-05,0.0
2010-04-07,-3.2258
2010-04-09,0.0
2010-04-12,30.0
2010-04-13,-23.0769
2010-04-14,0.0
2010-04-15,26.6667
2010-04-19,5.2632
2010-04-20,0.0
2010-04-22,25.0
2010-04-23,20.0
2010-04-26,66.6667
2010-04-27,-15.0
2010-04-28,-5.8824
2010-04-29,25.0
2010-04-30,140.0
2010-05-03,-12.5
2010-05-04,-4.7619
2010-05-05,0.0
2010-05-06,-10.0
2010-05-07,11.1111
2010-05-10,-30.0
2010-05-11,-21.4286
2010-05-12,-9.0909
2010-05-13,0.0
2010-05-14,0.0
2010-05-17,-20.0
2010-05-18,-43.75
2010-05-19,-2.2222
2010-05-20,36.3636
2010-05-21,-18.3333
2010-05-24,22.449
2010-05-25,-16.6667
2010-05-26,5.0
2010-05-27,-4.7619
2010-05-28,-16.0
2010-06-01,0.0
2010-06-03,147.619
2010-06-04,-8.6538
2010-06-07,-28.947400000000002
2010-06-08,-25.9259
2010-06-09,0.0
2010-06-10,20.0
2010-06-11,-8.3333
2010-06-14,1.8182
2010-06-15,5.3571
2010-06-16,-13.5593
2010-06-17,-11.7647
2010-06-18,-11.1111
2010-06-22,-27.5
2010-06-23,-1.7241
2010-06-24,-21.0526
2010-06-25,-11.1111
2010-06-28,24.0625
2010-06-29,-23.4257
2010-06-30,-14.1447
2010-07-01,-4.9808
2010-07-02,0.0
2010-07-06,-24.5968
2010-07-07,0.0
2010-07-08,71.123
2010-07-09,-15.0
2010-07-12,2.9412000000000003
2010-07-13,-20.0
2010-07-14,0.0
2010-07-15,10.7143
2010-07-16,0.0
2010-07-19,-6.4516
2010-07-20,-9.0517
2010-07-21,-24.1706
2010-07-22,40.0
2010-07-23,-35.7143
2010-07-27,33.3333
2010-07-29,-16.6667
2010-07-30,100.0
2010-08-03,-5.0
2010-08-06,0.0
2010-08-11,-21.0526
2010-08-12,-16.6667
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,-12.0
2010-08-18,-9.0909
2010-08-19,0.0
2010-08-20,20.0
2010-08-23,-8.3333
2010-08-24,9.0909
2010-08-25,-16.6667
2010-08-26,20.0
2010-08-27,0.0
2010-08-30,33.3333
2010-08-31,25.0
2010-09-01,25.0
2010-09-02,-20.0
2010-09-03,-50.0
2010-09-07,0.0
2010-09-09,10.0
2010-09-10,36.3636
2010-09-13,6.6667
2010-09-15,-62.5
2010-09-16,16.6667
2010-09-17,-14.2857
2010-09-24,-33.3333
2010-09-28,25.0
2010-09-30,0.0
2010-10-07,-20.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-19,0.0
2010-10-22,75.0
2010-10-25,-21.4286
2010-10-26,9.0909
2010-10-27,83.3333
2010-10-28,100.0
2010-10-29,-22.7273
2010-11-01,29.4118
2010-11-02,3.9773
2010-11-03,48.6339
2010-11-04,-38.2353
2010-11-05,42.8571
2010-11-08,-10.0
2010-11-09,29.6296
2010-11-10,28.5714
2010-11-11,15.5556
2010-11-12,9.6154
2010-11-15,-8.7719
2010-11-16,-32.6923
2010-11-17,-28.5714
2010-11-18,60.0
2010-11-22,15.0
2010-11-23,-13.0435
2010-11-24,0.0
2010-11-30,12.5
2010-12-01,-56.6667
2010-12-02,105.1282
2010-12-03,15.0
2010-12-06,-8.6957
2010-12-07,-7.1429
2010-12-08,-33.3333
2010-12-09,0.0
2010-12-14,-28.8462
2010-12-15,-8.1081
2010-12-16,105.8824
2010-12-17,-2.8571
2010-12-20,-11.7647
2010-12-21,-33.3333
2010-12-22,-5.0
2010-12-27,-23.6842
2010-12-28,37.931
2010-12-29,0.0
2010-12-30,15.0
2010-12-31,8.6957
2011-01-03,0.0
2011-01-04,-16.0
2011-01-11,0.0
2011-01-12,-28.5714
2011-01-13,0.0
2011-01-19,93.3333
2011-01-20,1.7241
2011-01-21,0.0
2011-01-24,18.6441
2011-01-26,5.7143
2011-01-27,8.1081
2011-01-31,12.5
2011-02-01,33.3333
2011-02-02,-29.1667
2011-02-04,64.7059
2011-02-07,-14.2857
2011-02-08,-25.0
2011-02-10,33.3333
2011-02-14,33.3333
2011-02-15,-18.75
2011-02-17,0.0
2011-02-18,-23.0769
2011-02-23,-10.0
2011-02-25,11.1111
2011-02-28,-15.0
2011-03-04,-5.8824
2011-03-15,0.0
2011-03-17,25.0
2011-03-18,0.0
2011-03-22,-24.0
2011-03-23,44.7368
2011-03-25,9.0909
2011-03-28,16.6667
2011-03-29,-5.7143
2011-04-06,-39.3939
2011-04-11,6.25
2011-04-19,0.0
2011-04-26,-5.8824
2011-04-29,-5.0
2011-05-02,-7.8947
2011-05-03,-8.5714
2011-05-04,0.0
2011-05-06,-6.25
2011-05-09,0.0
2011-05-11,0.0
2011-05-13,0.0
2011-05-17,-6.6667
2011-05-18,7.1429
2011-05-31,-6.6667
2011-06-02,0.0
2011-06-08,0.0
2011-06-09,-14.2857
2011-06-15,0.0
2011-06-16,-16.6667
2011-06-24,0.0
2011-06-28,0.0
2011-07-26,0.0
2011-08-02,0.0
2011-08-03,-52.5
2011-08-04,36.8421
2011-08-08,-3.8462
2011-08-10,20.0
2011-08-18,-33.3333
2011-08-19,-10.0
2011-09-02,11.1111
2011-10-06,-40.0
2011-10-10,0.0
2011-10-11,-75.0
2011-11-29,-25.0
2011-11-30,0.0
2011-12-05,211.1111
2011-12-14,10.7143
2011-12-15,-70.9677
2011-12-30,-11.1111
2012-01-24,0.0
2012-02-21,281.25
2012-02-22,0.0
2012-03-05,-73.7705
2012-03-20,281.25
2012-03-22,-73.7705
2012-04-04,-50.0
2012-04-09,0.0
2012-04-16,0.0
2012-06-29,-62.5
2012-08-30,4700.0
2012-09-07,-79.8611
2012-10-03,17.2414
2012-11-07,0.0
2012-12-27,-44.1176
2013-01-03,-15.7895
2013-01-23,1800.0
2013-01-24,-26.3158
2013-01-25,-85.7143
2013-01-31,0.0
2013-05-03,-31.25
2013-05-16,31.8182
2013-05-29,20.6897
2013-06-07,5.7143
2013-06-12,0.0
2013-07-10,-5.4054
2013-07-22,0.0
2013-07-26,0.0
2013-07-29,0.0
2013-08-01,0.0
2013-08-05,0.0
2013-08-15,0.0
2013-08-19,220.0
2013-10-23,0.0
2013-11-08,-71.4286
2013-11-25,-25.0
2013-11-26,-91.6667
2013-12-11,0.0
2013-12-13,1000.0
2013-12-16,36.3636
2013-12-23,-73.3333
2014-01-02,162.5
2014-01-23,-23.8095
2014-01-27,-12.5
2014-01-29,-7.1429
2014-02-06,7.6923
2014-02-07,14.2857
2014-03-03,0.0
2014-03-13,-18.75
2014-03-14,123.0769
2014-03-17,-51.7241
2014-03-19,-7.1429
2014-03-20,-7.6923
2014-03-21,0.0
2014-03-24,-6.6667
2014-04-08,-14.2857
2014-04-16,0.0
2014-05-09,0.0
2014-05-12,-1.6667
2014-07-21,0.0
2014-09-12,1.6949
2014-09-15,0.0
2014-09-29,0.0
2015-06-17,-88.3333
2015-07-22,0.0
2015-09-09,0.0
2015-12-23,42.8571
2016-03-17,0.0
2016-04-06,0.0
2016-07-18,0.0
2016-07-20,900.0
2016-07-22,-90.0
2017-03-08,0.0
2017-07-11,0.0
2018-06-19,1030.0
2018-07-03,0.0
2018-08-16,-11.5044
2018-09-12,26.0
2018-09-13,0.0
2018-09-28,7.1429
2018-10-08,11.1111
2018-10-10,33.3333
2018-10-31,-40.0
2018-11-02,-52.5
2019-05-07,75.4386
2019-08-08,-40.0
2019-08-09,-15.0
2019-10-02,-1.9607999999999999
2019-11-06,2.0
2019-12-12,174.5294
2019-12-13,42.8469
2019-12-16,-9.5
2019-12-17,0.0
2019-12-19,-10.3591
2019-12-31,-22.3421
2020-02-13,-19.8413
2020-02-26,-19.7921
2020-03-18,-0.0123
2020-07-28,-1.2346
2020-07-31,-68.75
