ticker,IWAL US Equity
2015-10-12,0.0
2015-10-16,0.0
2015-10-27,-23.0769
2015-10-28,40.0
2015-11-12,-28.5714
2015-11-24,0.0
2015-12-04,0.0
2015-12-07,-20.0
2015-12-30,0.7813
2015-12-31,-25.5814
2016-01-05,0.0
2016-01-07,-33.3333
2016-01-19,50.0
2016-01-26,-33.3333
2016-02-29,11.5625
2016-03-11,-10.3641
2016-03-17,0.0
2016-03-24,0.0
2016-03-28,-10.0
2016-04-12,-10.4167
2016-04-18,-0.7752
2016-04-22,25.0
2016-04-26,45.0
2016-05-02,-31.0345
2016-05-05,57.5
2016-05-09,-52.381
2016-05-25,10.0
2016-06-14,11.7424
2016-06-27,-18.6441
2016-06-30,-61.6667
2016-07-05,-47.8261
2016-07-06,66.6667
2016-07-07,0.0
2016-07-08,0.0
2016-07-12,20.0
2016-07-15,-16.6667
2016-07-29,20.0
2016-08-18,9.375
2016-08-26,52.381
2016-08-29,0.0
2016-09-08,200.0
2016-09-09,6.6667
2016-09-12,9.375
2016-09-13,8.5714
2016-09-14,-7.8947
2016-09-15,0.0
2016-09-19,0.0
2016-09-26,2.8571
2016-09-27,-2.7778
2016-09-30,-12.3214
2016-10-07,-2.2403
2016-10-10,0.0
2016-11-01,0.0
2016-11-02,-6.6667
2016-11-03,7.1429
2016-11-07,-16.6667
2016-11-08,20.0
2016-11-09,-15.0
2016-11-15,-21.5686
2016-11-29,0.0
2016-12-01,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-19,-15.0
2016-12-20,-29.4118
2016-12-22,-8.3333
2016-12-23,36.3636
2017-01-10,0.0
2017-01-11,0.0
2017-01-13,26.6667
2017-01-17,-15.7895
2017-01-18,6.25
2017-01-19,0.0
2017-02-01,0.0
2017-03-02,-9.1912
2017-03-10,-2.834
2017-03-23,13.3333
2017-04-06,-11.7647
2017-04-07,0.0
2017-04-10,-13.3333
2017-04-25,0.0
2017-06-20,0.0
2017-06-23,-23.0769
2017-06-26,0.0
2017-07-13,50.0
2017-07-14,-33.3333
2017-07-20,0.0
2017-07-25,-70.0
2017-09-25,66.6667
2017-11-07,0.0
2017-11-08,-20.0
2017-11-09,-35.0
2017-11-10,73.0769
2017-11-14,122.2222
2017-11-15,0.0
2017-11-16,100.0
2017-12-18,-70.0
2017-12-19,-50.0
2017-12-21,20.0
2017-12-22,38.8889
2017-12-28,38.22
2017-12-29,14.3105
2018-01-04,0.0
2018-03-07,-24.0506
2018-03-21,0.0
2018-04-17,33.3333
2018-04-25,62.5
2018-05-01,-3.8462
2018-05-02,0.0
2018-05-03,0.0
2018-05-15,0.0
2018-05-16,-20.0
2018-05-21,20.0
2018-05-23,-33.3333
2018-05-24,0.0
2018-05-25,0.0
2018-07-18,143.75
2018-07-19,53.0769
2018-07-20,-63.1491
2018-08-07,0.0
2018-08-30,0.0
2018-09-13,18.1818
2018-10-05,-15.3846
2018-10-11,-9.0909
2018-10-31,0.0
2018-12-12,0.0
2018-12-18,-68.0
2018-12-24,28.125
2018-12-28,68.2927
2019-01-07,0.0
2019-01-17,-27.5362
2019-01-28,38.0
2019-03-21,-40.5797
2019-03-26,21.7073
2019-06-06,-19.8397
2019-06-26,0.0
2019-08-06,-32.5
2019-08-19,155.5556
2019-08-20,-13.0435
2019-08-27,-8.3333
2019-09-17,-27.2727
2019-10-07,-12.5
2019-10-08,42.8571
2019-10-10,-36.0
2019-10-25,25.0
2019-11-06,47.5
2019-11-08,-32.2034
2019-11-14,-42.5
2019-11-25,73.913
2019-11-26,-27.5
2019-11-27,20.6897
2019-11-29,-25.7143
2019-12-02,53.8462
2019-12-03,-35.0
2019-12-04,92.3077
2019-12-06,-44.0
2019-12-09,75.0
2019-12-10,-18.3673
2019-12-12,22.5
2019-12-13,2.0408
2019-12-30,-44.0
2020-01-02,75.0
2020-01-03,-42.8571
2020-01-07,75.0
2020-01-10,0.0
2020-01-14,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-30,-46.9388
2020-02-04,80.7692
2020-02-06,-10.0426
2020-02-11,0.0
2020-02-18,11.1637
2020-02-25,-34.0426
2020-03-16,-19.3548
2020-04-16,-20.0
2020-05-08,25.0
2020-06-05,64.0
2020-06-09,2.439
2020-06-11,0.0
2020-06-16,-35.7143
2020-07-01,114.8148
2020-07-09,0.0
2020-07-10,-46.5517
2020-07-13,0.0
