ticker,DSSI US Equity
2019-08-19,6.3953
2019-08-20,-1.7304
2019-08-21,2.0389
2019-08-22,-3.9964
2019-08-23,0.2838
2019-08-26,1.1320999999999999
2019-08-27,-2.3321
2019-08-28,1.7191999999999998
2019-08-29,1.3146
2019-08-30,1.0195
2019-09-03,-1.3761
2019-09-04,1.2093
2019-09-05,0.6434
2019-09-06,0.0
2019-09-09,1.8265
2019-09-10,1.704
2019-09-11,2.1164
2019-09-12,1.8135
2019-09-13,1.4419
2019-09-16,-4.7659
2019-09-17,-2.2827
2019-09-18,1.9766
2019-09-19,-1.4978
2019-09-20,-1.6099999999999999
2019-09-23,-1.6364
2019-09-24,-5.0832
2019-09-25,1.7527
2019-09-26,4.689
2019-09-27,-1.0055
2019-09-30,1.7544
2019-10-01,4.5372
2019-10-02,-1.2153
2019-10-03,-0.8787
2019-10-04,8.7766
2019-10-07,12.9584
2019-10-08,8.7302
2019-10-09,-0.3981
2019-10-10,-2.7981
2019-10-11,5.072
2019-10-14,4.3705
2019-10-15,-3.5625
2019-10-16,-0.4537
2019-10-17,1.7578
2019-10-18,-2.1753
2019-10-21,-2.3545
2019-10-22,0.8038
2019-10-23,3.3887
2019-10-24,0.0
2019-10-25,0.7712
2019-10-28,-0.574
2019-10-29,-2.7582
2019-10-30,2.5726
2019-10-31,-6.1093
2019-11-01,5.7534
2019-11-04,-0.4534
2019-11-05,-5.0098
2019-11-06,-0.9589
2019-11-07,-4.6335
2019-11-08,6.3089
2019-11-11,2.3192
2019-11-12,3.6
2019-11-13,-6.3063
2019-11-14,2.8159
2019-11-15,3.6071999999999997
2019-11-18,-4.2553
2019-11-19,0.6061
2019-11-20,2.2758
2019-11-21,-6.5445
2019-11-22,-1.1204
2019-11-25,2.2663
2019-11-26,0.0
2019-11-27,0.2078
2019-11-29,-0.2764
2019-12-02,-2.0097
2019-12-03,-1.768
2019-12-04,2.5198
2019-12-05,1.6152
2019-12-06,2.7643
2019-12-09,0.8742
2019-12-10,1.9333
2019-12-11,-0.4578
2019-12-12,0.0657
2019-12-13,-1.5758
2019-12-16,2.3349
2019-12-17,-0.5215
2019-12-18,0.7208
2019-12-19,4.164
2019-12-20,-2.1237
2019-12-23,7.7856
2019-12-24,-0.5921
2019-12-26,1.6080999999999999
2019-12-27,-3.6928
2019-12-30,2.3128
2019-12-31,-0.4164
2020-01-02,0.7168
2020-01-03,-1.1862
2020-01-06,-0.2401
2020-01-07,0.722
2020-01-08,-4.7192
2020-01-09,2.5078
2020-01-10,-7.0336
2020-01-13,-0.1974
2020-01-14,-3.7574
2020-01-15,-4.3151
2020-01-16,-2.0759
2020-01-17,0.3655
2020-01-21,-2.3307
2020-01-22,-1.9388999999999998
2020-01-23,-3.6502
2020-01-24,-4.6567
2020-01-27,-1.904
2020-01-28,-1.9409
2020-01-29,2.2375
2020-01-30,-2.4411
2020-01-31,-4.4003
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,4.1516
2020-02-06,-5.4593
2020-02-07,-5.8662
2020-02-10,1.7527
2020-02-11,5.4545
2020-02-12,2.3593
2020-02-13,-3.2801
2020-02-14,-3.483
2020-02-18,-0.5698
2020-02-19,1.9102000000000001
2020-02-20,-2.343
2020-02-21,-2.4952
2020-02-24,-6.2008
2020-02-25,-1.6789
2020-02-26,0.3202
2020-02-27,4.2553
2020-02-28,5.102
2020-03-02,4.7573
2020-03-03,-5.6533999999999995
2020-03-04,1.4735
2020-03-05,-6.97
2020-03-06,4.9948
2020-03-09,2.6759
2020-03-10,12.0656
2020-03-11,-6.7183
2020-03-12,-4.5245
2020-03-13,19.3424
2020-03-16,-17.5041
2020-03-17,2.2593
2020-03-18,-12.488
2020-03-19,1.7563
2020-03-20,3.5599
2020-03-23,1.9792
2020-03-24,7.5587
2020-03-25,-3.6087
2020-03-26,8.9655
2020-03-27,3.0741
2020-03-30,5.2632
2020-03-31,-1.5833
2020-04-01,-3.387
2020-04-02,-13.8475
2020-04-03,-6.9176
2020-04-06,5.4645
2020-04-07,-4.5596
2020-04-08,2.7144
2020-04-09,9.8309
2020-04-13,-1.155
2020-04-14,3.0185
2020-04-15,-1.8904
2020-04-16,4.0462
2020-04-17,4.1667
2020-04-20,15.7333
2020-04-21,-0.1536
2020-04-22,5.9231
2020-04-23,0.7262
2020-04-24,0.4326
2020-04-27,4.4508
2020-04-28,-0.8935
2020-04-29,-8.8766
2020-04-30,-5.5556
2020-05-01,-1.5310000000000001
2020-05-04,12.3568
2020-05-05,-12.3816
2020-05-06,-9.5594
2020-05-07,6.3419
2020-05-08,-1.6421999999999999
2020-05-11,-6.942
2020-05-12,-2.8329
2020-05-13,1.069
2020-05-14,-5.4808
2020-05-15,-1.6277
2020-05-18,2.999
2020-05-19,-0.7028
2020-05-20,2.2245
2020-05-21,-0.6924
2020-05-22,-0.2988
2020-05-26,3.1968
2020-05-27,7.2604
2020-05-28,-3.7004
2020-05-29,2.6242
2020-06-01,-1.4612
2020-06-02,-4.2632
2020-06-03,-1.1617
2020-06-04,-3.428
2020-06-05,3.4483
2020-06-08,9.7059
2020-06-09,-1.966
2020-06-10,-6.7457
2020-06-11,-8.0156
2020-06-12,-2.3379
2020-06-15,1.741
2020-06-16,-2.0321
2020-06-17,-4.6943
2020-06-18,1.7182
2020-06-19,-0.6757
2020-06-22,-4.195
2020-06-23,1.5385
2020-06-24,-3.38
2020-06-25,-2.1713
2020-06-26,-2.5894
2020-06-29,5.1899
2020-06-30,-3.8508
2020-07-01,5.5069
2020-07-02,-6.2871
2020-07-06,8.2278
2020-07-07,-4.7953
2020-07-08,2.457
2020-07-09,-4.5564
2020-07-10,5.7789
2020-07-13,-3.0879
2020-07-14,1.7157
2020-07-15,1.2048
2020-07-16,-3.3333
2020-07-17,1.2315
2020-07-20,0.365
2020-07-21,-0.3636
2020-07-22,0.1217
2020-07-23,2.7946999999999997
2020-07-24,1.0638
2020-07-27,-0.4678
2020-07-28,1.4101
2020-07-29,4.2874
2020-07-30,-2.2222
2020-07-31,-0.2273
