ticker,ACBM US Equity
2019-04-08,-1.4228
2019-04-09,-0.2062
2019-04-11,-14.876
2019-04-12,11.6505
2019-04-15,1.9565000000000001
2019-04-16,-0.8529
2019-04-17,0.6452
2019-04-18,-3.8462
2019-04-22,6.6667
2019-04-23,-10.4167
2019-04-24,0.0
2019-04-25,-4.6512
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,3.6585
2019-05-01,10.3529
2019-05-02,4.4776
2019-05-03,7.1429
2019-05-06,0.0
2019-05-07,10.4762
2019-05-08,1.8965999999999998
2019-05-09,-0.1692
2019-05-10,-1.6949
2019-05-13,-1.7241
2019-05-14,1.7544
2019-05-16,-15.1724
2019-05-17,2.6423
2019-05-20,-7.9208
2019-05-21,11.828
2019-05-22,-17.3077
2019-05-23,6.9767
2019-05-24,-8.6957
2019-05-28,18.5714
2019-06-03,-15.6627
2019-06-04,13.8095
2019-06-05,-22.384900000000002
2019-06-06,15.6334
2019-06-07,6.993
2019-06-12,31.5904
2019-06-17,-17.5497
2019-06-19,22.49
2019-06-20,-20.6557
2019-06-21,-58.6777
2019-06-24,86.0
2019-06-25,-0.2688
2019-06-27,0.0
2019-07-05,0.2695
2019-07-08,28.7634
2019-07-09,0.2088
2019-07-11,0.0
2019-07-12,6.25
2019-07-15,13.7255
2019-07-17,-4.3103
2019-07-18,-8.1081
2019-07-19,1.9607999999999999
2019-07-22,-1.9231
2019-07-23,7.8431
2019-07-26,-0.1818
2019-07-29,-8.9253
2019-08-05,14.0
2019-08-06,-29.4737
2019-08-07,23.8806
2019-08-09,-16.6667
2019-08-14,20.4819
2019-08-19,0.0
2019-08-22,-20.0
2019-08-23,0.0
2019-08-27,4.5
2019-08-28,5.2632
2019-09-03,2.7273
2019-09-05,-26.9912
2019-09-06,0.0
2019-09-10,17.8788
2019-09-12,25.964
2019-09-17,2.0408
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,-16.0
2019-09-26,0.0
2019-09-27,42.8571
2019-09-30,-17.6667
2019-10-01,0.0
2019-10-02,-2.834
2019-10-04,25.0
2019-10-07,-0.1667
2019-10-08,-29.8831
2019-10-09,14.2857
2019-10-11,-4.1667
2019-10-14,-17.3913
2019-10-15,13.4211
2019-10-28,-2.7842000000000002
2019-10-31,-38.6635
2019-11-01,54.8638
2019-11-04,1.005
2019-12-10,-0.7463
2019-12-13,-0.2506
2019-12-18,0.0
2019-12-23,-1.5074999999999998
2019-12-24,-4.8469
2019-12-27,-0.8043
2019-12-30,-1.6216
2020-01-03,-3.8462
2020-01-08,-10.0
2020-01-21,-3.1746
2020-02-05,-2.2951
2020-02-06,-2.6846
2020-02-07,0.0
2020-02-10,-33.7931
2020-02-11,50.5208
2020-02-12,3.8062
2020-02-14,5.0
2020-02-18,9.8413
2020-02-20,0.0
2020-02-27,0.8671
2020-03-03,-14.0401
2020-03-04,0.0
2020-03-06,0.0
2020-03-09,-8.3333
2020-03-12,-9.0909
2020-03-13,18.4
2020-03-19,-15.5405
2020-03-20,0.0
2020-03-24,-12.0
2020-03-25,-8.1818
2020-04-03,-3.4653
2020-04-13,50.7692
2020-04-14,0.1701
2020-04-20,0.1698
2020-04-21,-0.339
2020-04-28,0.0
2020-04-30,-0.3401
2020-05-06,-0.6826
2020-05-11,0.0
2020-05-12,-0.6873
2020-05-19,0.692
2020-05-20,0.3436
2020-05-22,0.0
2020-06-01,-27.3973
2020-06-02,36.3208
2020-06-08,-1.3841
2020-06-09,-0.3509
2020-06-16,-3.169
2020-06-17,-36.3636
2020-06-18,42.8571
2020-06-22,0.0
2020-06-24,-15.2
2020-06-26,17.9245
2020-07-02,-22.0
2020-07-09,-8.2051
2020-07-14,8.9385
2020-07-17,0.0
2020-07-22,-10.2564
2020-07-23,11.4286
2020-07-29,2.5641
2020-07-30,190.5
2020-07-31,-13.9398
