ticker,EVBC US Equity
2017-07-05,7.2857
2017-07-06,-6.7909
2017-07-07,-28.5714
2017-07-10,20.0
2017-07-11,-16.6667
2017-07-12,10.0
2017-07-13,5.0
2017-07-14,12.5541
2017-07-17,-5.9231
2017-07-18,-18.2339
2017-07-19,-5.0
2017-07-20,-10.526299999999999
2017-07-21,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,5.8824
2017-07-27,-16.6667
2017-07-28,6.6667
2017-07-31,-5.0
2017-08-01,-14.473700000000001
2017-08-02,15.3846
2017-08-03,-13.3333
2017-08-04,23.7985
2017-08-07,0.0
2017-08-08,-0.5828
2017-08-09,-12.5
2017-08-10,-4.2857
2017-08-14,4.4776
2017-08-15,0.0
2017-08-16,27.1429
2017-08-17,0.0
2017-08-18,-10.1124
2017-08-21,-0.625
2017-08-22,-18.239
2017-08-23,15.538499999999999
2017-08-25,-6.7909
2017-08-28,-7.1429
2017-08-29,7.6923
2017-08-30,-14.0
2017-08-31,-0.3322
2017-09-01,-1.9167
2017-09-05,1.9541
2017-09-06,8.3333
2017-09-07,-7.6923
2017-09-08,-16.6667
2017-09-11,10.0
2017-09-12,-18.1818
2017-09-13,-11.1111
2017-09-14,-9.75
2017-09-15,-3.0471
2017-09-18,-44.8571
2017-09-19,24.3523
2017-09-20,4.1667
2017-09-21,-0.4
2017-09-22,0.0
2017-09-25,-19.6787
2017-09-26,0.0
2017-09-27,12.0
2017-09-28,-0.8929
2017-10-02,8.1081
2017-10-03,-12.5
2017-10-04,-4.7619
2017-10-05,50.0
2017-10-09,-31.3333
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,-0.4854
2017-10-13,-2.439
2017-10-16,0.0
2017-10-17,11.385
2017-10-18,25.6902
2017-10-23,-28.2143
2017-10-24,26.3184
2017-10-25,-21.2288
2017-10-26,-25.0
2017-10-27,0.0
2017-10-30,0.0
2017-11-01,0.0
2017-11-02,-13.3333
2017-11-03,23.0769
2017-11-06,-18.75
2017-11-07,-7.6923
2017-11-08,0.0
2017-11-09,66.6667
2017-11-10,-25.0
2017-11-13,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,33.3333
2017-11-20,-24.5
2017-11-21,0.0
2017-11-22,-20.5298
2017-11-24,0.8333
2017-11-27,0.0
2017-11-28,65.2893
2017-11-29,-40.0
2017-11-30,66.6667
2017-12-01,-50.0
2017-12-04,100.0
2017-12-05,-45.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,-9.0909
2017-12-11,50.0
2017-12-12,0.0
2017-12-14,0.0
2017-12-15,-33.3333
2017-12-18,20.0
2017-12-19,-8.3333
2017-12-20,-9.0909
2017-12-21,20.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,-15.0
2017-12-28,17.647100000000002
2017-12-29,-16.6667
2018-01-02,0.0
2018-01-04,10.0
2018-01-08,-9.0909
2018-01-09,50.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,26.6667
2018-01-16,-7.8947
2018-01-17,14.2857
2018-01-18,-35.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-25,46.1538
2018-01-26,0.0
2018-01-29,57.8947
2018-01-31,-36.6667
2018-02-07,-47.3684
2018-02-12,5.0
2018-02-15,-4.7619
2018-02-20,0.0
2018-02-23,11.5
2018-02-26,34.5291
2018-02-27,-3.3333
2018-03-06,-48.2759
2018-03-07,20.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,-16.6667
2018-03-14,0.0
2018-03-15,0.0
2018-03-20,0.0
2018-03-27,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-06,-6.6667
2018-04-09,21.4286
2018-04-10,-17.647100000000002
2018-04-12,-25.7143
2018-04-13,17.3077
2018-04-16,-59.0164
2018-04-19,500.0
2018-04-20,-10.0
2018-04-23,-18.5185
2018-04-27,-5.4545
2018-04-30,-47.1154
2018-05-02,1.8182
2018-05-03,-1.7856999999999998
2018-05-08,54.5455
2018-05-11,0.0
2018-05-15,5.8824
2018-05-16,-2.2222
2018-05-17,0.0
2018-05-18,-6.8182
2018-05-21,4.878
2018-05-22,0.0
2018-05-23,2.3256
2018-05-24,-5.6818
2018-05-25,7.2289
2018-05-29,-4.4944
2018-05-30,5.8824
2018-05-31,5.5556
2018-06-01,-3.1579
2018-06-04,3.2609
2018-06-05,-1.0526
2018-06-06,1.0638
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,-15.7895
2018-06-12,17.5
2018-06-13,0.0
2018-06-14,-11.7021
2018-06-15,12.0482
2018-06-18,3.2258
2018-06-19,-11.4583
2018-06-20,15.2941
2018-06-21,-5.102
2018-06-22,2.1505
2018-06-25,-2.1053
2018-07-11,-78.4946
2018-07-13,5.0
2018-07-17,61.9048
2018-07-18,2.9412000000000003
2018-07-23,0.0
2018-07-27,0.0
2018-08-07,-97.1429
2018-08-08,2900.0
2018-08-10,-50.0
2018-08-14,13.3333
2018-08-16,0.0
2018-08-17,0.0
2018-08-21,-11.7647
2018-08-22,3.3333
2018-08-23,-3.2258
2018-08-27,-86.6667
2018-08-28,50.0
2018-09-06,-33.3333
2018-09-21,-25.0
2018-09-24,833.3333
2018-09-25,-14.2857
2018-09-26,-83.3333
2018-09-28,175.0
2018-10-03,-99.9818
2018-10-26,99900.0025
2018-11-01,100.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-16,25.0
2018-12-06,-20.0
2018-12-07,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-20,-50.0
2018-12-31,0.0
2019-01-03,150.0
2019-01-04,20.0
2019-01-07,566.6667
2019-01-08,20.0
2019-01-10,87.5
2019-01-15,-91.1111
2019-01-23,-50.0
2019-02-06,50.0
2019-02-13,33.3333
2019-03-08,-25.0
2019-03-15,0.0
2019-06-17,-99.9967
2019-09-30,999900.0025
2019-10-02,0.0
2019-11-11,0.0
2019-12-04,20.0
2019-12-05,-16.6667
2019-12-19,10.0
2019-12-27,-99.0909
2019-12-31,0.0
2020-02-27,0.0
2020-05-01,400.0
2020-05-06,0.0
2020-05-20,0.0
2020-05-26,0.0
2020-06-30,100.0
2020-07-01,0.0
2020-07-02,900.0
2020-07-27,0.0
