ticker,MRNA US Equity
2019-05-01,1.4214
2019-05-02,7.3485
2019-05-03,-4.0226
2019-05-06,-0.3676
2019-05-07,-9.4096
2019-05-08,-4.1141
2019-05-09,-1.1895
2019-05-10,7.1367
2019-05-13,-1.9663
2019-05-14,-3.4384
2019-05-15,-1.9924
2019-05-16,1.4706000000000001
2019-05-17,-1.6198000000000001
2019-05-20,-2.0797
2019-05-21,0.4425
2019-05-22,-3.0837
2019-05-23,-2.8182
2019-05-24,2.1048
2019-05-28,-1.3284
2019-05-29,0.7428
2019-05-30,-0.9677
2019-05-31,-3.3039
2019-06-03,-4.4755
2019-06-04,-1.9144
2019-06-05,-9.0909
2019-06-06,1.3559
2019-06-07,-2.3411
2019-06-10,-10.5594
2019-06-11,2.1059
2019-06-12,1.875
2019-06-13,-0.8589
2019-06-14,-4.703
2019-06-17,2.4026
2019-06-18,-0.1902
2019-06-19,-1.5248
2019-06-20,-2.0645
2019-06-21,-3.1621
2019-06-24,-4.4898
2019-06-25,-1.9231
2019-06-26,-0.5084
2019-06-27,4.6715
2019-06-28,2.0921
2019-07-01,0.6148
2019-07-02,-2.2403
2019-07-03,6.3194
2019-07-05,-2.2861000000000002
2019-07-08,-4.4786
2019-07-09,3.9188
2019-07-10,-2.4916
2019-07-11,-0.2762
2019-07-12,-1.662
2019-07-15,0.8451
2019-07-16,-1.2570000000000001
2019-07-17,-0.7779
2019-07-18,1.6393
2019-07-19,-1.0519
2019-07-22,-0.4252
2019-07-23,-3.2028
2019-07-24,6.3971
2019-07-25,-6.6344
2019-07-26,4.5152
2019-07-29,-3.0453
2019-07-30,-2.1183
2019-07-31,-2.2388
2019-08-01,-0.687
2019-08-02,-2.1522
2019-08-05,-3.6921
2019-08-06,0.2447
2019-08-07,4.5565999999999995
2019-08-08,2.6459
2019-08-09,1.0614
2019-08-12,-2.3256
2019-08-13,2.1505
2019-08-14,-4.2105
2019-08-15,-0.5495
2019-08-16,3.8674
2019-08-19,1.8237
2019-08-20,5.5969999999999995
2019-08-21,0.9894
2019-08-22,-0.9097
2019-08-23,-1.9774
2019-08-26,7.853
2019-08-27,-3.0728
2019-08-28,2.1365
2019-08-29,2.4291
2019-08-30,3.6231999999999998
2019-09-03,-5.4037
2019-09-04,3.629
2019-09-05,0.7134
2019-09-06,2.2537
2019-09-09,0.9446
2019-09-10,6.6126000000000005
2019-09-11,-6.8461
2019-09-12,3.0151
2019-09-13,1.8902
2019-09-16,2.0347
2019-09-17,3.5777
2019-09-18,0.6795
2019-09-19,0.6749
2019-09-20,0.9497
2019-09-23,-1.3282
2019-09-24,-0.0561
2019-09-25,-3.5915
2019-09-26,-4.8894
2019-09-27,-2.6928
2019-09-30,0.1258
2019-10-01,-6.9724
2019-10-02,0.3376
2019-10-03,1.4132
2019-10-04,2.9196999999999997
2019-10-07,-0.2579
2019-10-08,-1.0343
2019-10-09,-7.2501999999999995
2019-10-10,-0.2817
2019-10-11,-0.7415
2019-10-14,-0.8894
2019-10-15,2.8715
2019-10-16,-1.2561
2019-10-17,2.7561999999999998
2019-10-18,1.8569
2019-10-21,4.659
2019-10-22,2.7096999999999998
2019-10-23,6.1558
2019-10-24,-1.8343
2019-10-25,2.5316
2019-10-28,0.1176
2019-10-29,-0.2349
2019-10-30,0.8829
2019-10-31,-2.2754
2019-11-01,-6.5075
2019-11-04,7.2797
2019-11-05,0.5357
2019-11-06,-4.4997
2019-11-07,8.4935
2019-11-08,-0.0571
2019-11-11,-0.5146
2019-11-12,3.3908
2019-11-13,1.4452
2019-11-14,0.4932
2019-11-15,5.6161
2019-11-18,0.413
2019-11-19,-0.4627
2019-11-20,4.2355
2019-11-21,0.0991
2019-11-22,2.4257
2019-11-25,-3.3349
2019-11-26,1.65
2019-11-27,0.1968
2019-11-29,-0.0491
2019-12-02,-2.947
2019-12-03,7.6923
2019-12-04,-0.047
2019-12-05,-2.9619
2019-12-06,-8.2364
2019-12-09,-0.8448
2019-12-10,0.4792
2019-12-11,-1.1659
2019-12-12,-1.0724
2019-12-13,0.9214
2019-12-16,-0.5371
2019-12-17,-0.432
2019-12-18,1.0846
2019-12-19,4.1309
2019-12-20,2.1638
2019-12-23,-0.6556
2019-12-24,0.2538
2019-12-26,0.557
2019-12-27,-1.712
2019-12-30,-2.4078
2019-12-31,2.6772
2020-01-02,-1.6871
2020-01-03,-1.7681
2020-01-06,-4.0233
2020-01-07,-1.9304999999999999
2020-01-08,1.1249
2020-01-09,2.3359
2020-01-10,4.0217
2020-01-13,5.8516
2020-01-14,-1.2833
2020-01-15,1.2
2020-01-16,3.8043
2020-01-17,-1.8563
2020-01-21,1.5518999999999998
2020-01-22,4.9188
2020-01-23,-2.2758
2020-01-24,-1.6301999999999999
2020-01-27,7.6705
2020-01-28,-1.6711
2020-01-29,-8.0948
2020-01-30,2.1411
2020-01-31,-2.2868
2020-02-03,-0.6338
2020-02-04,2.4043
2020-02-05,-3.9291
2020-02-06,-0.8479
2020-02-07,16.9014
2020-02-10,1.7642
2020-02-11,-9.7252
2020-02-12,-10.9602
2020-02-13,0.1841
2020-02-14,-0.2363
2020-02-18,-0.4737
2020-02-19,0.0529
2020-02-20,-2.0085
2020-02-21,-1.6721
2020-02-24,1.9748
2020-02-25,27.8107
2020-02-26,22.7273
2020-02-27,-10.2881
2020-02-28,-0.8792
2020-03-02,15.2333
2020-03-03,-6.593
2020-03-04,-1.5048
2020-03-05,1.8916
2020-03-06,5.7122
2020-03-09,-17.9669
2020-03-10,-8.028
2020-03-11,5.6849
2020-03-12,-5.5485
2020-03-13,-4.4843
2020-03-16,24.3662
2020-03-17,6.3798
2020-03-18,12.0653
2020-03-19,-10.4813
2020-03-20,-0.2476
2020-03-23,-5.7801
2020-03-24,-2.8227
2020-03-25,5.0736
2020-03-26,2.9856
2020-03-27,7.5519
2020-03-30,1.4309
2020-03-31,-1.7388
2020-04-01,-0.9349
2020-04-02,11.8975
2020-04-03,4.9398
2020-04-06,-0.5741
2020-04-07,-7.5635
2020-04-08,1.2492
2020-04-09,-1.7273
2020-04-13,3.2643
2020-04-14,5.3495
2020-04-15,7.4726
2020-04-16,8.9933
2020-04-17,15.3941
2020-04-20,10.3308
2020-04-21,-4.7011
2020-04-22,3.9383
2020-04-23,-7.3438
2020-04-24,6.4503
2020-04-27,-4.8515
2020-04-28,-0.3538
2020-04-29,-3.1537
2020-04-30,-0.8195
2020-05-01,4.2183
2020-05-04,5.362
2020-05-05,-2.297
2020-05-06,-0.7904
2020-05-07,8.6619
2020-05-08,11.3931
2020-05-11,12.9114
2020-05-12,-6.8012
2020-05-13,4.5389
2020-05-14,-0.9512
2020-05-15,3.2993
2020-05-18,19.958
2020-05-19,-10.4125
2020-05-20,2.5115
2020-05-21,-8.7383
2020-05-22,2.9083
2020-05-26,-16.3623
2020-05-27,-9.5824
2020-05-28,6.4392
2020-05-29,10.731
2020-06-01,1.1057
2020-06-02,-3.715
2020-06-03,0.0334
2020-06-04,1.1688
2020-06-05,-3.961
2020-06-08,1.5638
2020-06-09,-1.4721
2020-06-10,3.1599
2020-06-11,0.2164
2020-06-12,2.99
2020-06-15,7.371
2020-06-16,-3.3499
2020-06-17,-1.6009
2020-06-18,2.5904
2020-06-19,2.1555
2020-06-22,-2.4115
2020-06-23,-2.7954
2020-06-24,3.0187
2020-06-25,-4.38
2020-06-26,-1.1613
2020-06-29,1.3054999999999999
2020-06-30,3.4311
2020-07-01,-4.0804
2020-07-02,-4.9033999999999995
2020-07-06,0.9903
2020-07-07,3.2798
2020-07-08,0.8021
2020-07-09,5.505
2020-07-10,-3.6324
2020-07-13,14.6462
2020-07-14,4.5417
2020-07-15,6.9030000000000005
2020-07-16,1.982
2020-07-17,15.9394
2020-07-20,-12.8308
2020-07-21,-2.2013
2020-07-22,2.9248
2020-07-23,-9.4863
2020-07-24,-2.8143000000000002
2020-07-27,9.1518
2020-07-28,1.9771999999999998
2020-07-29,-2.4297
2020-07-30,-2.3645
2020-07-31,-4.5472
