ticker,TRUL US Equity
2018-01-19,0.0
2018-03-16,0.0
2018-07-27,1328.5714
2018-08-07,-33.3333
2018-09-04,50.0
2018-09-07,0.0
2018-09-11,-66.6667
2018-09-19,0.0
2018-09-24,480.0
2018-09-25,31.0345
2018-09-26,178.9474
2018-09-27,197.1698
2018-09-28,-76.1905
2018-10-01,-29.3333
2018-10-02,7.5472
2018-10-03,-36.8246
2018-10-04,30.5193
2018-10-05,4.2553
2018-10-08,0.0
2018-10-09,63.2653
2018-10-10,6.25
2018-10-11,-23.5294
2018-10-12,3.0769
2018-10-15,11.9403
2018-10-16,0.1333
2018-10-17,3.0626
2018-10-18,-3.1008
2018-10-19,-6.6667
2018-10-22,-2.8571
2018-10-23,-5.8824
2018-10-24,-18.75
2018-10-25,-23.0769
2018-10-26,15.0
2018-10-29,-45.2174
2018-10-30,3.6508000000000003
2018-10-31,14.8545
2018-11-01,60.0
2018-11-02,-6.25
2018-11-07,-43.5556
2018-11-08,77.1654
2018-11-09,0.0
2018-11-15,-42.2222
2018-11-16,88.4615
2018-11-19,-35.7143
2018-11-20,-4.7619
2018-11-21,-6.5
2018-11-23,0.0
2018-11-26,3.3868
2018-11-28,0.3448
2018-11-29,0.0
2018-12-03,54.6048
2018-12-04,-31.0513
2018-12-06,0.0
2018-12-11,-0.0645
2018-12-13,1.7581
2018-12-14,-11.2379
2018-12-17,0.0
2018-12-18,39.2857
2018-12-19,-33.3333
2018-12-20,0.0
2018-12-21,0.0
2018-12-24,0.0
2018-12-31,91.5385
2019-01-04,-14.8594
2019-01-07,6.1321
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,-0.4444
2019-01-11,-1.7856999999999998
2019-01-14,2.2727
2019-01-15,0.0
2019-01-16,-62.2222
2019-01-17,158.8235
2019-01-18,-51.7955
2019-01-22,168.7412
2019-01-23,-40.1754
2019-01-24,17.3021
2019-01-25,13.75
2019-01-28,-25.2747
2019-01-29,42.9412
2019-02-01,-3.6523
2019-02-04,-27.3892
2019-02-05,-20.5882
2019-02-06,83.3333
2019-02-07,-39.3939
2019-02-11,63.3333
2019-02-12,0.0
2019-02-13,-18.3673
2019-02-14,-25.0
2019-02-15,3.0
2019-02-19,7.1197
2019-02-20,1.2085
2019-02-21,17.8806
2019-02-22,0.0253
2019-02-25,50.6329
2019-02-26,-24.3697
2019-02-27,-11.1111
2019-02-28,-12.5
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,14.2857
2019-03-08,-12.5
2019-03-11,35.7143
2019-03-13,-26.3158
2019-03-14,1.2857
2019-03-18,44.1326
2019-03-19,-2.1431
2019-03-20,-18.0
2019-03-22,21.9512
2019-03-25,-1.18
2019-03-26,-22.4853
2019-03-29,0.0
2019-04-01,30.5483
2019-04-02,-20.0
2019-04-03,-7.5
2019-04-04,8.1081
2019-04-05,0.0
2019-04-08,50.0
2019-04-09,-25.0
2019-04-10,33.3333
2019-04-11,-13.3333
2019-04-12,34.6154
2019-04-15,0.0143
2019-04-16,41.4084
2019-04-17,13.1313
2019-04-18,19.6429
2019-04-22,4.4776
2019-04-23,-14.2857
2019-04-24,16.6667
2019-04-25,-31.0714
2019-04-26,2.5907
2019-04-29,-32.3232
2019-04-30,11.3433
2019-05-01,0.5362
2019-05-02,-26.6667
2019-05-03,27.2727
2019-05-06,25.7143
2019-05-07,-32.9545
2019-05-08,5.0847
2019-05-09,6.4516
2019-05-10,-10.6061
2019-05-14,-6.7797
2019-05-15,-26.3636
2019-05-16,16.0494
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,14.8936
2019-05-24,-12.963
2019-05-28,0.0
2019-05-29,12.766
2019-05-30,-5.6604
2019-05-31,-11.0
2019-06-03,1.1236
2019-06-04,12.2222
2019-06-05,-26.6337
2019-06-06,7.9622
2019-06-07,-15.0
2019-06-10,20.5882
2019-06-11,-17.0732
2019-06-12,26.4706
2019-06-14,-20.907
2019-06-18,16.157
2019-06-19,13.9096
2019-06-20,-12.2111
2019-06-24,-13.9096
2019-06-25,16.157
2019-06-26,-0.0127
2019-06-27,-8.4304
2019-06-28,0.0
2019-07-01,-8.7642
2019-07-02,-3.0
2019-07-03,6.498
2019-07-08,1.2027
2019-07-09,-7.2464
2019-07-10,2.8906
2019-07-12,-8.8838
2019-07-15,14.6333
2019-07-16,-27.3044
2019-07-22,18.56
2019-07-23,-15.6545
2019-07-24,11.98
2019-07-25,-28.5587
2019-07-29,50.0
2019-07-30,-16.65
2019-08-01,-19.976
2019-08-02,2.4488
2019-08-06,21.9756
2019-08-07,-10.6179
2019-08-09,29.7539
2019-08-12,3.4483
2019-08-13,-29.6667
2019-08-16,-0.4739
2019-08-19,-14.2857
2019-08-20,16.6667
2019-08-21,42.8571
2019-08-22,-0.6667
2019-08-26,-1.0067
2019-08-27,1.6949
2019-08-28,-6.6667
2019-08-29,-10.7143
2019-08-30,1.2
2019-09-04,-18.9723
2019-09-06,0.0
2019-09-09,-2.439
2019-09-11,-7.5
2019-09-12,51.3514
2019-09-13,0.0
2019-09-16,0.0
2019-09-18,-17.8571
2019-09-19,-13.0435
2019-09-20,0.0
2019-09-23,-5.0
2019-09-24,-26.3158
2019-09-25,0.0
2019-09-26,64.2143
2019-10-04,-13.0057
2019-10-07,-25.0
2019-10-10,10.6667
2019-10-11,50.6024
2019-10-14,0.0
2019-10-17,0.0
2019-10-21,-39.96
2019-10-22,59.8934
2019-10-24,-33.3125
2019-10-30,9.9656
2019-11-04,3.4091
2019-11-08,-17.5275
2019-11-13,13.2578
2019-11-15,0.0
2019-11-18,41.1765
2019-11-19,-12.5
2019-11-20,-13.3333
2019-11-21,37.3626
2019-11-22,-16.0
2019-11-25,31.4286
2019-11-26,-0.0362
2019-11-27,-27.51
2019-11-29,0.0
2019-12-02,-5.95
2019-12-03,43.328
2019-12-04,-30.23
2019-12-05,11.6427
2019-12-06,4.7619
2019-12-09,4.5455
2019-12-10,0.0
2019-12-11,17.3478
2019-12-12,-37.0137
2019-12-13,58.7059
2019-12-16,0.0371
2019-12-18,-18.4883
2019-12-20,14.7795
2019-12-23,-18.8563
2019-12-24,0.5124
2019-12-26,-2.4035
2019-12-27,0.0
2019-12-30,9.4527
2019-12-31,0.0
2020-01-02,-30.9091
2020-01-06,5.2632
2020-01-09,0.0
2020-01-10,0.0
2020-01-14,0.0
2020-01-15,3.125
2020-01-16,45.4545
2020-01-17,-16.6667
2020-01-23,20.0
2020-01-24,0.0
2020-01-27,-16.6667
2020-01-29,30.0
2020-01-31,-0.1538
2020-02-07,0.0385
2020-02-10,-19.1375
2020-02-11,0.0
2020-02-13,0.0
2020-02-25,-4.7619
2020-02-26,10.0
2020-03-02,-9.0909
2020-03-04,30.0
2020-03-05,-26.1538
2020-03-10,66.6146
2020-03-11,-39.9812
2020-03-13,4.1667
2020-03-16,0.0
2020-03-17,40.0
2020-03-18,-7.1429
2020-03-20,-20.0
2020-03-24,25.0
2020-03-25,-0.1923
2020-03-26,-23.6994
2020-03-27,-6.5657
2020-04-02,29.7297
2020-04-03,4.125
2020-04-06,12.0448
2020-04-07,-20.3714
2020-04-09,23.3405
2020-04-13,0.0
2020-04-14,-9.0909
2020-04-15,0.0
2020-04-16,4.0
2020-04-17,-28.0769
2020-04-20,0.0535
2020-04-22,0.0
2020-04-23,113.7894
2020-04-24,-52.25
2020-04-27,93.7173
2020-04-29,-45.4054
2020-04-30,48.5149
2020-05-04,-29.6667
2020-05-07,0.0
2020-05-11,42.1801
2020-05-13,-29.6667
2020-05-15,39.763
2020-05-18,-32.1465
2020-05-19,48.3758
2020-05-20,-15.7966
2020-05-21,-9.52
2020-05-22,28.2051
2020-05-26,-24.1379
2020-05-27,35.0
2020-05-28,24.5791
2020-05-29,-32.4324
2020-06-01,6.0
2020-06-02,35.8491
2020-06-03,-4.1667
2020-06-05,0.0
2020-06-08,21.7391
2020-06-09,-35.7143
2020-06-10,11.1111
2020-06-11,16.6667
2020-06-12,5.7143
2020-06-15,0.0
2020-06-16,-29.7297
2020-06-17,42.3077
2020-06-18,-8.1081
2020-06-22,0.0
2020-06-23,-29.3824
2020-06-25,-0.1249
2020-06-26,-4.045
2020-06-29,4.259
2020-06-30,0.0417
2020-07-01,0.0
2020-07-06,0.0
2020-07-07,25.0
2020-07-08,-20.0
2020-07-09,-15.7917
2020-07-10,41.5141
2020-07-13,-30.0699
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,35.0
2020-07-17,0.0
2020-07-20,7.4074
2020-07-21,0.0
2020-07-22,37.931
2020-07-23,-12.5
2020-07-24,0.0
2020-07-27,42.8286
2020-07-28,0.0
2020-07-29,-27.9256
2020-07-30,11.0186
2020-07-31,15.0
