ticker,PGSC US Equity
2015-03-03,-9.3333
2015-03-04,-8.0882
2015-03-09,20.0
2015-03-11,-13.3333
2015-03-13,-11.538499999999999
2015-03-17,17.3913
2015-03-19,48.1481
2015-03-23,-15.0
2015-03-25,2.9412000000000003
2015-03-26,0.0
2015-03-27,0.0
2015-03-31,-50.8571
2015-04-02,16.2791
2015-04-06,50.0
2015-04-08,-40.0
2015-04-10,0.0
2015-04-13,-11.1111
2015-04-15,0.0
2015-04-21,0.0
2015-04-24,-6.25
2015-04-27,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-05,-20.0
2015-05-07,14.1667
2015-05-11,41.6058
2015-05-12,-29.8969
2015-05-13,1.4706000000000001
2015-05-14,-13.0435
2015-05-15,16.6667
2015-05-18,0.0
2015-05-19,0.0
2015-05-21,-30.0
2015-05-22,-18.3673
2015-05-26,22.5
2015-05-28,4.0816
2015-05-29,-31.3725
2015-06-03,14.2857
2015-06-04,-27.5
2015-06-05,-13.7931
2015-06-08,0.0
2015-06-09,19.95
2015-06-10,0.0417
2015-06-12,-21.6667
2015-06-15,6.383
2015-06-16,0.0
2015-06-17,-0.05
2015-06-19,-35.968
2015-06-22,18.75
2015-06-23,-21.0526
2015-06-25,0.0
2015-06-26,6.6667
2015-07-01,0.0
2015-07-06,-12.5
2015-07-20,-10.7143
2015-07-21,-11.2
2015-07-23,-9.9099
2015-07-24,-26.0
2015-07-27,0.1689
2015-08-03,1.1804000000000001
2015-08-13,0.0
2015-08-24,13.3333
2015-08-25,-5.8824
2015-08-28,50.0
2015-08-31,0.0
2015-09-09,-8.3333
2015-09-10,0.0
2015-09-11,-18.1818
2015-09-14,22.2222
2015-09-15,22.7273
2015-09-16,11.1111
2015-09-17,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-24,0.0
2015-09-30,0.0
2015-10-01,20.0
2015-10-05,11.1111
2015-10-06,25.0
2015-10-12,-8.0
2015-10-13,0.0
2015-10-14,6.5217
2015-10-16,0.0
2015-10-20,-18.3673
2015-10-22,0.0
2015-10-23,0.0
2015-10-27,-22.5
2015-11-03,0.0
2015-12-09,-16.129
2015-12-15,7.6923
2015-12-31,-7.1429
2016-01-19,0.0
2016-01-26,-3.8462
2016-01-28,-4.0
2016-02-05,0.0
2016-02-10,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-03-11,8.3333
2016-03-17,-23.0769
2016-03-29,-10.0
2016-04-25,16.25
2016-05-02,-4.4205
2016-05-11,0.0
2016-05-23,-10.0
2016-09-14,-10.2778
2016-09-16,-38.0805
2016-09-19,-10.0
2016-09-22,11.1111
2016-10-05,-40.0
2016-10-06,-24.5833
2016-10-11,165.1934
2016-10-13,46.6667
2016-10-14,2.2727
2016-10-18,-44.4444
2016-10-20,60.0
2016-12-02,0.0
2016-12-06,12.5
2016-12-21,0.0
2016-12-28,-11.1111
2017-01-03,0.0
2017-02-01,0.0
2017-02-13,2.8906
2017-03-06,-2.8094
2017-05-16,-18.75
2017-06-22,-7.6923
2017-09-19,49.8333
2017-09-21,-55.5061
2017-11-22,28.0
2017-12-28,21.0937
2018-01-03,-12.0968
2018-01-29,0.1835
2018-01-31,28.2051
2018-03-09,-28.5714
2018-03-13,0.0
2018-05-03,0.0
2018-05-29,0.2
2018-07-27,19.7605
2018-08-20,16.6667
2018-08-28,-21.4286
2018-10-18,-9.0909
2018-11-14,0.0
2018-11-20,0.0
2018-11-29,0.0
2019-01-24,100.0
2019-01-25,-22.0
2019-01-28,12.1795
2019-02-04,-2.8571
2019-02-11,-29.4118
2019-02-15,0.0
2019-02-20,0.0
2019-03-21,0.0
2019-06-06,50.0
2019-06-12,-44.4444
2019-08-05,-15.4
2019-08-13,-5.4374
2019-09-03,11.25
2019-09-27,-10.1124
2019-10-04,25.0
2019-10-18,-30.0
2019-11-15,-14.2857
2019-12-18,-6.3333
2020-03-02,49.4662
2020-05-15,-52.381
2020-06-11,-50.0
2020-06-12,2.0
2020-06-19,-50.9804
2020-06-30,120.0
2020-07-09,-1.8182
