ticker,CWK US Equity
2018-12-24,-6.9204
2018-12-26,2.6022
2018-12-27,3.2609
2018-12-28,0.4912
2018-12-31,1.0475
2019-01-02,0.4147
2019-01-03,-2.34
2019-01-04,0.4228
2019-01-07,-0.6316
2019-01-08,7.4153
2019-01-09,0.526
2019-01-10,0.981
2019-01-11,0.9715
2019-01-14,2.1167
2019-01-15,-0.0628
2019-01-16,2.4513
2019-01-17,3.4356
2019-01-18,-0.5338
2019-01-22,-2.6834
2019-01-23,-1.9607999999999999
2019-01-24,-0.125
2019-01-25,1.2516
2019-01-28,-3.7083
2019-01-29,2.5674
2019-01-30,1.3141
2019-01-31,6.4855
2019-02-01,-1.7401
2019-02-04,0.4723
2019-02-05,1.9976
2019-02-06,-0.4032
2019-02-07,0.6362
2019-02-08,-0.2299
2019-02-11,1.4401
2019-02-12,2.8393
2019-02-13,3.6444
2019-02-14,-2.4507
2019-02-15,-2.0208
2019-02-19,0.0557
2019-02-20,1.7827
2019-02-21,1.3684
2019-02-22,0.9179
2019-02-25,-1.1236
2019-02-26,-0.4329
2019-02-27,2.6087
2019-02-28,-2.9131
2019-03-01,1.5276
2019-03-04,1.8807
2019-03-05,-0.7911
2019-03-06,-2.1797
2019-03-07,-2.9891
2019-03-08,0.1681
2019-03-11,1.0626
2019-03-12,0.0
2019-03-13,1.9369
2019-03-14,0.5972
2019-03-15,-0.1619
2019-03-18,-4.1622
2019-03-19,0.3384
2019-03-20,-1.5739
2019-03-21,3.1982
2019-03-22,-1.7709000000000001
2019-03-25,0.338
2019-03-26,0.4492
2019-03-27,-1.1179000000000001
2019-03-28,0.3392
2019-03-29,0.2817
2019-04-01,1.236
2019-04-02,-0.1665
2019-04-03,0.945
2019-04-04,1.4868000000000001
2019-04-05,-0.3256
2019-04-08,0.4355
2019-04-09,-1.1924
2019-04-10,1.6456
2019-04-11,-0.7016
2019-04-12,0.3261
2019-04-15,0.325
2019-04-16,-1.0259
2019-04-17,-0.4364
2019-04-18,0.9863
2019-04-22,0.2713
2019-04-23,1.9481000000000002
2019-04-24,1.6985000000000001
2019-04-25,0.1044
2019-04-26,1.9811999999999999
2019-04-29,-0.8691
2019-04-30,1.2893
2019-05-01,-0.5092
2019-05-02,-0.6141
2019-05-03,1.8023
2019-05-06,-0.7081
2019-05-07,-2.7509
2019-05-08,-3.5621
2019-05-09,-2.6073
2019-05-10,1.3942999999999999
2019-05-13,-2.4752
2019-05-14,2.8765
2019-05-15,0.9868
2019-05-16,0.8686
2019-05-17,-0.5382
2019-05-20,-2.1645
2019-05-21,1.604
2019-05-22,-1.9597
2019-05-23,-2.1099
2019-05-24,-0.1702
2019-05-28,-0.7386
2019-05-29,-1.2021
2019-05-30,0.2897
2019-05-31,-2.5997
2019-06-03,-0.3559
2019-06-04,1.6667
2019-06-05,1.9321000000000002
2019-06-06,-0.5169
2019-06-07,2.3095
2019-06-10,0.8465
2019-06-11,-0.2798
2019-06-12,-0.1122
2019-06-13,1.5169000000000001
2019-06-14,-0.4981
2019-06-17,-0.0556
2019-06-18,2.6711
2019-06-19,0.5962
2019-06-20,-0.9159
2019-06-21,-0.9244
2019-06-24,-3.0735
2019-06-25,-1.1891
2019-06-26,-0.4585
2019-06-27,1.7847
2019-06-28,1.1312
2019-07-01,0.3915
2019-07-02,0.6128
2019-07-03,1.495
2019-07-05,-1.2548
2019-07-08,-0.442
2019-07-09,0.7769
2019-07-10,0.1652
2019-07-11,-0.5498
2019-07-12,1.4925
2019-07-15,0.2723
2019-07-16,1.7925
2019-07-17,0.1067
2019-07-18,1.3859
2019-07-19,-0.7361
2019-07-22,-0.9004
2019-07-23,2.2982
2019-07-24,3.2915
2019-07-25,-0.4552
2019-07-26,0.2033
2019-07-29,1.217
2019-07-30,0.4008
2019-07-31,-0.998
2019-08-01,-0.6552
2019-08-02,-5.5302
2019-08-05,-7.7336
2019-08-06,2.0955
2019-08-07,-2.4515000000000002
2019-08-08,1.6364999999999998
2019-08-09,0.8626
2019-08-12,-0.5701
2019-08-13,1.0321
2019-08-14,-4.8241
2019-08-15,-0.1193
2019-08-16,3.2836
2019-08-19,1.5029
2019-08-20,0.7973
2019-08-21,-0.791
2019-08-22,-4.4419
2019-08-23,-5.9595
2019-08-26,2.0913
2019-08-27,-0.4966
2019-08-28,0.4991
2019-08-29,2.4829
2019-08-30,1.9988000000000001
2019-09-03,1.9002
2019-09-04,1.2821
2019-09-05,1.2083
2019-09-06,1.4781
2019-09-09,2.8571
2019-09-10,4.7386
2019-09-11,-1.5081
2019-09-12,0.528
2019-09-13,-0.7353
2019-09-16,-0.0529
2019-09-17,-1.7469999999999999
2019-09-18,-1.2931
2019-09-19,0.9825
2019-09-20,1.1892
2019-09-23,-1.6026
2019-09-24,-4.1802
2019-09-25,4.7025
2019-09-26,1.2987
2019-09-27,-0.1068
2019-09-30,-0.9091
2019-10-01,-4.2094
2019-10-02,-3.662
2019-10-03,-0.2339
2019-10-04,1.8171
2019-10-07,0.6908
2019-10-08,-2.8588
2019-10-09,1.1772
2019-10-10,1.5125
2019-10-11,1.1461000000000001
2019-10-14,-0.0567
2019-10-15,0.8503
2019-10-16,1.4053
2019-10-17,0.0
2019-10-18,0.6652
2019-10-21,2.533
2019-10-22,0.6982
2019-10-23,0.32
2019-10-24,-0.0532
2019-10-25,0.7979
2019-10-28,0.9499
2019-10-29,-1.4637
2019-10-30,1.4854
2019-10-31,-2.5091
2019-11-01,3.2172
2019-11-04,-0.7792
2019-11-05,0.9948
2019-11-06,-5.4432
2019-11-07,-0.2193
2019-11-08,2.5824
2019-11-11,1.3926
2019-11-12,1.2678
2019-11-13,-0.7303
2019-11-14,-0.1576
2019-11-15,0.4211
2019-11-18,0.2621
2019-11-19,-1.4637
2019-11-20,-0.4244
2019-11-21,-0.3729
2019-11-22,-0.6417
2019-11-25,2.4758
2019-11-26,0.6828
2019-11-27,1.252
2019-11-29,-0.103
2019-12-02,-2.6302
2019-12-03,-0.053
2019-12-04,0.5299
2019-12-05,-0.2109
2019-12-06,2.5885
2019-12-09,-4.7374
2019-12-10,-0.8649
2019-12-11,-0.4362
2019-12-12,1.9715
2019-12-13,1.5038
2019-12-16,1.9048
2019-12-17,0.1038
2019-12-18,1.6598000000000002
2019-12-19,2.5
2019-12-20,2.6381
2019-12-23,-0.2425
2019-12-24,0.4861
2019-12-26,-0.0968
2019-12-27,-0.7748
2019-12-30,0.0488
2019-12-31,-0.2927
2020-01-02,0.9295
2020-01-03,-0.2908
2020-01-06,-0.8751
2020-01-07,-2.0598
2020-01-08,-1.3519999999999999
2020-01-09,-1.066
2020-01-10,-1.0775
2020-01-13,0.6743
2020-01-14,-0.8758
2020-01-15,1.7671999999999999
2020-01-16,-0.2554
2020-01-17,0.768
2020-01-21,-0.4065
2020-01-22,0.5612
2020-01-23,0.4566
2020-01-24,-1.2121
2020-01-27,-1.7382
2020-01-28,1.1446
2020-01-29,-0.3086
2020-01-30,0.6708
2020-01-31,-1.4864
2020-02-03,1.4567999999999999
2020-02-04,1.3846
2020-02-05,0.4047
2020-02-06,-1.5112999999999999
2020-02-07,0.0512
2020-02-10,0.3067
2020-02-11,-3.8736
2020-02-12,2.6511
2020-02-13,0.4132
2020-02-14,1.0802
2020-02-18,-2.0356
2020-02-19,-0.5714
2020-02-20,0.6792
2020-02-21,-1.5568
2020-02-24,-4.3753
2020-02-25,-4.355
2020-02-26,-0.6916
2020-02-27,-2.0894
2020-02-28,7.8245000000000005
2020-03-02,4.0682
2020-03-03,-1.4263
2020-03-04,0.3751
2020-03-05,-4.6983
2020-03-06,-6.4426
2020-03-09,-10.1198
2020-03-10,7.5949
2020-03-11,-9.1641
2020-03-12,-13.4288
2020-03-13,8.6614
2020-03-16,-9.3478
2020-03-17,-5.4357
2020-03-18,-32.1217
2020-03-19,29.3898
2020-03-20,0.4812
2020-03-23,-6.5134
2020-03-24,7.1721
2020-03-25,7.3614
2020-03-26,14.3366
2020-03-27,-7.243
2020-03-30,6.5491
2020-03-31,-7.4862
2020-04-01,-14.0545
2020-04-02,-3.5679
2020-04-03,-3.8026999999999997
2020-04-06,11.0043
2020-04-07,2.6949
2020-04-08,10.4967
2020-04-09,3.5623
2020-04-13,-4.5045
2020-04-14,1.0292
2020-04-15,-3.1409
2020-04-16,-3.5933
2020-04-17,-0.8182
2020-04-20,-1.3749
2020-04-21,-2.7881
2020-04-22,-1.2428
2020-04-23,2.5169
2020-04-24,1.983
2020-04-27,7.7778
2020-04-28,0.0
2020-04-29,6.8729
2020-04-30,-2.1704
2020-05-01,-6.2449
2020-05-04,-1.6652
2020-05-05,-0.8913
2020-05-06,-2.7878
2020-05-07,4.5328
2020-05-08,-1.1504
2020-05-11,-3.7601
2020-05-12,-9.3023
2020-05-13,-5.3333
2020-05-14,0.7584
2020-05-15,-0.4301
2020-05-18,6.2635
2020-05-19,-3.8618
2020-05-20,3.1712
2020-05-21,3.1762
2020-05-22,-5.0645
2020-05-26,6.6946
2020-05-27,5.7843
2020-05-28,-2.317
2020-05-29,-2.7514
2020-06-01,4.0976
2020-06-02,2.9991
2020-06-03,12.9208
2020-06-04,2.5786
2020-06-05,4.9489
2020-06-08,3.2186
2020-06-09,-4.1334
2020-06-10,-7.4887
2020-06-11,-8.3401
2020-06-12,7.2257
2020-06-15,1.1647
2020-06-16,3.7829
2020-06-17,-1.1094
2020-06-18,1.3622
2020-06-19,0.4743
2020-06-22,-1.2589000000000001
2020-06-23,1.2749
2020-06-24,-5.3501
2020-06-25,3.9069000000000003
2020-06-26,-4.72
2020-06-29,4.1142
2020-06-30,0.4839
2020-07-01,-1.7657
2020-07-02,2.9412000000000003
2020-07-06,4.127
2020-07-07,-10.2134
2020-07-08,-1.1036
2020-07-09,-4.3777
2020-07-10,2.9623
2020-07-13,-4.0976
2020-07-14,0.3636
2020-07-15,5.9783
2020-07-16,-1.7094
2020-07-17,0.7826
2020-07-20,-3.365
2020-07-21,0.8929
2020-07-22,0.531
2020-07-23,-0.4401
2020-07-24,-5.3935
2020-07-27,-0.3738
2020-07-28,-1.2195
2020-07-29,1.8044
2020-07-30,1.5857999999999999
2020-07-31,-1.7447
