ticker,UMHL US Equity
2015-06-23,0.0
2015-06-24,0.0
2015-06-29,-11.1111
2015-08-06,0.0
2015-08-10,0.0
2015-08-14,0.0
2015-09-08,12.5
2015-10-19,0.0
2015-10-20,-11.1111
2015-10-21,0.0
2015-10-26,0.0
2015-11-05,-18.75
2015-12-03,20.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-10,-4.4872
2015-12-14,0.0
2015-12-15,7.2148
2015-12-23,0.0
2015-12-31,-4.8513
2016-01-04,0.0
2016-01-14,-3.9474
2016-01-15,-99.8288
2016-02-02,53250.0
2016-02-03,-10.0281
2016-02-17,61.6667
2016-02-18,3.0928
2016-02-19,-30.0
2016-02-22,71.4286
2016-02-23,8.3333
2016-02-24,-23.0769
2016-02-25,0.0
2016-02-26,5.75
2016-02-29,-5.4374
2016-03-03,0.0
2016-03-09,10.0
2016-03-16,-9.0909
2016-03-17,-10.0
2016-03-29,0.0
2016-04-04,0.0
2016-04-06,-5.5556
2016-04-07,0.0
2016-04-14,-4.0441
2016-05-03,-14.1762
2016-05-17,-14.2857
2016-05-20,-16.6667
2016-05-26,20.0
2016-06-07,20.0
2016-06-08,11.1111
2016-06-09,19.5313
2016-06-15,-32.0261
2016-08-02,-7.6923
2016-08-05,8.3333
2016-08-08,19.5192
2016-08-10,0.0
2016-08-11,8.1255
2016-08-12,-7.5149
2016-08-16,0.0
2016-08-17,0.0
2016-08-22,-9.8954
2016-08-26,12.5893
2016-08-29,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,-11.1816
2016-09-14,-14.2857
2016-09-15,25.0
2016-09-16,0.0
2016-09-21,0.0
2016-09-26,0.0
2016-09-29,0.0
2016-10-12,-46.6667
2016-10-28,25.0
2016-10-31,0.0
2016-11-02,0.0
2016-11-04,-20.0
2016-11-07,0.0
2016-11-16,0.0
2016-11-17,-25.0
2016-11-18,0.0
2016-11-21,33.3333
2016-12-02,4.6875
2016-12-08,-28.3582
2016-12-15,100.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,6.4583
2016-12-27,9.589
2016-12-28,12.857099999999999
2016-12-30,89.8734
2017-01-04,-12.25
2017-01-05,13.9601
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,3.3333
2017-01-11,-3.2258
2017-01-13,26.6667
2017-01-17,-47.3684
2017-01-19,20.0
2017-01-20,66.6667
2017-01-23,0.0
2017-01-24,-10.0
2017-01-25,11.1111
2017-01-27,0.0
2017-02-03,0.0
2017-02-08,0.0
2017-02-13,0.0
2017-02-14,2.5
2017-02-15,2.439
2017-02-16,-4.7619
2017-02-22,4.9375
2017-02-27,-10.9291
2017-03-03,-41.1568
2017-03-07,-18.1818
2017-03-08,-11.1111
2017-03-10,87.5
2017-03-20,-52.4167
2017-03-23,52.014
2017-03-24,-13.8825
2017-03-27,0.0
2017-03-29,7.893
2017-03-30,9.1135
2017-03-31,-8.3523
2017-04-03,-10.6634
2017-04-04,11.9362
2017-04-07,0.0
2017-04-10,-19.1569
2017-04-11,0.0
2017-04-13,10.4294
2017-04-17,-44.3056
2017-04-18,9.7257
2017-04-20,17.2727
2017-04-21,8.5271
2017-04-24,-6.1607
2017-04-26,0.0
2017-04-27,-23.882
2017-05-17,8.0
2017-05-18,-23.8426
2017-05-22,-99.5441
2017-05-26,13233.3333
2017-05-30,40.0
2017-05-31,42.8571
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,98.0
2017-06-09,51.5152
2017-06-21,-46.6667
2017-07-06,0.0
2017-07-07,0.0
2017-07-12,-23.125
2017-07-13,-2.439
2017-07-17,16.6667
2017-07-20,14.2857
2017-07-26,-25.0
2017-07-27,33.3333
2017-07-31,-1.25
2017-08-02,-32.9114
2017-08-08,49.0566
2017-08-11,-34.1772
2017-08-14,0.0
2017-08-15,0.0
2017-08-22,0.0
2017-09-01,-21.1538
2017-09-05,0.0
2017-09-11,-39.0244
2017-09-15,100.0
2017-09-18,20.0
2017-09-19,0.0
2017-09-22,0.0
2017-10-03,-80.0
2017-10-13,255.8333
2017-10-16,5.3864
2017-10-17,0.0
2017-11-01,-1.1111
2017-11-03,1.1236
2017-11-20,4.4444
2017-11-27,-25.5319
2017-11-28,0.0
2017-12-01,52.8
2017-12-04,10.3216
2017-12-05,-40.678
2017-12-08,50.6
2017-12-11,1.4607999999999999
2017-12-12,3.5901
2017-12-18,-27.7978
2017-12-19,0.0
2018-01-19,-35.5
2018-01-25,0.0
2018-01-26,124.8062
2018-01-29,3.4483
2018-01-30,0.0
2018-01-31,0.0
2018-03-05,-57.0
2018-04-11,0.0
2018-04-26,0.0
2018-07-10,16.2791
2018-08-16,50.0
2018-08-17,11.1111
2018-08-23,0.0
2018-11-13,-40.0
2018-11-14,-33.3333
2018-11-21,0.0
2018-11-23,0.0
2019-01-29,0.0
2019-02-26,50.0
2019-02-27,0.0
2019-03-18,-33.3333
2019-04-04,0.0
2019-05-03,0.0
2019-06-05,0.0
2019-07-03,0.0
2019-08-06,0.0
2019-08-13,-10.0
2019-09-05,-5.5556
2019-10-03,-11.7647
2019-10-23,66.6667
2019-10-24,-8.0
2019-10-25,47.8261
2019-11-05,2.9412000000000003
2019-11-12,0.0
2019-11-13,185.7143
2019-11-14,-60.0
2019-11-15,50.0
2019-11-18,-33.3333
2019-11-19,25.0
2019-11-21,-60.0
2019-11-22,75.0
2019-11-25,-31.4286
2019-11-26,150.0
2019-11-27,-73.3333
2019-12-06,137.5
2019-12-09,-7.8947
2019-12-12,0.0
2019-12-13,-54.2857
2020-01-03,0.0
2020-01-15,5.0
2020-01-22,-40.4762
2020-03-16,0.0
2020-04-08,-20.0
2020-04-09,-42.5
2020-06-01,97.8261
2020-06-02,82.967
2020-06-08,-27.9279
2020-06-15,0.0
