ticker,QNTA US Equity
2019-11-08,3.2773
2019-11-11,-6.9333
2019-11-12,-14.0401
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,8.0
2019-11-19,9.6914
2019-11-20,10.2983
2019-11-21,-0.5102
2019-11-22,-2.5641
2019-11-25,-2.6316
2019-11-26,8.1081
2019-11-27,-7.875
2019-11-29,-29.1723
2019-12-02,49.8084
2019-12-03,5.1151
2019-12-04,-4.6229
2019-12-05,-5.6122
2019-12-06,-5.4054
2019-12-09,8.5714
2019-12-10,-5.0
2019-12-11,2.7701000000000002
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,13.4771
2019-12-17,-2.3753
2019-12-18,-7.5426
2019-12-19,10.526299999999999
2019-12-20,0.0
2019-12-23,19.0476
2019-12-24,0.0
2019-12-26,3.0
2019-12-27,0.0
2019-12-30,-36.2913
2019-12-31,61.2313
2020-01-03,-8.4121
2020-01-06,-2.9928
2020-01-08,6.1702
2020-01-09,-3.8076
2020-01-10,-8.3333
2020-01-13,2.2727
2020-01-14,0.0
2020-01-15,-11.1111
2020-01-16,32.5
2020-01-17,-5.6604
2020-01-21,7.8
2020-01-22,-1.6698
2020-01-23,7.5472
2020-01-24,-29.8246
2020-01-27,27.25
2020-01-28,-1.9843
2020-01-29,-11.806000000000001
2020-01-30,11.3636
2020-01-31,-8.1633
2020-02-03,-22.2222
2020-02-04,14.2857
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,-15.0
2020-02-10,2.9412000000000003
2020-02-11,-2.8571
2020-02-12,0.0
2020-02-13,-4.4118
2020-02-14,0.0
2020-02-18,4.6154
2020-02-19,-8.8235
2020-02-20,-3.2258
2020-02-21,-16.6667
2020-02-24,17.6
2020-02-25,-8.1633
2020-02-26,7.4074
2020-02-27,-13.7931
2020-02-28,-14.0
2020-03-02,16.2791
2020-03-03,-20.04
2020-03-04,5.0525
2020-03-05,19.0
2020-03-06,-23.9696
2020-03-09,1.9474
2020-03-10,17.7078
2020-03-11,-16.1513
2020-03-12,-13.6001
2020-03-13,8.9753
2020-03-16,-16.6389
2020-03-17,-6.6978
2020-03-18,0.0
2020-03-19,28.5714
2020-03-20,-5.5556
2020-03-23,0.0
2020-03-24,-11.7647
2020-03-25,13.3333
2020-03-26,17.647100000000002
2020-03-27,-5.5
2020-03-30,-4.7619
2020-03-31,0.0
2020-04-01,-33.3333
2020-04-02,0.0
2020-04-03,-15.8333
2020-04-07,8.9109
2020-04-08,0.0
2020-04-09,18.0909
2020-04-13,15.4734
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,13.3333
2020-04-17,-11.7647
2020-04-20,0.0
2020-04-21,-23.3333
2020-04-22,-4.3478
2020-04-23,13.6364
2020-04-24,12.0
2020-04-27,-21.4286
2020-04-28,18.1818
2020-04-29,7.6923
2020-04-30,0.0
2020-05-01,1.4285999999999999
2020-05-04,-22.5352
2020-05-05,36.3636
2020-05-06,-26.6667
2020-05-07,-9.0909
2020-05-08,30.0
2020-05-11,-22.8462
2020-05-12,29.5115
2020-05-13,-15.3195
2020-05-14,-11.9091
2020-05-15,0.1032
2020-05-18,5.6701
2020-05-19,-2.439
2020-05-20,10.0
2020-05-21,9.0909
2020-05-22,-7.5
2020-05-26,48.6486
2020-05-27,8.4848
2020-05-28,0.0
2020-05-29,2.2346
2020-06-01,-1.6393
2020-06-02,-11.6667
2020-06-03,-4.0881
2020-06-04,0.2623
2020-06-05,-5.1668
2020-06-08,6.6379
2020-06-09,-11.8998
2020-06-10,-9.2678
2020-06-11,5.178
2020-06-12,14.6154
2020-06-15,-2.4832
2020-06-16,-10.5299
2020-06-17,-6.0385
2020-06-18,-1.8011
2020-06-19,8.2118
2020-06-22,-14.4068
2020-06-23,7.0207
2020-06-24,-7.4853
2020-06-25,22.7273
2020-06-26,-11.1111
2020-06-29,12.4167
2020-06-30,-2.891
2020-07-01,14.5038
2020-07-02,-4.8
2020-07-06,-1.9607999999999999
2020-07-07,14.2857
2020-07-08,-6.25
2020-07-09,-7.93
2020-07-10,1.3721
2020-07-13,-0.1429
2020-07-14,-3.4335
2020-07-15,-11.1111
2020-07-16,0.0
2020-07-17,11.25
2020-07-20,0.6742
2020-07-21,-3.2738
2020-07-22,7.6923
2020-07-23,-3.4286
2020-07-24,25.7396
2020-07-27,-11.7647
2020-07-28,0.0
2020-07-29,6.4667
2020-07-30,-2.1916
2020-07-31,2.4328
