ticker,KTB US Equity
2019-09-30,1.6802000000000001
2019-10-01,-0.9117
2019-10-02,-1.8114
2019-10-03,1.9034
2019-10-04,-1.9828000000000001
2019-10-07,1.0847
2019-10-08,0.493
2019-10-09,0.0
2019-10-10,-0.6926
2019-10-11,6.655
2019-10-14,0.5995
2019-10-15,2.4106
2019-10-16,1.4017
2019-10-17,0.3391
2019-10-18,-0.5719
2019-10-21,2.1961
2019-10-22,2.6861
2019-10-23,0.274
2019-10-24,-2.2609
2019-10-25,2.1098
2019-10-28,-1.5185
2019-10-29,0.7583
2019-10-30,-1.2042
2019-10-31,-3.5042999999999997
2019-11-01,0.0
2019-11-04,1.0526
2019-11-05,2.4219
2019-11-06,-2.7714
2019-11-07,-8.4467
2019-11-08,2.8563
2019-11-11,0.3888
2019-11-12,-0.2213
2019-11-13,1.1921
2019-11-14,-1.3425
2019-11-15,0.0555
2019-11-18,-1.5819999999999999
2019-11-19,0.0282
2019-11-20,-0.9022
2019-11-21,-0.4267
2019-11-22,1.4857
2019-11-25,1.4077
2019-11-26,-0.3887
2019-11-27,0.4181
2019-11-29,-0.4996
2019-12-02,2.1478
2019-12-03,0.5188
2019-12-04,1.9287999999999998
2019-12-05,2.7984999999999998
2019-12-06,-0.2852
2019-12-09,0.78
2019-12-10,0.2094
2019-12-11,0.3135
2019-12-12,2.1354
2019-12-13,-0.6374
2019-12-16,-0.6672
2019-12-17,0.7233
2019-12-18,3.2572
2019-12-19,-0.0994
2019-12-20,1.3426
2019-12-23,2.2816
2019-12-24,-0.4557
2019-12-26,1.9277
2019-12-27,0.4492
2019-12-30,-0.5884
2019-12-31,-0.5919
2020-01-02,-0.7145
2020-01-03,2.6385
2020-01-06,-1.2386
2020-01-07,1.0175
2020-01-08,0.2108
2020-01-09,-1.7298
2020-01-10,-2.7831
2020-01-13,1.9819
2020-01-14,-1.1516
2020-01-15,-1.068
2020-01-16,2.9195
2020-01-17,-0.5244
2020-01-21,-0.2636
2020-01-22,-0.3364
2020-01-23,1.2295
2020-01-24,-0.1905
2020-01-27,-2.3861
2020-01-28,-2.7133000000000003
2020-01-29,1.9346999999999999
2020-01-30,-1.0106
2020-01-31,-5.0299
2020-02-03,1.075
2020-02-04,1.9196
2020-02-05,2.5452
2020-02-06,0.7198
2020-02-07,-3.1789
2020-02-10,-1.1199
2020-02-11,-0.4891
2020-02-12,1.7589000000000001
2020-02-13,3.9908
2020-02-14,2.3466
2020-02-18,-6.9501
2020-02-19,0.5647
2020-02-20,-0.4339
2020-02-21,-0.5896
2020-02-24,-2.6044
2020-02-25,-6.0895
2020-02-26,0.1128
2020-02-27,-4.2242
2020-02-28,-0.7939
2020-03-02,1.5412
2020-03-03,-1.4011
2020-03-04,2.2795
2020-03-05,-5.8755
2020-03-06,2.7675
2020-03-09,-8.2286
2020-03-10,7.1405
2020-03-11,-8.4625
2020-03-12,-9.6851
2020-03-13,3.7495000000000003
2020-03-16,-4.373
2020-03-17,12.3583
2020-03-18,-1.0427
2020-03-19,0.4759
2020-03-20,-10.4871
2020-03-23,-9.9773
2020-03-24,8.5223
2020-03-25,-7.8143
2020-03-26,-3.9026
2020-03-27,-11.3537
2020-03-30,-2.7094
2020-03-31,-2.9367
2020-04-01,-19.0923
2020-04-02,0.4513
2020-04-03,-11.4249
2020-04-06,9.2754
2020-04-07,5.8355
2020-04-08,11.4035
2020-04-09,14.117
2020-04-13,-1.4293
2020-04-14,6.5
2020-04-15,-13.5681
2020-04-16,-4.6171
2020-04-17,13.2118
2020-04-20,-4.6781
2020-04-21,-4.2216
2020-04-22,1.8182
2020-04-23,0.3247
2020-04-24,5.6095
2020-04-27,6.4862
2020-04-28,2.2542
2020-04-29,-0.8443
2020-04-30,-8.1835
2020-05-01,1.0304
2020-05-04,-5.5074
2020-05-05,3.7237
2020-05-06,2.2893
2020-05-07,-4.9847
2020-05-08,-3.3191
2020-05-11,-8.1949
2020-05-12,-6.0917
2020-05-13,-7.7071
2020-05-14,4.8713
2020-05-15,-8.1619
2020-05-18,13.6561
2020-05-19,-9.7266
2020-05-20,0.3521
2020-05-21,1.9649
2020-05-22,-3.3723
2020-05-26,6.8376
2020-05-27,6.0667
2020-05-28,-5.6568000000000005
2020-05-29,-2.5983
2020-06-01,12.4487
2020-06-02,3.6496
2020-06-03,11.5023
2020-06-04,6.5263
2020-06-05,12.8458
2020-06-08,-1.7513
2020-06-09,-6.2389
2020-06-10,-6.5114
2020-06-11,-4.8297
2020-06-12,1.1752
2020-06-15,2.0591
2020-06-16,0.2587
2020-06-17,-7.3271
2020-06-18,-0.6125
2020-06-19,3.3053
2020-06-22,-0.705
2020-06-23,1.5292
2020-06-24,-7.5309
2020-06-25,0.2909
2020-06-26,-4.2343
2020-06-29,7.0866
2020-06-30,0.7353
2020-07-01,-2.5267
2020-07-02,-0.3456
2020-07-06,1.0405
2020-07-07,-3.3181
2020-07-08,-2.0118
2020-07-09,-6.5217
2020-07-10,4.0052
2020-07-13,0.8696
2020-07-14,-1.0468
2020-07-15,8.2141
2020-07-16,1.8401
2020-07-17,-3.0491
2020-07-20,-4.834
2020-07-21,6.6095
2020-07-22,-0.7463
2020-07-23,2.0821
2020-07-24,0.0567
2020-07-27,11.1552
2020-07-28,2.0377
2020-07-29,0.0999
2020-07-30,-3.7904999999999998
2020-07-31,-0.6739
