ticker,PRVL US Equity
2019-11-07,6.4762
2019-11-08,10.0179
2019-11-11,10.0
2019-11-12,-18.1818
2019-11-13,-10.4788
2019-11-14,9.5863
2019-11-15,-2.2099
2019-11-18,3.7664999999999997
2019-11-19,13.2486
2019-11-20,7.9327
2019-11-21,3.2665
2019-11-22,-4.6729
2019-11-25,4.1478
2019-11-26,0.2172
2019-11-27,3.5404999999999998
2019-11-29,0.4187
2019-12-02,-1.1118999999999999
2019-12-03,5.4111
2019-12-04,-4.0667
2019-12-05,-2.5017
2019-12-06,10.7627
2019-12-09,-1.4157
2019-12-10,1.3708
2019-12-11,0.1288
2019-12-12,-4.1158
2019-12-13,7.3776
2019-12-16,-4.2473
2019-12-17,3.4573
2019-12-18,1.2610000000000001
2019-12-19,-1.6812
2019-12-20,1.7732999999999999
2019-12-23,3.1736
2019-12-24,-2.0507
2019-12-26,0.7389
2019-12-27,-3.3619
2019-12-30,0.3163
2019-12-31,-0.1892
2020-01-02,2.5268
2020-01-03,-2.4646
2020-01-06,-1.7056
2020-01-07,14.91
2020-01-08,-7.8859
2020-01-09,3.0965
2020-01-10,5.3004
2020-01-13,-0.1678
2020-01-14,-1.1764999999999999
2020-01-15,-3.4013999999999998
2020-01-16,5.6338
2020-01-17,2.9444
2020-01-21,-1.2952
2020-01-22,1.1482
2020-01-23,-2.2162
2020-01-24,0.1658
2020-01-27,-1.3797
2020-01-28,1.9586000000000001
2020-01-29,2.1405
2020-01-30,-0.2687
2020-01-31,1.8319
2020-02-03,-1.5873
2020-02-04,2.043
2020-02-05,-2.6344
2020-02-06,-0.1623
2020-02-07,0.1084
2020-02-10,0.1083
2020-02-11,2.4337
2020-02-12,-0.1584
2020-02-13,-6.1343
2020-02-14,-1.9718
2020-02-18,-2.6437
2020-02-19,-0.1771
2020-02-20,0.5914
2020-02-21,-0.1764
2020-02-24,-5.7126
2020-02-25,1.3740999999999999
2020-02-26,-0.1848
2020-02-27,-7.5309
2020-02-28,-14.6862
2020-03-02,14.7887
2020-03-03,7.0211
2020-03-04,5.414
2020-03-05,-1.9335
2020-03-06,-2.3413
2020-03-09,-6.877
2020-03-10,-6.5718
2020-03-11,-9.0645
2020-03-12,-10.7656
2020-03-13,27.882
2020-03-16,-21.8029
2020-03-17,-0.4468
2020-03-18,-3.5009
2020-03-19,14.8837
2020-03-20,-0.4049
2020-03-23,-3.4959
2020-03-24,3.2856
2020-03-25,-4.2414
2020-03-26,2.2147
2020-03-27,-2.3333
2020-03-30,-0.0853
2020-03-31,4.0991
2020-04-01,-5.1682
2020-04-02,4.7578
2020-04-03,1.9818
2020-04-06,2.5911
2020-04-07,-2.4467
2020-04-08,11.0841
2020-04-09,1.748
2020-04-13,-5.655
2020-04-14,4.7041
2020-04-15,-3.6231999999999998
2020-04-16,3.2331
2020-04-17,4.0058
2020-04-20,-0.1401
2020-04-21,0.3506
2020-04-22,-1.7469999999999999
2020-04-23,0.9246
2020-04-24,5.7082
2020-04-27,5.8667
2020-04-28,-3.0227
2020-04-29,-0.5195
2020-04-30,-5.6789
2020-05-01,2.2145
2020-05-04,1.6249
2020-05-05,4.1306
2020-05-06,2.3672
2020-05-07,-0.6875
2020-05-08,0.1259
2020-05-11,6.7882
2020-05-12,3.3548999999999998
2020-05-13,-6.492
2020-05-14,-10.1705
2020-05-15,0.8136
2020-05-18,4.7747
2020-05-19,5.6483
2020-05-20,1.4581
2020-05-21,5.9879999999999995
2020-05-22,2.8249
2020-05-26,-4.8352
2020-05-27,-2.4249
2020-05-28,-0.0592
2020-05-29,-1.2433
2020-06-01,1.199
2020-06-02,-1.1848
2020-06-03,3.0576
2020-06-04,-3.3159
2020-06-05,-4.0915
2020-06-08,6.5245
2020-06-09,-3.8869
2020-06-10,-3.5539
2020-06-11,-1.2071
2020-06-12,0.2572
2020-06-15,2.6299
2020-06-16,-1.0625
2020-06-17,7.2647
2020-06-18,-1.2367
2020-06-19,-1.3119
2020-06-22,0.6042
2020-06-23,-0.3604
2020-06-24,-4.1591
2020-06-25,-3.1447
2020-06-26,-5.2597
2020-06-29,0.4798
2020-06-30,1.6371
2020-07-01,7.3154
2020-07-02,-3.6898
2020-07-06,0.0649
2020-07-07,-1.4925
2020-07-08,0.3953
2020-07-09,1.0499
2020-07-10,-2.3377
2020-07-13,-4.1556
2020-07-14,-1.0059
2020-07-15,7.288
2020-07-16,-0.5879
2020-07-17,2.0368
2020-07-20,0.9659
2020-07-21,-0.3827
2020-07-22,-1.1524
2020-07-23,1.3601
2020-07-24,0.0
2020-07-27,3.1949
2020-07-28,-0.743
2020-07-29,-8.2346
2020-07-30,-0.4079
2020-07-31,2.1843
