ticker,ADVV US Equity
2018-11-02,5.042
2018-11-05,-8.0
2018-11-06,2.1739
2018-11-07,-4.2553
2018-11-08,-2.2222
2018-11-09,-2.2727
2018-11-12,-6.9767
2018-11-13,2.5
2018-11-14,7.3171
2018-11-15,0.0
2018-11-16,4.5455
2018-11-19,2.1739
2018-11-30,-4.2553
2018-12-03,6.6667
2018-12-04,0.0
2018-12-06,0.8333
2018-12-07,-4.9587
2018-12-10,-2.1739
2018-12-11,4.4444
2018-12-12,1.2766
2018-12-13,-5.4622
2018-12-14,0.0
2018-12-17,2.2222
2018-12-18,0.8696
2018-12-19,3.4483
2018-12-20,-4.1667
2018-12-24,2.1739
2018-12-26,-2.1277
2018-12-27,15.2174
2018-12-28,-1.8868
2018-12-31,-15.3846
2019-01-02,2.2727
2019-01-03,3.1111
2019-01-04,0.0
2019-01-07,1.2931
2019-01-08,0.0
2019-01-09,-2.1277
2019-01-10,-4.3478
2019-01-11,4.5455
2019-01-14,4.3478
2019-01-15,4.1667
2019-01-16,2.0
2019-01-17,1.9607999999999999
2019-01-18,-16.9231
2019-01-29,6.4815
2019-01-30,2.1739
2019-01-31,6.383
2019-02-04,4.0
2019-02-05,1.9231
2019-02-06,-1.8868
2019-02-07,-11.538499999999999
2019-02-08,2.1739
2019-02-11,-4.2553
2019-02-12,-2.2222
2019-02-13,4.5455
2019-02-14,6.5217
2019-02-15,3.2653
2019-02-19,4.7431
2019-02-20,0.0
2019-02-27,0.0
2019-02-28,-9.434
2019-03-01,4.1667
2019-03-04,-12.0
2019-03-05,-4.0909
2019-03-06,7.5829
2019-03-07,7.9295
2019-03-08,4.0816
2019-03-11,0.0
2019-03-12,1.9607999999999999
2019-03-13,-3.0769
2019-03-14,-0.7937
2019-03-15,-8.0
2019-03-18,4.3478
2019-03-19,4.1667
2019-03-20,3.2
2019-04-03,1.1628
2019-04-04,0.3831
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,1.145
2019-04-11,-1.5093999999999999
2019-04-12,3.4483
2019-04-15,0.0
2019-04-16,0.3704
2019-04-17,1.476
2019-04-18,-7.2727
2019-04-30,-1.9607999999999999
2019-05-02,0.4
2019-05-03,0.7968
2019-05-07,-20.9486
2019-05-09,10.0
2019-05-10,0.0
2019-05-13,4.5455
2019-05-14,0.0
2019-05-16,0.0
2019-05-17,8.6957
2019-05-20,-2.0
2019-05-21,-2.0408
2019-05-22,1.25
2019-05-24,0.823
2019-05-28,-1.2245
2019-05-30,-0.4132
2019-05-31,1.6598000000000002
2019-06-03,4.0816
2019-06-04,-1.1764999999999999
2019-06-06,0.0
2019-06-07,1.1905000000000001
2019-06-11,0.0
2019-06-12,-1.1764999999999999
2019-06-13,-8.7302
2019-06-14,0.0
2019-06-17,2.1739
2019-06-19,2.1277
2019-06-20,0.4167
2019-06-21,0.0
2019-06-24,-0.4149
2019-06-26,2.0833
2019-06-27,1.2245
2019-07-01,1.2097
2019-07-02,-1.1952
2019-07-05,-3.2258
2019-07-09,0.0
2019-07-10,1.25
2019-07-11,-6.9959
2019-07-12,-0.4425
2019-07-15,1.3333
2019-07-16,0.0
2019-07-18,-0.8772
2019-07-22,-0.4425
2019-07-23,1.3333
2019-07-24,-0.4386
2019-07-26,1.3216
2019-07-29,1.3043
2019-07-30,0.8584
2019-08-01,0.8511
2019-08-02,0.8439
2019-08-05,-2.5105
2019-08-07,2.1459
2019-08-12,2.9412000000000003
2019-08-13,2.0408
2019-08-15,4.0
2019-08-19,-13.461500000000001
2019-08-20,0.0
2019-08-22,6.6667
2019-08-23,2.0833
2019-08-26,-11.0204
2019-08-28,3.211
2019-09-03,2.2222
2019-09-04,1.3043
2019-09-06,3.0043
2019-09-09,2.0833
2019-09-16,-18.3673
2019-09-18,6.0
2019-09-20,3.7736
2019-09-23,4.5455
2019-09-24,2.1739
2019-09-27,1.2766
2019-10-03,-14.7059
2019-10-04,-0.4926
2019-10-08,2.9703
2019-10-09,0.9615
2019-10-11,-0.9524
2019-10-14,1.4423
2019-10-15,-1.4218
2019-10-17,0.4808
2019-10-18,-0.9569
2019-10-21,-4.5894
2019-10-22,3.7975
2019-10-24,-2.439
2019-10-25,2.5
2019-10-28,14.1463
2019-10-29,2.5641
2019-10-31,2.0833
2019-11-07,2.0408
2019-11-08,2.8
2019-11-11,-1.5564
2019-11-13,-1.1858
2019-11-14,2.0
2019-11-15,1.9607999999999999
2019-11-18,-1.1538
2019-11-20,-2.7237
2019-11-22,-2.0
2019-11-25,-2.0408
2019-11-27,-3.75
2019-12-09,-11.2554
2019-12-26,2.439
2019-12-27,2.3810000000000002
2019-12-30,1.3953
2020-01-02,0.9174
2020-01-06,0.0
2020-01-07,-2.2727
2020-01-08,-0.9302
2020-01-09,0.0
2020-01-14,-1.4085
2020-01-16,-2.3810000000000002
2020-01-21,2.439
2020-01-22,2.3810000000000002
2020-01-23,2.3256
2020-01-28,0.0
2020-01-30,2.2727
2020-02-03,0.0
2020-02-05,2.2222
2020-02-11,-2.1739
2020-02-24,11.1111
2020-02-25,2.0
2020-02-28,-1.9607999999999999
2020-03-02,-2.0
2020-03-04,0.8163
2020-03-09,-2.834
2020-03-11,-2.0833
2020-03-17,-2.1277
2020-07-15,-8.6957
2020-07-16,-9.5238
