ticker,HYII US Equity
2014-04-08,25.0
2014-04-09,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,0.0
2014-04-15,0.0
2014-04-16,0.0
2014-04-17,0.0
2014-04-21,0.0
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,0.0
2014-04-28,0.0
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,0.0
2014-05-02,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,0.0
2014-05-19,0.0
2014-05-20,0.0
2014-05-22,0.0
2014-05-23,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,0.0
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-23,0.0
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-18,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-28,0.0
2014-07-29,0.0
2014-08-08,0.0
2014-08-13,0.0
2014-08-19,0.0
2014-08-20,0.0
2014-08-27,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-10,0.0
2014-09-12,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-11,0.0
2014-11-14,0.0
2014-11-20,0.0
2014-12-02,0.0
2014-12-05,0.0
2014-12-09,0.0
2014-12-15,0.0
2014-12-29,-20.0
2014-12-30,0.0
2015-01-07,25.0
2015-01-26,-20.0
2015-02-09,25.0
2015-04-02,-20.0
2015-04-07,25.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-27,0.0
2015-06-23,0.0
2015-07-30,0.0
2015-11-06,0.0
2015-11-11,0.0
2015-11-17,0.0
2015-11-19,0.0
2015-11-24,-36.0
2015-11-27,56.25
2015-12-07,0.0
2015-12-09,-99.2
2016-01-04,12400.0
2016-01-05,0.0
2016-01-26,0.0
2016-02-05,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-03-15,0.0
2016-03-24,0.0
2016-03-30,0.0
2016-04-04,0.0
2016-04-26,0.0
2016-05-03,0.0
2016-06-08,0.0
2016-06-28,0.0
2016-08-01,0.0
2016-08-25,0.0
2016-08-29,0.0
2016-09-15,0.0
2016-09-19,0.0
2016-10-26,0.0
2016-11-01,0.0
2016-12-19,0.0
2017-01-06,0.0
2017-01-30,0.0
2017-02-06,0.0
2017-02-14,0.0
2017-03-10,0.0
2017-03-13,0.0
2017-04-21,-60.0
2017-05-04,150.0
2017-05-12,-99.2
2017-05-23,12400.0
2017-06-21,-20.0
2017-07-27,0.0
2017-07-31,-99.0
2017-08-02,900.0
2017-08-21,-90.0
2017-09-20,0.0
2017-09-26,9900.0
2017-12-01,0.0
2017-12-11,-99.0
2017-12-15,9900.0
2017-12-19,-99.0
2017-12-27,9900.0
2017-12-29,-99.0
2018-01-03,9900.0
2018-01-08,-99.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-12,9900.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-31,-99.0
2018-02-07,9900.0
2018-02-27,0.0
2018-04-02,0.0
2018-04-27,0.0
2018-05-22,0.0
2018-05-24,0.0
2018-06-04,0.0
2018-08-02,0.0
2018-08-08,0.0
2018-08-20,0.0
2018-08-28,-99.0
2018-08-30,9900.0
2018-09-17,0.0
2018-09-18,-99.0
2018-09-20,9900.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,-99.0
2018-10-01,0.0
2018-10-02,9900.0
2018-10-03,-99.0
2018-10-15,0.0
2018-10-16,9900.0
2018-10-17,0.0
2018-10-19,0.0
2018-11-13,0.0
2018-11-27,-99.0
2018-11-28,0.0
2018-11-29,9900.0
2018-12-04,-50.0
2018-12-06,100.0
2018-12-13,-90.0
2018-12-14,-90.0
2018-12-17,9900.0
2018-12-18,0.0
2018-12-31,-99.0
2019-01-07,0.0
2019-01-15,9900.0
2019-01-24,0.0
2019-01-30,-50.0
2019-02-04,100.0
2019-03-11,0.0
2019-03-12,-99.0
2019-03-14,9900.0
2019-03-21,0.0
2019-03-22,0.0
2019-04-12,-99.0
2019-04-26,9900.0
2019-04-29,-99.0
2019-05-01,0.0
2019-05-09,4899.9999
2019-05-10,100.0
2019-05-14,-99.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-06-06,9900.0
2019-06-18,0.0
2019-08-20,0.0
2019-09-17,-99.0
2019-09-19,0.0
2019-09-27,0.0
2019-10-10,0.0
2019-10-24,4899.9999
2019-10-25,100.0
2019-10-31,0.0
2019-11-06,-99.0
2019-11-07,0.0
2019-11-25,9900.0
2019-11-27,0.0
2019-12-03,-99.0
2019-12-09,0.0
2019-12-13,9900.0
2019-12-17,-99.0
2019-12-18,9900.0
2019-12-20,0.0
2019-12-30,0.0
2019-12-31,-99.0
2020-01-02,9900.0
2020-01-06,0.0
2020-01-09,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-02-07,-99.0
2020-02-10,9900.0
2020-03-16,-99.0
2020-03-17,9900.0
2020-03-19,-99.0
2020-03-23,9900.0
2020-04-03,0.0
2020-04-21,0.0
2020-04-22,-99.0
2020-04-23,9900.0
2020-04-24,0.0
2020-04-29,-99.0
2020-04-30,9900.0
2020-05-01,0.0
2020-05-06,-99.0
2020-05-07,9900.0
2020-05-08,0.0
2020-05-18,0.0
2020-05-21,-99.0
2020-05-22,9900.0
2020-06-03,0.0
2020-06-15,0.0
2020-06-19,-99.0
2020-06-22,9900.0
2020-06-23,0.0
2020-06-24,-90.0
2020-06-25,430.0
2020-06-26,-98.1132
2020-06-29,0.0
2020-06-30,9900.0
2020-07-08,0.0
2020-07-20,0.0
2020-07-22,0.0
2020-07-28,0.0
2020-07-29,0.0
