ticker,HDVW US Equity
2018-01-02,0.025
2018-01-03,-0.025
2018-01-04,82.5
2018-01-05,0.0
2018-01-08,-45.2055
2018-01-09,15.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-16,19.5652
2018-01-17,-9.0909
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,20.0
2018-01-25,-40.0
2018-01-29,-9.7222
2018-01-31,84.6154
2018-02-02,6.6667
2018-02-05,-0.0156
2018-02-06,21.894
2018-02-07,11.538499999999999
2018-02-08,4.0345
2018-02-09,10.485
2018-02-12,-3.0
2018-02-13,-4.1237
2018-02-14,11.828
2018-02-15,-19.2308
2018-02-16,-32.1429
2018-02-20,-35.0877
2018-02-21,-2.7027
2018-02-22,-16.6667
2018-02-23,13.3333
2018-02-26,-25.0
2018-02-27,0.9804
2018-02-28,32.0388
2018-03-01,2.2059
2018-03-20,-13.6691
2018-03-21,-66.6667
2018-03-22,0.0
2018-03-26,-70.0
2018-03-27,-33.3333
2018-03-28,50.0
2018-03-29,66.6667
2018-04-02,60.0
2018-04-03,100.0
2018-04-04,-6.25
2018-04-05,33.3333
2018-04-06,-45.0
2018-04-09,0.0
2018-04-11,9.0909
2018-04-12,66.6667
2018-04-16,-35.0
2018-04-17,7.6923
2018-04-18,42.8571
2018-04-19,-70.0
2018-04-25,20.0
2018-04-30,66.6667
2018-05-01,0.0
2018-05-02,-25.0
2018-05-03,33.3333
2018-05-04,-16.6667
2018-05-09,-23.0
2018-05-15,-7.7922
2018-05-17,-29.5775
2018-05-21,200.0
2018-05-22,-40.0
2018-05-24,22.2222
2018-05-25,0.0
2018-05-29,-36.3636
2018-05-30,42.8571
2018-05-31,-40.0
2018-06-04,16.6667
2018-06-05,57.1429
2018-06-06,0.0
2018-06-07,-31.8182
2018-06-13,46.6667
2018-06-19,-30.9091
2018-06-22,-34.2105
2018-06-25,116.0
2018-07-03,-53.7037
2018-07-06,0.0
2018-07-09,-60.0
2018-07-10,150.0
2018-07-13,0.0
2018-07-16,0.0
2018-07-31,0.0
2018-08-02,0.0
2018-08-09,-80.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-30,100.0
2018-09-04,50.0
2018-09-12,3.3333
2018-09-14,-67.7419
2018-09-26,0.0
2018-09-28,-99.9
2018-10-15,0.0
2018-11-08,900.0
2018-11-09,0.0
2018-11-30,0.0
2018-12-24,0.0
2018-12-26,-90.0
2018-12-27,900.0
2018-12-28,0.0
2019-01-25,0.0
2019-03-05,0.0
2019-03-11,0.0
2019-03-19,0.0
2019-03-27,-90.0
2019-04-22,900.0
2019-04-23,200.0
2019-05-20,66.6667
2019-05-31,0.0
2019-06-28,-40.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-17,33.3333
2019-07-22,-25.0
2019-07-30,33.3333
2019-08-20,0.0
2019-08-30,0.0
2019-10-17,-75.0
2019-11-18,0.0
2019-11-19,900.0
2019-11-27,-99.0
2019-12-18,0.0
2019-12-27,19900.0005
2019-12-31,-90.0
2020-01-03,0.0
2020-01-06,50.0
2020-01-08,0.0
2020-03-31,33.3333
2020-04-14,-25.0
2020-05-28,-66.6667
2020-06-01,0.0
2020-06-12,200.0
2020-06-15,33.3333
2020-06-29,-75.0
2020-06-30,19900.0
2020-07-06,-99.0
