ticker,FSEA US Equity
2019-12-26,0.4159
2019-12-27,-0.9411
2019-12-31,0.2128
2020-01-02,0.8259
2020-01-03,-0.5033
2020-01-06,0.3947
2020-01-09,-0.4965
2020-01-13,-0.0021
2020-01-14,-0.3178
2020-01-15,0.0
2020-01-17,0.2125
2020-01-21,0.7423
2020-01-22,0.0
2020-01-23,9.1579
2020-01-24,-1.6393
2020-01-27,-2.0588
2020-01-28,-3.9039
2020-01-31,1.5625
2020-02-03,-1.5385
2020-02-07,1.0417
2020-02-10,-0.233
2020-02-18,-0.7998
2020-02-19,0.0
2020-02-20,1.6146
2020-02-21,-0.0513
2020-02-24,0.5128
2020-02-25,-3.3673
2020-02-26,0.3168
2020-02-27,-1.5789
2020-02-28,-0.9626
2020-03-03,-1.0799
2020-03-04,-1.9672
2020-03-05,-1.8909
2020-03-06,0.0
2020-03-09,-3.5187
2020-03-10,-1.7647
2020-03-11,-0.7186
2020-03-12,-6.5139
2020-03-13,3.2258
2020-03-17,-9.25
2020-03-18,3.1267
2020-03-19,-9.8437
2020-03-20,-4.9037
2020-03-23,-18.0558
2020-03-24,4.7529
2020-03-25,-1.4283000000000001
2020-03-26,23.359
2020-03-27,-11.194
2020-03-30,-1.6806999999999999
2020-03-31,3.0855
2020-04-01,-0.5041
2020-04-02,-1.335
2020-04-03,-1.8580999999999999
2020-04-06,0.6885
2020-04-07,4.841
2020-04-08,0.7761
2020-04-09,9.0474
2020-04-13,-3.5608
2020-04-14,-0.7692
2020-04-15,-3.1008
2020-04-16,-4.16
2020-04-17,-0.2237
2020-04-20,0.0569
2020-04-21,-2.3411
2020-04-22,-2.0548
2020-04-23,0.5262
2020-04-24,-0.0191
2020-04-27,-0.3305
2020-04-28,0.2723
2020-04-29,5.1239
2020-04-30,-3.8079
2020-05-01,-1.9792999999999998
2020-05-04,3.2485
2020-05-05,-0.648
2020-05-06,-0.6488
2020-05-07,-4.3711
2020-05-08,2.8773
2020-05-11,-1.7513
2020-05-12,-0.1783
2020-05-14,-0.8929
2020-05-15,2.2234
2020-05-18,1.262
2020-05-19,1.8258999999999999
2020-05-20,5.9847
2020-05-21,-7.2581
2020-05-22,1.7391
2020-05-26,6.6667
2020-05-27,2.7244
2020-05-28,-3.7441
2020-05-29,5.1864
2020-06-01,-1.302
2020-06-03,4.5976
2020-06-04,2.0896
2020-06-05,4.0936
2020-06-08,3.2303
2020-06-09,-0.7483
2020-06-10,-4.8211
2020-06-11,-3.7921
2020-06-12,2.8443
2020-06-15,-5.2402
2020-06-16,3.9939
2020-06-17,0.2954
2020-06-18,-0.5891
2020-06-19,0.7407
2020-06-22,-3.9706
2020-06-23,-1.9908000000000001
2020-06-24,-3.9063
2020-06-25,1.1381999999999999
2020-06-26,2.7331
2020-06-29,-4.3818
2020-06-30,0.6547
2020-07-01,0.5691
2020-07-02,0.7098
2020-07-06,0.3387
2020-07-07,0.32
2020-07-08,-1.5869
2020-07-09,-0.2512
2020-07-10,3.1064
2020-07-13,-1.4371
2020-07-14,0.2734
2020-07-15,-2.2656
2020-07-16,4.0783
2020-07-17,-1.4028
2020-07-20,-1.4386999999999999
2020-07-21,0.4839
2020-07-22,-0.321
2020-07-23,0.0
2020-07-24,0.6441
2020-07-27,0.0
2020-07-28,-0.7984
2020-07-29,-0.0016
2020-07-30,0.8065
2020-07-31,-0.8
