ticker,COLUF US Equity
2009-01-06,2.4769
2009-01-07,6.8009
2009-01-08,15.873
2009-01-09,-5.7684
2009-01-12,8.427
2009-01-13,-3.9279
2009-01-14,-1.8044
2009-01-15,-7.1171
2009-01-16,4.3333
2009-01-20,-4.7204
2009-01-21,3.7879
2009-01-23,10.0857
2009-01-26,20.0389
2009-01-29,-2.2314
2009-01-30,-0.9954
2009-02-03,-11.8025
2009-02-04,-3.6921
2009-02-05,1.5196
2009-02-06,2.0693
2009-02-09,2.8198
2009-02-10,-1.2610999999999999
2009-02-11,58.591
2009-02-12,-8.0153
2009-02-13,-3.0783
2009-02-17,-1.1758
2009-02-18,4.1715
2009-02-19,-10.3907
2009-02-20,5.1449
2009-02-23,-4.8784
2009-02-24,-6.9625
2009-02-25,4.9027
2009-02-27,-1.9984
2009-03-02,-9.7246
2009-03-03,-0.504
2009-03-04,1.5918999999999999
2009-03-06,2.1946
2009-03-09,-5.4711
2009-03-10,-8.0964
2009-03-11,12.0337
2009-03-12,3.4237
2009-03-13,-0.2164
2009-03-16,-2.9403
2009-03-17,2.6496
2009-03-18,10.7339
2009-03-19,-0.5739
2009-03-24,-6.547
2009-03-25,9.3832
2009-03-26,3.7554
2009-03-27,1.1332
2009-03-30,-2.5174
2009-03-31,3.5088
2009-04-02,-4.0729
2009-04-03,-0.6892
2009-04-06,6.0544
2009-04-07,5.2316
2009-04-08,-3.5147
2009-04-09,0.8261
2009-04-13,4.5382
2009-04-14,3.2162
2009-04-16,1.3682
2009-04-17,1.1818
2009-04-20,-2.987
2009-04-21,0.0428
2009-04-22,-0.0427
2009-04-23,12.1217
2009-04-24,3.2712
2009-04-27,-0.7813
2009-04-28,-0.8561
2009-04-29,15.6356
2009-04-30,-2.1528
2009-05-01,11.9889
2009-05-04,-1.5385
2009-05-05,-1.4815
2009-05-06,1.5038
2009-05-07,-1.6157
2009-05-08,0.2447
2009-05-11,1.312
2009-05-12,2.2009
2009-05-13,-8.8677
2009-05-14,2.1217
2009-05-15,-2.158
2009-05-19,6.1339
2009-05-20,-0.2744
2009-05-21,2.6531000000000002
2009-05-22,8.3973
2009-05-26,3.2171
2009-05-27,-0.8847
2009-05-28,-2.8099
2009-05-29,-2.0705999999999998
2009-06-01,12.4126
2009-06-02,1.0158
2009-06-03,-5.9243
2009-06-04,1.0933
2009-06-05,-6.4263
2009-06-08,-7.3724
2009-06-09,4.8562
2009-06-10,-3.8174
2009-06-11,6.5121
2009-06-12,-3.8342
2009-06-15,-3.7356
2009-06-16,-2.3018
2009-06-17,-4.977
2009-06-18,-7.4156
2009-06-19,2.7214
2009-06-22,-10.8851
2009-06-23,10.4926
2009-06-24,4.2599
2009-06-25,-1.3225
2009-06-26,2.8499
2009-06-29,-1.9597
2009-06-30,0.1241
2009-07-02,-1.9628
2009-07-06,-9.1201
2009-07-07,-0.9015
2009-07-08,-8.2312
2009-07-09,5.8394
2009-07-10,-1.4275
2009-07-13,2.2822
2009-07-14,7.2615
2009-07-15,16.4137
2009-07-16,-2.5716
2009-07-17,-1.9593
2009-07-20,3.7215
2009-07-21,-4.1916
2009-07-22,-0.9677
2009-07-23,6.8048
2009-07-24,2.4589
2009-07-27,-0.8907
2009-07-28,-6.4948
2009-07-29,-6.6121
2009-07-30,6.8008
2009-07-31,6.3929
2009-08-04,18.1044
2009-08-05,-5.6864
2009-08-06,-5.1567
2009-08-07,0.3872
2009-08-10,-0.4638
2009-08-11,1.6846
2009-08-12,-2.4497999999999998
2009-08-13,-0.5239
2009-08-14,-1.714
2009-08-17,-7.6433
2009-08-18,2.3659
2009-08-19,7.2148
2009-08-20,3.5412
2009-08-21,9.215
2009-08-24,-1.7833999999999999
2009-08-25,6.6907
2009-08-26,-2.5327
2009-08-27,0.6472
2009-08-28,9.2157
2009-08-31,-3.5468
2009-09-01,-8.3631
2009-09-02,8.8563
2009-09-03,6.4866
2009-09-04,-0.1682
2009-09-08,-2.1006
2009-09-09,-4.2644
2009-09-10,3.5238
2009-09-11,1.5192999999999999
2009-09-14,-2.3642
2009-09-15,9.1911
2009-09-16,5.4679
2009-09-17,-3.2862
2009-09-18,4.6201
2009-09-21,-1.4689
2009-09-22,12.0359
2009-09-23,-5.4658
2009-09-24,-1.1285
2009-09-25,1.4115
2009-09-28,8.9437
2009-09-29,-2.4425
2009-09-30,24.7831
2009-10-01,-3.1868
2009-10-02,-2.8231
2009-10-05,5.0894
2009-10-06,-1.3479999999999999
2009-10-07,2.1936
2009-10-08,0.2808
2009-10-09,1.7454
2009-10-13,-1.1917
2009-10-14,0.721
2009-10-15,-3.4987
2009-10-16,3.6117
2009-10-19,-0.9791
2009-10-20,-6.0428
2009-10-21,0.7647
2009-10-22,-2.6477
2009-10-23,-4.2103
2009-10-26,-4.0816
2009-10-27,0.4362
2009-10-28,-5.2537
2009-10-29,6.976
2009-10-30,-5.3715
2009-11-02,0.762
2009-11-03,10.4779
2009-11-04,1.9444
2009-11-05,-1.8611
2009-11-06,1.2916
2009-11-09,3.7225
2009-11-10,-2.3867
2009-11-11,0.2961
2009-11-12,-1.4364
2009-11-13,-2.5235
2009-11-16,3.5282
2009-11-17,-1.615
2009-11-18,2.3705
2009-11-19,-0.1985
2009-11-20,-1.6488
2009-11-23,1.1054
2009-11-24,-2.1636
2009-11-25,13.1856
2009-11-27,-3.6778
2009-11-30,-1.1727
2009-12-01,-6.2609
2009-12-02,12.6553
2009-12-03,-4.9564
2009-12-04,-4.2744
2009-12-07,-0.2358
2009-12-08,-9.0535
2009-12-09,5.1324
2009-12-10,-0.9033
2009-12-11,-3.231
2009-12-14,4.7689
2009-12-16,1.5023
2009-12-17,-6.3189
2009-12-18,11.5781
2009-12-21,-0.1883
2009-12-22,-0.4033
2009-12-23,1.6078999999999999
2009-12-24,1.0441
2009-12-28,-0.3598
2009-12-29,0.9907
2009-12-30,2.5855
2009-12-31,-0.7597
2010-01-04,-0.904
2010-01-05,-0.9417
2010-01-06,-0.9174
2010-01-07,-1.8889
2010-01-11,4.228
2010-01-12,-3.9297
2010-01-13,-1.0533
2010-01-14,0.4263
2010-01-15,-2.9273
2010-01-19,-3.0718
2010-01-20,-8.595
2010-01-21,-5.5956
2010-01-22,-0.2074
2010-01-25,-1.2863
2010-01-26,0.3276
2010-01-27,-1.8913
2010-01-28,-5.9187
2010-01-29,3.4609
2010-02-01,3.998
2010-02-02,0.4523
2010-02-03,3.005
2010-02-04,-10.627
2010-02-05,6.1601
2010-02-08,0.8881
2010-02-09,6.8181
2010-02-10,-3.4762
2010-02-11,1.8677000000000001
2010-02-16,7.9002
2010-02-17,-0.114
2010-02-18,-0.3715
2010-02-19,-1.3319
2010-02-22,0.9503
2010-02-23,-6.9641
2010-02-24,-3.1706
2010-02-25,3.3101
2010-02-26,19.1293
2010-03-01,-4.284
2010-03-02,1.2071
2010-03-03,3.3665
2010-03-04,2.0873
2010-03-05,-2.0258
2010-03-08,-0.5708
2010-03-09,4.9112
2010-03-10,1.4073
2010-03-11,3.8251
2010-03-12,11.4035
2010-03-15,-1.6535
2010-03-16,4.7798
2010-03-17,-0.7775
2010-03-18,-0.2792
2010-03-19,-0.3321
2010-03-22,6.5677
2010-03-23,-0.6807
2010-03-24,-3.8067
2010-03-25,-0.9465
2010-03-26,4.2228
2010-03-29,-0.0267
2010-03-30,1.9668999999999999
2010-03-31,-0.5397
2010-04-01,0.2563
2010-04-05,5.3068
2010-04-06,3.1834
2010-04-07,0.0175
2010-04-08,-0.5956
2010-04-09,3.6779
2010-04-12,-0.3755
2010-04-13,0.5394
2010-04-14,1.7502
2010-04-15,-1.6058
2010-04-16,1.7610999999999999
2010-04-19,-4.4329
2010-04-20,2.1197
2010-04-21,-0.7062
2010-04-22,-0.3405
2010-04-23,1.3839000000000001
2010-04-26,0.9162
2010-04-27,-1.6905000000000001
2010-04-28,-0.1029
2010-04-29,0.4577
2010-04-30,1.2847
2010-05-03,0.5246
2010-05-04,-3.7639
2010-05-05,0.0448
2010-05-06,-0.3984
2010-05-07,-0.0692
2010-05-10,1.3609
2010-05-11,8.9865
2010-05-12,-0.2355
2010-05-13,-3.3354
2010-05-14,-2.3718
2010-05-17,-1.0559
2010-05-18,-2.5672
2010-05-19,-6.8856
2010-05-20,-7.9816
2010-05-21,0.0019
2010-05-24,-1.3822
2010-05-25,-1.1969
2010-05-26,11.6134
2010-05-27,0.2106
2010-05-28,-2.492
2010-06-01,-1.8094999999999999
2010-06-02,6.4363
2010-06-03,-2.615
2010-06-04,-2.0309
2010-06-07,3.4975
2010-06-08,1.9260000000000002
2010-06-09,-2.3038
2010-06-10,-0.32
2010-06-11,-0.8418
2010-06-14,-0.5755
2010-06-15,0.5137
2010-06-16,2.0778
2010-06-17,1.1901
2010-06-18,2.8618
2010-06-21,-4.504
2010-06-22,0.0452
2010-06-23,-1.7038
2010-06-24,10.098
2010-06-25,0.1835
2010-06-28,-3.977
2010-06-29,-6.6281
2010-06-30,-0.3529
2010-07-01,4.2565
2010-07-02,-5.9972
2010-07-06,-6.0212
2010-07-07,2.3847
2010-07-08,-1.1646
2010-07-09,4.6131
2010-07-12,-2.998
2010-07-13,3.0887000000000002
2010-07-14,-2.08
2010-07-15,-2.3006
2010-07-16,2.5383
2010-07-19,-4.0064
2010-07-20,1.2679
2010-07-21,-0.5936
2010-07-22,1.0803
2010-07-23,-0.6015
2010-07-26,-1.5207000000000002
2010-07-27,-1.316
2010-07-28,0.2758
2010-07-29,1.1165
2010-07-30,-0.9442
2010-08-02,4.2003
2010-08-03,4.3411
2010-08-04,2.0059
2010-08-05,-4.4428
2010-08-06,0.5393
2010-08-09,1.3845
2010-08-10,0.3486
2010-08-11,-2.0101
2010-08-12,0.768
2010-08-13,0.6424
2010-08-16,1.3319
2010-08-17,-0.2516
2010-08-18,2.6706
2010-08-19,2.9263
2010-08-20,3.4047
2010-08-23,-0.8987
2010-08-24,-3.7224
2010-08-25,1.5511
2010-08-26,1.9435
2010-08-27,3.9382
2010-08-30,-0.9299
2010-08-31,-0.2803
2010-09-01,3.079
2010-09-02,-0.4221
2010-09-03,1.8324
2010-09-07,7.2698
2010-09-08,-2.1983
2010-09-09,-1.4993
2010-09-10,2.6065
2010-09-13,5.6023
2010-09-14,-2.8044000000000002
2010-09-15,-0.7826
2010-09-16,-0.298
2010-09-17,-1.7748
2010-09-20,0.9568
2010-09-21,-4.5069
2010-09-22,0.3753
2010-09-23,-2.5031
2010-09-24,2.512
2010-09-27,-1.6991
2010-09-28,0.6393
2010-09-29,1.0672
2010-09-30,-2.3233
2010-10-01,1.9682
2010-10-04,-2.0009
2010-10-05,6.3724
2010-10-06,1.8094000000000001
2010-10-07,-4.0284
2010-10-08,3.5802
2010-10-11,-0.8343
2010-10-12,0.2599
2010-10-13,3.8167
2010-10-14,-4.0416
2010-10-15,-2.5271
2010-10-18,-1.9738
2010-10-19,-2.3968
2010-10-20,4.0025
2010-10-21,1.015
2010-10-22,1.5499
2010-10-25,-1.0643
2010-10-26,-1.4563
2010-10-27,-2.492
2010-10-28,2.0356
2010-10-29,2.0987
2010-11-01,-2.3837
2010-11-02,0.9618
2010-11-03,1.7332999999999998
2010-11-04,2.9812
2010-11-05,3.1388
2010-11-08,-0.1147
2010-11-09,-5.6257
2010-11-10,0.365
2010-11-11,1.0402
2010-11-12,-3.2968
2010-11-15,0.1116
2010-11-16,-5.2866
2010-11-17,2.0492
2010-11-18,1.7949000000000002
2010-11-19,1.6373
2010-11-22,1.834
2010-11-23,-3.1174
2010-11-24,0.4796
2010-11-26,0.25
2010-11-29,0.2494
2010-11-30,0.9142
2010-12-01,6.0023
2010-12-02,11.3133
2010-12-03,-1.7078
2010-12-06,1.2752
2010-12-07,-3.8057
2010-12-08,-1.3451
2010-12-09,-0.4036
2010-12-10,-0.2651
2010-12-13,0.199
2010-12-14,0.5388
2010-12-15,-1.9213
2010-12-16,-1.4209
2010-12-17,-1.9428999999999998
2010-12-20,-0.4662
2010-12-21,1.0048
2010-12-22,-2.0397
2010-12-23,0.9083
2010-12-27,-0.7814
2010-12-28,0.4728
2010-12-29,2.1176
2010-12-30,0.2304
2010-12-31,2.7586
2011-01-03,4.0268
2011-01-04,-7.7419
2011-01-05,-1.1094
2011-01-06,-2.6827
2011-01-07,-4.082
2011-01-10,2.0715
2011-01-11,2.0511
2011-01-12,-0.6727
2011-01-13,-3.2278000000000002
2011-01-14,-1.3871
2011-01-18,-3.3247999999999998
2011-01-19,2.9101
2011-01-20,-4.7558
2011-01-21,0.9447
2011-01-24,-2.6738
2011-01-25,-3.2967
2011-01-26,2.1307
2011-01-27,3.1989
2011-01-28,2.612
2011-01-31,-3.4978
2011-02-01,0.7162
2011-02-02,2.8361
2011-02-03,5.2562
2011-02-04,-0.5228
2011-02-07,1.9060000000000001
2011-02-08,0.6935
2011-02-09,-1.5449000000000002
2011-02-10,-0.4969
2011-02-11,2.1223
2011-02-14,-1.467
2011-02-15,3.7221
2011-02-16,-0.1914
2011-02-17,3.2478
2011-02-18,2.5595
2011-02-22,-5.6081
2011-02-23,0.5995
2011-02-24,-1.9093
2011-02-25,0.3304
2011-02-28,3.8331
2011-03-01,1.5003
2011-03-02,0.78
2011-03-03,-1.3683
2011-03-04,1.7341
2011-03-07,-1.1349
2011-03-08,-3.9093999999999998
2011-03-09,-4.4296
2011-03-10,-3.8761
2011-03-11,4.0365
2011-03-14,-0.8761
2011-03-15,-1.1364
2011-03-16,-3.6127000000000002
2011-03-17,2.9531
2011-03-18,2.2008
2011-03-21,0.7871
2011-03-22,-0.0437
2011-03-23,6.5703
2011-03-24,1.928
2011-03-25,-3.3372
2011-03-28,0.1786
2011-03-29,-0.0594
2011-03-30,-1.7894999999999999
2011-03-31,1.8054999999999999
2011-04-01,-1.0064
2011-04-04,1.6218
2011-04-05,4.5041
2011-04-06,0.0
2011-04-07,1.4154
2011-04-08,0.3904
2011-04-11,-2.6326
2011-04-12,-1.4229
2011-04-13,0.5983
2011-04-14,0.4581
2011-04-15,1.0481
2011-04-18,-4.7781
2011-04-19,1.3616
2011-04-20,1.5929
2011-04-21,1.2717
2011-04-25,0.2283
2011-04-26,5.5424
2011-04-27,0.0364
2011-04-28,-1.1865999999999999
2011-04-29,-1.8559
2011-05-02,-1.0011
2011-05-03,-5.0562
2011-05-04,-1.5762
2011-05-05,-4.4105
2011-05-06,0.6289
2011-05-09,1.375
2011-05-10,2.4661
2011-05-11,-3.7702999999999998
2011-05-12,-0.7089
2011-05-13,-0.5038
2011-05-16,-1.0127
2011-05-17,-2.1739
2011-05-18,5.4902
2011-05-19,-1.6109
2011-05-20,1.8892
2011-05-23,-2.3486000000000002
2011-05-24,0.8861
2011-05-25,3.5696
2011-05-26,-1.5083
2011-05-27,0.615
2011-05-31,2.39
2011-06-01,-2.2148
2011-06-02,-1.0974
2011-06-03,-0.9876
2011-06-06,0.2704
2011-06-07,-0.1368
2011-06-08,-3.1231
2011-06-09,2.3136
2011-06-10,-2.7827
2011-06-14,0.7947
2011-06-15,-3.2051
2011-06-16,-3.4436999999999998
2011-06-17,-0.6859
2011-06-20,-1.6436
2011-06-21,4.0022
2011-06-22,-0.3511
2011-06-23,-2.0325
2011-06-24,-2.0747
2011-06-27,-3.3845
2011-06-28,-2.9293
2011-06-29,9.3373
2011-06-30,-0.4132
2011-07-05,4.0111
2011-07-06,-0.266
2011-07-07,-0.2667
2011-07-08,-2.6738
2011-07-11,-0.6868
2011-07-12,3.2391
2011-07-13,3.5595
2011-07-14,3.3652
2011-07-15,0.7509
2011-07-18,1.8634
2011-07-19,0.5145
2011-07-20,0.5801
2011-07-21,-0.141
2011-07-22,2.7217000000000002
2011-07-25,-0.8563
2011-07-26,-0.0096
2011-07-27,-2.4911
2011-07-28,-1.8248
2011-07-29,1.1152
2011-08-01,1.1029
2011-08-02,2.1818
2011-08-03,-3.2028
2011-08-04,-6.3725
2011-08-05,-6.4136
2011-08-08,-4.042
2011-08-09,2.6089
2011-08-10,5.9544
2011-08-11,-2.977
2011-08-12,-1.2453
2011-08-15,-0.3778
2011-08-16,3.0214
2011-08-17,-1.2968
2011-08-18,-3.0387
2011-08-19,-3.4188
2011-08-22,2.3525
2011-08-23,-4.0277
2011-08-24,-3.1532
2011-08-25,0.7752
2011-08-26,-1.7077
2011-08-29,-0.7669
2011-08-30,2.4004
2011-08-31,-1.11
2011-09-01,-2.6499
2011-09-02,4.0
2011-09-06,-0.1279
2011-09-07,1.0754
2011-09-08,6.4143
2011-09-09,-1.8958
2011-09-12,-2.9608
2011-09-13,4.2424
2011-09-14,-1.4332
2011-09-15,0.7339
2011-09-16,3.2395
2011-09-19,-1.9781
2011-09-20,1.2586
2011-09-21,0.0
2011-09-22,-10.7518
2011-09-23,-4.6408000000000005
2011-09-26,-1.6667
2011-09-27,2.3729
2011-09-28,-5.9603
2011-09-29,-7.5704
2011-09-30,-1.7143000000000002
2011-10-03,2.523
2011-10-04,-9.266
2011-10-05,9.4688
2011-10-06,6.1947
2011-10-10,3.9427
2011-10-11,-1.2069
2011-10-12,8.0105
2011-10-13,-0.1454
2011-10-14,1.4563
2011-10-17,-2.7113
2011-10-18,9.6721
2011-10-19,-4.9327
2011-10-20,-0.2044
2011-10-21,-2.8517
2011-10-24,7.9468
2011-10-25,7.5721
2011-10-26,-1.6149
2011-10-27,0.9334
2011-10-28,1.7563
2011-10-31,-0.622
2011-11-01,-0.6954
2011-11-02,6.0224
2011-11-03,2.642
2011-11-04,-1.5444
2011-11-07,0.5229
2011-11-08,-2.0806
2011-11-09,-4.3825
2011-11-10,-2.3611
2011-11-11,4.255
2011-11-14,-1.8982
2011-11-15,1.6438000000000001
2011-11-16,-3.5329
2011-11-17,-3.6879
2011-11-21,-5.3001
2011-11-22,3.4195
2011-11-23,-1.0404
2011-11-25,-0.4682
2011-11-28,-2.1374
2011-11-29,0.5957
2011-11-30,4.5255
2011-12-01,2.819
2011-12-02,-2.0473
2011-12-05,-3.0936
2011-12-06,3.3425000000000002
2011-12-07,-2.4741
2011-12-08,-6.6339
2011-12-09,1.0905
2011-12-12,-2.6768
2011-12-13,-3.7798
2011-12-14,-8.5295
2011-12-15,1.1194
2011-12-16,4.812
2011-12-19,-3.1003
2011-12-20,6.3253
2011-12-21,-2.2702999999999998
2011-12-22,-1.108
2011-12-23,0.4188
2011-12-27,-2.2941
2011-12-28,-2.1588
2011-12-29,6.4017
2011-12-30,2.6978
2012-01-03,4.8652
2012-01-04,0.6047
2012-01-05,-0.3195
2012-01-06,-1.7869000000000002
2012-01-09,-2.0968
2012-01-10,1.4447999999999999
2012-01-11,-2.1204
2012-01-12,0.8791
2012-01-13,0.3328
2012-01-17,1.1526
2012-01-18,0.8279
2012-01-19,-0.4878
2012-01-20,3.8449999999999998
2012-01-23,4.6369
2012-01-24,-1.5038
2012-01-25,9.0076
2012-01-26,-0.8403
2012-01-27,0.8192
2012-01-30,0.3152
2012-01-31,1.8504
2012-02-01,-0.3428
2012-02-02,1.4034
2012-02-03,-0.5953
2012-02-06,-3.56
2012-02-07,0.0663
2012-02-08,1.0255
2012-02-09,-2.1771
2012-02-10,-3.1076
2012-02-14,-1.7689
2012-02-15,2.4041
2012-02-17,2.4816
2012-02-21,3.8830999999999998
2012-02-22,-1.6138
2012-02-23,-0.2506
2012-02-24,0.3496
2012-02-27,-0.4762
2012-02-28,1.1821
2012-02-29,-3.291
2012-03-02,0.0953
2012-03-05,-4.7414
2012-03-06,-14.0875
2012-03-07,4.3013
2012-03-08,6.8844
2012-03-09,0.1575
2012-03-12,-5.3459
2012-03-13,-2.4917
2012-03-14,-4.4293
2012-03-15,-1.0695000000000001
2012-03-16,2.1622
2012-03-19,-1.94
2012-03-20,-1.0791
2012-03-21,-0.5455
2012-03-22,-1.2797
2012-03-23,3.4074
2012-03-26,0.6537
2012-03-27,-2.3219
2012-03-28,-1.0929
2012-03-29,-1.6575
2012-03-30,2.2472
2012-04-02,3.6630000000000003
2012-04-03,-3.9046
2012-04-04,-4.0265
2012-04-05,-3.6398
2012-04-09,-3.5785
2012-04-10,-2.0619
2012-04-11,-0.7158
2012-04-12,8.1637
2012-04-13,0.1764
2012-04-16,-3.1311
2012-04-17,0.0
2012-04-18,-1.4141
2012-04-19,-2.6639
2012-04-20,-2.0421
2012-04-23,-1.1391
2012-04-24,-3.6957
2012-04-25,-0.6476
2012-04-26,5.5296
2012-04-27,4.9802
2012-04-30,-4.0402
2012-05-01,0.549
2012-05-02,-3.0754
2012-05-03,-0.2193
2012-05-04,-1.978
2012-05-07,-1.4686
2012-05-08,-4.6535
2012-05-09,1.5752000000000002
2012-05-10,1.9266999999999999
2012-05-11,-2.9507
2012-05-14,-10.6651
2012-05-15,-2.4196
2012-05-16,0.545
2012-05-17,-4.878
2012-05-18,3.7037
2012-05-21,1.5934
2012-05-22,-4.0022
2012-05-23,9.8028
2012-05-24,2.6167
2012-05-25,6.125
2012-05-29,-2.7091
2012-05-30,-2.9055999999999997
2012-05-31,-2.9925
2012-06-01,14.7124
2012-06-04,-3.1892
2012-06-05,0.706
2012-06-06,2.517
2012-06-07,-2.7621
2012-06-08,0.3041
2012-06-11,-3.4483
2012-06-12,5.0
2012-06-13,-6.3492
2012-06-14,-0.2421
2012-06-15,-1.4563
2012-06-18,4.4335
2012-06-19,-2.2907
2012-06-20,3.7927
2012-06-21,-8.3721
2012-06-22,-0.4949
2012-06-25,-5.3692
2012-06-26,0.0
2012-06-27,1.5093999999999999
2012-06-28,-9.4447
2012-06-29,2.8938
2012-07-02,-2.2514
2012-07-03,5.8309
2012-07-05,2.2039
2012-07-06,-1.8868
2012-07-09,-2.1978
2012-07-10,-2.809
2012-07-11,-0.5383
2012-07-12,-2.6225
2012-07-13,4.409
2012-07-16,-2.2543
2012-07-17,-7.9203
2012-07-18,7.9883
2012-07-19,1.3618999999999999
2012-07-20,-3.4233000000000002
2012-07-23,-5.2869
2012-07-24,-2.2518000000000002
2012-07-25,4.1531
2012-07-26,3.7382999999999997
2012-07-27,3.4234
2012-07-30,1.185
2012-07-31,3.0185
2012-08-01,0.4457
2012-08-02,-7.8203
2012-08-03,5.9266
2012-08-06,0.8236
2012-08-07,2.5634
2012-08-08,5.1909
2012-08-09,4.5431
2012-08-10,3.6464
2012-08-13,-0.241
2012-08-14,-2.657
2012-08-15,1.4888
2012-08-16,2.934
2012-08-17,1.9047
2012-08-20,1.6242999999999999
2012-08-21,5.5076
2012-08-22,-1.5217
2012-08-23,-0.4415
2012-08-24,-0.6652
2012-08-27,0.7659
2012-08-28,-1.1768
2012-08-29,-3.3890000000000002
2012-08-30,-1.3921000000000001
2012-08-31,4.7794
2012-09-04,6.3747
2012-09-05,3.1243
2012-09-06,2.8634
2012-09-07,3.6021
2012-09-10,-1.6496
2012-09-11,-0.592
2012-09-12,-2.4695
2012-09-13,5.1571
2012-09-14,6.705
2012-09-17,-0.616
2012-09-18,0.674
2012-09-19,9.1389
2012-09-20,-0.3668
2012-09-21,-0.6271
2012-09-24,-5.181
2012-09-25,-2.5919
2012-09-26,-1.6541000000000001
2012-09-27,4.519
2012-09-28,-0.1257
2012-10-01,0.8757
2012-10-02,-0.3472
2012-10-03,-3.1359
2012-10-04,4.6763
2012-10-05,0.1718
2012-10-08,-0.6861
2012-10-09,-2.9361
2012-10-10,-1.0676
2012-10-11,1.0791
2012-10-12,-3.5476
2012-10-15,-2.5943
2012-10-16,5.1136
2012-10-17,2.8829000000000002
2012-10-18,-1.9264000000000001
2012-10-19,0.7143
2012-10-22,-0.5352
2012-10-23,-1.8115999999999999
2012-10-24,-1.5375
2012-10-25,2.904
2012-10-26,-1.0247
2012-10-31,2.4655
2012-11-01,0.7067
2012-11-02,-3.2807
2012-11-05,-0.3152
2012-11-06,-1.5581
2012-11-07,0.0
2012-11-08,-4.9931
2012-11-09,-0.1921
2012-11-12,-0.9747
2012-11-13,-6.923
2012-11-14,-4.1941
2012-11-15,-3.532
2012-11-16,0.4577
2012-11-19,1.2756
2012-11-20,-1.4845
2012-11-21,-3.653
2012-11-23,8.9573
2012-11-26,-1.9139
2012-11-27,-4.6563
2012-11-28,-1.8605
2012-11-29,1.4218
2012-11-30,0.2103
2012-12-03,-2.3053
2012-12-04,-0.719
2012-12-05,-2.0673
2012-12-06,-0.3436
2012-12-07,0.4926
2012-12-10,-0.0046
2012-12-11,-0.6112
2012-12-12,3.5789999999999997
2012-12-13,1.4285999999999999
2012-12-14,0.493
2012-12-17,-0.311
2012-12-18,-2.7576
2012-12-19,0.988
2012-12-20,-2.1475
2012-12-21,-1.3869
2012-12-24,3.6071
2012-12-26,-0.4773
2012-12-27,1.2469999999999999
2012-12-28,-1.4685000000000001
2012-12-31,11.7788
2013-01-02,5.8065
2013-01-03,-5.0813
2013-01-04,3.4904
2013-01-07,-2.1829
2013-01-08,0.899
2013-01-09,-1.2579
2013-01-10,5.6661
2013-01-11,-0.54
2013-01-14,-1.2121
2013-01-15,-1.7587000000000002
2013-01-16,-1.9567
2013-01-17,0.8493
2013-01-18,-1.4316
2013-01-22,4.4425
2013-01-23,-5.1125
2013-01-24,-5.6034
2013-01-25,-5.5936
2013-01-28,-1.3301
2013-01-29,1.9607999999999999
2013-01-30,1.4423
2013-01-31,-2.6748
