ticker,IBTN US Equity
2018-02-27,0.0
2018-02-28,0.5797
2018-03-01,0.4035
2018-03-09,0.1722
2018-03-14,-0.2865
2018-03-19,0.1149
2018-03-26,0.287
2018-03-29,0.0
2018-04-04,0.1717
2018-04-05,-0.5714
2018-04-09,-0.5747
2018-04-13,1.1561
2018-04-20,0.0
2018-04-24,-1.1429
2018-04-27,0.0
2018-05-02,0.578
2018-05-04,0.5747
2018-05-08,0.0
2018-05-10,0.0
2018-05-14,0.6857
2018-05-16,-0.681
2018-05-18,1.4285999999999999
2018-05-23,-0.6761
2018-05-31,-0.1711
2018-06-04,-2.2857
2018-06-06,3.8012
2018-06-11,0.0
2018-06-12,0.0
2018-06-20,0.1127
2018-06-26,1.2943
2018-06-27,0.8333
2018-07-25,3.8567
2018-07-26,5.4111
2018-07-27,-2.466
2018-08-07,-3.612
2018-08-22,1.7130999999999998
2018-08-24,1.3158
2018-08-27,-3.013
2018-08-28,1.7675
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,-0.5263
2018-09-04,-0.7937
2018-09-05,0.5333
2018-09-07,-0.5305
2018-09-10,-0.2667
2018-09-17,0.2674
2018-09-18,0.0
2018-09-19,0.2667
2018-09-20,0.5319
2018-09-21,-0.5291
2018-09-24,0.0
2018-09-26,0.0
2018-09-28,1.0638
2018-10-03,-1.5263
2018-10-04,5.5585
2018-10-08,-5.0127
2018-10-10,-0.0533
2018-10-11,-1.3333
2018-10-12,-0.2703
2018-10-16,-5.0949
2018-10-17,1.6562000000000001
2018-10-19,1.1236
2018-10-22,-1.1111
2018-10-24,-5.3371
2018-10-29,-0.8902
2018-11-08,-0.2395
2018-11-12,2.2809
2018-11-15,0.0
2018-11-21,0.3521
2018-11-26,-0.5882
2018-11-29,2.071
2018-11-30,0.2899
2018-12-06,1.0405
2018-12-10,-3.3181
2018-12-11,-5.9172
2018-12-19,6.9811
2018-12-21,-5.9965
2018-12-26,-0.0625
2018-12-31,-5.8198
2019-01-04,6.3123000000000005
2019-01-09,7.5
2019-01-10,0.0
2019-01-11,-6.9767
2019-01-17,6.25
2019-01-18,-2.9412000000000003
2019-01-31,3.0303
2019-02-15,0.0
2019-02-19,4.5882
2019-03-05,-1.5748
2019-03-15,0.0
2019-03-22,-1.7143000000000002
2019-03-26,-4.0698
2019-04-05,3.0303
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,1.4706000000000001
2019-04-23,-1.4493
2019-05-02,2.9412000000000003
2019-05-08,-1.7143000000000002
2019-05-17,-0.9884
2019-05-20,-0.0587
2019-05-28,0.8274
2019-06-19,0.0586
2019-06-20,-1.8746
2019-06-25,-0.2985
2019-06-27,-0.7784
2019-07-01,0.2414
2019-07-18,0.0602
2019-07-19,-0.0602
2019-07-24,-0.6623
2019-08-01,0.7273
2019-08-02,-0.722
2019-08-08,0.6061
2019-08-09,-1.2048
2019-08-21,-0.1829
2019-08-22,-0.4276
2019-08-23,-1.1043
2019-08-28,-1.9851
2019-08-29,-0.1266
2019-09-03,0.7605
2019-09-06,-1.4465
2019-09-09,5.2967
2019-09-11,-1.5152
2019-09-12,2.1538
2019-09-13,0.0
2019-09-19,0.0
2019-09-24,-3.1928
2019-10-07,0.0622
2019-10-15,1.0572
2019-10-24,0.0
2019-10-25,-0.6154
2019-10-29,0.6192
2019-11-04,3.0769
2019-11-05,1.8507
2019-11-06,0.2345
2019-11-12,0.2924
2019-11-13,0.5248
2019-11-14,-1.3921000000000001
2019-11-19,0.9118
2019-11-20,0.5538
2019-11-22,-0.8746
2019-11-26,-0.8824
2019-12-04,0.8902
2019-12-05,1.7647
2019-12-06,-0.578
2019-12-09,1.7442
2019-12-10,-0.0571
2019-12-11,-0.2859
2019-12-12,0.0573
2019-12-13,1.7191999999999998
2019-12-18,0.8451
2019-12-19,0.5587
2019-12-23,0.0
2019-12-27,0.0
2019-12-31,-2.7778
2020-01-09,0.0
2020-01-21,-1.1429
2020-01-22,0.9249
2020-01-27,1.6609
2020-01-28,1.4085
2020-01-31,0.0
2020-02-04,-0.6667
2020-02-05,-0.0559
2020-02-06,0.7275
2020-02-07,0.0
2020-02-10,0.0
2020-02-12,-0.2778
2020-02-13,0.0
2020-02-19,-0.5571
2020-02-21,0.5602
2020-02-26,-0.8357
2020-02-27,-1.6292
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,-1.4849
2020-03-05,-2.8986
2020-03-06,-1.9104
2020-03-11,-7.182
2020-03-12,-8.1967
2020-03-16,-6.7143
2020-03-20,-11.1792
2020-03-23,-13.7931
2020-03-24,6.9
2020-03-25,12.1609
2020-03-26,0.0834
2020-03-27,4.1667
2020-03-31,4.0
2020-04-01,0.0
2020-04-03,-6.9231
2020-04-09,3.3058
2020-04-16,0.0
2020-04-21,-6.0
2020-04-22,0.0
2020-04-23,0.1702
2020-04-29,6.2022
2020-05-05,4.0
2020-05-28,-1.1538
2020-06-02,0.3891
2020-06-03,0.7752
2020-06-16,0.0
2020-06-18,0.0
2020-06-22,-1.9231
2020-07-14,-4.2353
2020-07-29,-1.7199
