ticker,SYSX US Equity
2019-02-01,-3.0303
2019-02-04,19.375
2019-02-05,-5.7592
2019-02-06,5.0
2019-02-07,-12.6984
2019-02-08,10.303
2019-02-11,-2.7473
2019-02-12,7.3446
2019-02-13,0.0
2019-02-14,-2.1053
2019-02-15,12.9032
2019-02-19,14.2857
2019-02-20,-4.1667
2019-02-21,2.1739
2019-02-22,14.8936
2019-02-25,1.8519
2019-02-26,-1.8182
2019-02-27,-11.1111
2019-02-28,7.9167
2019-03-01,-15.0579
2019-03-04,15.0455
2019-03-05,-26.5113
2019-03-06,2.1505
2019-03-07,29.6842
2019-03-08,-3.0032
2019-03-11,-3.8075
2019-03-12,-3.0013
2019-03-13,4.0359
2019-03-14,-6.8966
2019-03-15,10.6481
2019-03-18,-1.6736
2019-03-19,0.0
2019-03-20,-4.2553
2019-03-21,0.0
2019-03-22,-2.2222
2019-03-25,5.4545
2019-03-26,-0.8621
2019-03-27,-0.4348
2019-03-28,0.4367
2019-03-29,-1.087
2019-04-01,-12.0879
2019-04-02,0.0
2019-04-03,-16.5
2019-04-04,5.3892
2019-04-05,-3.4091
2019-04-08,22.9412
2019-04-09,1.9139
2019-04-10,-10.3286
2019-04-11,2.0942
2019-04-12,23.0769
2019-04-15,-8.3333
2019-04-16,9.0909
2019-04-17,-8.3333
2019-04-18,9.0909
2019-04-22,14.1667
2019-04-23,-16.0584
2019-04-24,-8.6957
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,11.9048
2019-04-30,-12.766
2019-05-01,-6.8293
2019-05-02,0.0
2019-05-03,23.560200000000002
2019-05-06,-13.9831
2019-05-07,-0.4926
2019-05-08,-2.4752
2019-05-09,-3.5533
2019-05-10,-0.5263
2019-05-13,1.0582
2019-05-14,0.5236
2019-05-15,-3.125
2019-05-16,0.0
2019-05-17,-2.6882
2019-05-20,-5.5249
2019-05-21,0.0
2019-05-22,-0.5848
2019-05-23,0.0
2019-05-24,1.1764999999999999
2019-05-28,0.0
2019-05-29,-3.4884
2019-05-30,0.0
2019-05-31,-6.6265
2019-06-03,-5.8065
2019-06-04,10.9589
2019-06-05,-10.4938
2019-06-06,0.6897
2019-06-07,-4.1096
2019-06-10,12.857099999999999
2019-06-11,-1.8987
2019-06-12,4.8387
2019-06-13,10.7692
2019-06-14,-5.5556
2019-06-17,-18.6176
2019-06-18,11.3119
2019-06-19,3.2468
2019-06-20,-7.5472
2019-06-21,-7.483
2019-06-24,3.6765
2019-06-25,-2.1277
2019-06-26,-1.4493
2019-06-27,0.7353
2019-06-28,2.1898
2019-07-01,3.5714
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,0.0
2019-07-08,-10.3448
2019-07-09,-6.9231
2019-07-10,18.1818
2019-07-11,-23.4266
2019-07-12,5.4795
2019-07-15,12.5541
2019-07-16,-13.8462
2019-07-17,-1.7856999999999998
2019-07-18,17.2727
2019-07-19,-0.7752
2019-07-22,-20.3125
2019-07-23,24.5098
2019-07-24,-9.0551
2019-07-25,9.9567
2019-07-26,-17.3228
2019-07-29,-36.1905
2019-07-31,-62.6866
2019-08-01,8.0
2019-08-02,196.2963
2019-08-05,25.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-09,-61.49
2019-08-12,146.6892
2019-08-13,2.1053
2019-08-15,-4.6392
2019-08-16,4.8649000000000004
2019-08-19,3.0928
2019-08-20,0.0
2019-08-21,-26.49
2019-08-27,0.6666
2019-08-29,18.9189
2019-08-30,-38.625
2019-09-04,33.3086
2019-09-05,11.1111
2019-09-06,-13.75
2019-09-09,4.3333
2019-09-11,11.1265
2019-09-12,1.25
2019-09-13,13.8395
2019-09-16,0.0
2019-09-17,-54.8856
2019-09-18,3.6058
2019-09-19,-11.8213
2019-09-20,-5.2493
2019-09-24,4.1377
2019-09-25,1.3333
2019-09-26,1.3158
2019-09-27,80.5195
2019-09-30,0.3597
2019-10-01,-6.8100000000000005
2019-10-02,-16.8077
2019-10-07,14.6556
2019-10-08,-35.4839
2019-10-09,-12.5
2019-10-10,54.4286
2019-10-14,18.3719
2019-10-17,-6.2207
2019-10-18,-34.1275
2019-10-21,26.4564
2019-10-22,-29.972
2019-10-24,-5.7143
2019-10-25,6.0606
2019-10-28,-9.857099999999999
2019-10-29,64.7544
2019-10-30,-1.8853
2019-11-01,-38.0392
2019-11-04,1.2658
2019-11-07,-6.1875
2019-11-08,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-18,3.2645
2019-11-20,29.0323
2019-11-21,-2.5
2019-11-22,-17.8513
2019-11-25,-6.3612
2019-11-26,13.0
2019-12-02,-14.4543
2019-12-03,-37.7931
2019-12-04,-8.1486
2019-12-05,78.0326
2019-12-06,-5.9322
2019-12-09,44.1441
2019-12-10,-47.5
2019-12-11,0.0
2019-12-12,90.4762
2019-12-13,-53.225
2019-12-16,17.5842
2019-12-18,36.3636
2019-12-19,2.0
2019-12-20,-5.2288
2019-12-23,-3.4483
2019-12-26,13.2143
2019-12-27,-17.3502
2019-12-30,5.7252
2019-12-31,11.9134
2020-01-02,-3.2258
2020-01-03,-10.6667
2020-01-06,0.1679
2020-01-07,-0.0186
2020-01-09,-14.661
2020-01-10,30.1026
2020-01-13,0.0
2020-01-15,-8.7248
2020-01-16,-6.0662
2020-01-17,-0.1957
2020-01-22,-19.6078
2020-01-23,9.7561
2020-01-24,-8.8444
2020-01-28,-0.0488
2020-01-29,4.3902
2020-02-03,40.1869
2020-02-05,-28.3333
2020-02-06,0.0
2020-02-07,11.6279
2020-02-10,-8.3333
2020-02-13,5.0
2020-02-18,-11.2554
2020-02-19,0.0
2020-02-20,14.1463
2020-02-21,-10.2564
2020-02-24,-33.3333
2020-02-25,-14.2857
2020-02-26,23.75
2020-02-27,13.1987
2020-02-28,-30.696
2020-03-03,-3.4335
2020-03-06,29.1556
2020-03-09,-24.2946
2020-03-10,-0.3636
2020-03-12,62.4088
2020-03-13,-5.3933
2020-03-16,-2.6128
2020-03-17,-7.3171
2020-03-18,7.8947
2020-03-19,-8.5366
2020-03-20,0.0
2020-03-25,-13.3333
2020-03-26,15.3846
2020-04-02,-6.6
2020-04-08,33.0478
2020-04-13,21.2446
2020-04-14,-30.9735
2020-04-16,8.3333
2020-04-17,-14.2012
2020-04-22,31.7241
2020-04-27,-26.7016
2020-04-28,-21.4286
2020-04-30,47.8182
2020-05-04,-32.3493
2020-05-08,55.4545
2020-05-11,-32.2222
2020-05-13,0.1294
2020-05-15,-5.1271
2020-05-18,32.198
2020-05-21,-3.8131
2020-05-27,0.0
2020-06-01,7.1429
2020-06-02,-6.6667
2020-06-03,14.1071
2020-06-04,6.2285
2020-06-05,6.0401
2020-06-08,0.0278
2020-06-10,-16.6667
2020-06-12,20.0
2020-06-16,5.5556
2020-06-19,-15.7895
2020-06-23,84.9063
2020-06-24,28.528
2020-06-25,15.7133
2020-06-26,-40.9091
2020-06-30,21.4423
2020-07-02,23.5154
2020-07-08,0.0
2020-07-10,-11.5641
2020-07-13,-30.4146
2020-07-14,33.3333
2020-07-15,9.375
2020-07-17,-5.7143
2020-07-21,1.8182
2020-07-22,177.6786
2020-07-23,-25.7235
2020-07-24,-6.2049
2020-07-27,-1.2308
2020-07-28,0.6231
2020-07-29,-2.4768
2020-07-31,-0.3175
