ticker,CUE US Equity
2018-05-23,-2.4911
2018-05-24,-3.7226
2018-05-25,3.6391
2018-05-29,-2.4872
2018-05-30,-2.0255
2018-05-31,-1.9142000000000001
2018-06-01,6.1671
2018-06-04,-3.1618
2018-06-05,0.1519
2018-06-06,3.1084
2018-06-07,0.3676
2018-06-08,4.1758
2018-06-11,1.8284
2018-06-12,-1.6575
2018-06-13,-1.8961000000000001
2018-06-14,-0.9306
2018-06-15,-4.263
2018-06-18,-2.7925
2018-06-19,1.0093
2018-06-20,-5.9185
2018-06-21,1.634
2018-06-22,1.045
2018-06-25,2.6253
2018-06-26,0.5426
2018-06-27,-2.6985
2018-06-28,-3.645
2018-06-29,-2.4671
2018-07-02,-0.9275
2018-07-03,0.4255
2018-07-05,-0.2542
2018-07-06,-0.085
2018-07-09,0.1701
2018-07-10,-4.4992
2018-07-11,0.0889
2018-07-12,5.595
2018-07-13,-0.5046
2018-07-16,-1.7751000000000001
2018-07-17,-2.926
2018-07-18,-1.1525
2018-07-19,-0.7175
2018-07-20,1.355
2018-07-23,2.852
2018-07-24,2.773
2018-07-25,-7.9258
2018-07-26,-0.0916
2018-07-27,-7.2411
2018-07-30,-6.7194
2018-07-31,-4.0254
2018-08-01,5.298
2018-08-02,-9.1195
2018-08-03,-0.8074
2018-08-06,0.6977
2018-08-07,-3.8106
2018-08-08,0.9604
2018-08-09,-0.5945
2018-08-10,-0.4785
2018-08-13,-1.9231
2018-08-14,1.2255
2018-08-15,-4.1162
2018-08-16,2.7778
2018-08-17,-2.8256
2018-08-20,2.2756
2018-08-21,11.619299999999999
2018-08-22,1.8826
2018-08-23,-9.2391
2018-08-24,2.7545
2018-08-27,0.6993
2018-08-28,-0.3472
2018-08-29,-0.6969
2018-08-30,5.614
2018-08-31,6.5338
2018-09-04,-2.9106
2018-09-05,2.0343
2018-09-06,-3.043
2018-09-07,0.0
2018-09-10,1.6234
2018-09-11,0.1065
2018-09-12,-1.4894
2018-09-13,-2.2678
2018-09-14,0.0
2018-09-17,0.442
2018-09-18,0.7701
2018-09-19,0.9825
2018-09-20,-0.6486
2018-09-21,0.0
2018-09-24,-0.4353
2018-09-25,-1.3115
2018-09-26,-0.9967
2018-09-27,-0.1119
2018-09-28,1.3437999999999999
2018-10-01,-3.5359
2018-10-02,-3.0928
2018-10-03,-3.7824999999999998
2018-10-04,-2.8256
2018-10-05,-1.5171000000000001
2018-10-08,-7.0603
2018-10-09,-3.1768
2018-10-10,8.5592
2018-10-11,-5.5191
2018-10-12,-4.4506
2018-10-15,-1.6012
2018-10-16,10.9467
2018-10-17,-5.2
2018-10-18,-1.8284
2018-10-19,-3.1519
2018-10-22,0.0
2018-10-23,-0.5917
2018-10-24,-6.3988
2018-10-25,-2.5437
2018-10-26,0.4894
2018-10-29,0.6494
2018-10-30,-0.1613
2018-10-31,2.4233000000000002
2018-11-01,13.7224
2018-11-02,3.4674
2018-11-05,0.2681
2018-11-06,-6.2834
2018-11-07,3.709
2018-11-08,0.6878
2018-11-09,-2.3224
2018-11-12,-14.4056
2018-11-13,-0.6536
2018-11-14,-6.0855
2018-11-15,0.0
2018-11-16,-2.2767
2018-11-19,-9.319
2018-11-20,2.5692
2018-11-21,0.7707
2018-11-23,2.1033
2018-11-26,-3.7453
2018-11-27,-3.8911
2018-11-28,6.0729
2018-11-29,-6.4885
2018-11-30,-4.4898
2018-12-03,2.9915000000000003
2018-12-04,3.7344
2018-12-06,-5.8
2018-12-07,2.7601
2018-12-10,1.0331
2018-12-11,-1.227
2018-12-12,5.176
2018-12-13,0.9843
2018-12-14,2.729
2018-12-17,1.518
2018-12-18,-3.5514
2018-12-19,-2.1318
2018-12-20,-5.9406
2018-12-21,-2.9474
2018-12-24,-1.0846
2018-12-26,-4.6053
2018-12-27,8.2759
2018-12-28,-1.4862
2018-12-31,1.2931
2019-01-02,9.7872
2019-01-03,6.9767
2019-01-04,-5.6159
2019-01-07,6.9098
2019-01-08,-0.3591
2019-01-09,8.4685
2019-01-10,11.1296
2019-01-11,-0.4484
2019-01-14,-8.8589
2019-01-15,-10.0494
2019-01-16,10.4396
2019-01-17,1.99
2019-01-18,-5.2033
2019-01-22,-4.8027
2019-01-23,-5.4054
2019-01-24,3.6189999999999998
2019-01-25,-2.3897
2019-01-28,-2.2599
2019-01-29,-5.2023
2019-01-30,2.0325
2019-01-31,1.7928
2019-02-01,3.1311
2019-02-04,-0.1898
2019-02-05,-1.5209000000000001
2019-02-06,-1.9304999999999999
2019-02-07,-7.4803
2019-02-08,15.5319
2019-02-11,-4.2357
2019-02-12,1.3462
2019-02-13,13.852
2019-02-14,1.8333
2019-02-15,5.7283
2019-02-19,-3.4056
2019-02-20,-0.641
2019-02-21,4.8387
2019-02-22,-4.1538
2019-02-25,3.0498
2019-02-26,7.4766
2019-02-27,-4.058
2019-02-28,-3.3233
2019-03-01,6.0938
2019-03-04,0.2946
2019-03-05,0.7342
2019-03-06,-6.414
2019-03-07,-1.0903
2019-03-08,2.3622
2019-03-11,8.3077
2019-03-12,0.5682
2019-03-13,3.1073
2019-03-14,-1.9178
2019-03-15,11.8715
2019-03-18,6.8664
2019-03-19,5.6075
2019-03-20,2.7655
2019-03-21,-6.8891
2019-03-22,-8.0925
2019-03-25,-7.673
2019-03-26,5.3134
2019-03-27,-5.4334
2019-03-28,4.6512
2019-03-29,1.0458
2019-04-01,5.6921
2019-04-02,9.5471
2019-04-03,-3.4637000000000002
2019-04-04,3.588
2019-04-05,0.5587
2019-04-08,7.2222
2019-04-09,-8.1865
2019-04-10,5.4176
2019-04-11,-5.1392
2019-04-12,-0.9029
2019-04-15,2.3918
2019-04-16,-1.4461
2019-04-17,-7.3363
2019-04-18,4.0195
2019-04-22,-4.0984
2019-04-23,2.8083
2019-04-24,0.3563
2019-04-25,0.1183
2019-04-26,6.5012
2019-04-29,-0.444
2019-04-30,-5.3512
2019-05-01,-5.3004
2019-05-02,-3.4826
2019-05-03,3.6082
2019-05-06,1.6169
2019-05-07,-1.9584000000000001
2019-05-08,1.3733
2019-05-09,-1.2315
2019-05-10,0.4988
2019-05-13,0.8685
2019-05-14,0.615
2019-05-15,3.1785
2019-05-16,0.9479
2019-05-17,-1.0563
2019-05-20,2.7284
2019-05-21,0.6928
2019-05-22,-5.8486
2019-05-23,-3.5323
2019-05-24,4.9242
2019-05-28,-0.722
2019-05-29,0.8485
2019-05-30,2.4038
2019-05-31,-3.0516
2019-06-03,-2.0581
2019-06-04,-3.3375
2019-06-05,-6.0102
2019-06-06,-2.3129
2019-06-07,4.039
2019-06-10,13.788499999999999
2019-06-11,-3.0588
2019-06-12,4.3689
2019-06-13,-1.3953
2019-06-14,-5.6604
2019-06-17,-1.0
2019-06-18,-8.4596
2019-06-19,-0.9655
2019-06-20,3.3426
2019-06-21,1.0782
2019-06-24,5.3333
2019-06-25,0.6329
2019-06-26,-2.6414999999999997
2019-06-27,0.1292
2019-06-28,16.0
2019-07-01,-1.5573000000000001
2019-07-02,-3.0508
2019-07-03,-6.6434
2019-07-05,0.3745
2019-07-08,-2.7363
2019-07-09,-0.7673
2019-07-10,-6.1856
2019-07-11,-4.8077
2019-07-12,-2.1645
2019-07-15,2.5074
2019-07-16,2.446
2019-07-17,1.8258
2019-07-18,2.4828
2019-07-19,1.6151
2019-07-22,-5.4305
2019-07-23,-3.5014
2019-07-24,0.7257
2019-07-25,-1.4409
2019-07-26,8.1871
2019-07-29,-0.5405
2019-07-30,5.5707
2019-07-31,6.9498
2019-08-01,-1.444
2019-08-02,-0.2442
2019-08-05,-5.1408
2019-08-06,2.5806
2019-08-07,-3.0189
2019-08-08,6.4851
2019-08-09,-4.8721
2019-08-12,1.0243
2019-08-13,5.0697
2019-08-14,-8.5645
2019-08-15,-0.2639
2019-08-16,5.6878
2019-08-19,3.5044
2019-08-20,-3.2648
2019-08-21,2.5
2019-08-22,-1.5854
2019-08-23,-6.4436
2019-08-26,1.9868000000000001
2019-08-27,-2.4675000000000002
2019-08-28,3.7284
2019-08-29,2.9525
2019-08-30,2.1197
2019-09-03,-0.2442
2019-09-04,-2.8152
2019-09-05,3.1486
2019-09-06,0.1221
2019-09-09,0.7317
2019-09-10,2.6634
2019-09-11,2.3585
2019-09-12,1.2673
2019-09-13,0.9101
2019-09-16,0.3382
2019-09-17,4.2697
2019-09-18,-5.1724
2019-09-19,0.2273
2019-09-20,-0.7937
2019-09-23,0.5714
2019-09-24,-0.4545
2019-09-25,3.8242000000000003
2019-09-26,-1.8692
2019-09-27,-0.6162
2019-09-30,-4.9605
2019-10-01,-13.5231
2019-10-02,6.1728
2019-10-03,-2.7132
2019-10-04,2.5232
2019-10-07,-0.1295
2019-10-08,-2.7237
2019-10-09,2.8
2019-10-10,-2.2049
2019-10-11,-1.7241
2019-10-14,-4.7233
2019-10-15,3.8244
2019-10-16,-1.2278
2019-10-17,-0.1381
2019-10-18,-1.5213999999999999
2019-10-21,2.5281000000000002
2019-10-22,4.2466
2019-10-23,4.862
2019-10-24,2.1303
2019-10-25,1.7178
2019-10-28,-0.2413
2019-10-29,2.1765
2019-10-30,2.1302
2019-10-31,-0.5794
2019-11-01,0.5828
2019-11-04,1.0429
2019-11-05,1.3761
2019-11-06,-3.5068
2019-11-07,-0.1172
2019-11-08,3.7559
2019-11-11,1.3575
2019-11-12,1.7856999999999998
2019-11-13,-3.7281
2019-11-14,2.3918
2019-11-15,-2.1135
2019-11-18,3.1818
2019-11-19,5.1762
2019-11-20,7.5393
2019-11-21,-3.1159
2019-11-22,0.804
2019-11-25,4.2871
2019-11-26,4.3021
2019-11-27,4.583
2019-11-29,3.7686
2019-12-02,3.8851
2019-12-03,-2.439
2019-12-04,4.9167
2019-12-05,-10.0079
2019-12-06,3.1774
2019-12-09,-0.3422
2019-12-10,8.0687
2019-12-11,0.9531
2019-12-12,-2.439
2019-12-13,9.354800000000001
2019-12-16,11.1357
2019-12-17,7.2993
2019-12-18,-4.1435
2019-12-19,3.1612999999999998
2019-12-20,1.0006
2019-12-23,6.192
2019-12-24,-1.2245
2019-12-26,2.8335
2019-12-27,0.287
2019-12-30,-8.8724
2019-12-31,-0.2827
2020-01-02,2.7401999999999997
2020-01-03,-9.0742
2020-01-06,-7.6871
2020-01-07,5.5515
2020-01-08,1.1764999999999999
2020-01-09,5.13
2020-01-10,1.9519
2020-01-13,0.7658
2020-01-14,-0.0633
2020-01-15,0.6337
2020-01-16,5.6045
2020-01-17,-8.1694
2020-01-21,-2.5974
2020-01-22,2.3333
2020-01-23,-0.9772
2020-01-24,0.0658
2020-01-27,1.9724
2020-01-28,4.1908
2020-01-29,1.5470000000000002
2020-01-30,-6.947
2020-01-31,-0.6549
2020-02-03,3.5597
2020-02-04,-0.6365
2020-02-05,4.164
2020-02-06,7.1341
2020-02-07,-3.961
2020-02-10,13.3293
2020-02-11,5.4852
2020-02-12,-5.1
2020-02-13,-0.1054
2020-02-14,-8.4916
2020-02-18,3.8040000000000003
2020-02-19,14.4919
2020-02-20,0.6305
2020-02-21,-4.5301
2020-02-24,-6.108
2020-02-25,1.5053999999999998
2020-02-26,0.2648
2020-02-27,-5.7052
2020-02-28,-2.0168
2020-03-02,3.5449
2020-03-03,6.1292
2020-03-04,11.9667
2020-03-05,3.4851
2020-03-06,-7.8581
2020-03-09,-11.2573
2020-03-10,-4.9423
2020-03-11,-9.2432
2020-03-12,-20.3692
2020-03-13,5.1159
2020-03-16,-11.3308
2020-03-17,-2.1441
2020-03-18,-13.6722
2020-03-19,23.1472
2020-03-20,0.742
2020-03-23,-0.491
2020-03-24,15.1316
2020-03-25,-0.7143
2020-03-26,2.446
2020-03-27,-7.0927
2020-03-30,3.7037
2020-03-31,3.4257
2020-04-01,-8.4567
2020-04-02,-2.2325
2020-04-03,1.7323
2020-04-06,10.8359
2020-04-07,5.2374
2020-04-08,10.1526
2020-04-09,8.253
2020-04-13,4.0623
2020-04-14,5.4011
2020-04-15,-0.8625
2020-04-16,-4.6571
2020-04-17,0.9662
2020-04-20,14.3009
2020-04-21,0.0
2020-04-22,6.6977
2020-04-23,6.9311
2020-04-24,-1.1007
2020-04-27,1.69
2020-04-28,1.4593
2020-04-29,7.7107
2020-04-30,-5.1187
2020-05-01,-8.2095
2020-05-04,3.6627
2020-05-05,6.0394
2020-05-06,1.0074
2020-05-07,1.6494
2020-05-08,4.4528
2020-05-11,-0.4335
2020-05-12,-6.4586
2020-05-13,-3.9177999999999997
2020-05-14,3.4316
2020-05-15,2.2443
2020-05-18,1.3934
2020-05-19,2.1837
2020-05-20,6.0059
2020-05-21,6.1522
2020-05-22,-1.4407
2020-05-26,-3.7874
2020-05-27,-6.2155
2020-05-28,0.2577
2020-05-29,1.6526
2020-06-01,6.1416
2020-06-02,4.595
2020-06-03,-6.7361
2020-06-04,-6.3852
2020-06-05,-8.9079
2020-06-08,4.3372
2020-06-09,-0.9412
2020-06-10,4.8298
2020-06-11,-5.136
2020-06-12,1.7118
2020-06-15,7.6321
2020-06-16,-6.5455
2020-06-17,2.1401
2020-06-18,-3.3143000000000002
2020-06-19,-5.2403
2020-06-22,7.7755
2020-06-23,-0.2701
2020-06-24,-7.3114
2020-06-25,1.9616
2020-06-26,-3.8887
2020-06-29,-0.5111
2020-06-30,4.9229
2020-07-01,-6.5687
2020-07-02,-0.0437
2020-07-06,-1.5291000000000001
2020-07-07,0.7098
2020-07-08,3.7004
2020-07-09,-3.6958
2020-07-10,-1.4116
2020-07-13,-7.1588
2020-07-14,2.8434
2020-07-15,3.2802
2020-07-16,-1.5426
2020-07-17,2.2580999999999998
2020-07-20,2.2082
2020-07-21,-3.5273
2020-07-22,-3.7477
2020-07-23,-3.6087
2020-07-24,-5.2217
2020-07-27,4.7817
2020-07-28,-1.8353000000000002
2020-07-29,-3.5371
2020-07-30,3.5097
2020-07-31,-4.3016
