ticker,GRNQ US Equity
2018-10-23,0.5831
2018-10-24,-1.8248
2018-10-25,0.5968
2018-10-26,-2.1727
2018-10-29,-2.7419000000000002
2018-10-30,-8.6235
2018-10-31,1.9964
2018-11-01,-1.4235
2018-11-02,-9.7473
2018-11-05,1.8
2018-11-06,-4.1257
2018-11-07,-7.377
2018-11-08,-2.1681
2018-11-09,-13.6137
2018-11-12,23.0366
2018-11-13,-14.8936
2018-11-14,1.25
2018-11-15,7.4074
2018-11-16,-0.0023
2018-11-19,6.5542
2018-11-20,-7.2492
2018-11-21,0.0233
2018-11-23,-2.3256
2018-11-26,-16.6667
2018-11-27,-14.2829
2018-11-28,-20.6693
2018-11-29,2.521
2018-11-30,13.3197
2018-12-03,19.9349
2018-12-04,0.1146
2018-12-06,2.4096
2018-12-07,-4.4118
2018-12-10,1.5385
2018-12-11,3.0303
2018-12-12,-8.8235
2018-12-13,6.4516
2018-12-14,-8.7879
2018-12-17,0.3322
2018-12-18,21.9437
2018-12-19,5.9006
2018-12-20,0.7462
2018-12-21,16.7647
2018-12-24,0.2659
2018-12-26,-4.3478
2018-12-27,-1.3636
2018-12-28,-0.6912
2018-12-31,9.0487
2019-01-02,2.1277
2019-01-03,-2.4604
2019-01-04,-3.4046
2019-01-07,2.2222
2019-01-08,-5.6889
2019-01-09,1.3761
2019-01-10,5.8484
2019-01-11,-1.6779
2019-01-14,-7.6087
2019-01-15,-9.4118
2019-01-16,-1.1662
2019-01-17,-2.7621
2019-01-18,0.0
2019-01-22,-0.2703
2019-01-23,-4.607
2019-01-24,-3.6932
2019-01-25,6.1947
2019-01-28,-3.4083
2019-01-29,-7.9746
2019-01-31,11.6406
2019-02-04,-0.07
2019-02-08,0.0
2019-02-11,-6.8179
2019-02-12,0.7034
2019-02-13,20.3313
2019-02-14,-0.7715
2019-02-15,-0.25
2019-02-20,-15.5388
2019-02-21,0.0
2019-02-22,0.0
2019-03-01,-5.0445
2019-03-04,5.125
2019-03-06,-11.5428
2019-03-07,-2.5439
2019-03-08,-5.4483
2019-03-11,2.4836
2019-03-12,-0.3594
2019-03-13,-0.7143
2019-03-14,0.3597
2019-03-15,-1.4337
2019-03-19,-5.4545
2019-03-20,0.0
2019-03-21,-14.6154
2019-03-22,-10.3604
2019-03-26,-9.5477
2019-03-27,57.6667
2019-03-28,-23.8901
2019-03-29,-6.4815
2019-04-01,3.099
2019-04-02,-4.4512
2019-04-03,0.4975
2019-04-04,-2.4902
2019-04-05,1.0256
2019-04-08,1.5228000000000002
2019-04-09,0.0
2019-04-10,2.005
2019-04-11,10.7789
2019-04-12,1.7699
2019-04-15,7.3913
2019-04-16,-6.417
2019-04-17,-0.4975
2019-04-18,3.287
2019-04-22,3.1318
2019-04-23,-7.3061
2019-04-24,0.4579
2019-04-25,-2.253
2019-04-26,0.0
2019-04-29,1.3498
2019-04-30,-11.9508
2019-05-01,4.5226
2019-05-02,0.0
2019-05-03,-3.8462
2019-05-06,-6.75
2019-05-07,-0.2681
2019-05-08,2.4892
2019-05-09,4.9153
2019-05-10,-3.5
2019-05-13,-1.5544
2019-05-14,1.0526
2019-05-15,-4.1667
2019-05-16,0.5435
2019-05-17,-2.7027
2019-05-20,7.7778
2019-05-21,-7.2165
2019-05-22,-8.3333
2019-05-23,3.6364
2019-05-24,-5.2632
2019-05-28,7.4074
2019-05-30,-11.4943
2019-05-31,3.8961
2019-06-05,-16.25
2019-06-06,-10.4478
2019-06-07,-4.1667
2019-06-10,9.5652
2019-06-11,-0.7937
2019-06-12,-9.6
2019-06-13,4.4248
2019-06-14,0.2288
2019-06-17,5.6904
2019-06-18,-12.0
2019-06-19,2.7273
2019-06-20,1.3982
2019-06-21,3.8576
2019-06-24,-5.8824
2019-06-25,0.5
2019-06-27,1.2793
2019-06-28,0.8772
2019-07-01,-3.4696
2019-07-02,2.0359
2019-07-03,0.6445
2019-07-05,-0.8772
2019-07-08,0.0
2019-07-09,-4.4248
2019-07-10,-19.4444
2019-07-11,20.6897
2019-07-12,13.0952
2019-07-15,-3.1495
2019-07-16,-4.7387
2019-07-17,-2.3366
2019-07-18,5.6075
2019-07-19,0.0
2019-07-22,-2.6549
2019-07-23,-2.7273
2019-07-24,-1.8692
2019-07-25,0.0
2019-07-26,4.7619
2019-07-29,8.1818
2019-07-30,-4.2017
2019-07-31,-2.193
2019-08-01,-2.9507
2019-08-02,-0.1941
2019-08-06,-5.5556
2019-08-07,16.6667
2019-08-08,0.8403
2019-08-09,-1.6667
2019-08-12,-2.5423999999999998
2019-08-13,-8.2261
2019-08-14,2.3309
2019-08-15,-2.5
2019-08-16,0.4748
2019-08-19,-1.7013
2019-08-20,1.25
2019-08-21,-3.3713
2019-08-22,6.1425
2019-08-23,1.8519
2019-08-26,-7.2727
2019-08-27,6.3725
2019-08-28,-7.7143
2019-08-29,3.865
2019-08-30,-4.8269
2019-09-03,-5.0313
2019-09-04,-9.5745
2019-09-05,5.4940999999999995
2019-09-06,0.0669
2019-09-09,-14.5771
2019-09-10,16.895
2019-09-11,5.0223
2019-09-12,3.0818
2019-09-13,-0.4845
2019-09-16,0.4869
2019-09-17,-17.4742
2019-09-18,17.4266
2019-09-19,5.8511
2019-09-23,-6.5327
2019-09-24,6.5269
2019-09-25,-0.0404
2019-09-26,-9.1285
2019-09-27,10.5678
2019-09-30,-1.9205
2019-10-01,4.5199
2019-10-02,-20.5784
2019-10-03,4.9994
2019-10-04,-0.0823
2019-10-07,0.0118
2019-10-08,0.0
2019-10-09,0.0118
2019-10-11,5.0112
2019-10-15,38.9044
2019-10-16,-17.7419
2019-10-17,-16.6667
2019-10-18,-4.7059
2019-10-21,-6.1605
2019-10-22,-1.4505
2019-10-23,-3.214
2019-10-24,-0.331
2019-10-25,3.3629
2019-10-28,-1.5933000000000002
2019-10-29,-4.7619
2019-10-30,-5.7143
2019-10-31,9.4712
2019-11-01,1.0505
2019-11-04,13.4091
2019-11-05,-5.5012
2019-11-06,-9.2594
2019-11-07,5.6056
2019-11-08,-7.0952
2019-11-11,1.3975
2019-11-12,-1.3641
2019-11-13,-2.3970000000000002
2019-11-14,-9.1191
2019-11-15,-1.6165
2019-11-18,-10.6492
2019-11-19,-15.2145
2019-11-20,-5.3408999999999995
2019-11-21,10.0917
2019-11-22,-10.1875
2019-11-25,-0.2552
2019-11-26,0.4651
2019-11-27,45.6016
2019-11-29,-10.9538
2019-12-02,-7.1594
2019-12-03,-9.6154
2019-12-04,2.1277
2019-12-05,-6.0417
2019-12-06,-4.5455
2019-12-09,-0.0929
2019-12-10,-4.2083
2019-12-11,7.7427
2019-12-12,10.3852
2019-12-13,-9.0408
2019-12-16,-5.295
2019-12-17,2.0377
2019-12-18,5.8739
2019-12-19,0.8772
2019-12-20,8.6957
2019-12-23,22.0
2019-12-24,19.5082
2019-12-26,-23.1824
2019-12-27,12.5
2019-12-30,0.3968
2019-12-31,-9.8814
2020-01-02,2.9509
2020-01-03,12.4706
2020-01-06,-1.5152
2020-01-07,5.7692
2020-01-08,13.4545
2020-01-09,-10.2564
2020-01-10,-2.3
2020-01-13,-3.2607
2020-01-14,0.8389
2020-01-15,-7.0674
2020-01-16,-6.4516
2020-01-17,0.0
2020-01-21,-2.5862
2020-01-22,-3.54
2020-01-23,0.5139
2020-01-24,-8.7258
2020-01-27,4.7076
2020-01-28,-0.1973
2020-01-29,-2.6805
2020-01-30,-4.8179
2020-01-31,-7.0248
2020-02-03,2.2222
2020-02-04,-2.1739
2020-02-05,-1.1113
2020-02-06,12.3598
2020-02-07,13.87
2020-02-10,21.147100000000002
2020-02-11,-8.6627
2020-02-12,-12.6984
2020-02-13,-10.2727
2020-02-14,-0.4375
2020-02-18,-2.3082
2020-02-19,0.1458
2020-02-20,2.6628
2020-02-21,-2.7356
2020-02-24,-2.0625
2020-02-25,-1.0742
2020-02-26,-2.3976
2020-02-27,-1.1194
2020-02-28,0.0403
2020-03-02,8.2405
2020-03-03,27.572
2020-03-04,5.5161
2020-03-05,-21.2626
2020-03-06,1.7084000000000001
2020-03-09,4.9437
2020-03-10,-5.7839
2020-03-11,-12.8958
2020-03-12,-20.1906
2020-03-13,17.7451
2020-03-16,-10.8491
2020-03-17,7.1034
2020-03-18,4.5323
2020-03-19,-6.0728
2020-03-20,-1.8868
2020-03-23,-3.8462
2020-03-24,4.9867
2020-03-25,-4.7498000000000005
2020-03-26,12.5067
2020-03-27,6.4944
2020-03-30,-10.6944
2020-03-31,-6.2181
2020-04-01,2.2057
2020-04-02,-12.8965
2020-04-03,-10.4478
2020-04-06,16.6667
2020-04-07,-2.8571
2020-04-08,1.5293999999999999
2020-04-09,-2.4334
2020-04-13,-4.9881
2020-04-14,9.375
2020-04-15,-3.7143
2020-04-16,-2.9677
2020-04-17,2.7832
2020-04-20,-8.6611
2020-04-21,1.3717
2020-04-22,2.8274
2020-04-23,6.25
2020-04-24,-7.2059
2020-04-27,20.4754
2020-04-28,-10.0763
2020-04-29,11.2651
2020-04-30,-2.7094
2020-05-01,-7.027
2020-05-04,2.1221
2020-05-05,-6.0632
2020-05-06,-9.0909
2020-05-07,0.0333
2020-05-08,0.4998
2020-05-11,9.4164
2020-05-12,9.0909
2020-05-13,-6.1111
2020-05-14,-5.3254
2020-05-15,2.3125
2020-05-18,4.6732
2020-05-19,2.6554
2020-05-20,8.0159
2020-05-21,-5.2632
2020-05-22,72.2222
2020-05-26,33.1774
2020-05-27,212.4622
2020-05-28,-35.2713
2020-05-29,-13.1737
2020-06-01,12.4138
2020-06-02,-4.2945
2020-06-03,-7.6923
2020-06-04,0.0
2020-06-05,-5.5556
2020-06-08,4.4118
2020-06-09,0.7042
2020-06-10,-1.3986
2020-06-11,-8.5106
2020-06-12,10.8527
2020-06-15,-2.0979
2020-06-16,5.0
2020-06-17,-7.483
2020-06-18,2.9412000000000003
2020-06-19,7.1429
2020-06-22,20.0
2020-06-23,4.4444
2020-06-24,1.0638
2020-06-25,-3.6842
2020-06-26,-18.0328
2020-06-29,6.6667
2020-06-30,3.75
2020-07-01,1.2048
2020-07-02,-1.7856999999999998
2020-07-06,-4.8485
2020-07-07,3.1847
2020-07-08,-1.2346
2020-07-09,-2.5
2020-07-10,1.9231
2020-07-13,-3.7736
2020-07-14,-3.9215999999999998
2020-07-15,-9.5238
2020-07-16,-1.5038
2020-07-17,-8.3969
2020-07-20,-5.8333
2020-07-21,-5.3097
2020-07-22,1.8692
2020-07-23,-0.9174
2020-07-24,-7.8704
2020-07-27,-13.5678
2020-07-28,7.2908
2020-07-29,-1.81
2020-07-30,-1.766
2020-07-31,-1.6629
