ticker,DT US Equity
2019-12-19,0.4058
2019-12-20,3.1528
2019-12-23,1.3715
2019-12-24,-0.5798
2019-12-26,3.4215
2019-12-27,-3.5338000000000003
2019-12-30,1.403
2019-12-31,-2.7671
2020-01-02,2.8853999999999997
2020-01-03,1.1141
2020-01-06,9.9924
2020-01-07,-2.8325
2020-01-08,-0.4266
2020-01-09,-1.8921999999999999
2020-01-10,1.0189
2020-01-13,3.8545
2020-01-14,-3.6074
2020-01-15,-1.0435
2020-01-16,-0.3636
2020-01-17,-2.1168
2020-01-21,-2.088
2020-01-22,-0.6474
2020-01-23,6.8609
2020-01-24,-0.4304
2020-01-27,0.6484
2020-01-28,2.6485
2020-01-29,8.0893
2020-01-30,3.4194
2020-01-31,-2.3394
2020-02-03,-3.4813
2020-02-04,7.2138
2020-02-05,-1.3889
2020-02-06,-0.0313
2020-02-07,2.3482
2020-02-10,3.4567
2020-02-11,5.5293
2020-02-12,1.457
2020-02-13,-0.6352
2020-02-14,0.3891
2020-02-18,-2.7132
2020-02-19,-0.0569
2020-02-20,0.7688
2020-02-21,-5.4535
2020-02-24,-1.584
2020-02-25,-1.0021
2020-02-26,-0.0613
2020-02-27,-2.8852
2020-02-28,2.086
2020-03-02,0.2477
2020-03-03,-2.5942
2020-03-04,4.2803
2020-03-05,1.2162
2020-03-06,-9.1319
2020-03-09,-12.8595
2020-03-10,2.8073
2020-03-11,-10.6273
2020-03-12,-8.7118
2020-03-13,6.1511
2020-03-16,-17.4691
2020-03-17,0.7228
2020-03-18,0.0513
2020-03-19,6.9672
2020-03-20,9.0996
2020-03-23,-2.59
2020-03-24,16.0433
2020-03-25,2.2913
2020-03-26,-2.6196
2020-03-27,-4.5224
2020-03-30,0.245
2020-03-31,-2.8921
2020-04-01,-5.5369
2020-04-02,-5.0622
2020-04-03,-3.4144
2020-04-06,9.1525
2020-04-07,2.0408
2020-04-08,6.4348
2020-04-09,1.1438
2020-04-13,-2.1809
2020-04-14,5.4913
2020-04-15,-1.9569
2020-04-16,2.9142
2020-04-17,-0.3103
2020-04-20,3.2685
2020-04-21,-3.6925
2020-04-22,6.7684
2020-04-23,0.9527
2020-04-24,3.6298
2020-04-27,1.1909
2020-04-28,-1.3846
2020-04-29,5.967
2020-04-30,-1.1262
2020-05-01,-9.0117
2020-05-04,4.0501
2020-05-05,3.6801
2020-05-06,1.7406000000000001
2020-05-07,6.9775
2020-05-08,-2.101
2020-05-11,7.303
2020-05-12,-3.2836
2020-05-13,1.6358000000000001
2020-05-14,0.2126
2020-05-15,0.0909
2020-05-18,5.6312
2020-05-19,4.5858
2020-05-20,0.9044
2020-05-21,-2.0913
2020-05-22,2.6352
2020-05-26,0.7568
2020-05-27,-3.6212
2020-05-28,5.0097
2020-05-29,1.9613
2020-06-01,0.4939
2020-06-02,-4.8888
2020-06-03,-1.4686
2020-06-04,-0.2208
2020-06-05,3.1812
2020-06-08,-2.0912
2020-06-09,3.943
2020-06-10,-0.1581
2020-06-11,-6.4908
2020-06-12,1.2698
2020-06-15,7.4951
2020-06-16,3.577
2020-06-17,1.7267000000000001
2020-06-18,-0.5904
2020-06-19,3.4397
2020-06-22,1.9139
2020-06-23,0.1408
2020-06-24,-0.7501
2020-06-25,-3.2121
2020-06-26,1.0249
2020-06-29,-2.1014
2020-06-30,0.1727
2020-07-01,5.5419
2020-07-02,-1.1669
2020-07-06,-2.9988
2020-07-07,1.8014000000000001
2020-07-08,1.2912
2020-07-09,4.0132
2020-07-10,-1.5433
2020-07-13,-8.9673
2020-07-14,3.3933
2020-07-15,3.3309
2020-07-16,-4.1479
2020-07-17,2.9674
2020-07-20,4.3948
2020-07-21,-1.0122
2020-07-22,0.3021
2020-07-23,-1.3207
2020-07-24,-3.0758
2020-07-27,2.7132
2020-07-28,-3.9151
2020-07-29,2.8719
2020-07-30,1.0976
2020-07-31,-1.2745
