ticker,ARRT US Equity
2014-08-19,-2.6316
2014-08-22,8.1081
2014-09-02,0.0
2014-09-03,0.0
2014-09-16,-41.0
2014-09-22,65.2542
2014-09-23,-5.1282
2014-09-24,0.0
2014-10-15,0.0
2014-10-16,2.7027
2014-10-17,5.2632
2014-10-20,0.0
2014-10-21,-20.0
2014-10-22,-12.5
2014-10-23,42.1429
2014-10-28,0.0
2014-10-29,0.5025
2014-10-31,-22.5
2014-11-05,-18.7097
2014-11-06,50.7937
2014-11-07,-21.0526
2014-11-14,-15.3333
2014-11-18,49.6063
2014-11-19,-26.3158
2014-11-20,0.0
2014-12-09,7.1429
2014-12-10,0.0
2014-12-11,26.6667
2014-12-12,-26.3158
2014-12-15,-7.1429
2014-12-16,7.6923
2014-12-17,7.1429
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,12.0
2014-12-29,0.0
2015-01-06,-16.6667
2015-01-13,-17.8571
2015-01-14,20.8696
2015-01-15,0.0
2015-01-16,79.1367
2015-01-20,0.4016
2015-01-22,-10.0
2015-01-23,6.6667
2015-01-26,2.0833
2015-01-27,2.0408
2015-01-28,-2.0
2015-01-29,-8.1633
2015-01-30,-2.2222
2015-02-02,-2.2727
2015-02-03,2.3256
2015-02-04,0.0
2015-02-11,-0.4545
2015-02-17,0.4566
2015-02-23,0.0
2015-03-06,-11.3636
2015-03-10,9.6154
2015-03-11,-11.5789
2015-03-12,-4.7619
2015-03-16,5.5556
2015-03-18,-7.8947
2015-03-19,0.0
2015-03-23,-70.8571
2015-03-25,96.0784
2015-06-18,-35.0
2015-06-23,-7.6923
2015-07-01,-8.3125
2015-07-07,-7.2938
2015-07-15,-11.7647
2015-07-17,0.0
2015-07-22,-11.0694
2015-07-23,-25.0351
2015-07-24,0.0
2015-07-27,0.0
2015-07-28,-16.0
2015-07-29,-0.7937
2015-07-30,-8.0
2015-09-04,-8.6957
2015-09-25,-2.2321
2015-10-06,-26.9406
2015-10-12,-13.3333
2015-11-17,0.0
2016-01-21,0.0
2016-01-26,0.0
2016-03-01,-7.6923
2016-03-28,-8.3333
2016-06-23,-27.2727
2016-07-11,-25.1563
2016-07-14,-33.1942
2016-07-15,-25.0
2016-07-18,-26.6667
2016-07-19,-3.9773
2016-07-27,-5.3254
2016-08-22,-50.0
2016-08-31,-1.25
2016-09-01,0.0
2016-09-02,1.2658
2016-09-06,-78.125
2016-09-08,-8.5714
2016-09-29,50.0
2016-10-04,50.0
2016-10-05,55.5556
2016-10-07,23.2143
2016-10-13,-59.4203
2016-10-18,-8.9286
2016-11-25,0.0
2016-12-06,-5.8824
2017-01-31,66.6667
2017-02-02,30.0
2017-02-03,0.0
2017-02-07,-44.2308
2017-02-13,79.3103
2017-03-10,9.8901
2017-07-06,-52.0
2017-09-27,0.0
2018-05-23,525.0
2018-05-24,0.0
2018-05-25,-33.3333
2018-05-30,-20.0
2018-05-31,0.0
2018-06-11,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-18,-36.25
2019-01-17,0.0
2019-01-31,0.0
2019-03-06,0.0
2019-04-15,0.0
2019-06-11,-21.5686
2019-07-09,0.0
2019-10-18,0.0
2020-05-12,-50.0
2020-06-04,-25.0
