ticker,PPAL US Equity
2012-10-16,0.0
2012-10-17,0.0
2012-10-31,0.0
2012-11-28,-3.3333
2012-11-29,11.6858
2013-01-09,-6.5744
2013-01-18,0.9259
2013-02-01,7.3394
2013-02-12,-6.8376
2013-02-19,0.0
2013-02-22,6.422
2013-03-28,-9.6797
2013-04-09,3.566
2013-04-15,3.6653000000000002
2013-04-16,-1.7856999999999998
2013-04-26,1.8182
2013-05-09,7.1429
2013-05-14,0.0333
2013-06-10,-13.029
2013-06-12,3.9272
2013-07-08,3.7037
2013-07-18,1.4285999999999999
2013-07-24,2.1127
2013-08-12,3.4483
2013-09-23,-12.3013
2013-10-31,18.3206
2013-11-01,0.0
2013-11-12,-6.4516
2013-11-13,0.0
2013-12-17,-7.2554
2014-01-17,10.1568
2014-02-03,0.0
2014-02-05,1.6949
2014-03-26,-2.9289
2014-04-17,3.4483
2014-05-02,5.0
2014-05-19,6.3492
2014-05-27,4.4478
2014-05-29,0.0
2014-06-25,-16.822
2014-06-30,3.4483
2014-07-10,0.0
2014-07-11,0.0
2014-07-21,-3.6333
2014-07-22,7.2293
2014-07-31,-3.2258
2014-08-01,1.6667
2014-08-12,0.8197
2014-09-24,-4.098
2014-09-26,-1.7024
2014-10-17,0.4503
2015-01-16,4.1124
2015-01-28,0.0
2015-01-29,-1.6667
2015-02-20,1.6949
2015-03-10,3.3333
2015-03-17,0.4049
2015-03-30,0.0
2015-04-22,-10.7419
2015-04-23,31.9118
2015-04-28,1.0959
2015-04-30,-15.9892
2015-05-12,0.8065
2015-05-13,0.0
2015-05-14,-0.8
2015-05-18,0.3226
2015-05-28,-0.3215
2015-06-01,0.3548
2015-06-26,0.0484
2015-07-08,0.0
2015-07-22,3.2258
2015-07-30,0.0
2015-10-06,-16.7686
2015-10-13,20.6182
2015-12-08,-14.9606
2015-12-10,-0.5185
2015-12-29,11.6902
2016-01-06,-2.5
2016-01-26,9.3333
2016-02-01,0.0625
2016-02-17,-12.5
2016-02-18,3.5714
2016-03-04,3.8615
2016-03-11,-2.8009
2016-04-14,9.5369
2016-05-02,0.2192
2016-05-04,0.0
2016-05-16,0.0
2016-05-17,3.125
2016-05-19,0.0
2016-06-13,0.5323
2016-06-17,0.0
2016-07-21,5.9002
2016-07-22,5.7143
2016-07-28,-3.7838000000000003
2016-08-09,4.6348
2016-08-17,-3.3557
2016-09-19,-0.4878
2016-09-21,-0.2801
2016-10-19,2.5281000000000002
2016-10-20,-0.6849
2016-11-29,0.0
2016-12-05,2.7778
2017-01-27,1.3514
2017-02-21,1.3333
2017-02-22,0.6579
2017-02-24,3.9215999999999998
2017-04-25,1.6153
2017-07-03,1.4203999999999999
2017-07-20,22.6044
2017-07-27,-18.3367
2017-07-28,7.9755
2017-07-31,-5.6818
2017-08-08,0.1205
2017-09-05,0.4829
2017-10-10,19.8943
2017-10-25,-9.6192
2017-10-31,6.4257
2017-11-06,-5.6211
2017-11-13,10.3753
2017-12-05,-3.0
2018-01-08,-2.0522
2018-02-05,16.4021
2018-02-06,0.0
2018-02-07,0.0909
2018-04-18,0.4329
2018-05-01,0.2722
2018-05-09,0.0905
2018-05-14,-0.0723
2018-05-21,1.3391
2018-05-22,-1.1607
2018-06-06,6.5908
2018-06-13,-5.929
2018-06-20,1.2248999999999999
2018-06-26,1.8039
2018-08-06,1.1439
2018-08-24,0.3434
2018-08-28,0.0
2018-08-29,3.7165
2018-09-13,-5.5208
2018-09-27,0.0
2018-10-02,-0.885
2018-10-23,0.3571
2018-10-26,-0.3559
2018-11-20,-1.3393
2018-12-03,0.0181
2018-12-13,-0.0045
2019-01-03,0.0
2019-01-18,8.9522
2019-03-21,-8.3755
2019-04-11,0.0183
2019-06-06,0.5658
2019-07-01,0.205
2019-09-04,0.2727
2019-09-16,0.3868
2019-09-17,-0.272
2019-09-19,0.2727
2019-10-17,0.1813
2019-11-08,0.0
2019-12-04,26.6968
2019-12-09,-20.7141
2020-01-07,98.0553
2020-01-21,-48.5753
2020-02-04,6.553
2020-02-14,-5.0
2020-02-27,-1.0351
2020-03-09,-0.2836
2020-03-23,-0.0223
2020-04-06,-6.9643
2020-04-13,5.5662
2020-04-16,2.5455
2020-05-07,32.9787
2020-05-18,-3.3333
2020-05-19,-6.2207
2020-06-03,0.0
2020-06-19,-15.1323
2020-07-07,0.0
