ticker,AKRO US Equity
2019-11-04,-5.3448
2019-11-05,-4.5537
2019-11-06,-2.3378
2019-11-07,-0.2443
2019-11-08,-2.2037
2019-11-11,-1.7026
2019-11-12,-4.381
2019-11-13,0.6393
2019-11-14,5.7173
2019-11-15,-2.4537
2019-11-18,4.3121
2019-11-19,6.7421
2019-11-20,-4.7948
2019-11-21,-1.5495999999999999
2019-11-22,-2.4594
2019-11-25,-4.6899
2019-11-26,2.4339
2019-11-27,-0.7748
2019-11-29,2.4987
2019-12-02,3.6059
2019-12-03,-4.1176
2019-12-04,2.8119
2019-12-05,9.6967
2019-12-06,4.2158
2019-12-09,0.7829
2019-12-10,5.0928
2019-12-11,-5.5441
2019-12-12,-11.8261
2019-12-13,3.9941
2019-12-16,-7.7762
2019-12-17,-1.8509
2019-12-18,1.6239
2019-12-19,-2.1134
2019-12-20,7.6356
2019-12-23,6.2622
2019-12-24,-1.4273
2019-12-26,5.3246
2019-12-27,2.3503
2019-12-30,18.1542
2019-12-31,-18.6102
2020-01-02,-9.5292
2020-01-03,-4.5319
2020-01-06,4.0167
2020-01-07,0.8526
2020-01-08,-1.7902
2020-01-09,1.0633
2020-01-10,1.3527
2020-01-13,-0.5932
2020-01-14,-1.3426
2020-01-15,-0.756
2020-01-16,0.0
2020-01-17,2.4886
2020-01-21,13.6769
2020-01-22,1.6129
2020-01-23,5.1051
2020-01-24,0.8571
2020-01-27,-4.5326
2020-01-28,0.4663
2020-01-29,0.8439
2020-01-30,4.1841
2020-01-31,-0.8434
2020-02-03,-0.162
2020-02-04,3.0426
2020-02-05,2.6378
2020-02-06,3.2605
2020-02-07,-3.0832
2020-02-10,3.1813
2020-02-11,0.4829
2020-02-12,-7.6895
2020-02-13,1.4417
2020-02-14,-5.1717
2020-02-18,0.2082
2020-02-19,-1.5787
2020-02-20,-2.2794
2020-02-21,-2.419
2020-02-24,6.9056999999999995
2020-02-25,-7.4948
2020-02-26,-0.761
2020-02-27,-0.8119
2020-02-28,-1.0005
2020-03-02,5.2825
2020-03-03,-0.8726
2020-03-04,4.1373
2020-03-05,0.6762
2020-03-06,2.4769
2020-03-09,-9.6682
2020-03-10,-0.4535
2020-03-11,-4.2825
2020-03-12,-28.5816
2020-03-13,26.6245
2020-03-16,-31.3684
2020-03-17,15.2607
2020-03-18,-14.837
2020-03-19,22.2656
2020-03-20,7.8594
2020-03-23,-1.8957000000000002
2020-03-24,1.1473
2020-03-25,-0.1194
2020-03-26,1.3748
2020-03-27,-4.9528
2020-03-30,6.5757
2020-03-31,23.3993
2020-04-01,-9.1981
2020-04-02,0.5195
2020-04-03,3.3592
2020-04-06,1.45
2020-04-07,-2.415
2020-04-08,5.8586
2020-04-09,15.2195
2020-04-13,-13.4161
2020-04-14,6.4562
2020-04-15,-3.7287
2020-04-16,-1.2599
2020-04-17,-2.8355
2020-04-20,5.642
2020-04-21,-4.0976
2020-04-22,-5.1848
2020-04-23,-1.7722
2020-04-24,0.5155
2020-04-27,13.1282
2020-04-28,-5.0317
2020-04-29,2.6253
2020-04-30,-5.1163
2020-05-01,3.3824
2020-05-04,0.2371
2020-05-05,-1.2772000000000001
2020-05-06,-1.5333
2020-05-07,5.6934000000000005
2020-05-08,1.3352
2020-05-11,-0.0454
2020-05-12,-0.5
2020-05-13,-6.2129
2020-05-14,9.6444
2020-05-15,2.1324
2020-05-18,-1.3049
2020-05-19,2.3358
2020-05-20,4.8665
2020-05-21,-3.7782
2020-05-22,3.3291
2020-05-26,0.8261
2020-05-27,2.1303
2020-05-28,0.5215
2020-05-29,1.4365999999999999
2020-06-01,-0.8655
2020-06-02,3.0952
2020-06-03,-12.3172
2020-06-04,6.9798
2020-06-05,-1.3131
2020-06-08,6.6112
2020-06-09,-2.3401
2020-06-10,0.2396
2020-06-11,-6.7729
2020-06-12,3.7607
2020-06-15,2.5124
2020-06-16,-0.2009
2020-06-17,3.4622
2020-06-18,3.1518
2020-06-19,0.943
2020-06-22,0.0
2020-06-23,-2.3916
2020-06-24,-6.1256
2020-06-25,2.8548
2020-06-26,-6.82
2020-06-29,-2.5957
2020-06-30,8.868500000000001
2020-07-01,33.9085
2020-07-02,-1.0488
2020-07-06,5.8751999999999995
2020-07-07,6.0069
2020-07-08,5.6665
2020-07-09,1.9407999999999999
2020-07-10,-5.6363
2020-07-13,-2.3095
2020-07-14,-4.375
2020-07-15,6.0244
2020-07-16,-0.0268
2020-07-17,-0.3217
2020-07-20,2.1786
2020-07-21,-4.1327
2020-07-22,1.4003
2020-07-23,-3.0057
2020-07-24,-0.0558
2020-07-27,6.3408
2020-07-28,-5.2535
2020-07-29,-1.1921
2020-07-30,1.3468
2020-07-31,-2.7962
