ticker,ENCB US Equity
2015-01-14,11.1111
2015-01-15,-16.6667
2015-01-21,40.0
2015-01-29,0.0
2015-02-03,0.0
2015-02-04,-35.7143
2015-02-10,-11.1111
2015-02-11,1.25
2015-02-12,23.4568
2015-02-18,20.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,-33.3333
2015-03-03,42.5
2015-03-04,38.3772
2015-03-05,26.7829
2015-03-06,-1.0
2015-03-09,-29.2929
2015-03-17,12.1429
2015-03-19,0.0
2015-03-20,1.9108
2015-03-23,0.0
2015-03-26,-37.5
2015-03-27,-20.0
2015-03-30,0.0
2015-04-23,0.0
2015-04-28,0.0
2015-05-05,-25.0
2015-05-19,66.6667
2015-06-09,0.0
2015-06-25,460.0
2015-06-26,13.8839
2015-06-29,-89.0239
2015-07-06,185.7143
2015-08-12,-50.0
2015-08-19,500.0
2015-08-20,-88.0
2015-08-21,-16.6667
2015-08-26,66.6667
2015-08-27,0.0
2015-08-31,0.0
2015-09-01,-40.0
2015-09-10,-50.0
2015-09-11,33.3333
2015-09-16,-25.0
2015-09-21,33.3333
2015-10-26,-25.0
2016-06-03,-86.6667
2016-06-23,100.0
2016-06-24,75.0
2016-08-03,428.5714
2016-08-05,170.2703
2016-08-08,-10.0
2016-08-12,-46.6667
2016-08-16,-75.0
2016-08-22,25.0
2016-10-13,-66.6667
2016-12-07,100.0
2016-12-09,0.0
2017-02-01,0.0
2017-03-13,50.0
2017-03-21,-46.6667
2017-03-22,87.5
2017-06-12,-46.6667
2017-06-14,-50.0
2017-07-17,22.5
2017-09-11,104.0816
2017-09-12,50.0
2017-09-13,-63.3333
2017-09-14,81.8182
2017-09-15,-45.0
2017-10-23,0.0
2017-10-31,-9.0909
2017-12-01,-20.0
2018-01-25,147.5
2018-01-29,11.1111
2018-01-31,-30.9091
2018-03-02,144.6053
2018-03-09,7.5847
2018-03-12,45.0
2018-03-14,-31.0345
2018-03-26,-5.0
2018-04-03,5.2632
2018-04-12,-50.0
2018-07-24,0.0
2018-10-01,50.0
2018-10-12,0.0
2018-11-21,-6.6667
2018-11-26,12.5
2018-11-28,-36.5079
2019-01-09,140.0
2019-01-10,0.0
2019-01-11,55.2083
2019-01-17,-39.5973
2019-02-08,-44.4444
2019-02-21,0.0
2019-03-04,219.2
2019-03-07,-2.2556
2019-04-15,-63.0385
2019-04-16,-16.7534
2019-04-17,0.0
2019-04-23,-7.5
2019-07-19,80.1802
2019-07-30,-44.5
2019-07-31,35.1351
2019-09-09,-51.6667
2019-09-11,108.2759
2019-09-16,-37.7483
2019-10-15,111.7021
2019-10-29,-38.7739
2019-11-07,23.1123
2020-01-13,-40.4133
2020-01-14,57.8653
2020-01-15,9.8512
2020-01-21,-51.6129
2020-01-22,-17.3333
2020-03-11,15.7258
2020-03-12,-9.4077
2020-03-26,7.6923
2020-04-03,-7.1429
2020-05-01,7.6923
2020-05-08,42.8571
2020-05-22,25.0
2020-06-02,20.0
2020-06-19,-33.3333
2020-06-30,0.0
2020-07-07,50.0
2020-07-08,25.3333
2020-07-09,-20.2128
2020-07-10,24.6667
2020-07-14,0.5348
