ticker,GWPD US Equity
2019-06-27,1.3825
2019-06-28,0.0
2019-07-01,3.0303
2019-07-02,2.9412000000000003
2019-07-03,0.0
2019-07-08,-14.2857
2019-07-09,16.6667
2019-07-10,14.2857
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,14.0
2019-07-16,-1.3158
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,22.2222
2019-07-22,0.0
2019-07-23,-9.0909
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,-2.0
2019-07-29,10.2041
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,-0.0037
2019-08-02,0.0
2019-08-05,-0.9223
2019-08-06,0.9346
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,-1.6667
2019-08-13,1.6949
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,0.0
2019-08-21,55.5556
2019-08-22,12.857099999999999
2019-08-23,26.5823
2019-08-26,66.6683
2019-08-27,44.9986
2019-08-28,-37.931
2019-08-29,-21.5556
2019-08-30,-17.9887
2019-09-03,-13.6442
2019-09-04,1.0
2019-09-05,-4.9505
2019-09-06,-23.125
2019-09-09,-25.4743
2019-09-10,-19.6364
2019-09-11,11.5837
2019-09-12,-3.3252
2019-09-13,4.8658
2019-09-16,0.0
2019-09-17,-1.0
2019-09-18,-12.3232
2019-09-19,2.3041
2019-09-20,1.8739
2019-09-23,0.8136
2019-09-24,-1.3158
2019-09-25,-6.6667
2019-09-26,-0.9524
2019-09-27,5.2885
2019-09-30,-4.5662
2019-10-01,-0.2392
2019-10-02,3.1175
2019-10-18,-58.1395
2019-10-21,111.1111
2019-10-22,-34.2105
2019-10-23,4.0
2019-10-24,-13.0769
2019-10-25,-11.5044
2019-10-28,0.0
2019-10-29,-2.0
2019-10-30,-8.1633
2019-10-31,5.5556
2019-11-01,-11.5789
2019-11-04,-4.7619
2019-11-05,-1.25
2019-11-06,-5.0633
2019-11-07,-6.6667
2019-11-08,0.0
2019-11-11,-14.2857
2019-11-12,6.6667
2019-11-13,-6.25
2019-11-14,-1.6667
2019-11-15,0.0
2019-11-18,1.6949
2019-11-19,0.0
2019-11-20,66.6667
2019-11-26,40.0
2019-11-29,-57.1429
2019-12-03,0.0
2019-12-04,150.0
2019-12-05,0.0
2019-12-06,-21.3333
2019-12-11,-15.2542
2019-12-12,18.0
2019-12-13,-6.7797
2019-12-23,9.0909
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,0.8333
2019-12-31,7.438
2020-01-07,-23.0769
2020-01-15,-30.0
2020-01-16,42.8571
2020-01-21,-40.0
2020-01-22,66.6667
2020-01-24,-41.0
2020-01-27,67.7966
2020-01-29,0.0
2020-02-04,-39.3939
2020-02-05,1.6667
2020-02-10,55.7377
2020-02-11,-36.8421
2020-02-21,1.6667
2020-03-06,-9.8361
2020-03-16,-78.1818
2020-03-17,66.6667
2020-03-19,125.0
2020-03-23,44.4444
2020-03-31,-67.6923
2020-04-07,376.1905
2020-04-08,-1.0
2020-04-09,-26.7778
2020-04-14,35.1911
2020-04-17,2.0408
2020-04-20,100.0
2020-04-21,-50.0
2020-04-27,-78.0
2020-04-28,354.5455
2020-04-29,0.0
2020-05-01,-2.0
2020-05-04,0.0
2020-05-05,-76.5306
2020-05-06,334.7826
2020-05-07,-3.0
2020-05-11,-1.0309
2020-05-14,-73.9583
2020-05-15,280.0
2020-05-27,-3.1579
2020-05-28,-72.8261
2020-05-29,40.0
2020-06-01,185.7143
2020-06-05,-70.0
2020-06-08,16.6667
2020-06-09,-28.5714
2020-06-10,300.0
2020-06-12,-20.0
2020-06-17,0.0
2020-06-19,11.25
2020-06-23,-66.2921
2020-06-25,166.6667
2020-06-30,10.0
2020-07-07,-65.9091
2020-07-08,130.0
2020-07-09,-49.2754
2020-07-10,140.0
2020-07-14,-1.1905000000000001
2020-07-15,8.4337
2020-07-17,0.0
2020-07-20,-44.4444
2020-07-21,40.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-31,0.0
