ticker,CBOF US Equity
2012-12-17,-7.2603
2012-12-18,2.6588000000000003
2013-01-22,0.0
2013-01-25,0.7194
2013-02-15,-12.857099999999999
2013-02-19,-1.6393
2013-02-20,0.8333
2013-02-22,7.438
2013-02-27,7.6923
2013-03-06,-9.2857
2013-03-08,2.2047
2013-03-11,-3.3898
2013-03-12,-0.319
2013-03-14,0.0
2013-03-15,0.0
2013-03-21,0.8
2013-04-02,-1.5873
2013-04-09,0.0
2013-06-07,3.2258
2013-06-20,-5.4688
2013-07-03,0.0
2013-07-19,0.0
2013-07-22,-0.8264
2013-07-30,0.8333
2013-08-12,0.8264
2013-08-13,-1.6393
2013-08-14,0.5
2013-10-24,1.99
2013-10-30,-1.626
2013-12-06,1.6529
2013-12-23,-1.626
2013-12-24,0.0
2013-12-27,0.0
2013-12-31,-0.8264
2014-01-07,1.6667
2014-01-13,-0.8197
2014-01-15,0.0
2014-01-21,-0.8264
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-01-28,0.0
2014-01-31,-6.6667
2014-02-05,0.0
2014-03-04,-0.8929
2014-03-12,-0.9009
2014-03-19,-9.0909
2014-06-03,0.0
2014-06-18,0.0
2014-06-26,4.0
2014-06-27,0.0
2014-07-08,0.0
2014-08-06,-2.8846
2014-08-08,-4.9505
2014-08-26,-0.8333
2014-09-03,-0.1891
2014-09-15,0.0
2014-09-17,-0.021
2014-09-22,-0.9474
2014-09-23,-0.8502
2014-09-24,-0.3215
2014-10-01,-2.6882
2014-10-14,-1.6575
2014-10-21,-2.2472
2014-10-22,-1.1494
2014-10-30,-3.4884
2014-11-20,0.0
2014-12-15,0.0241
2014-12-19,2.6259
2014-12-22,-2.5587
2014-12-23,-0.0241
2014-12-24,-3.5904
2015-01-08,1.2247
2015-03-17,-1.2346
2015-03-19,-1.25
2015-03-25,0.0253
2015-03-30,0.0
2015-05-01,-5.0873
2015-05-05,0.0
2015-05-21,-8.0
2015-05-26,-1.7391
2015-05-27,-4.1298
2015-05-28,-7.6923
2015-05-29,0.0
2015-06-09,-3.3333
2015-08-03,-4.1379
2015-08-14,-3.5971
2015-08-17,-2.9851
2015-08-20,-3.8462
2015-08-21,0.0
2015-08-24,-6.0
2015-08-25,-1.2766
2015-08-26,-2.1552
2015-08-27,-0.8811
2015-08-31,-6.6667
2015-09-28,-4.7619
2015-10-19,0.05
2015-10-22,5.4473
2015-11-02,-5.2133
2016-02-02,-15.0
2016-02-04,-5.8824
2016-03-28,0.0
2016-04-12,0.0
2016-05-27,0.0
2016-06-17,0.0
2016-09-15,9.375
2016-09-27,-2.8571
2016-10-31,-11.7647
2016-11-03,6.6667
2016-11-04,-3.125
2016-11-10,9.0323
2016-11-17,-7.6923
2016-11-29,8.3333
2016-12-06,0.0
2016-12-12,-4.2012
2016-12-14,5.0031
2016-12-27,5.2941
2016-12-30,-5.0279
2017-01-11,5.8824
2017-01-12,11.1111
2017-01-30,-3.75
2017-02-15,11.6883
2017-02-17,-0.2326
2017-03-01,6.7599
2017-03-03,-1.7031
2017-03-08,1.7326000000000001
2017-03-24,-1.7467000000000001
2017-03-28,1.6
2017-04-10,-4.6369
2017-04-25,1.3761
2017-05-01,1.4932
2017-05-02,0.0
2017-05-04,0.0
2017-05-09,-1.4712
2017-05-15,4.0724
2017-06-08,30.4348
2017-06-09,0.0
2017-06-30,-23.3333
2017-07-24,0.0
2017-07-25,-4.3478
2017-07-26,-2.2727
2017-07-31,2.3256
2017-08-01,-3.6364
2017-08-15,1.4151
2017-08-29,20.9302
2017-08-30,-3.8846
2017-09-05,-7.9232
2017-09-08,12.9944
2017-09-11,-0.8846
2017-09-12,-2.988
2017-09-21,-7.6
2017-09-25,0.0
2017-10-02,1.7316
2017-10-12,-1.7021
2017-10-19,8.2251
2017-10-23,-0.4
2017-10-24,1.6064
2017-11-01,4.7431
2017-11-30,13.2075
2017-12-05,-15.0
2017-12-08,-5.4902
2017-12-11,9.1286
2017-12-12,3.0532
2017-12-13,-11.08
2017-12-15,0.0
2017-12-21,12.0332
2017-12-28,-1.8519
2018-01-03,-7.5472
2018-01-19,2.449
2018-01-25,8.7649
2018-02-06,0.0
2018-02-09,-2.9304
2018-04-12,7.9245
2018-04-23,4.8951
2018-05-02,-11.3333
2018-07-13,5.2632
2018-07-16,0.0
2018-07-20,0.0
2018-08-01,7.1429
2018-08-03,3.3333
2018-08-31,0.0
2018-09-18,-9.6774
2018-09-21,7.5
2018-09-27,-0.3322
2018-09-28,-1.6667
2018-10-11,-0.339
2018-10-12,3.7415000000000003
2018-11-05,-1.6393
2018-11-12,0.0
2018-11-27,0.0
2018-12-03,-3.3333
2018-12-04,0.0
2018-12-12,0.0
2018-12-18,0.0
2018-12-20,0.0
2019-02-05,-0.3448
2019-02-06,0.0
2019-02-14,1.7301
2019-02-19,-3.0612
2019-02-20,1.7544
2019-02-21,-1.7241
2019-02-22,0.0
2019-02-26,2.4561
2019-02-28,-2.7397
2019-03-01,3.5211
2019-03-05,-1.0204
2019-03-07,2.7491
2019-03-11,-1.3378
2019-03-12,-1.3559
2019-03-13,0.0
2019-03-14,0.3436
2019-03-19,-2.3973
2019-03-29,-1.7544
2019-04-08,3.5714
2019-04-17,-2.4138
2019-05-23,-6.3604
2019-05-30,1.8868
2019-07-02,-1.8519
2019-07-09,0.0038
2019-07-25,-0.0038
2019-08-02,-1.8868
2019-09-05,-3.8462
2019-09-26,-3.6
2019-10-01,7.2614
2019-10-02,2.5145
2019-10-24,-3.5849
2019-10-25,-0.1957
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,9.8039
2019-11-07,1.7856999999999998
2019-11-12,-1.7544
2019-11-22,-5.3571
2019-12-03,-1.8868
2019-12-04,0.0
2019-12-10,0.3846
2019-12-16,0.0038
2019-12-18,1.5287
2019-12-23,-1.5093999999999999
2019-12-31,2.682
2020-01-16,2.6082
2020-01-29,-3.8147
2020-01-30,-0.189
2020-02-25,0.3788
2020-02-26,3.3962
2020-03-03,-3.6496
2020-03-12,-7.197
2020-03-16,-8.1633
2020-04-14,0.0
2020-04-15,-4.4444
2020-04-20,2.7907
2020-04-23,-2.7149
2020-05-05,-2.3256
2020-05-11,0.0
2020-05-12,-2.3810000000000002
2020-05-21,-0.9756
2020-05-26,0.9852
2020-05-29,-11.7073
2020-06-02,16.0221
2020-06-08,0.0
2020-06-09,-0.4714
2020-06-10,0.4737
2020-06-12,-1.4285999999999999
2020-06-15,-3.3816
2020-06-16,2.495
2020-06-26,-17.0691
2020-06-29,11.7706
2020-07-15,0.5263
