ticker,AWRS US Equity
2006-04-25,0.0
2006-04-26,-9.0909
2006-04-27,0.0
2006-04-28,-20.0
2006-05-01,-25.0
2006-05-02,33.3333
2006-05-03,-25.0
2006-05-04,33.3333
2006-05-05,-25.0
2006-05-08,33.3333
2006-05-09,-6.25
2006-05-10,13.3333
2006-05-11,0.0
2006-05-12,-15.4412
2006-05-15,0.0
2006-05-16,-2.6087
2006-05-18,-14.2857
2006-05-19,0.0
2006-05-22,-8.3333
2006-05-23,45.4545
2006-05-24,0.0
2006-05-25,-25.0
2006-05-26,0.0
2006-05-30,16.6667
2006-05-31,-16.9643
2006-06-02,3.2258
2006-06-05,-3.125
2006-06-06,20.4301
2006-06-07,0.0
2006-06-08,-16.0714
2006-06-12,-14.8936
2006-06-14,0.0
2006-06-16,0.0
2006-06-20,0.0
2006-06-21,20.0
2006-06-22,66.6667
2006-06-23,-50.0
2006-06-28,20.0
2006-06-30,0.0
2006-07-03,0.0
2006-07-05,-16.6667
2006-07-07,-20.0
2006-07-10,0.0
2006-07-12,0.0
2006-07-13,0.0
2006-07-18,-25.0
2006-07-19,33.3333
2006-07-20,-25.0
2006-07-21,-33.3333
2006-07-24,0.0
2006-07-25,0.0
2006-07-26,150.0
2006-07-27,0.0
2006-07-28,-60.0
2006-08-02,50.0
2006-08-03,0.0
2006-08-04,66.6667
2006-08-08,0.0
2006-08-11,-40.0
2006-08-15,-33.3333
2006-08-16,0.0
2006-08-18,100.0
2006-08-22,0.0
2006-08-23,-50.0
2006-08-24,0.0
2006-08-25,100.0
2006-08-28,-50.0
2006-08-29,100.0
2006-08-30,-50.0
2006-08-31,25.0
2006-09-01,0.0
2006-09-05,20.0
2006-09-11,-33.3333
2006-09-14,0.0
2006-09-18,0.0
2006-09-19,0.0
2006-09-20,-50.0
2006-10-02,100.0
2006-10-04,-50.0
2006-10-12,0.0
2006-10-13,50.0
2006-10-18,66.6667
2006-10-20,-60.0
2006-10-30,-90.0
2006-10-31,2400.0
2006-11-03,-96.0
2006-11-07,4700.0
2006-11-08,-6.25
2006-11-09,-55.5556
2006-11-15,0.0
2006-11-16,50.0
2006-11-17,66.6667
2006-11-22,-10.0
2006-11-28,0.0
2006-11-29,-88.8889
2006-11-30,100.0
2006-12-07,-50.0
2006-12-11,0.0
2006-12-12,20.0
2006-12-13,0.0
2006-12-28,-16.6667
2006-12-29,0.0
2007-01-04,0.0
2007-01-09,100.0
2007-01-11,100.0
2007-01-16,50.0
2007-01-17,-66.6667
2007-01-26,-50.0
2007-01-30,0.0
2007-02-05,-60.0
2007-02-22,150.0
2007-03-13,200.0
2007-03-27,-86.6667
2007-03-30,0.0
2007-04-05,0.0
2007-04-13,0.0
2007-04-19,0.0
2007-05-09,0.0
2007-05-22,0.0
2007-05-25,5.0
2007-05-31,-52.381
2007-06-28,20.0
2007-07-02,25.0
2007-07-03,0.0
2007-07-06,0.0
2007-09-28,-33.3333
2007-11-15,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-12-03,0.0
2007-12-04,0.0
2007-12-05,0.0
2007-12-13,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-27,-50.0
2008-03-03,100.0
2008-03-07,0.0
2008-03-11,0.0
2008-03-17,0.0
2008-03-27,0.0
2008-04-24,0.0
2008-04-28,-50.0
2008-12-05,100.0
2009-01-13,0.0
2009-02-06,-98.75
2009-03-24,50.0
2009-04-06,0.0
2009-06-25,66.6667
2009-08-04,15900.0
2009-08-17,-99.625
2010-03-23,-33.3333
2012-07-11,1500.0
2012-09-12,0.0
2012-11-06,0.0
2013-03-26,-90.625
2013-03-27,0.0
2013-05-08,0.0
2013-05-22,-33.3333
2013-07-22,50.0
2017-03-30,-33.3333
2019-02-14,-99.2
2019-04-29,900.0
2019-05-14,-90.0
2019-05-16,0.0
2019-09-05,0.0
2019-09-17,0.0
2019-12-18,0.0
2020-01-07,9900.0
