ticker,CYCN US Equity
2019-08-14,-2.4533
2019-08-15,-2.7545
2019-08-16,8.9901
2019-08-19,0.904
2019-08-20,-0.8959
2019-08-21,11.4124
2019-08-22,-7.0994
2019-08-23,-3.6026
2019-08-26,0.5663
2019-08-27,-1.0135
2019-08-28,3.9818
2019-08-29,8.6433
2019-08-30,-4.2296
2019-09-03,-0.1052
2019-09-04,2.2105
2019-09-05,2.3687
2019-09-06,1.6097000000000001
2019-09-09,3.4653
2019-09-10,2.201
2019-09-11,-0.2809
2019-09-12,4.2254
2019-09-13,0.3604
2019-09-16,10.4129
2019-09-17,13.0081
2019-09-18,-1.9424000000000001
2019-09-19,1.9809
2019-09-20,4.6043
2019-09-23,-3.5076
2019-09-24,0.3564
2019-09-25,-0.6392
2019-09-26,-0.4289
2019-09-27,-4.8816
2019-09-30,-8.5283
2019-10-01,-16.5017
2019-10-02,-7.6087
2019-10-03,0.9626
2019-10-04,-7.6271
2019-10-07,-0.8028
2019-10-08,-3.1214
2019-10-09,4.8926
2019-10-10,-3.6405
2019-10-11,2.3613
2019-10-14,3.9215999999999998
2019-10-15,7.6582
2019-10-16,-0.5155
2019-10-17,6.7358
2019-10-18,-7.3786
2019-10-21,13.9413
2019-10-22,2.7599
2019-10-23,-1.88
2019-10-24,-2.8285
2019-10-25,2.9108
2019-10-28,0.2737
2019-10-29,22.202
2019-10-30,-79.5235
2019-10-31,-13.0909
2019-11-01,2.5105
2019-11-04,0.0
2019-11-05,-6.1224
2019-11-06,-8.2609
2019-11-07,0.4739
2019-11-08,-10.3774
2019-11-11,8.4211
2019-11-12,-3.8834999999999997
2019-11-13,-2.0202
2019-11-14,-6.1856
2019-11-15,-1.0989
2019-11-18,1.1111
2019-11-19,9.8901
2019-11-20,-1.0
2019-11-21,7.5758
2019-11-22,-5.6338
2019-11-25,-1.99
2019-11-26,-7.6142
2019-11-27,-1.0989
2019-11-29,2.7778
2019-12-02,1.6216
2019-12-03,-3.1915
2019-12-04,5.4945
2019-12-05,0.5208
2019-12-06,-2.0725
2019-12-09,-2.6455
2019-12-10,3.2609
2019-12-11,-1.0526
2019-12-12,1.0638
2019-12-13,3.1579
2019-12-16,16.8367
2019-12-17,-6.1135
2019-12-18,4.186
2019-12-19,-1.7856999999999998
2019-12-20,4.5455
2019-12-23,1.3043
2019-12-24,6.867
2019-12-26,7.2289
2019-12-27,-4.8689
2019-12-30,6.2992
2019-12-31,0.7407
2020-01-02,-5.5147
2020-01-03,-4.2802
2020-01-06,10.5691
2020-01-07,2.2059
2020-01-08,8.812899999999999
2020-01-09,4.7934
2020-01-10,7.571
2020-01-13,10.2639
2020-01-14,-1.5957
2020-01-15,-8.6486
2020-01-16,-0.1479
2020-01-17,-4.0
2020-01-21,8.0247
2020-01-22,7.4286
2020-01-23,-2.1277
2020-01-24,-1.2227999999999999
2020-01-27,-3.1637
2020-01-28,-0.5682
2020-01-29,0.8571
2020-01-30,-3.6827
2020-01-31,-3.5294
2020-02-03,0.9146
2020-02-04,3.0211
2020-02-05,24.9267
2020-02-06,-1.6432
2020-02-07,-3.1026
2020-02-10,-1.2315
2020-02-11,3.2419000000000002
2020-02-12,-2.657
2020-02-13,0.4963
2020-02-14,-0.7407
2020-02-18,0.4975
2020-02-19,44.5545
2020-02-20,-8.3904
2020-02-21,-13.8318
2020-02-24,-6.9414
2020-02-25,-0.6993
2020-02-26,3.169
2020-02-27,-4.2093
2020-02-28,1.6627
2020-03-02,8.411200000000001
2020-03-03,3.4483
2020-03-04,-5.625
2020-03-05,-7.947
2020-03-06,-11.9904
2020-03-09,-15.2589
2020-03-10,4.8232
2020-03-11,-11.0429
2020-03-12,-13.4483
2020-03-13,6.3745
2020-03-16,-5.9925
2020-03-17,17.1315
2020-03-18,-15.6463
2020-03-19,2.4194
2020-03-20,3.9370000000000003
2020-03-23,18.9394
2020-03-24,4.4586
2020-03-25,7.3171
2020-03-26,-7.6705
2020-03-27,-7.3846
2020-03-30,-8.6379
2020-03-31,-3.6364
2020-04-01,-9.0566
2020-04-02,-1.6598000000000002
2020-04-03,6.3291
2020-04-06,1.9841
2020-04-07,0.3891
2020-04-08,9.3023
2020-04-09,-2.4823
2020-04-13,1.4545
2020-04-14,17.2043
2020-04-15,0.9174
2020-04-16,-6.6667
2020-04-17,12.013
2020-04-20,-1.4493
2020-04-21,-2.6471
2020-04-22,5.4381
2020-04-23,2.5788
2020-04-24,0.838
2020-04-27,2.7701000000000002
2020-04-28,-4.8518
2020-04-29,17.5637
2020-04-30,-6.747
2020-05-01,-6.4599
2020-05-04,9.3923
2020-05-05,-1.2626
2020-05-06,2.3018
2020-05-07,-1.5
2020-05-08,5.8376
2020-05-11,6.4748
2020-05-12,-10.1351
2020-05-13,-9.7744
2020-05-14,0.8333
2020-05-15,6.0606
2020-05-18,7.2727
2020-05-19,-7.5061
2020-05-20,11.2565
2020-05-21,-5.1765
2020-05-22,6.4516
2020-05-26,0.0
2020-05-27,1.8648
2020-05-28,-7.5515
2020-05-29,-1.4851
2020-06-01,-3.0151
2020-06-02,6.7358
2020-06-03,14.8058
2020-06-04,22.4101
2020-06-05,-6.9085
2020-06-08,-2.9685
2020-06-09,5.1625
2020-06-10,-0.9091
2020-06-11,-18.0734
2020-06-12,3.2475
2020-06-15,-4.9892
2020-06-16,1.8265
2020-06-17,1.3453
2020-06-18,-0.6637
2020-06-19,18.0401
2020-06-22,-1.5093999999999999
2020-06-23,36.7816
2020-06-24,-5.8824
2020-06-25,-1.7856999999999998
2020-06-26,1.6667
2020-06-29,-11.9225
2020-06-30,0.0
2020-07-01,-1.8613
2020-07-02,1.2069
2020-07-06,-1.1925
2020-07-07,-6.3793
2020-07-08,4.9724
2020-07-09,0.3509
2020-07-10,-5.9441
2020-07-13,-13.7546
2020-07-14,1.7241
2020-07-15,5.2966
2020-07-16,-3.0181
2020-07-17,0.2075
2020-07-20,-7.6605
2020-07-21,-11.435
2020-07-22,-3.038
2020-07-23,-4.9608
2020-07-24,-4.9451
2020-07-27,5.4913
2020-07-28,-1.3699
2020-07-29,0.0
2020-07-30,12.5
2020-07-31,-5.679
