ticker,KZR US Equity
2018-11-08,4.3478
2018-11-09,2.4167
2018-11-12,6.55
2018-11-13,-4.5819
2018-11-14,2.9612
2018-11-15,-3.3035
2018-11-16,4.0997
2018-11-19,-8.1467
2018-11-20,2.8163
2018-11-21,2.2895
2018-11-23,2.9177
2018-11-26,-5.9029
2018-11-27,-1.073
2018-11-28,5.632
2018-11-29,4.8578
2018-11-30,11.7891
2018-12-03,-0.1011
2018-12-04,-3.4064
2018-12-06,-1.5363
2018-12-07,-1.2411
2018-12-10,-4.0215
2018-12-11,0.4489
2018-12-12,9.1248
2018-12-13,12.2867
2018-12-14,-8.875399999999999
2018-12-17,-24.3162
2018-12-18,0.2204
2018-12-19,-10.73
2018-12-20,10.2463
2018-12-21,-0.0447
2018-12-24,-4.6491
2018-12-26,4.9226
2018-12-27,0.0894
2018-12-28,1.25
2018-12-31,4.0564
2019-01-02,-3.6441
2019-01-03,1.759
2019-01-04,-1.2532
2019-01-07,1.0503
2019-01-08,-1.3426
2019-01-09,0.3512
2019-01-10,1.0499
2019-01-11,1.7749000000000001
2019-01-14,-1.3186
2019-01-15,2.3707
2019-01-16,-5.7684
2019-01-17,-5.0045
2019-01-18,-3.2455
2019-01-22,-3.6947
2019-01-23,-0.0505
2019-01-24,-3.6869
2019-01-25,0.8915
2019-01-28,-2.6507
2019-01-29,-6.6738
2019-01-30,-1.5446
2019-01-31,4.0674
2019-02-01,-0.9492
2019-02-04,2.2548
2019-02-05,1.3782
2019-02-06,-0.3263
2019-02-07,1.4729999999999999
2019-02-08,0.5376
2019-02-11,0.5882
2019-02-12,2.1265
2019-02-13,1.2493
2019-02-14,4.4216
2019-02-15,8.1241
2019-02-19,-1.9581
2019-02-20,-1.9508
2019-02-21,-1.8001
2019-02-22,-2.1225
2019-02-25,0.1479
2019-02-26,-1.1319
2019-02-27,1.3439999999999999
2019-02-28,-0.0491
2019-03-01,-0.2948
2019-03-04,-0.1971
2019-03-05,-4.1975
2019-03-06,-4.5876
2019-03-07,-0.054
2019-03-08,-2.4324
2019-03-11,1.662
2019-03-12,-2.9973
2019-03-13,0.4494
2019-03-14,0.5034
2019-03-15,1.2243
2019-03-18,2.144
2019-03-19,3.2831
2019-03-20,-4.3773
2019-03-21,-1.5259
2019-03-22,-6.8622
2019-03-25,5.3476
2019-03-26,-2.7637
2019-03-27,-0.522
2019-03-28,0.5831
2019-03-29,2.8406000000000002
2019-04-01,2.3675
2019-04-02,8.0396
2019-04-03,2.5484
2019-04-04,0.6461
2019-04-05,8.1481
2019-04-08,-0.2283
2019-04-09,-7.3684
2019-04-10,-0.7411
2019-04-11,-0.7466
2019-04-12,1.0532
2019-04-15,-0.2978
2019-04-16,1.8915
2019-04-17,-2.296
2019-04-18,-3.85
2019-04-22,-0.988
2019-04-23,3.7815
2019-04-24,1.2146
2019-04-25,-2.0
2019-04-26,2.0408
2019-04-29,-1.0
2019-04-30,-4.697
2019-05-01,0.424
2019-05-02,0.2111
2019-05-03,1.5798
2019-05-06,8.9165
2019-05-07,-3.5221
2019-05-08,-1.9734
2019-05-09,0.2516
2019-05-10,3.6647
2019-05-13,-4.3584
2019-05-14,1.8228
2019-05-15,1.1437
2019-05-16,1.2291
2019-05-17,-0.9713
2019-05-20,-3.5802
2019-05-21,-0.4578
2019-05-22,-6.6428
2019-05-23,-6.9513
2019-05-24,-0.6471
2019-05-28,-41.3854
2019-05-29,-0.303
2019-05-30,-1.3171
2019-05-31,-2.7721
2019-06-03,-1.9007
2019-06-04,-2.9064
2019-06-05,-1.8847
2019-06-06,1.1299
2019-06-07,3.4637000000000002
2019-06-10,3.2397
2019-06-11,-1.6736
2019-06-12,0.3191
2019-06-13,4.0297
2019-06-14,-8.9704
2019-06-17,-9.2945
2019-06-18,-2.963
2019-06-19,3.8167999999999997
2019-06-20,-0.2451
2019-06-21,-1.5971
2019-06-24,-4.3695
2019-06-25,-0.3916
2019-06-26,-7.0773
2019-06-27,1.1283
2019-06-28,7.5314
2019-07-01,-8.3009
2019-07-02,-0.8487
2019-07-03,-2.7104
2019-07-05,4.1056
2019-07-08,0.8451
2019-07-09,3.6313
2019-07-10,2.1563
2019-07-11,-5.277
2019-07-12,-0.4178
2019-07-15,-5.035
2019-07-16,-1.9146
2019-07-17,-3.1532
2019-07-18,-11.1628
2019-07-19,1.5707
2019-07-22,2.0619
2019-07-23,1.0101
2019-07-24,-0.1667
2019-07-25,-3.8397
2019-07-26,-0.8681
2019-07-29,1.0508
2019-07-30,1.9064
2019-07-31,-4.2517
2019-08-01,-4.9734
2019-08-02,-2.6168
2019-08-05,-18.0422
2019-08-06,7.7283
2019-08-07,-2.3913
2019-08-08,4.0089
2019-08-09,4.4968
2019-08-12,-7.7869
2019-08-13,6.2222
2019-08-14,-1.046
2019-08-15,2.1142
2019-08-16,0.8282
2019-08-19,2.4641
2019-08-20,-11.4228
2019-08-21,-2.7149
2019-08-22,-3.4884
2019-08-23,-6.9879999999999995
2019-08-26,4.4041
2019-08-27,-4.9628
2019-08-28,-3.1332
2019-08-29,4.3126999999999995
2019-08-30,-12.6615
2019-09-03,-11.2426
2019-09-04,8.3333
2019-09-05,1.5385
2019-09-06,2.4242
2019-09-09,0.0
2019-09-10,4.4379
2019-09-11,-3.6827
2019-09-12,0.0
2019-09-13,3.5294
2019-09-16,-0.2841
2019-09-17,7.4074
2019-09-18,-3.9788
2019-09-19,-3.5911999999999997
2019-09-20,1.1461000000000001
2019-09-23,5.3824
2019-09-24,-4.0323
2019-09-25,3.3613
2019-09-26,-11.3821
2019-09-27,-6.422
2019-09-30,7.1895
2019-10-01,-10.061
2019-10-02,6.7797
2019-10-03,-0.9524
2019-10-04,-0.3205
2019-10-07,0.3215
2019-10-08,-0.9615
2019-10-09,0.6472
2019-10-10,3.8585000000000003
2019-10-11,-0.3096
2019-10-14,1.5528
2019-10-15,-3.6696999999999997
2019-10-16,3.8095
2019-10-17,12.844
2019-10-18,-4.336
2019-10-21,3.1161
2019-10-22,-4.6703
2019-10-23,4.0346
2019-10-24,-6.3712
2019-10-25,0.2959
2019-10-28,3.5398
2019-10-29,-1.1396
2019-10-30,0.8646
2019-10-31,-7.1429
2019-11-01,-0.6154
2019-11-04,-4.3344
2019-11-05,-6.7961
2019-11-06,7.2917
2019-11-07,-5.5016
2019-11-08,-1.0274
2019-11-11,2.0761
2019-11-12,-11.5254
2019-11-13,4.2146
2019-11-14,-4.0441
2019-11-15,-3.0651
2019-11-18,0.3953
2019-11-19,-1.5748
2019-11-20,5.6
2019-11-21,-1.5152
2019-11-22,10.3846
2019-11-25,-2.0906
2019-11-26,-7.4733
2019-11-27,3.4615
2019-11-29,-2.974
2019-12-02,-0.7663
2019-12-03,1.5444
2019-12-04,3.8023
2019-12-05,-2.9304
2019-12-06,0.0
2019-12-09,0.7547
2019-12-10,-0.7491
2019-12-11,2.2641999999999998
2019-12-12,0.369
2019-12-13,-0.7353
2019-12-16,1.1111
2019-12-17,5.1282
2019-12-18,5.5748999999999995
2019-12-19,6.2706
2019-12-20,8.3851
2019-12-23,5.7307
2019-12-24,4.607
2019-12-26,-1.5544
2019-12-27,-1.8420999999999998
2019-12-30,14.2091
2019-12-31,-5.8685
2020-01-02,-10.8479
2020-01-03,9.3706
2020-01-06,-4.4757
2020-01-07,7.095
2020-01-08,-1.75
2020-01-09,-2.799
2020-01-10,-13.8743
2020-01-13,-3.0395
2020-01-14,-1.5674000000000001
2020-01-15,0.3185
2020-01-16,6.3492
2020-01-17,-2.3881
2020-01-21,6.7278
2020-01-22,-5.3009
2020-01-23,-2.2693
2020-01-24,-4.3344
2020-01-27,-2.9126
2020-01-28,-2.0
2020-01-29,-2.3810000000000002
2020-01-30,-3.4843
2020-01-31,10.8303
2020-02-03,0.6515
2020-02-04,-1.6181
2020-02-05,-1.3158
2020-02-06,28.1667
2020-02-07,-2.9909
2020-02-10,34.5845
2020-02-11,4.5817
2020-02-12,-1.8094999999999999
2020-02-13,3.7827
2020-02-14,-4.1121
2020-02-18,0.3899
2020-02-19,1.7476
2020-02-20,9.7328
2020-02-21,-8.1739
2020-02-24,1.3258
2020-02-25,2.8037
2020-02-26,-4.0
2020-02-27,-14.2045
2020-02-28,-3.3113
2020-03-02,11.8721
2020-03-03,4.898
2020-03-04,7.0039
2020-03-05,-8.7273
2020-03-06,-2.3904
2020-03-09,-11.0204
2020-03-10,-5.7339
2020-03-11,-2.9196999999999997
2020-03-12,-13.2832
2020-03-13,-5.7803
2020-03-16,-7.6687
2020-03-17,-2.99
2020-03-18,-3.0822
2020-03-19,23.3216
2020-03-20,14.0401
2020-03-23,12.0603
2020-03-24,5.3812
2020-03-25,0.4255
2020-03-26,2.5423999999999998
2020-03-27,-5.3719
2020-03-30,-2.4017
2020-03-31,-2.4609
2020-04-01,-17.2018
2020-04-02,6.6482
2020-04-03,-6.4935
2020-04-06,10.0
2020-04-07,-5.8081
2020-04-08,2.681
2020-04-09,9.6606
2020-04-13,0.9524
2020-04-14,4.9528
2020-04-15,-1.3483
2020-04-16,-0.2278
2020-04-17,3.8813
2020-04-20,-0.6593
2020-04-21,-1.1062
2020-04-22,3.8031
2020-04-23,0.0
2020-04-24,1.2931
2020-04-27,-0.2128
2020-04-28,4.2644
2020-04-29,2.2495
2020-04-30,-6.0
2020-05-01,-2.9787
2020-05-04,13.1579
2020-05-05,-0.5814
2020-05-06,1.5594999999999999
2020-05-07,16.6987
2020-05-08,-1.1513
2020-05-11,4.3261
2020-05-12,-7.0175
2020-05-13,-5.6604
2020-05-14,-6.1818
2020-05-15,0.1938
2020-05-18,-1.1605
2020-05-19,-5.8708
2020-05-20,7.4844
2020-05-21,0.5803
2020-05-22,5.9615
2020-05-26,-4.3557
2020-05-27,0.5693
2020-05-28,-0.9434
2020-05-29,-9.1429
2020-06-01,2.5157
2020-06-02,-0.409
2020-06-03,-8.2136
2020-06-04,73.3781
2020-06-05,-11.2258
2020-06-08,-9.0116
2020-06-09,-12.1406
2020-06-10,-3.0909
2020-06-11,-9.1932
2020-06-12,0.0
2020-06-15,2.4793
2020-06-16,5.2419
2020-06-17,-0.5747
2020-06-18,4.817
2020-06-19,5.6985
2020-06-22,-6.087
2020-06-23,1.4815
2020-06-24,2.0985
2020-06-25,0.983
2020-06-26,-4.2478
2020-06-29,0.9242
2020-06-30,-5.1282
2020-07-01,1.9304999999999999
2020-07-02,-0.5682
2020-07-06,-3.3333
2020-07-07,-1.4778
2020-07-08,10.0
2020-07-09,-7.0909
2020-07-10,-1.5655999999999999
2020-07-13,-4.5725999999999996
2020-07-14,2.2917
2020-07-15,2.2403
2020-07-16,-4.3825
2020-07-17,1.25
2020-07-20,0.2058
2020-07-21,1.8479999999999999
2020-07-22,-1.4113
2020-07-23,-0.2045
2020-07-24,-1.8443
2020-07-27,-2.0877
2020-07-28,-3.6247
2020-07-29,-3.5398
2020-07-30,1.1468
2020-07-31,-0.907
