ticker,SCPL US Equity
2019-09-24,-2.8414
2019-09-25,0.3774
2019-09-26,-0.6579
2019-09-27,2.176
2019-09-30,-0.9259
2019-10-01,-8.6916
2019-10-02,2.7636
2019-10-03,2.3904
2019-10-04,-1.5564
2019-10-07,-1.1858
2019-10-08,-1.4
2019-10-09,-1.217
2019-10-10,-1.1294
2019-10-11,0.0
2019-10-14,-0.2077
2019-10-15,-0.3122
2019-10-16,-3.5491
2019-10-17,-4.2208
2019-10-18,-3.3898
2019-10-21,0.7018
2019-10-22,2.3229
2019-10-23,-1.1351
2019-10-24,1.7222
2019-10-25,0.3386
2019-10-28,0.5624
2019-10-29,-1.5659999999999998
2019-10-30,4.0909
2019-10-31,5.5677
2019-11-01,0.1034
2019-11-04,1.343
2019-11-05,1.9367999999999999
2019-11-06,-1.6
2019-11-07,0.9146
2019-11-08,3.424
2019-11-11,-5.4528
2019-11-12,-2.1627
2019-11-13,2.7368
2019-11-14,-0.1025
2019-11-15,3.5897
2019-11-18,-2.0792
2019-11-19,2.2245
2019-11-20,-0.3956
2019-11-21,0.5958
2019-11-22,-1.1846
2019-11-25,2.3976
2019-11-26,3.122
2019-11-27,0.473
2019-11-29,10.9228
2019-12-02,3.7351
2019-12-03,2.5368
2019-12-04,1.1173
2019-12-05,-0.3157
2019-12-06,-0.7918
2019-12-09,3.9106
2019-12-10,-2.5346
2019-12-11,-1.7336
2019-12-12,1.6038000000000001
2019-12-13,-0.2368
2019-12-16,1.1867
2019-12-17,-5.5512
2019-12-18,1.5728
2019-12-19,-0.163
2019-12-20,1.0612
2019-12-23,0.2423
2019-12-24,1.8533
2019-12-26,0.4747
2019-12-27,-1.4961
2019-12-30,-0.7194
2019-12-31,-1.0467
2020-01-02,0.9764
2020-01-03,-0.0806
2020-01-06,0.6452
2020-01-07,-0.3205
2020-01-08,0.2412
2020-01-09,-3.2879
2020-01-10,-0.4146
2020-01-13,-0.7494
2020-01-14,4.9497
2020-01-15,-0.9592
2020-01-16,-2.0985
2020-01-17,0.0
2020-01-21,-0.4946
2020-01-22,0.9114
2020-01-23,-0.1642
2020-01-24,-2.5493
2020-01-27,-2.1941
2020-01-28,-0.2588
2020-01-29,-2.5087
2020-01-30,-3.3718
2020-01-31,-2.6630000000000003
2020-02-03,-3.1132
2020-02-04,1.0711
2020-02-05,2.9865
2020-02-06,0.1871
2020-02-07,2.521
2020-02-10,-2.7778
2020-02-11,-1.3583
2020-02-12,1.8044
2020-02-13,-1.6791
2020-02-14,0.0949
2020-02-18,-1.8009
2020-02-19,-5.1158
2020-02-20,-2.7467
2020-02-21,-2.3013
2020-02-24,-3.1048999999999998
2020-02-25,-2.2099
2020-02-26,0.339
2020-02-27,-1.3514
2020-02-28,3.1963
2020-03-02,4.5354
2020-03-03,-3.1217
2020-03-04,3.55
2020-03-05,-3.481
2020-03-06,0.0
2020-03-09,-5.9016
2020-03-10,3.0197
2020-03-11,5.4115
2020-03-12,-16.4706
2020-03-13,-1.2164
2020-03-16,-4.8607
2020-03-17,-7.3568999999999996
2020-03-18,-6.7647
2020-03-19,20.5047
2020-03-20,10.8639
2020-03-23,-3.5419
2020-03-24,3.9168
2020-03-25,0.9423
2020-03-26,6.0677
2020-03-27,-6.7107
2020-03-30,8.0189
2020-03-31,3.9847
2020-04-01,-4.357
2020-04-02,1.427
2020-04-03,1.7316
2020-04-06,-4.6809
2020-04-07,-1.6741000000000001
2020-04-08,0.9081
2020-04-09,-4.3870000000000005
2020-04-13,2.5882
2020-04-14,2.9817
2020-04-15,-3.6748
2020-04-16,4.0462
2020-04-17,16.1111
2020-04-20,0.3828
2020-04-21,-0.9056
2020-04-22,0.4329
2020-04-23,0.2874
2020-04-24,3.1996
2020-04-27,0.2314
2020-04-28,-1.8467
2020-04-29,2.6341
2020-04-30,-3.2997
2020-05-01,2.9384
2020-05-04,6.2615
2020-05-05,3.0329
2020-05-06,-3.9529
2020-05-07,4.028
2020-05-08,0.1684
2020-05-11,2.605
2020-05-12,2.9484
2020-05-13,-3.58
2020-05-14,3.1353
2020-05-15,8.8
2020-05-18,-2.7941000000000003
2020-05-19,1.6641
2020-05-20,1.9344999999999999
2020-05-21,-2.5547
2020-05-22,3.8951000000000002
2020-05-26,-5.1911
2020-05-27,-0.9125
2020-05-28,1.8418999999999999
2020-05-29,5.6518
2020-06-01,3.923
2020-06-02,-2.3336
2020-06-03,-0.773
2020-06-04,-1.0623
2020-06-05,3.7938
2020-06-08,3.5862
2020-06-09,-0.7324
2020-06-10,-6.1033
2020-06-11,-4.2857
2020-06-12,-0.3731
2020-06-15,4.3446
2020-06-16,-0.2154
2020-06-17,4.0288
2020-06-18,-0.9682
2020-06-19,-2.5140000000000002
2020-06-22,2.0774
2020-06-23,0.8421
2020-06-24,1.183
2020-06-25,0.8253
2020-06-26,0.0682
2020-06-29,4.2263
2020-06-30,-3.0085
2020-07-01,0.7417
2020-07-02,2.7443
2020-07-06,-1.6938
2020-07-07,1.9881
2020-07-08,0.5198
2020-07-09,1.7452999999999999
2020-07-10,-2.0966
2020-07-13,-5.0616
2020-07-14,-0.0684
2020-07-15,2.052
2020-07-16,0.6032
2020-07-17,-0.533
2020-07-20,2.0764
2020-07-21,3.0184
2020-07-22,-1.3376000000000001
2020-07-23,-4.1963
2020-07-24,1.0108
2020-07-27,-1.8679000000000001
2020-07-28,-3.2631
2020-07-29,-0.8433
2020-07-30,0.9213
2020-07-31,2.6685
