ticker,HKIB US Equity
2019-12-27,-4.0632
2019-12-30,-0.1176
2019-12-31,4.3581
2020-01-02,-1.2415
2020-01-03,-3.3143000000000002
2020-01-06,3.1915
2020-01-07,0.4582
2020-01-08,-3.0787
2020-01-09,0.0
2020-01-10,0.5882
2020-01-13,2.1053
2020-01-14,0.2291
2020-01-15,-1.6
2020-01-16,-1.2776
2020-01-17,0.3529
2020-01-21,-0.3517
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,-0.2353
2020-01-28,0.2358
2020-01-29,-2.1176
2020-01-30,2.1635
2020-01-31,-4.0
2020-02-03,1.4706000000000001
2020-02-04,2.657
2020-02-05,-0.7059
2020-02-06,-0.5924
2020-02-07,1.3111
2020-02-10,-0.5882
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-0.355
2020-02-21,0.3563
2020-02-24,0.5917
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,-5.8824
2020-03-16,-12.5
2020-03-17,-0.4286
2020-03-18,9.7561
2020-03-19,1.9607999999999999
2020-03-20,-5.0
2020-03-23,-4.9933
2020-03-24,-0.5682
2020-03-25,1.4285999999999999
2020-03-26,0.0
2020-03-27,5.6338
2020-03-30,13.3333
2020-03-31,-9.4118
2020-04-01,9.8701
2020-04-02,0.4728
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,5.8824
2020-04-08,0.0
2020-04-09,-2.2222
2020-04-13,-6.25
2020-04-14,2.9091
2020-04-15,-5.8893
2020-04-16,0.1252
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,-1.375
2020-04-23,0.1267
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,-1.2658
2020-04-30,5.1282
2020-05-01,-4.878
2020-05-04,-3.8462
2020-05-05,-1.7332999999999998
2020-05-06,-5.4274000000000004
2020-05-07,3.1564
2020-05-08,1.5299
2020-05-11,-4.1096
2020-05-12,0.0
2020-05-13,-1.4285999999999999
2020-05-14,-0.5797
2020-05-15,-0.8746
2020-05-18,-5.5882
2020-05-19,-0.3115
2020-05-20,-1.5625
2020-05-21,-1.5873
2020-05-22,12.9032
2020-05-26,-2.8571
2020-05-27,-2.9412000000000003
2020-05-28,-1.5152
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,-1.0769
2020-06-09,1.0886
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,18.4615
2020-06-26,-5.1948
2020-06-29,1.3699
2020-06-30,-2.7027
2020-07-01,-3.0556
2020-07-02,7.4499
2020-07-06,-7.2
2020-07-07,-2.2989
2020-07-08,0.0
2020-07-09,-1.4706000000000001
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,-1.4925
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,3.0303
