ticker,UROV US Equity
2019-02-20,-2.7778
2019-02-21,5.7143
2019-02-22,1.1712
2019-02-25,6.5004
2019-02-26,1.087
2019-02-27,-0.6617
2019-02-28,1.8317999999999999
2019-03-01,1.4718
2019-03-04,3.7873
2019-03-05,2.8339
2019-03-06,-0.3398
2019-03-07,-0.3788
2019-03-08,-0.7605
2019-03-11,1.3793
2019-03-12,3.7793
2019-03-13,-0.9468
2019-03-14,1.1029
2019-03-15,2.5455
2019-03-18,-1.7021
2019-03-19,-20.634900000000002
2019-03-20,5.8182
2019-03-21,-5.4983
2019-03-22,2.4545
2019-03-25,-5.1464
2019-03-26,3.1805
2019-03-27,-5.0771
2019-03-28,-4.489
2019-03-29,0.5
2019-04-01,-0.796
2019-04-02,-1.2036
2019-04-03,-2.132
2019-04-04,3.6307
2019-04-05,-6.5065
2019-04-08,0.6424
2019-04-09,6.0638
2019-04-10,-3.1093
2019-04-11,0.5176
2019-04-12,-2.2657
2019-04-15,-0.1054
2019-04-16,-7.7004
2019-04-17,-4.6857
2019-04-18,-3.4772
2019-04-22,2.2359999999999998
2019-04-23,4.4957
2019-04-24,-4.0698
2019-04-25,1.2121
2019-04-26,-3.5928
2019-04-29,-2.8571
2019-04-30,-4.0921
2019-05-01,6.5333
2019-05-02,0.1252
2019-05-03,0.5
2019-05-06,2.6119
2019-05-07,-0.6061
2019-05-08,1.4634
2019-05-09,-5.4087
2019-05-10,-2.033
2019-05-13,-7.6524
2019-05-14,-3.0899
2019-05-15,-2.7536
2019-05-16,0.5961
2019-05-17,9.4815
2019-05-20,12.3139
2019-05-21,0.3614
2019-05-22,-8.2833
2019-05-23,-0.5236
2019-05-24,0.2632
2019-05-28,-4.0682
2019-05-29,2.5991999999999997
2019-05-30,2.6667
2019-05-31,0.0
2019-06-03,-2.8571
2019-06-04,2.2727
2019-06-05,3.7908
2019-06-06,-4.2821
2019-06-07,3.8158
2019-06-10,7.858
2019-06-11,3.4078
2019-06-12,-8.6364
2019-06-13,-6.0945
2019-06-14,6.3576
2019-06-17,1.4944
2019-06-18,-2.0859
2019-06-19,2.6316
2019-06-20,-2.3199
2019-06-21,3.0
2019-06-24,-3.034
2019-06-25,0.0
2019-06-26,-2.378
2019-06-27,-0.5128
2019-06-28,1.933
2019-07-01,-1.0114
2019-07-02,2.0434
2019-07-03,-3.2541
2019-07-05,2.1992
2019-07-08,-1.2658
2019-07-09,12.5641
2019-07-10,5.3531
2019-07-11,1.2973
2019-07-12,-2.3479
2019-07-15,4.4809
2019-07-16,-8.7866
2019-07-17,-2.9817
2019-07-18,4.6099
2019-07-19,-3.1638
2019-07-22,1.0502
2019-07-23,-2.4249
2019-07-24,2.3669000000000002
2019-07-25,-1.5029
2019-07-26,-1.7606000000000002
2019-07-29,3.3453
2019-07-30,2.0809
2019-07-31,-2.265
2019-08-01,-4.9826
2019-08-02,-4.2683
2019-08-05,1.4013
2019-08-06,0.0
2019-08-07,-1.6332
2019-08-08,-2.1711
2019-08-09,4.4386
2019-08-12,-4.0
2019-08-13,-1.8229
2019-08-14,5.5703
2019-08-15,-3.392
2019-08-16,2.7308
2019-08-19,0.0
2019-08-20,1.2658
2019-08-21,-2.625
2019-08-22,0.2567
2019-08-23,1.1524
2019-08-26,0.0
2019-08-27,-4.1772
2019-08-28,1.1889
2019-08-29,7.7023
2019-08-30,6.9091000000000005
2019-09-03,1.9274
2019-09-04,-3.2258
2019-09-05,8.046
2019-09-06,6.2766
2019-09-09,6.7067
2019-09-10,-2.9081
2019-09-11,-11.7874
2019-09-12,4.0526
2019-09-13,-1.0526
2019-09-16,0.0
2019-09-17,1.383
2019-09-18,1.7838
2019-09-19,-1.6495
2019-09-20,6.0797
2019-09-23,-0.1976
2019-09-24,-1.4851
2019-09-25,-1.608
2019-09-26,-2.4515000000000002
2019-09-27,-1.7801
2019-09-30,0.9595
2019-10-01,-3.4847
2019-10-02,1.0941
2019-10-03,3.355
2019-10-04,9.0052
2019-10-07,-3.074
2019-10-08,-4.3608
2019-10-09,-4.5596
2019-10-10,0.1086
2019-10-11,0.8677
2019-10-14,0.8602
2019-10-15,0.2132
2019-10-16,0.7979
2019-10-17,-0.1583
2019-10-18,-0.8457
2019-10-21,1.5991
2019-10-22,-0.8395
2019-10-23,-0.7407
2019-10-24,0.0
2019-10-25,0.533
2019-10-28,0.3181
2019-10-29,0.74
2019-10-30,1.5739999999999998
2019-10-31,-1.4463
2019-11-01,1.4675
2019-11-04,1.9628
2019-11-05,-2.1277
2019-11-06,8.2816
2019-11-07,-4.7801
2019-11-08,-3.4137
2019-11-11,1.3514
2019-11-12,-2.5641
2019-11-13,-0.5263
2019-11-14,0.4233
2019-11-15,-2.3182
2019-11-18,-0.6472
2019-11-19,10.0977
2019-11-20,1.5779
2019-11-21,-0.4854
2019-11-22,4.0976
2019-11-25,2.1556
2019-11-26,3.7615
2019-11-27,8.5765
2019-11-29,-7.9805
2019-12-02,0.2655
2019-12-03,6.7961
2019-12-04,-3.9669
2019-12-05,7.5731
2019-12-06,2.08
2019-12-09,-4.3887
2019-12-10,0.4098
2019-12-11,-0.4082
2019-12-12,-0.9016
2019-12-13,4.8801
2019-12-16,4.9685
2019-12-17,-2.1037
2019-12-18,6.2932
2019-12-19,0.361
2019-12-20,0.2158
2019-12-23,-1.7947
2019-12-24,-2.924
2019-12-26,1.9202
2019-12-27,-1.5146
2019-12-30,-1.0503
2019-12-31,17.5891
2020-01-02,0.5803
2020-01-03,0.2564
2020-01-06,0.7033
2020-01-07,-8.6349
2020-01-08,-6.5323
2020-01-09,1.8587
2020-01-10,1.1679
2020-01-13,-16.9553
2020-01-14,3.9965
2020-01-15,8.5213
2020-01-16,4.1186
2020-01-17,0.1848
2020-01-21,5.2399000000000004
2020-01-22,-0.3506
2020-01-23,-6.0521
2020-01-24,-5.9176
2020-01-27,-2.4682
2020-01-28,6.0408
2020-01-29,5.3118
2020-01-30,-5.4825
2020-01-31,2.3975
2020-02-03,-3.0967
2020-02-04,-9.7428
2020-02-05,3.8428
2020-02-06,-1.3721
2020-02-07,-7.2513
2020-02-10,3.6364
2020-02-11,-0.4386
2020-02-12,-2.3789
2020-02-13,0.1805
2020-02-14,8.1081
2020-02-18,6.25
2020-02-19,2.5882
2020-02-20,-0.3823
2020-02-21,-1.6117
2020-02-24,6.8643
2020-02-25,-9.562
2020-02-26,0.2421
2020-02-27,-3.2206
2020-02-28,4.0765
2020-03-02,0.3997
2020-03-03,2.7866
2020-03-04,2.2463
2020-03-05,3.1818
2020-03-06,-5.5066
2020-03-09,-12.1989
2020-03-10,2.6549
2020-03-11,-1.9828000000000001
2020-03-12,-9.5866
2020-03-13,2.3346
2020-03-16,-13.0228
2020-03-17,-4.918
2020-03-18,-17.7011
2020-03-19,15.2235
2020-03-20,-5.697
2020-03-23,17.7378
2020-03-24,17.2489
2020-03-25,-6.4246
2020-03-26,0.995
2020-03-27,-1.7734
2020-03-30,-9.5286
2020-03-31,2.2173
2020-04-01,-2.2777
2020-04-02,2.4417
2020-04-03,3.0336
2020-04-06,-1.5773000000000001
2020-04-07,-4.9145
2020-04-08,5.5056
2020-04-09,-4.1534
2020-04-13,0.0
2020-04-14,-0.5556
2020-04-15,-1.1173
2020-04-16,1.6949
2020-04-17,0.2222
2020-04-20,0.2217
2020-04-21,-6.1947
2020-04-22,2.8302
2020-04-23,0.0
2020-04-24,6.078
2020-04-27,-6.2703
2020-04-28,2.5375
2020-04-29,7.874
2020-04-30,-6.2565
2020-05-01,-4.1157
2020-05-04,1.3921000000000001
2020-05-05,-1.2586
2020-05-06,1.3905
2020-05-07,1.0286
2020-05-08,-3.733
2020-05-11,1.7626
2020-05-12,0.6928
2020-05-13,-5.1606
2020-05-14,3.8693999999999997
2020-05-15,0.1164
2020-05-18,2.093
2020-05-19,-1.5945
2020-05-20,1.2731
2020-05-21,-0.9143
2020-05-22,0.9227
2020-05-26,10.1714
2020-05-27,-1.8672
2020-05-28,2.6427
2020-05-29,1.3388
2020-06-01,7.0122
2020-06-02,1.0446
2020-06-03,9.6805
2020-06-04,-6.341
2020-06-05,1.7383
2020-06-08,6.1151
2020-06-09,-3.8136
2020-06-10,-4.0529
2020-06-11,-1.4692
2020-06-12,2.2367
2020-06-15,-2.3701
2020-06-16,3.6414999999999997
2020-06-17,-1.4414
2020-06-18,5.1188
2020-06-19,-5.5652
2020-06-22,-4.8803
2020-06-23,4.6467
2020-06-24,-4.7179
2020-06-25,-2.6214
2020-06-26,2.3928
2020-06-29,-0.779
2020-06-30,-3.4347
2020-07-01,6.7073
2020-07-02,0.0
2020-07-06,-4.1905
2020-07-07,0.0994
2020-07-08,-2.0854
2020-07-09,-3.4483
2020-07-10,-1.3655
2020-07-13,-2.0234
2020-07-14,-0.5435
2020-07-15,-2.2951
2020-07-16,-2.6846
2020-07-17,0.6897
2020-07-20,5.3653
2020-07-21,1.6251
2020-07-22,-3.0917
2020-07-23,6.3806
2020-07-24,-6.9286
2020-07-27,-0.4444
2020-07-28,-2.9018
2020-07-29,-2.4138
2020-07-30,-0.8245
2020-07-31,-3.3254
