ticker,HOOB US Equity
2004-12-10,1.8519
2004-12-16,7.2727
2004-12-17,1.6949
2004-12-30,-0.8333
2004-12-31,4.2017
2005-03-04,9.6774
2005-03-16,0.0
2005-03-18,2.9412000000000003
2005-03-21,5.7143
2005-03-22,-2.027
2005-04-01,-0.5517
2005-04-06,0.0
2005-04-13,0.0
2005-04-14,0.0
2005-04-27,0.0
2005-05-03,6.7961
2005-05-10,1.2987
2005-05-27,1.0
2005-06-03,1.5486
2005-06-08,5.0
2005-06-24,0.0
2005-07-11,1.1905000000000001
2005-07-21,-2.9412000000000003
2005-10-12,-7.7576
2005-10-19,7.753
2005-12-14,-4.878
2006-02-02,2.5641
2006-03-15,-2.125
2006-03-16,2.2989
2006-03-27,-0.1248
2006-03-28,-2.5
2006-04-18,-7.6923
2006-04-24,5.5556
2006-04-28,10.526299999999999
2006-05-02,14.2857
2006-05-04,0.0
2006-05-15,-18.2292
2006-05-18,0.0
2006-05-23,0.0
2006-05-24,1.9108
2006-06-12,-1.875
2006-07-14,0.0
2006-07-20,0.0
2006-07-28,2.5478
2006-08-03,-2.2359999999999998
2006-08-21,0.3812
2006-09-15,0.0
2006-10-13,2.5316
2006-10-18,11.1111
2006-10-23,0.0
2006-10-31,0.0
2006-11-01,0.0
2006-11-02,0.0
2006-11-07,-6.6667
2006-11-22,3.5714
2006-12-04,1.1494
2006-12-05,2.2727
2006-12-21,-7.7778
2007-02-21,10.8434
2007-04-12,-4.2391
2007-05-04,0.0
2007-05-08,2.1566
2007-05-18,-4.4444
2007-05-22,2.3256
2007-05-29,-2.2727
2007-05-31,2.3256
2007-06-15,0.0
2007-06-25,-1.7045
2007-07-27,0.0
2007-08-20,0.578
2007-08-21,0.4598
2007-08-22,0.6865
2007-08-29,-1.1364
2007-09-05,0.2299
2007-09-07,0.9174
2007-09-10,0.0
2007-09-17,-2.2727
2007-09-27,-9.3023
2007-10-31,-15.3846
2007-11-02,0.0
2007-11-12,0.0
2007-11-15,-9.0909
2007-11-19,3.3333
2007-11-21,-2.9032
2007-11-26,7.9734
2007-12-17,-6.9231
2007-12-26,1.6529
2007-12-27,-1.626
2008-01-02,0.0
2008-01-03,0.0
2008-01-08,-9.0909
2008-01-09,2.7273
2008-02-15,-4.4248
2008-02-19,0.0
2008-02-25,0.0
2008-02-26,0.9259
2008-03-24,0.9174
2008-03-25,-5.4545
2008-03-27,3.8462
2008-03-28,0.0
2008-04-01,1.4815
2008-04-22,1.6423
2008-04-25,0.5386
2008-05-02,3.5714
2008-05-06,0.0
2008-05-14,-2.931
2008-05-20,-3.1972
2008-05-22,2.7523
2008-05-30,-3.5714
2008-06-03,0.3704
2008-06-04,0.0
2008-06-05,1.476
2008-06-18,-1.4545
2008-08-01,-0.369
2008-08-06,7.4074
2008-11-10,-48.2759
2008-11-20,0.0
2008-12-02,-6.6667
2008-12-16,-7.1429
2008-12-17,1.9231
2009-01-28,6.7925
2009-02-17,0.7067
2009-02-19,-54.0351
2009-02-24,67.9389
2009-03-25,-61.5455
2009-04-02,0.0
2009-04-06,124.5863
2009-06-01,26.3158
2009-06-17,25.0
2009-06-23,0.0
2009-06-25,6.0
2009-07-10,12.2642
2009-08-17,-38.3754
2009-08-18,9.0909
2009-08-27,33.3333
2009-08-28,0.0
2009-09-21,-6.25
2009-09-23,6.6667
2009-12-08,-21.875
2009-12-14,0.0
2009-12-16,8.0
2010-02-01,33.3333
2010-02-18,-30.2778
2010-03-30,43.4263
2010-05-07,-5.5556
2010-07-26,-11.7647
2010-07-30,0.0
2010-08-05,0.0
2010-08-06,-11.6667
2010-08-16,13.2075
2010-09-03,0.0
2010-09-14,0.0
2010-09-21,6.6667
2010-12-17,0.0
2011-03-25,0.3125
2011-03-30,5.9190000000000005
2011-04-04,22.9412
2011-04-11,-27.7512
2011-04-25,29.1391
2011-04-26,2.5641
2011-05-27,-5.0
2011-09-26,5.2632
2011-11-07,-10.0
2012-01-27,0.0
2012-03-01,-5.5
2012-04-16,40.5056
2012-05-07,-27.8243
2012-05-29,0.0
2012-05-30,4.7536000000000005
2012-05-31,9.2972
2012-07-13,10.3797
2012-08-27,-18.578
2012-09-25,1.4085
2012-10-11,0.0
2012-10-16,-4.4444
2012-10-25,4.6512
2012-12-27,0.8333
2013-03-06,-5.4545
2013-05-06,0.0
2013-05-13,0.0
2013-05-20,10.7226
2013-05-22,-8.7895
2013-06-14,15.9838
2013-06-20,0.0
2013-10-21,0.0
2013-10-22,1.99
2013-10-29,21.9512
2013-11-06,-24.0
2014-01-15,3.9474
2014-01-23,-3.7975
2014-01-30,0.0
2014-01-31,0.0
2014-02-21,31.5789
2014-03-27,8.0
2014-04-07,7.4074
2014-05-15,-8.2759
2014-06-20,31.5789
2014-07-16,5.0
2014-08-07,3.4013999999999998
2014-08-26,10.526299999999999
2014-08-27,-7.1429
2014-09-11,0.0
2014-09-17,2.5641
2014-10-17,-2.5
2014-10-31,2.5641
2015-02-02,0.0
2015-02-06,5.0
2015-04-29,-9.5238
2015-06-19,10.526299999999999
2015-08-19,-9.5238
2015-08-24,2.6316
2015-09-16,-3.2051
2015-10-19,-4.6358
2015-12-21,-11.1111
2016-01-08,3.125
2016-01-14,0.0
2016-02-22,-10.9091
2016-03-01,12.2449
2016-04-04,-15.1515
2016-04-11,7.1429
2016-04-20,0.0
2016-06-02,0.0
2016-06-07,-6.6667
2016-07-01,0.0
2016-09-28,-8.9286
2016-11-04,9.8039
2017-05-22,-7.1429
2017-06-16,7.6923
2017-06-21,7.1429
2017-06-22,0.0
2017-07-19,8.3333
2017-07-26,0.0
2017-08-11,0.0
2017-10-04,-4.6154
2017-12-19,4.9355
2018-02-01,1.4756
2018-02-02,0.0
2018-02-06,4.5138
2018-02-13,15.942
2018-08-06,-17.5
2018-08-08,21.2121
2018-08-22,-17.5
2018-08-31,7.7273
2018-10-01,12.5176
2018-11-30,-13.625
2019-04-02,44.7178
2019-04-04,-2.0
2019-05-10,-12.2449
2019-05-13,-2.3256
2019-05-30,23.8095
2019-06-14,11.538499999999999
2019-09-10,-4.4655000000000005
2019-10-02,-7.255
2019-11-19,-2.7048
2019-12-27,-5.64
2020-03-18,-1.4413
2020-04-27,-7.5269
