ticker,IFS US Equity
2019-12-06,-0.887
2019-12-09,-0.3068
2019-12-10,-0.872
2019-12-11,1.0608
2019-12-12,2.0993
2019-12-13,0.2758
2019-12-16,-0.05
2019-12-17,1.1509
2019-12-18,2.0777
2019-12-19,-1.0661
2019-12-20,0.9797
2019-12-23,-0.9217
2019-12-24,0.4896
2019-12-26,-0.5116
2019-12-27,-0.2938
2019-12-30,2.1365
2019-12-31,-0.6973
2020-01-02,2.7119
2020-01-03,-2.9939
2020-01-06,0.9478
2020-01-07,0.6981
2020-01-08,-1.4344000000000001
2020-01-09,-1.1885
2020-01-10,-1.8164
2020-01-13,-1.3
2020-01-14,2.077
2020-01-15,-0.6948
2020-01-16,5.1974
2020-01-17,2.2565
2020-01-21,1.4634
2020-01-22,1.4881
2020-01-23,0.5188
2020-01-24,-2.7154
2020-01-27,-2.3991
2020-01-28,-1.6781000000000001
2020-01-29,-0.2404
2020-01-30,0.9639
2020-01-31,0.8353
2020-02-03,0.5917
2020-02-04,-0.9412
2020-02-05,1.7577
2020-02-06,-1.1671
2020-02-07,-1.9839
2020-02-10,-2.4096
2020-02-11,1.4815
2020-02-12,2.1898
2020-02-13,-1.4048
2020-02-14,2.3424
2020-02-18,-1.345
2020-02-19,0.6458
2020-02-20,-1.7586
2020-02-21,0.8466
2020-02-24,-0.2639
2020-02-25,-4.4974
2020-02-26,0.7303
2020-02-27,-5.0
2020-02-28,2.1053
2020-03-02,1.7526000000000002
2020-03-03,-0.6839
2020-03-04,0.204
2020-03-05,-3.5378
2020-03-06,-4.0106
2020-03-09,-7.9164
2020-03-10,6.0299
2020-03-11,-7.7984
2020-03-12,-1.8321
2020-03-13,12.3173
2020-03-16,-12.8219
2020-03-17,-7.2427
2020-03-18,-12.6712
2020-03-19,3.1373
2020-03-20,-4.943
2020-03-23,-4.6
2020-03-24,4.8637
2020-03-25,1.9592
2020-03-26,7.451
2020-03-27,-4.4526
2020-03-30,-2.7119999999999997
2020-03-31,8.8339
2020-04-01,-9.8124
2020-04-02,-5.64
2020-04-03,-1.5685
2020-04-06,2.4978
2020-04-07,0.2941
2020-04-08,1.8433000000000002
2020-04-09,1.6454
2020-04-13,3.6018
2020-04-14,1.9141
2020-04-15,5.4044
2020-04-16,-2.9455
2020-04-17,-3.3346
2020-04-20,-4.6512
2020-04-21,0.4472
2020-04-22,4.3302
2020-04-23,2.4438
2020-04-24,-0.9087
2020-04-27,-4.3943
2020-04-28,4.942
2020-04-29,5.6921
2020-04-30,-2.5959
2020-05-01,-2.0286
2020-05-04,1.5022
2020-05-05,0.04
2020-05-06,-4.1583
2020-05-07,0.4172
2020-05-08,3.7805999999999997
2020-05-11,0.8407
2020-05-12,4.4462
2020-05-13,-4.751
2020-05-14,-2.1149
2020-05-15,2.3237
2020-05-18,-1.6335
2020-05-19,-1.0936
2020-05-20,0.3276
2020-05-21,0.1633
2020-05-22,-0.7335
2020-05-26,1.9294
2020-05-27,7.1285
2020-05-28,-0.3383
2020-05-29,-6.4881
2020-06-01,1.4925
2020-06-02,0.9539
2020-06-03,7.3622
2020-06-04,-0.6967
2020-06-05,5.2437
2020-06-08,9.1228
2020-06-09,-3.7942
2020-06-10,-0.3676
2020-06-11,-0.0671
2020-06-12,0.4364
2020-06-15,1.6042999999999998
2020-06-16,-0.4605
2020-06-17,1.5863
2020-06-18,-0.7807
2020-06-19,-2.4262
2020-06-22,-4.3347
2020-06-23,0.0
2020-06-24,-2.4236
2020-06-25,-6.4075
2020-06-26,1.8077
2020-06-29,0.8689
2020-06-30,-0.9738
2020-07-01,1.475
2020-07-02,1.1927
2020-07-06,1.326
2020-07-07,2.5808999999999997
2020-07-08,-1.1339
2020-07-09,-3.2258
2020-07-10,-0.6296
2020-07-13,-5.4789
2020-07-14,3.4306
2020-07-15,0.0381
2020-07-16,-0.686
2020-07-17,0.4605
2020-07-20,0.6494
2020-07-21,2.6565
2020-07-22,-1.7375
2020-07-23,-1.1287
2020-07-24,-2.2831
2020-07-27,-1.5966
2020-07-28,0.0
2020-07-29,2.6909
2020-07-30,-0.9634
2020-07-31,-1.751
