ticker,OZSC US Equity
2019-06-17,-14.2857
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,33.3333
2019-06-21,-18.875
2019-06-24,-0.1541
2019-06-26,-7.4074
2019-06-27,16.6667
2019-06-28,2.8571
2019-07-01,11.1111
2019-07-02,0.0
2019-07-03,-12.5
2019-07-05,0.0
2019-07-08,-28.5714
2019-07-09,16.0
2019-07-10,3.4483
2019-07-11,-10.0
2019-07-12,-39.8148
2019-07-15,53.8462
2019-07-16,0.0
2019-07-17,-8.0
2019-07-18,-8.6957
2019-07-19,0.0
2019-07-22,4.7619
2019-07-23,13.6364
2019-07-24,0.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-09,-20.0
2019-08-14,0.0
2019-08-19,0.0
2019-08-20,46.5
2019-08-23,67.2355
2019-08-26,-18.3673
2019-08-27,-25.0
2019-08-29,25.0
2019-09-03,-46.6667
2019-09-04,55.0
2019-09-05,-35.4839
2019-09-06,-10.0
2019-09-09,11.1111
2019-09-10,-27.5
2019-09-11,3.4483
2019-09-12,-33.3333
2019-09-13,48.0
2019-09-16,-25.6757
2019-09-17,45.4545
2019-09-18,-12.5
2019-09-19,-30.0
2019-09-20,44.6939
2019-09-23,-11.8477
2019-09-24,-20.0
2019-09-25,-10.0
2019-09-26,23.2222
2019-09-27,-0.8115
2019-09-30,31.8182
2019-10-01,79.3103
2019-10-02,-28.0769
2019-10-03,-25.1337
2019-10-04,-9.2857
2019-10-07,-4.7244
2019-10-08,4.1322
2019-10-09,-12.6984
2019-10-10,9.0909
2019-10-11,-0.8333
2019-10-14,-15.9664
2019-10-15,17.0
2019-10-16,-7.6923
2019-10-17,-7.4074
2019-10-18,5.0
2019-10-21,-4.7619
2019-10-22,-5.0
2019-10-23,-15.7895
2019-10-24,6.25
2019-10-25,5.8824
2019-10-28,-5.5556
2019-10-29,-10.5882
2019-10-30,-13.1579
2019-10-31,12.1212
2019-11-01,-4.0541
2019-11-04,-15.493
2019-11-05,15.0
2019-11-06,-13.0435
2019-11-07,-16.6667
2019-11-08,30.0
2019-11-11,-24.6154
2019-11-12,2.0408
2019-11-13,-22.0
2019-11-14,-23.0769
2019-11-15,0.0
2019-11-18,16.6667
2019-11-19,-28.5714
2019-11-20,0.0
2019-11-21,20.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,-10.0
2019-11-29,-25.9259
2019-12-02,-30.0
2019-12-03,35.7143
2019-12-04,0.0
2019-12-05,5.2632
2019-12-06,5.0
2019-12-09,-16.6667
2019-12-10,-20.0
2019-12-11,85.7143
2019-12-12,-26.9231
2019-12-13,-5.2632
2019-12-16,-16.6667
2019-12-17,-13.3333
2019-12-18,15.3846
2019-12-19,-13.3333
2019-12-20,-15.3846
2019-12-23,-9.0909
2019-12-24,40.0
2019-12-26,150.0
2019-12-27,-45.7143
2019-12-30,-36.8421
2019-12-31,-16.6667
2020-01-02,30.0
2020-01-03,-23.0769
2020-01-06,0.0
2020-01-07,-10.0
2020-01-08,-11.1111
2020-01-09,-25.0
2020-01-10,-16.6667
2020-01-13,-2.0
2020-01-14,-39.7959
2020-01-15,18.6441
2020-01-16,-14.2857
2020-01-17,66.6667
2020-01-21,0.0
2020-01-22,-20.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,-25.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,-33.3333
2020-02-07,0.0
2020-02-10,175.0
2020-02-11,-18.1818
2020-02-12,-30.0
2020-02-13,-20.634900000000002
2020-02-14,10.0
2020-02-18,1.8182
2020-02-19,-32.1071
2020-02-20,0.0
2020-02-21,-47.3961
2020-02-24,55.0
2020-02-25,8.3871
2020-02-26,42.8571
2020-02-27,25.0
2020-02-28,83.3333
2020-03-02,-43.6364
2020-03-03,-25.8065
2020-03-04,-55.4348
2020-03-05,17.0732
2020-03-06,108.1667
2020-03-09,-39.952
2020-03-10,33.3333
2020-03-11,-45.0
2020-03-12,-39.0909
2020-03-13,4.4776
2020-03-16,-15.1286
2020-03-17,97.7782
2020-03-18,-48.9362
2020-03-19,-39.1667
2020-03-20,-6.8493
2020-03-23,-6.4706
2020-03-24,-9.434
2020-03-25,-45.1389
2020-03-26,58.2278
2020-03-27,1.0
2020-03-30,-28.7129
2020-03-31,85.5556
2020-04-01,199.4012
2020-04-02,-46.0
2020-04-03,-46.2963
2020-04-06,55.1724
2020-04-07,-8.8889
2020-04-08,-15.122
2020-04-09,-10.9195
2020-04-13,-3.871
2020-04-14,-46.3087
2020-04-15,31.25
2020-04-16,-35.7143
2020-04-17,-7.4815
2020-04-20,-3.9231
2020-04-21,-16.6667
2020-04-22,10.0
2020-04-23,110.0
2020-04-24,-19.4805
2020-04-27,-9.1398
2020-04-28,-21.3018
2020-04-29,72.1805
2020-04-30,-38.8646
2020-05-01,-0.7143
2020-05-04,0.7194
2020-05-05,-14.2857
2020-05-06,16.6667
2020-05-07,-7.5
2020-05-08,2.3166
2020-05-11,-8.6792
2020-05-12,-24.6281
2020-05-13,-25.4386
2020-05-14,-11.7647
2020-05-15,35.0
2020-05-18,-4.9383
2020-05-19,-10.3896
2020-05-20,-11.5942
2020-05-21,-18.0328
2020-05-22,2.0
2020-05-26,52.9412
2020-05-27,132.6923
2020-05-28,-28.9256
2020-05-29,12.4031
2020-06-01,-19.3103
2020-06-02,-26.4957
2020-06-03,4.6512
2020-06-04,10.0
2020-06-05,-9.0909
2020-06-08,14.4444
2020-06-09,5.8252
2020-06-10,-12.844
2020-06-11,-5.2632
2020-06-12,16.6667
2020-06-15,61.9048
2020-06-16,-17.647100000000002
2020-06-17,-7.5
2020-06-18,-12.7413
2020-06-19,-4.4248
2020-06-22,47.2222
2020-06-23,72.327
2020-06-24,45.9854
2020-06-25,-10.0
2020-06-26,-25.1389
2020-06-29,-23.1911
2020-06-30,-28.5024
2020-07-01,55.4054
2020-07-02,-21.7391
2020-07-06,-5.0
2020-07-07,-13.4503
2020-07-08,-12.8378
2020-07-09,-12.4031
2020-07-10,8.8496
2020-07-13,-0.813
2020-07-14,-5.7377
2020-07-15,-5.2174
2020-07-16,-12.844
2020-07-17,-5.2632
2020-07-20,-15.5556
2020-07-21,18.4211
2020-07-22,-12.2222
2020-07-23,1.8987
2020-07-24,4.3478
2020-07-27,-4.7619
2020-07-28,-7.5
2020-07-29,-14.8649
2020-07-30,-9.5238
2020-07-31,-5.2632
