ticker,HOTH US Equity
2019-07-12,-5.425
2019-07-15,0.1912
2019-07-16,-9.9237
2019-07-17,0.2119
2019-07-18,0.6342
2019-07-19,-5.4622
2019-07-22,-5.5556
2019-07-23,58.8235
2019-07-24,6.3704
2019-07-25,-13.649000000000001
2019-07-26,3.0645
2019-07-29,-12.8326
2019-07-30,-2.3339
2019-07-31,5.5147
2019-08-01,-4.007
2019-08-02,-1.6334
2019-08-05,2.952
2019-08-06,-1.7921
2019-08-07,-5.292
2019-08-08,2.8902
2019-08-09,-9.9251
2019-08-12,6.9501
2019-08-13,2.2491
2019-08-14,0.9506
2019-08-15,-0.9416
2019-08-16,3.076
2019-08-19,3.3716
2019-08-20,1.1669
2019-08-21,-1.1464
2019-08-22,-3.4933
2019-08-23,-4.8843
2019-08-26,7.8717
2019-08-27,-4.5045
2019-08-28,-1.9245
2019-08-29,5.8099
2019-08-30,3.4545
2019-09-03,-11.9508
2019-09-04,-1.1976
2019-09-05,1.0101
2019-09-06,0.6
2019-09-09,-1.5905
2019-09-10,-1.8182
2019-09-11,-1.0288
2019-09-12,0.0
2019-09-13,10.9148
2019-09-16,-4.4049
2019-09-17,4.902
2019-09-18,-6.5421
2019-09-19,-7.8
2019-09-20,-4.5553
2019-09-23,2.2727
2019-09-24,-2.2222
2019-09-25,-1.1364
2019-09-26,3.3287
2019-09-27,0.1157
2019-09-30,-2.0689
2019-10-01,0.9054
2019-10-02,-1.3628
2019-10-03,2.1385
2019-10-04,0.5848
2019-10-07,-1.2472
2019-10-08,-2.1393
2019-10-09,-3.5547
2019-10-10,0.0
2019-10-11,-0.1095
2019-10-14,1.0631
2019-10-15,1.6509
2019-10-16,-3.0162
2019-10-17,-4.5455
2019-10-18,-1.7544
2019-10-21,10.176
2019-10-22,-1.3638
2019-10-23,-0.7042
2019-10-24,-0.7092
2019-10-25,-3.8095
2019-10-28,-7.9208
2019-10-29,-0.8065
2019-10-30,-1.897
2019-10-31,-7.7707
2019-11-01,41.9714
2019-11-04,-0.8439
2019-11-05,-9.1362
2019-11-06,0.6884
2019-11-07,8.1395
2019-11-08,1.0753
2019-11-11,-4.2553
2019-11-12,0.7378
2019-11-13,0.8118
2019-11-14,-1.5316999999999998
2019-11-15,-3.5556
2019-11-18,-2.5346
2019-11-19,14.4208
2019-11-20,-4.9587
2019-11-21,-1.7391
2019-11-22,2.6549
2019-11-25,-1.5086
2019-11-26,8.3151
2019-11-27,0.0
2019-11-29,-0.0747
2019-12-02,-4.8258
2019-12-03,1.1131
2019-12-04,-5.4622
2019-12-05,-1.2111
2019-12-06,-1.0235
2019-12-09,2.7273
2019-12-10,3.0973
2019-12-11,-3.4335
2019-12-12,3.1111
2019-12-13,-4.1832
2019-12-16,-3.7315
2019-12-17,-1.4019
2019-12-18,10.1896
2019-12-19,6.8817
2019-12-20,8.8531
2019-12-23,-2.7725999999999997
2019-12-24,0.0
2019-12-26,-2.0913
2019-12-27,11.4563
2019-12-30,4.4965
2019-12-31,3.1993
2020-01-02,6.462
2020-01-03,-2.5797
2020-01-06,-8.7227
2020-01-07,-0.5119
2020-01-08,-7.8268
2020-01-09,-3.4185
2020-01-10,-1.1599
2020-01-13,-4.6746
2020-01-14,0.409
2020-01-15,5.9063
2020-01-16,-0.8654
2020-01-17,-2.7333
2020-01-21,2.7104
2020-01-22,-1.7456
2020-01-23,-2.9663
2020-01-24,-1.0183
2020-01-27,-3.0864
2020-01-28,5.2017
2020-01-29,-1.6751
2020-01-30,-3.5612
2020-01-31,0.0319
2020-02-03,-12.3404
2020-02-04,12.8641
2020-02-05,1.2903
2020-02-06,1.4862
2020-02-07,1.9477
2020-02-10,0.1416
2020-02-11,1.6393
2020-02-12,-0.2137
2020-02-13,-2.6145
2020-02-14,-0.4149
2020-02-18,-2.0833
2020-02-19,-3.7957
2020-02-20,-2.4682
2020-02-21,2.4943
2020-02-24,-3.7611
2020-02-25,-0.8736
2020-02-26,0.8813
2020-02-27,-6.4368
2020-02-28,3.0319
2020-03-02,5.6422
2020-03-03,-7.4492
2020-03-04,4.0244
2020-03-05,-8.558
2020-03-06,2.5641
2020-03-09,3.75
2020-03-10,-3.453
2020-03-11,-4.1605
2020-03-12,-1.3021
2020-03-13,-1.847
2020-03-16,-5.914
2020-03-17,-20.0
2020-03-18,0.0
2020-03-19,-6.4286
2020-03-20,3.0534
2020-03-23,38.5185
2020-03-24,-15.7754
2020-03-25,-0.9524
2020-03-26,-5.1282
2020-03-27,5.7432
2020-03-30,-2.8754
2020-03-31,0.6579
2020-04-01,-1.634
2020-04-02,-2.6578
2020-04-03,3.413
2020-04-06,7.2607
2020-04-07,-4.3077
2020-04-08,1.9293
2020-04-09,-1.2618
2020-04-13,-1.5974
2020-04-14,1.2987
2020-04-15,-3.8462
2020-04-16,0.0
2020-04-17,4.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,30.7692
2020-04-23,-16.1765
2020-04-24,-0.2924
2020-04-27,8.7977
2020-04-28,-0.2695
2020-04-29,2.973
2020-04-30,-6.8241
2020-05-01,0.2817
2020-05-04,-5.618
2020-05-05,4.4643
2020-05-06,2.4217
2020-05-07,-1.5299
2020-05-08,3.9548
2020-05-11,6.5217
2020-05-12,0.7653
2020-05-13,-1.2658
2020-05-14,-2.5641
2020-05-15,3.1605
2020-05-18,-1.5331000000000001
2020-05-19,-13.2124
2020-05-20,1.4925
2020-05-21,-6.7647
2020-05-22,-11.6719
2020-05-26,2.5
2020-05-27,2.439
2020-05-28,-3.4013999999999998
2020-05-29,1.7606000000000002
2020-06-01,-1.0381
2020-06-02,1.3986
2020-06-03,-1.0345
2020-06-04,-2.439
2020-06-05,0.0
2020-06-08,3.5714
2020-06-09,-2.7586
2020-06-10,0.7092
2020-06-11,-7.3944
2020-06-12,0.0
2020-06-15,3.0418
2020-06-16,0.0
2020-06-17,-2.214
2020-06-18,-0.3774
2020-06-19,-0.7576
2020-06-22,-0.3817
2020-06-23,-0.3831
2020-06-24,-2.3077
2020-06-25,1.5748
2020-06-26,-0.7752
2020-06-29,-1.1719
2020-06-30,1.9763
2020-07-01,0.0
2020-07-02,-3.1008
2020-07-06,-2.4
2020-07-07,4.0984
2020-07-08,4.3307
2020-07-09,-4.9056999999999995
2020-07-10,2.3810000000000002
2020-07-13,-2.7132
2020-07-14,4.3825
2020-07-15,4.5802
2020-07-16,1.0949
2020-07-17,7.9422
2020-07-20,5.3512
2020-07-21,-3.1746
2020-07-22,-2.623
2020-07-23,-4.0404
2020-07-24,2.4561
2020-07-27,-5.1370000000000005
2020-07-28,1.083
2020-07-29,-3.9286
2020-07-30,1.1152
2020-07-31,0.3676
