ticker,BSND US Equity
2013-05-30,-1.9074
2013-06-04,1.3889
2013-06-06,0.0
2013-06-21,-1.3699
2013-06-26,4.1667
2013-07-11,-4.0
2013-07-15,0.0
2013-07-16,0.0
2013-07-19,0.0
2013-09-16,5.5556
2013-09-23,0.0
2013-12-23,-1.3158
2014-03-07,-4.0
2014-04-11,0.0028
2014-04-21,5.5526
2014-04-29,5.2632
2014-04-30,0.0
2014-05-01,6.0
2014-07-15,-3.7736
2014-11-18,4.1667
2014-12-05,-3.5294
2014-12-15,-0.7317
2014-12-31,1.9656
2015-03-09,1.6867
2015-06-26,-2.7915
2015-07-21,1.1628
2015-07-27,1.2073
2015-09-23,0.0
2015-10-15,-1.6667
2015-11-03,0.0
2015-11-16,0.2421
2016-03-11,0.2415
2016-03-15,1.2048
2016-03-29,-1.1857
2016-05-02,-0.0048
2016-07-05,0.0
2016-07-18,0.0
2016-09-30,-2.6506
2016-10-31,-3.4653
2016-11-02,-1.541
2016-11-08,4.1693999999999996
2016-11-11,-4.25
2016-11-15,5.2742
2016-11-29,-0.7813
2016-12-05,0.2375
2017-01-04,-0.2494
2017-01-20,-0.0025
2017-01-24,-0.4925
2017-01-26,0.0
2017-02-07,-0.7588
2017-02-08,-8.8506
2017-02-16,-0.025
2017-02-23,-2.7643
2017-02-28,0.0
2017-03-23,6.2857
2017-04-03,-9.9462
2017-05-11,0.0299
2017-05-25,8.9227
2017-05-30,0.0
2017-06-16,-1.3699
2017-06-21,-2.7556000000000003
2017-06-28,0.0
2017-07-07,1.4054
2017-07-11,-1.3859
2017-07-12,-3.9991
2017-07-13,1.1663999999999999
2017-07-14,0.0
2017-07-17,7.0588
2017-07-26,-6.5522
2017-07-27,1.4258
2017-08-02,0.0
2017-09-15,-1.4144999999999999
2017-09-18,0.0
2017-09-25,14.2979
2017-09-26,0.0
2017-09-27,2.8939
2017-10-02,0.75
2017-10-04,-0.7444
2017-10-06,0.75
2017-10-09,-0.7444
2017-10-11,0.75
2017-10-18,0.0
2017-10-23,0.0
2017-10-25,-0.7444
2017-10-26,1.25
2017-10-30,0.0
2017-10-31,0.9877
2017-11-01,0.2445
2017-11-03,0.0
2017-12-04,2.439
2018-01-05,0.2381
2018-01-09,0.0
2018-01-12,0.0
2018-01-22,6.8884
2018-01-26,-3.3333
2018-01-29,-3.2184
2018-01-30,0.0
2018-02-05,2.1378
2018-02-09,1.1628
2018-02-14,-2.2989
2018-02-16,-1.1764999999999999
2018-02-22,-2.3810000000000002
2018-02-23,0.0
2018-03-16,-0.061
2018-03-20,-7.2605
2018-04-09,2.6316
2018-05-01,-1.2949
2018-05-07,-1.2859
2018-05-16,1.3158
2018-05-25,-1.039
2018-06-11,0.0
2018-06-18,-0.0656
2018-06-19,0.0657
2018-06-21,4.9869
2018-06-28,0.0
2018-07-11,0.25
2018-07-12,0.0
2018-07-16,2.2444
2018-07-17,0.061
2018-07-18,6.0329
2018-07-19,1.1494
2018-07-23,1.1364
2018-07-27,-1.0674
2018-07-30,5.6218
2018-07-31,0.0
2018-08-01,2.1505
2018-08-03,0.0
2018-08-06,0.0
2018-08-07,2.1032
2018-08-08,-1.0289
2018-08-16,-1.0417
2018-08-27,0.0
2018-08-30,0.0
2018-09-11,1.0526
2018-09-12,-3.125
2018-09-14,1.0753
2018-09-18,0.0
2018-09-21,-1.0638
2018-09-28,0.0
2018-10-05,-0.0022
2018-10-15,-1.2882
2018-10-19,0.2179
2018-10-23,-2.1739
2018-11-01,4.4444
2018-11-02,0.0
2018-11-05,0.0
2018-11-08,2.1277
2018-11-13,2.0833
2018-11-15,2.0408
2018-11-16,0.0
2018-11-19,0.0
2018-12-07,4.0
2018-12-12,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-31,-1.6327
2019-02-01,17.634900000000002
2019-02-04,-2.9981999999999998
2019-02-06,-6.7273
2019-02-07,0.3899
2019-02-14,0.0
2019-03-18,3.8834999999999997
2019-03-22,1.8692
2019-03-25,0.0
2019-03-28,2.7523
2019-04-05,0.5357
2019-04-09,0.0
2019-04-24,-0.5329
2019-05-08,-1.4285999999999999
2019-05-09,2.3551
2019-05-10,0.885
2019-05-13,-0.8772
2019-05-17,1.7699
2019-05-23,-3.4783
2019-06-03,3.6036
2019-06-05,-3.1304
2019-06-11,6.8223
2019-07-02,-1.6806999999999999
2019-07-09,0.0
2019-07-15,2.5641
2019-07-25,2.4583
2019-07-30,-0.1627
2019-07-31,-0.611
2019-08-06,-1.6393
2019-08-09,0.0
2019-09-04,3.3333
2019-09-19,5.6452
2019-09-20,3.2061
2019-09-23,-0.4438
2019-09-26,-3.4175
2019-09-27,-1.5385
2019-10-02,3.1234
2019-10-17,-9.0895
2019-10-24,2.5
2019-10-28,0.0
2019-10-31,-0.1626
2019-11-01,-1.9510999999999998
2019-11-13,-0.0017
2019-11-21,3.1544
2019-12-06,2.7375
2019-12-10,0.1567
2019-12-26,11.2878
2020-01-08,-7.8586
2020-01-13,0.0016
2020-01-22,-1.4109
2020-01-30,0.055
2020-02-10,0.0
2020-02-14,-0.0629
2020-02-24,-0.92
2020-03-05,0.0
2020-03-06,-0.1587
2020-03-09,-4.6105
2020-03-26,-4.1667
2020-03-27,6.087
2020-04-13,7.3361
2020-05-06,0.8018
2020-05-26,-0.0379
2020-05-29,-3.7514
2020-06-10,-8.6614
2020-06-12,0.0
2020-06-15,-1.7241
2020-06-16,1.7982
2020-06-30,3.4037
2020-07-16,-0.8333
2020-07-23,-0.8824
2020-07-31,-1.6532
