ticker,VDPH US Equity
2015-03-10,0.0
2015-08-10,0.0
2015-08-14,-25.0
2015-09-01,0.0
2015-09-21,0.0
2015-10-21,0.0
2016-02-26,-33.3333
2016-03-03,40.0
2016-03-28,-49.1071
2016-05-02,0.0
2016-05-04,-28.0702
2016-08-22,192.6829
2016-09-02,-65.8333
2016-09-23,-31.7073
2016-09-28,0.0
2016-10-14,0.0
2016-10-18,0.0
2016-11-10,0.0
2016-12-30,-14.2857
2017-01-11,0.0
2017-02-08,400.0
2017-02-15,-0.4167
2017-04-17,-74.8954
2017-04-26,-10.0
2017-06-29,64.8
2017-07-12,-38.8709
2017-08-07,0.0
2017-11-21,-21.5
2017-12-22,-21.3188
2018-02-07,-4.7619
2018-03-26,321.0
2018-05-21,-76.247
2018-09-17,5.0
2018-10-22,376.1905
2018-10-23,-79.0
2018-10-24,90.4762
2019-03-21,3.75
2019-03-27,44.5783
2019-05-03,13.3333
2019-06-12,-1.4706000000000001
2019-06-18,0.0
2019-06-20,-32.8358
2019-07-01,100.0
2019-07-03,-11.1111
2019-07-10,-25.0
2019-07-11,166.6667
2019-07-12,18.75
2019-07-15,10.526299999999999
2019-07-16,-28.5714
2019-07-17,0.0
2019-07-18,-20.0
2019-07-23,25.0
2019-07-24,53.3333
2019-07-26,-43.4783
2019-08-02,76.1538
2019-08-05,0.4367
2019-08-07,-12.6087
2019-08-09,-5.4726
2019-08-12,-4.7368
2019-08-13,0.0
2019-08-14,27.0718
2019-08-16,-26.087
2019-08-21,47.0588
2019-08-22,0.0
2019-08-23,-20.0
2019-08-26,75.0
2019-08-27,-5.3143
2019-08-29,-31.8045
2019-08-30,37.1681
2019-09-03,20.0
2019-09-05,7.5269
2019-09-06,25.0
2019-09-09,-15.4
2019-09-10,-17.2577
2019-09-11,-24.2857
2019-09-13,50.9434
2019-09-16,50.0
2019-09-17,16.6667
2019-09-18,0.0
2019-09-19,41.4286
2019-09-20,1.0101
2019-09-23,-30.0
2019-09-27,2.5714
2019-09-30,-2.507
2019-10-01,0.0
2019-10-02,-7.0
2019-10-03,-0.1536
2019-10-04,0.0
2019-10-07,15.3846
2019-10-08,-6.6667
2019-10-09,1.4285999999999999
2019-10-10,14.0845
2019-10-11,0.0
2019-10-14,-1.2346
2019-10-15,12.5
2019-10-18,-18.7778
2019-10-21,-0.1368
2019-10-22,9.589
2019-10-23,0.0
2019-10-24,-12.5
2019-10-30,0.0
2019-11-01,0.1429
2019-11-05,-0.1427
2019-11-06,-14.2857
2019-11-07,-16.5
2019-11-11,19.7605
2019-11-12,-16.5
2019-11-13,19.7605
2019-11-18,13.3333
2019-11-20,0.0
2019-11-25,-23.5294
2019-11-26,-3.8462
2019-12-04,40.0
2019-12-10,-28.5714
2019-12-11,0.0
2019-12-13,12.0
2019-12-16,16.0714
2019-12-17,-6.0
2019-12-24,0.0
2019-12-27,0.0
2019-12-31,-9.9836
2020-01-02,-9.0909
2020-01-03,2.0
2020-01-21,-1.9607999999999999
2020-01-28,0.0
2020-01-31,71.0
2020-02-03,5.2632
2020-02-06,0.0
2020-02-11,-35.5556
2020-02-14,-5.1724
2020-02-18,-9.0909
2020-02-20,20.0
2020-02-21,-8.3333
2020-02-26,-9.0909
2020-02-28,0.0
2020-03-11,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-30,-50.0
2020-03-31,0.0
2020-04-02,-28.0
2020-04-03,38.8889
2020-04-06,20.0
2020-04-09,-16.6667
2020-05-05,0.0
2020-05-28,-28.0
2020-06-10,66.6667
2020-06-17,0.0
2020-06-18,33.3333
2020-06-22,-20.625
2020-06-26,-7.7953
2020-07-07,-7.7711
2020-07-09,27.7778
2020-07-14,15.942
2020-07-20,-32.5
2020-07-21,-7.4074
2020-07-22,0.0
2020-07-30,0.0
