ticker,GNLN US Equity
2019-09-06,-3.6977
2019-09-09,-10.8514
2019-09-10,-2.4345
2019-09-11,7.4856
2019-09-12,-10.892900000000001
2019-09-13,-7.014
2019-09-16,-14.2241
2019-09-17,-6.7839
2019-09-18,14.5553
2019-09-19,4.4706
2019-09-20,2.2523
2019-09-23,-6.6079
2019-09-24,-10.4953
2019-09-25,1.9763
2019-09-26,-4.3928
2019-09-27,-5.9459
2019-09-30,-2.5862
2019-10-01,-3.5398
2019-10-02,1.2232
2019-10-03,4.8338
2019-10-04,3.17
2019-10-07,-3.6313
2019-10-08,-4.6377
2019-10-09,3.3435
2019-10-10,1.1764999999999999
2019-10-11,-2.6163
2019-10-14,-1.4925
2019-10-15,2.1212
2019-10-16,-5.3412
2019-10-17,4.3887
2019-10-18,-3.6036
2019-10-21,9.9688
2019-10-22,7.3654
2019-10-23,6.3325
2019-10-24,-2.2333
2019-10-25,0.0
2019-10-28,2.2843
2019-10-29,-5.9553
2019-10-30,11.0818
2019-10-31,-6.6508
2019-11-01,0.2545
2019-11-04,-0.2538
2019-11-05,3.5623
2019-11-06,5.6511
2019-11-07,-9.0698
2019-11-08,-2.5575
2019-11-11,-6.8241
2019-11-12,-6.4789
2019-11-13,1.2048
2019-11-14,1.1905000000000001
2019-11-15,-1.1764999999999999
2019-11-18,8.0357
2019-11-19,-2.4793
2019-11-20,-4.2373
2019-11-21,-0.295
2019-11-22,-3.5503
2019-11-25,-1.227
2019-11-26,2.795
2019-11-27,-3.0211
2019-11-29,5.6075
2019-12-02,0.0
2019-12-03,-7.6696
2019-12-04,0.3195
2019-12-05,-8.2803
2019-12-06,-7.2917
2019-12-09,3.7453
2019-12-10,-3.2491
2019-12-11,-1.8657
2019-12-12,10.2662
2019-12-13,-2.7586
2019-12-16,6.0284
2019-12-17,-2.6756
2019-12-18,-3.0928
2019-12-19,-2.4823
2019-12-20,1.8182
2019-12-23,-3.9286
2019-12-24,-2.974
2019-12-26,17.2414
2019-12-27,4.5752
2019-12-30,-2.1875
2019-12-31,3.9936
2020-01-02,5.0691
2020-01-03,-4.9708
2020-01-06,-5.5385
2020-01-07,-1.6287
2020-01-08,0.9934
2020-01-09,-2.9508
2020-01-10,-1.6892
2020-01-13,-1.7182
2020-01-14,3.8462
2020-01-15,-4.7138
2020-01-16,8.4806
2020-01-17,1.3029
2020-01-21,-6.4309
2020-01-22,4.1237
2020-01-23,-0.6601
2020-01-24,-5.3156
2020-01-27,-4.2105
2020-01-28,-0.3663
2020-01-29,-3.3088
2020-01-30,-3.4221
2020-01-31,-3.9370000000000003
2020-02-03,-13.5246
2020-02-04,3.3175
2020-02-05,-3.6696999999999997
2020-02-06,12.1429
2020-02-07,-8.7049
2020-02-10,-5.5814
2020-02-11,4.9261
2020-02-12,2.3474
2020-02-13,4.1284
2020-02-14,5.7269
2020-02-18,10.8333
2020-02-19,-1.8797000000000001
2020-02-20,-4.5977
2020-02-21,-0.4016
2020-02-24,-5.6452
2020-02-25,-7.6923
2020-02-26,0.463
2020-02-27,-2.765
2020-02-28,1.4218
2020-03-02,-6.5421
2020-03-03,-4.5
2020-03-04,2.6178
2020-03-05,-5.102
2020-03-06,-6.9892
2020-03-09,-6.3584
2020-03-10,-4.321
2020-03-11,-7.0968
2020-03-12,-2.7778
2020-03-13,7.1429
2020-03-16,-19.3333
2020-03-17,6.6116
2020-03-18,-1.5504
2020-03-19,48.0315
2020-03-20,2.6596
2020-03-23,-10.3627
2020-03-24,15.6069
2020-03-25,5.5
2020-03-26,18.4834
2020-03-27,-13.6
2020-03-30,-8.3333
2020-03-31,-13.1313
2020-04-01,-10.1744
2020-04-02,-4.8544
2020-04-03,6.1224
2020-04-06,17.3077
2020-04-07,1.6393
2020-04-08,-5.3763
2020-04-09,10.7955
2020-04-13,-10.7692
2020-04-14,5.7471
2020-04-15,3.2609
2020-04-16,-7.8947
2020-04-17,6.2857
2020-04-20,-2.6882
2020-04-21,22.0994
2020-04-22,0.905
2020-04-23,-7.1749
2020-04-24,10.1449
2020-04-27,27.193
2020-04-28,13.4483
2020-04-29,-3.9514
2020-04-30,1.2658
2020-05-01,-8.125
2020-05-04,-1.0204
2020-05-05,-8.5911
2020-05-06,-9.3985
2020-05-07,0.0
2020-05-08,23.2365
2020-05-11,-5.0505
2020-05-12,-5.3191
2020-05-13,-9.3633
2020-05-14,-6.1983
2020-05-15,14.978
2020-05-18,4.9808
2020-05-19,-7.2993
2020-05-20,-1.9685000000000001
2020-05-21,14.4578
2020-05-22,-0.7018
2020-05-26,21.5548
2020-05-27,6.686
2020-05-28,-0.545
2020-05-29,-5.7534
2020-06-01,-3.7791
2020-06-02,-3.9275
2020-06-03,2.5157
2020-06-04,21.1656
2020-06-05,-2.2785
2020-06-08,2.0725
2020-06-09,2.7919
2020-06-10,-2.716
2020-06-11,-11.6751
2020-06-12,-2.8736
2020-06-15,8.284
2020-06-16,-6.2842
2020-06-17,0.0
2020-06-18,4.0816
2020-06-19,-0.2801
2020-06-22,6.4607
2020-06-23,-1.847
2020-06-24,-5.1075
2020-06-25,1.4163999999999999
2020-06-26,9.9162
2020-06-29,-3.4307
2020-06-30,4.7368
2020-07-01,-1.5074999999999998
2020-07-02,-7.9082
2020-07-06,-4.7091
2020-07-07,-2.3256
2020-07-08,-1.7856999999999998
2020-07-09,-3.3333
2020-07-10,5.9561
2020-07-13,2.9586
2020-07-14,-1.1494
2020-07-15,5.5233
2020-07-16,-1.6529
2020-07-17,4.7619
2020-07-20,-3.2086
2020-07-21,0.5525
2020-07-22,-7.1429
2020-07-23,-7.3964
2020-07-24,-1.278
2020-07-27,4.8544
2020-07-28,8.9506
2020-07-29,9.3484
2020-07-30,0.7772
2020-07-31,-0.7712
