ticker,AGGG US Equity
2019-08-23,-45.0172
2019-08-26,47.4406
2019-08-27,-44.8931
2019-08-28,7.6923
2019-08-29,43.8571
2019-08-30,-0.7448
2019-09-03,0.0
2019-09-04,-15.2076
2019-09-05,17.9351
2019-09-06,-19.96
2019-09-09,12.5
2019-09-10,-11.1111
2019-09-11,14.0625
2019-09-12,-12.3288
2019-09-13,14.0625
2019-09-16,-6.8493
2019-09-18,-23.5294
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,-6.0
2019-09-24,22.7496
2019-09-26,-12.6
2019-09-27,-4.7521
2019-09-30,1.8378999999999999
2019-10-01,10.0932
2019-10-02,-12.642900000000001
2019-10-03,6.296
2019-10-04,-6.9231
2019-10-07,-0.7438
2019-10-08,16.5695
2019-10-09,-14.2143
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,4.1216
2019-10-21,-3.9584
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0833
2019-10-25,-0.1664
2019-10-28,-16.6667
2019-10-29,0.0
2019-10-30,-25.0
2019-10-31,-33.3333
2019-11-01,-20.0
2019-11-04,100.0
2019-11-05,0.0
2019-11-06,-30.8875
2019-11-07,-42.1233
2019-11-08,93.75
2019-11-12,-20.5645
2019-11-13,1.5228000000000002
2019-11-14,0.0
2019-11-15,31.5
2019-11-19,-20.9125
2019-11-20,-20.1923
2019-11-21,-3.6145
2019-11-22,0.0
2019-11-25,0.0
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,25.0
2019-12-30,-20.0
2019-12-31,-12.5
2020-01-03,36.4286
2020-01-06,4.5026
2020-01-07,-4.3086
2020-01-08,-26.7016
2020-01-09,0.2857
2020-01-10,6.1254
2020-01-13,-6.0403
2020-01-14,42.5714
2020-01-15,-29.8597
2020-01-16,5.7143
2020-01-17,35.1351
2020-01-21,-30.0
2020-01-23,21.4286
2020-01-24,-12.9412
2020-01-30,1.3514
2020-02-03,-6.6667
2020-02-05,0.0
2020-02-06,-8.5714
2020-02-10,0.0
2020-02-12,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-25,0.0
2020-02-27,25.0
2020-03-04,-20.0
2020-03-05,0.0
2020-03-09,5.625
2020-03-10,-5.3254
2020-03-11,0.0
2020-03-13,25.0
2020-03-17,-12.5
2020-03-19,-14.2857
2020-03-20,8.3333
2020-03-23,-23.0769
2020-03-25,0.0
2020-03-26,60.0
2020-03-27,-25.0
2020-03-30,33.3333
2020-04-01,-50.0
2020-04-02,0.0
2020-04-07,-49.5
2020-04-09,-0.9901
2020-04-13,0.0
2020-04-14,0.0
2020-04-17,100.0
2020-04-20,0.0
2020-04-27,0.0
2020-04-29,100.0
2020-04-30,0.0
2020-05-07,-55.0
2020-05-08,177.2222
2020-05-11,0.0
2020-05-12,-69.9399
2020-05-14,33.3333
2020-05-18,50.0
2020-05-20,0.0
2020-05-26,0.0
2020-05-27,-33.3333
2020-05-29,5.0
2020-06-01,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-08,96.119
2020-06-09,-2.8773
2020-06-10,100.0
2020-06-12,-18.75
2020-06-16,0.0
2020-06-17,-38.4615
2020-06-18,25.0
2020-06-19,20.0
2020-06-22,-33.3333
2020-06-23,0.0
2020-06-26,50.0
2020-06-29,-11.6667
2020-06-30,-52.8302
2020-07-01,140.0
2020-07-07,-25.0
2020-07-09,33.3333
2020-07-13,0.0
2020-07-14,-58.3333
2020-07-15,0.0
2020-07-17,60.0
2020-07-20,-37.5
2020-07-21,0.0
2020-07-27,40.0
2020-07-30,100.0
2020-07-31,-49.0
