ticker,FOCS US Equity
2018-12-13,1.1997
2018-12-14,-0.1046
2018-12-17,-2.7574
2018-12-18,2.2972
2018-12-19,-1.7544
2018-12-20,-8.892900000000001
2018-12-21,-5.5664
2018-12-24,-3.4869
2018-12-26,4.9462
2018-12-27,2.7459
2018-12-28,1.9146
2018-12-31,3.0528
2019-01-02,-0.2659
2019-01-03,-5.6359
2019-01-04,2.1388
2019-01-07,2.7262
2019-01-08,2.8846
2019-01-09,1.9064999999999999
2019-01-10,0.7704
2019-01-11,-2.6938
2019-01-14,-1.3094000000000001
2019-01-15,0.5307
2019-01-16,4.0724
2019-01-17,-0.8696
2019-01-18,0.0
2019-01-22,1.8639999999999999
2019-01-23,-1.3994
2019-01-24,1.1280999999999999
2019-01-25,2.1591
2019-01-28,0.8806
2019-01-29,1.6061
2019-01-30,-1.6838
2019-01-31,-1.7127
2019-02-01,1.5647
2019-02-04,1.7507000000000001
2019-02-05,2.2712
2019-02-06,0.7739
2019-02-07,-4.4073
2019-02-08,-1.5368
2019-02-11,2.0929
2019-02-12,0.7992
2019-02-13,-0.0689
2019-02-14,1.8627
2019-02-15,3.2509
2019-02-19,-0.5248
2019-02-20,1.088
2019-02-21,5.5121
2019-02-22,4.8223
2019-02-25,4.3645
2019-02-26,3.5321
2019-02-27,3.3297
2019-02-28,-0.0264
2019-03-01,3.4346
2019-03-04,-0.9195
2019-03-05,0.3351
2019-03-06,-2.1069
2019-03-07,-4.4357
2019-03-08,1.1535
2019-03-11,-0.896
2019-03-12,1.0959
2019-03-13,0.2168
2019-03-14,0.1352
2019-03-15,-1.6202999999999999
2019-03-18,-0.6039
2019-03-19,-4.4463
2019-03-20,-1.7052
2019-03-21,-0.4999
2019-03-22,-5.4374
2019-03-25,2.2188
2019-03-26,4.7386
2019-03-27,1.2843
2019-03-28,0.2305
2019-03-29,2.4727
2019-04-01,2.8058
2019-04-02,0.4094
2019-04-03,-2.7453
2019-04-04,2.152
2019-04-05,0.1642
2019-04-08,0.8194
2019-04-09,-1.0566
2019-04-10,2.0811
2019-04-11,-1.073
2019-04-12,1.3557000000000001
2019-04-15,0.0268
2019-04-16,0.2942
2019-04-17,-0.2133
2019-04-18,-1.6569
2019-04-22,1.5217
2019-04-23,0.3747
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,-1.0667
2019-05-02,1.0243
2019-05-03,3.3885
2019-05-06,-1.9355
2019-05-07,-1.6579000000000002
2019-05-08,0.1873
2019-05-09,-8.9744
2019-05-10,0.0
2019-05-13,-5.5458
2019-05-14,0.2175
2019-05-15,-0.744
2019-05-16,0.0625
2019-05-17,-2.1223
2019-05-20,-2.8061
2019-05-21,0.7218
2019-05-22,-1.2052
2019-05-23,-1.7473999999999998
2019-05-24,-1.2416
2019-05-28,0.8495
2019-05-29,0.2358
2019-05-30,-2.521
2019-05-31,-3.2759
2019-06-03,-1.6399
2019-06-04,3.5158
2019-06-05,-2.0308
2019-06-06,-2.2516
2019-06-07,0.9141
2019-06-10,2.4638
2019-06-11,-3.1825
2019-06-12,1.7896
2019-06-13,0.0718
2019-06-14,-0.502
2019-06-17,-0.3604
2019-06-18,0.7233
2019-06-19,0.3232
2019-06-20,-0.3221
2019-06-21,0.5386
2019-06-24,-3.0714
2019-06-25,-0.7001
2019-06-26,-0.1855
2019-06-27,2.2305
2019-06-28,-0.6909
2019-07-01,2.1604
2019-07-02,-0.1075
2019-07-03,0.7176
2019-07-05,-0.9619
2019-07-08,-0.4317
2019-07-09,0.0723
2019-07-10,0.361
2019-07-11,0.7554
2019-07-12,4.427
2019-07-15,-1.6752
2019-07-16,0.8345
2019-07-17,-3.0
2019-07-18,-0.2488
2019-07-19,1.7106
2019-07-22,-0.3153
2019-07-23,2.0738
2019-07-24,2.686
2019-07-25,-2.3474
2019-07-26,1.2706
2019-07-29,-3.1197
2019-07-30,-1.5401
2019-07-31,-0.7821
2019-08-01,-5.8044
2019-08-02,1.4454
2019-08-05,-4.6869
2019-08-06,0.118
2019-08-07,-2.0432
2019-08-08,-2.9282
2019-08-09,-0.3306
2019-08-12,-5.6799
2019-08-13,2.8571
2019-08-14,-6.4103
2019-08-15,-2.2374
2019-08-16,1.588
2019-08-19,0.0
2019-08-20,0.046
2019-08-21,-0.6434
2019-08-22,-1.8963999999999999
2019-08-23,-4.7619
2019-08-26,0.396
2019-08-27,-0.789
2019-08-28,-1.2425
2019-08-29,1.4092
2019-08-30,1.8362
2019-09-03,-3.6062
2019-09-04,-1.0111
2019-09-05,3.3197
2019-09-06,0.0
2019-09-09,4.3994
2019-09-10,5.7765
2019-09-11,2.4172000000000002
2019-09-12,0.0
2019-09-13,1.6171
2019-09-16,1.5053999999999998
2019-09-17,-0.339
2019-09-18,-0.1701
2019-09-19,0.5111
2019-09-20,1.6524999999999999
2019-09-23,0.1251
2019-09-24,-1.5404
2019-09-25,1.2262
2019-09-26,-1.0025
2019-09-27,0.2743
2019-09-30,0.1473
2019-10-01,-0.1681
2019-10-02,-1.9781
2019-10-03,-3.2632
2019-10-04,-1.7309999999999999
2019-10-07,-2.7552
2019-10-08,-1.1612
2019-10-09,2.2086
2019-10-10,1.1494
2019-10-11,3.0909
2019-10-14,-0.3748
2019-10-15,1.7482
2019-10-16,-2.5663
2019-10-17,-0.6696
2019-10-18,-0.0899
2019-10-21,1.6194
2019-10-22,-0.9296
2019-10-23,-1.1171
2019-10-24,-2.0786
2019-10-25,1.4767000000000001
2019-10-28,3.0923
2019-10-29,-0.4411
2019-10-30,-2.1267
2019-10-31,-0.9507
2019-11-01,3.1536
2019-11-04,3.4116
2019-11-05,-0.3856
2019-11-06,2.2366
2019-11-07,10.0126
2019-11-08,2.218
2019-11-11,-0.823
2019-11-12,-0.943
2019-11-13,0.9139
2019-11-14,0.4151
2019-11-15,0.4885
2019-11-18,-1.6829
2019-11-19,1.9779
2019-11-20,-2.7229
2019-11-21,2.0705999999999998
2019-11-22,1.3899
2019-11-25,3.4457
2019-11-26,-1.2536
2019-11-27,1.4870999999999999
2019-11-29,0.4646
2019-12-02,-0.7115
2019-12-03,-2.2214
2019-12-04,-0.1832
2019-12-05,-0.9912
2019-12-06,0.8528
2019-12-09,-1.4338
2019-12-10,2.5737
2019-12-11,1.4545
2019-12-12,1.0753
2019-12-13,1.8439999999999999
2019-12-16,0.9401
2019-12-17,-3.1734999999999998
2019-12-18,4.6669
2019-12-19,1.5997
2019-12-20,-0.3685
2019-12-23,-0.538
2019-12-24,0.6761
2019-12-26,1.4775
2019-12-27,-1.9193
2019-12-30,0.4049
2019-12-31,-0.9745
2020-01-02,0.509
2020-01-03,-1.0804
2020-01-06,1.9795
2020-01-07,0.6024
2020-01-08,0.998
2020-01-09,0.5599
2020-01-10,-2.9807
2020-01-13,2.1269
2020-01-14,-1.7025000000000001
2020-01-15,-3.6489000000000003
2020-01-16,-5.445
2020-01-17,4.3189
2020-01-21,2.3001
2020-01-22,2.9402
2020-01-23,-1.0081
2020-01-24,-4.9559
2020-01-27,-0.3214
2020-01-28,0.8241
2020-01-29,0.8173
2020-01-30,1.1280000000000001
2020-01-31,-1.5335999999999999
2020-02-03,2.4779
2020-02-04,0.5872
2020-02-05,1.0302
2020-02-06,-1.4276
2020-02-07,-2.6897
2020-02-10,3.012
2020-02-11,1.4447999999999999
2020-02-12,0.8817
2020-02-13,0.1681
2020-02-14,-0.4027
2020-02-18,0.9097
2020-02-19,3.5392
2020-02-20,9.771
2020-02-21,-0.3819
2020-02-24,-6.6352
2020-02-25,-4.3272
2020-02-26,-3.9947
2020-02-27,-4.2641
2020-02-28,-2.3348
2020-03-02,3.8433
2020-03-03,-4.4448
2020-03-04,1.742
2020-03-05,-6.4845
2020-03-06,-1.7530000000000001
2020-03-09,-7.4148
2020-03-10,0.8137
2020-03-11,-8.2838
2020-03-12,-18.2955
2020-03-13,8.1633
2020-03-16,-17.2432
2020-03-17,0.57
2020-03-18,-12.5945
2020-03-19,18.5879
2020-03-20,4.0705
2020-03-23,-1.9264000000000001
2020-03-24,20.9524
2020-03-25,4.7244
2020-03-26,9.586500000000001
2020-03-27,-4.717
2020-03-30,1.4401
2020-03-31,2.0852
2020-04-01,-9.2134
2020-04-02,-6.0795
2020-04-03,-4.893
2020-04-06,4.2872
2020-04-07,3.0062
2020-04-08,1.3719000000000001
2020-04-09,2.1161
2020-04-13,-8.8675
2020-04-14,4.3363
2020-04-15,-0.963
2020-04-16,-3.8383000000000003
2020-04-17,10.165
2020-04-20,-4.058
2020-04-21,-2.719
2020-04-22,0.5176
2020-04-23,2.0597
2020-04-24,0.5045
2020-04-27,9.8896
2020-04-28,10.5984
2020-04-29,5.2458
2020-04-30,-6.3579
2020-05-01,-5.1551
2020-05-04,2.7839
2020-05-05,-2.1496
2020-05-06,0.2636
2020-05-07,5.39
2020-05-08,2.9106
2020-05-11,-6.7071
2020-05-12,-5.7168
2020-05-13,-6.5227
2020-05-14,6.7322
2020-05-15,3.5911999999999997
2020-05-18,7.4222
2020-05-19,-1.8204
2020-05-20,8.7653
2020-05-21,10.616
2020-05-22,-2.1366
2020-05-26,0.9306
2020-05-27,4.3617
2020-05-28,-3.228
2020-05-29,-2.2472
2020-06-01,-1.5086
2020-06-02,0.2553
2020-06-03,8.1484
2020-06-04,-1.7154
2020-06-05,1.3176
2020-06-08,2.8542
2020-06-09,-0.0657
2020-06-10,-3.3191
2020-06-11,-8.1917
2020-06-12,3.4802
2020-06-15,4.1145
2020-06-16,2.8179
2020-06-17,-0.635
2020-06-18,1.0091
2020-06-19,0.333
2020-06-22,-1.2612
2020-06-23,9.5798
2020-06-24,-8.7423
2020-06-25,0.8739
2020-06-26,-4.7318
2020-06-29,5.5614
2020-06-30,9.5096
2020-07-01,0.9077
2020-07-02,1.5292
2020-07-06,0.2067
2020-07-07,-1.061
2020-07-08,4.2895
2020-07-09,-1.8279999999999998
2020-07-10,2.5313
2020-07-13,-1.1918
2020-07-14,1.8667
2020-07-15,4.088
2020-07-16,4.117
2020-07-17,-1.795
2020-07-20,2.9669
2020-07-21,-0.9776
2020-07-22,0.0
2020-07-23,-1.5848
2020-07-24,-0.7128
2020-07-27,1.0635
2020-07-28,-3.1834
2020-07-29,0.8696
2020-07-30,0.3772
2020-07-31,-0.832
