ticker,ORCC US Equity
2019-12-06,0.1111
2019-12-09,0.0555
2019-12-10,-0.2773
2019-12-11,0.1112
2019-12-12,0.9444
2019-12-13,0.1651
2019-12-16,-1.0989
2019-12-17,0.0
2019-12-18,-0.1111
2019-12-19,2.0022
2019-12-20,-0.4907
2019-12-23,-1.1507
2019-12-24,0.8315
2019-12-26,2.5289
2019-12-27,2.5737
2019-12-30,-3.1887
2019-12-31,-1.541
2020-01-02,-0.7267
2020-01-03,-2.1396
2020-01-06,-1.2658
2020-01-07,0.7576
2020-01-08,-1.0411
2020-01-09,0.5845
2020-01-10,-1.9175
2020-01-13,0.9479
2020-01-14,-1.8779
2020-01-15,-3.5286999999999997
2020-01-16,-0.744
2020-01-17,-0.9994
2020-01-21,0.1893
2020-01-22,0.4408
2020-01-23,0.1881
2020-01-24,-0.438
2020-01-27,-0.3771
2020-01-28,0.2524
2020-01-29,0.0
2020-01-30,-0.2517
2020-01-31,-0.5678
2020-02-03,-0.2538
2020-02-04,-0.1272
2020-02-05,-0.1911
2020-02-06,1.7229999999999999
2020-02-07,-0.6274
2020-02-10,0.1263
2020-02-11,0.5044
2020-02-12,-0.5019
2020-02-13,0.2522
2020-02-14,0.0
2020-02-18,-0.5031
2020-02-19,0.1264
2020-02-20,-1.3258
2020-02-21,1.2156
2020-02-24,-1.7699
2020-02-25,-4.0541
2020-02-26,2.2803
2020-02-27,-1.5737999999999999
2020-02-28,1.4657
2020-03-02,0.197
2020-03-03,-0.9174
2020-03-04,0.7937
2020-03-05,-0.6562
2020-03-06,-2.8402
2020-03-09,-9.9932
2020-03-10,-2.1903
2020-03-11,-2.471
2020-03-12,-6.6508
2020-03-13,4.3257
2020-03-16,-8.0488
2020-03-17,-3.9788
2020-03-18,-13.8122
2020-03-19,16.6667
2020-03-20,-6.4103
2020-03-23,-19.2759
2020-03-24,17.4545
2020-03-25,4.3344
2020-03-26,10.5836
2020-03-27,2.5045
2020-03-30,4.3629999999999995
2020-03-31,-0.2593
2020-04-01,-2.3397
2020-04-02,-8.5182
2020-04-03,-1.6489
2020-04-06,8.6785
2020-04-07,8.0762
2020-04-08,3.7782999999999998
2020-04-09,9.1424
2020-04-13,-4.0771
2020-04-14,-2.0093
2020-04-15,-7.8864
2020-04-16,1.1985999999999999
2020-04-17,2.2843
2020-04-20,-2.1505
2020-04-21,-3.5503
2020-04-22,2.9798
2020-04-23,1.0213
2020-04-24,3.1171
2020-04-27,4.1667
2020-04-28,-0.9412
2020-04-29,0.2375
2020-04-30,1.8957000000000002
2020-05-01,-2.7907
2020-05-04,-2.4721
2020-05-05,0.7359
2020-05-06,2.8409
2020-05-07,3.7885
2020-05-08,-2.5095
2020-05-11,-1.3261
2020-05-12,0.4743
2020-05-13,-4.406
2020-05-14,1.07
2020-05-15,-1.4658
2020-05-18,5.6198
2020-05-19,-2.3474
2020-05-20,1.4423
2020-05-21,0.079
2020-05-22,-0.8682
2020-05-26,0.7166
2020-05-27,0.5534
2020-05-28,-1.1006
2020-05-29,-1.9078
2020-06-01,0.0
2020-06-02,3.4846
2020-06-03,-0.2349
2020-06-04,-0.471
2020-06-05,1.1041
2020-06-08,2.5741
2020-06-09,-1.749
2020-06-10,-1.8576000000000001
2020-06-11,-5.9148
2020-06-12,2.4308
2020-06-15,1.6367
2020-06-16,0.4026
2020-06-17,-0.1604
2020-06-18,-0.0803
2020-06-19,0.8039
2020-06-22,-0.0797
2020-06-23,-0.0798
2020-06-24,-2.1565
2020-06-25,2.2857
2020-06-26,-0.2394
2020-06-29,1.8399999999999999
2020-06-30,-0.081
2020-07-01,0.4866
2020-07-02,-0.8878
2020-07-06,1.3844
2020-07-07,-2.5703
2020-07-08,1.1542
2020-07-09,0.7335
2020-07-10,-0.0809
2020-07-13,-0.4858
2020-07-14,1.7901
2020-07-15,1.5188000000000001
2020-07-16,-0.7087
2020-07-17,-0.9516
2020-07-20,-2.4019
2020-07-21,-0.5742
2020-07-22,1.5676999999999999
2020-07-23,-1.9496
2020-07-24,-1.8227
2020-07-27,-1.097
2020-07-28,-0.1706
2020-07-29,1.5385
2020-07-30,1.431
2020-07-31,1.6598000000000002
