ticker,SVVB US Equity
2018-08-03,-3.7037
2018-08-08,3.8462
2018-08-13,1.4815
2018-08-15,-5.1095
2018-08-16,0.0
2018-08-17,0.3846
2018-08-30,-2.2989
2018-09-04,-1.9607999999999999
2018-09-07,0.0
2018-09-12,-3.44
2018-10-03,0.2486
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,-0.0826
2018-10-16,-0.0827
2018-10-23,-2.3179
2018-10-30,-2.5423999999999998
2018-11-16,-3.0435
2018-11-19,2.4215
2018-11-27,-1.3135
2018-12-03,-0.4437
2018-12-04,0.0
2018-12-06,-1.9607999999999999
2018-12-07,-0.4545
2018-12-12,0.4566
2018-12-18,-4.5455
2019-01-11,4.7619
2019-01-15,0.9091
2019-02-01,-0.9009
2019-02-06,0.1818
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-26,-0.9074
2019-03-14,-0.9158
2019-03-15,1.6636
2019-03-19,-0.5909
2019-03-26,0.5944
2019-03-27,0.4545
2019-04-02,0.4525
2019-04-03,-0.4505
2019-04-04,-2.5339
2019-04-05,0.7428
2019-04-11,-0.6452
2019-05-06,0.6503
2019-05-14,-0.0009
2019-06-06,1.2903
2019-06-18,-2.0018
2019-07-10,1.2071
2019-07-11,-1.3761
2019-07-18,-0.3721
2019-07-23,0.3735
2019-08-12,-1.5814
2019-08-13,0.189
2019-08-14,-0.283
2019-08-21,0.2838
2019-08-23,-0.283
2019-08-26,0.0
2019-08-27,0.0
2019-09-09,-0.6623
2019-09-17,0.0
2019-09-27,-0.4771
2019-10-01,-1.1474
2019-10-18,1.6457000000000002
2019-11-06,0.9524
2019-11-13,0.0943
2019-11-14,-0.0943
2019-11-18,0.0
2019-11-20,3.7736
2019-11-21,1.8182
2019-11-22,-1.3393
2019-11-25,-0.4525
2019-11-26,0.9091
2019-12-06,5.4054
2019-12-10,-1.7094
2019-12-18,-3.3043
2019-12-19,-0.0899
2019-12-20,0.09
2019-12-23,3.4173
2019-12-26,-2.5217
2019-12-31,3.9251
2020-01-14,0.8584
2020-01-22,-1.8723
2020-01-24,0.1735
2020-02-06,0.0
2020-02-11,-2.0779
2020-02-13,-1.8568
2020-02-14,-0.4505
2020-02-19,0.0
2020-02-20,0.4525
2020-02-21,1.8018
2020-02-27,-2.6549
2020-02-28,-1.6364
2020-03-03,-1.8484
2020-03-05,-3.7664999999999997
2020-03-06,-0.1957
2020-03-09,-1.9607999999999999
2020-03-11,-5.5
2020-03-12,-24.8677
2020-03-13,5.6338
2020-03-16,-6.6667
2020-03-24,7.1429
2020-03-26,1.8667
2020-03-31,1.4398
2020-04-08,3.2258
2020-04-13,0.0
2020-04-15,1.875
2020-04-22,-0.6135
2020-04-27,4.321
2020-04-28,0.0
2020-04-30,0.5917
2020-05-06,-0.5871
2020-05-14,-2.368
2020-05-20,-2.4242
2020-06-03,0.6211
2020-06-05,-0.6173
2020-06-09,-2.7329
2020-06-15,2.5543
2020-06-24,-3.4869
2020-06-25,-1.6774
2020-06-30,0.0
2020-07-08,0.5249
2020-07-09,-2.0888
2020-07-13,-1.8667
2020-07-21,-0.1359
2020-07-31,0.6803
