ticker,EOSS US Equity
2017-09-15,0.0
2017-09-18,-13.4783
2017-09-19,3.0151
2017-09-20,-2.439
2017-09-21,-11.0
2017-09-22,0.5618
2017-09-25,5.0279
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,-9.0426
2017-09-29,-0.5848
2017-10-02,-8.8235
2017-10-04,0.0
2017-10-05,-0.6452
2017-10-09,-2.5974
2017-10-10,-4.6
2017-10-11,-3.7666
2017-10-12,-0.5156
2017-10-13,-8.7591
2017-10-16,0.0
2017-10-18,0.0
2017-10-20,24.0
2017-10-23,-47.6774
2017-10-24,78.7916
2017-10-25,0.0
2017-10-26,-6.8966
2017-10-27,-1.4815
2017-10-30,-29.8063
2017-10-31,7.115
2017-11-02,10.0
2017-11-03,-9.0909
2017-11-06,0.0
2017-11-07,20.0
2017-11-08,-0.8333
2017-11-09,-15.9664
2017-11-10,0.0
2017-11-14,0.0
2017-11-16,-15.0
2017-11-17,-37.5765
2017-11-20,0.0
2017-11-21,3.6562
2017-11-27,18.1818
2017-11-28,7.6923
2017-11-30,57.1429
2017-12-04,27.7273
2017-12-05,4.9822
2017-12-26,-5.0847
2018-01-02,-6.4286
2018-01-03,-12.3435
2018-01-04,-4.2062
2018-01-26,27.2727
2018-01-29,-21.4286
2018-01-31,27.2727
2018-02-08,-22.0
2018-02-28,9.8901
2018-03-06,-16.6667
2018-03-15,39.0
2018-03-20,-6.4748
2018-03-23,13.8462
2018-03-28,35.1351
2018-04-25,-45.0
2018-04-26,-50.7273
2018-04-30,176.7528
2018-05-01,0.0
2018-05-02,-32.6667
2018-05-03,97.0297
2018-05-04,-44.7236
2018-05-24,80.0
2018-06-11,-0.5051
2018-07-19,1.5228000000000002
2018-08-07,-31.5
2018-08-09,43.7956
2018-08-13,0.0
2018-08-14,21.8274
2018-08-17,4.1667
2018-08-29,-4.0
2018-09-11,-46.25
2018-09-12,-22.4806
2018-09-13,98.0
2018-09-28,-49.4949
2018-10-01,125.0
2018-10-04,-33.3333
2018-10-05,33.3333
2018-10-08,12.0
2018-10-12,-46.4286
2018-10-15,24.1667
2018-10-16,0.6711
2018-10-25,-30.0
2018-10-26,38.0952
2018-10-29,-34.4828
2018-10-30,94.7368
2018-10-31,2.7027
2018-11-23,-49.9368
2018-11-26,57.6955
2018-11-28,-63.3333
2018-11-29,227.2727
2018-12-12,-2.7778
2019-02-14,8.5714
2019-03-12,-65.7263
2019-03-13,130.344
2019-03-14,26.6667
2019-03-15,5.2632
2019-03-18,35.5
2019-03-22,29.1513
2019-03-27,-31.4286
2019-04-01,4.1667
2019-06-17,-40.0
2019-06-18,65.3333
2019-06-19,-4.8387
2019-06-20,-32.2034
2019-06-21,24.375
2019-06-26,-44.7236
2019-06-27,35.4545
2019-06-28,-2.6846
2019-07-15,72.4138
2019-07-16,-20.8
2019-07-18,-4.5455
2019-07-25,-21.164
2019-07-26,26.8456
2019-07-29,5.8201
2019-07-30,0.0
2019-08-01,-2.5
2019-08-05,-3.0769
2019-08-06,-10.0529
2019-08-08,-11.7647
2019-08-13,-16.6667
2019-08-14,20.0
2019-09-03,-23.3333
2019-09-06,39.1304
2019-09-18,-6.25
2019-10-21,6.6667
2019-10-22,50.0
2019-10-25,-37.9167
2019-11-15,0.6711
2019-12-17,0.0
2020-01-03,0.0
2020-02-03,-17.3333
2020-03-23,0.8065
2020-03-26,-20.0
2020-04-17,0.0
2020-04-23,49.0
2020-06-18,-6.0403
2020-06-23,-39.2857
2020-06-29,76.4706
2020-06-30,0.0
2020-07-10,0.0
2020-07-20,0.0
2020-07-21,-43.3333
2020-07-29,76.4706
