ticker,SDRLF US Equity
2018-11-21,6.424
2018-11-23,-3.89
2018-11-26,0.4885
2018-11-27,1.8056
2018-11-28,-1.9100000000000001
2018-11-29,2.3644
2018-11-30,-7.4049
2018-12-03,11.9589
2018-12-04,-1.5727
2018-12-06,-9.7204
2018-12-07,4.056
2018-12-10,-8.7172
2018-12-11,-5.9006
2018-12-12,0.2475
2018-12-13,-8.8889
2018-12-14,-0.7227
2018-12-17,-8.3712
2018-12-18,-8.5402
2018-12-19,-4.2345
2018-12-20,-0.7937
2018-12-21,0.0
2018-12-24,-10.2857
2018-12-26,13.5032
2018-12-27,1.7957
2018-12-28,4.5204
2018-12-31,2.8481
2019-01-02,5.8462
2019-01-03,-2.907
2019-01-04,5.489
2019-01-07,6.9063
2019-01-08,-1.5929
2019-01-09,-1.0791
2019-01-10,-2.9091
2019-01-11,-4.9625
2019-01-14,-6.1084
2019-01-15,0.6296
2019-01-16,-3.024
2019-01-17,2.3656
2019-01-18,3.4664
2019-01-22,-8.0203
2019-01-23,-3.8631
2019-01-24,3.5591
2019-01-25,1.4412
2019-01-28,-3.8251
2019-01-29,0.0
2019-01-30,0.9091
2019-01-31,-3.1532
2019-02-01,-2.093
2019-02-04,2.8504
2019-02-05,0.4619
2019-02-06,-1.7241
2019-02-07,-5.0292
2019-02-08,-0.4926
2019-02-11,-3.3416
2019-02-12,3.8411999999999997
2019-02-13,2.3428
2019-02-14,0.0
2019-02-15,4.3373
2019-02-19,0.3464
2019-02-20,-0.8055
2019-02-21,-1.5081
2019-02-22,0.8245
2019-02-25,3.3879
2019-02-26,-0.226
2019-02-27,-0.453
2019-02-28,-1.8203
2019-03-01,-0.3476
2019-03-04,2.2093
2019-03-05,-0.2275
2019-03-06,0.2281
2019-03-07,-0.7964
2019-03-08,-7.9128
2019-03-11,2.6151999999999997
2019-03-12,4.2476
2019-03-13,5.9371
2019-03-14,-2.0879
2019-03-15,0.2245
2019-03-18,2.2396
2019-03-19,1.0953
2019-03-20,3.792
2019-03-21,5.9498999999999995
2019-03-22,-9.2611
2019-03-25,-4.3431
2019-03-26,-1.8161
2019-03-27,-4.3931000000000004
2019-03-28,0.8464
2019-03-29,-0.3597
2019-04-01,4.2118
2019-04-02,3.4642
2019-04-03,3.0134
2019-04-04,-1.6251
2019-04-05,0.3304
2019-04-08,2.5247
2019-04-09,1.0707
2019-04-10,4.8729
2019-04-11,-1.2121
2019-04-12,-1.7382
2019-04-15,-3.7461
2019-04-16,0.2162
2019-04-17,-2.2654
2019-04-18,-1.1038000000000001
2019-04-22,9.375
2019-04-23,-0.3061
2019-04-24,-1.1259000000000001
2019-04-25,0.9317
2019-04-26,-5.1282
2019-04-29,0.4324
2019-04-30,-12.4865
2019-05-01,-1.722
2019-05-02,-1.5019
2019-05-03,0.6353
2019-05-06,0.8838
2019-05-07,-10.0125
2019-05-08,0.4172
2019-05-09,0.6925
2019-05-10,-0.4127
2019-05-13,-4.6961
2019-05-14,4.7826
2019-05-15,2.0747
2019-05-16,0.813
2019-05-17,-2.2849
2019-05-20,-1.9257
2019-05-21,1.1219999999999999
2019-05-22,-2.4965
2019-05-23,-22.9018
2019-05-24,1.476
2019-05-28,-22.7273
2019-05-29,-4.2353
2019-05-30,5.8968
2019-05-31,-8.5847
2019-06-03,1.0152
2019-06-04,1.2563
2019-06-05,-6.6998
2019-06-06,-1.0638
2019-06-07,-2.1505
2019-06-10,-0.5495
2019-06-11,-4.4199
2019-06-12,-7.5145
2019-06-13,7.5
2019-06-14,-9.3023
2019-06-17,-2.8846
2019-06-18,7.5908
2019-06-19,1.227
2019-06-20,15.4545
2019-06-21,3.9370000000000003
2019-06-24,-6.5657
2019-06-25,-4.0541
2019-06-26,10.9859
2019-06-27,5.8376
2019-06-28,-0.2398
2019-07-01,18.2692
2019-07-02,-8.5366
2019-07-03,0.2222
2019-07-05,-0.2217
2019-07-08,3.3333
2019-07-09,-4.9462
2019-07-10,1.81
2019-07-11,-4.0
2019-07-12,-1.6204
2019-07-15,-6.3529
2019-07-16,-2.5126
2019-07-17,-3.0928
2019-07-18,-1.8617
2019-07-19,-0.271
2019-07-22,3.5326
2019-07-23,8.1365
2019-07-24,6.068
2019-07-25,-3.8902
2019-07-26,-0.4762
2019-07-29,-8.8517
2019-07-30,3.4121
2019-07-31,4.0609
2019-08-01,-7.8049
2019-08-02,-14.8148
2019-08-05,-5.5901
2019-08-06,-0.9868
2019-08-07,-10.299
2019-08-08,-0.3704
2019-08-09,-5.948
2019-08-12,-8.3004
2019-08-13,4.3103
2019-08-14,-7.0248
2019-08-15,-7.1111
2019-08-16,28.2297
2019-08-19,1.1194
2019-08-20,0.369
2019-08-21,1.4706000000000001
2019-08-22,-9.058
2019-08-23,-9.5618
2019-08-26,0.0
2019-08-27,-5.2863
2019-08-28,11.1628
2019-08-29,5.4393
2019-08-30,-6.746
2019-09-03,-4.6809
2019-09-04,9.375
2019-09-05,1.6327
2019-09-06,7.6305
2019-09-09,6.3433
2019-09-10,15.7895
2019-09-11,6.0606
2019-09-12,-12.0
2019-09-13,2.9221
2019-09-16,6.6246
2019-09-17,-6.213
2019-09-18,-8.2019
2019-09-19,-10.6529
2019-09-20,-7.6923
2019-09-23,-2.0833
2019-09-24,-9.3617
2019-09-25,2.8169
2019-09-26,-5.9361
2019-09-27,0.9709
2019-09-30,0.9615
2019-10-01,-3.8095
2019-10-02,-3.4653
2019-10-03,-3.5897
2019-10-04,-1.5957
2019-10-07,-4.8649000000000004
2019-10-08,-2.8409
2019-10-09,4.6784
2019-10-10,-3.352
2019-10-11,10.4046
2019-10-14,-3.1414
2019-10-15,-1.0811
2019-10-16,0.5464
2019-10-17,0.5435
2019-10-18,1.0811
2019-10-21,1.0695000000000001
2019-10-22,-1.5873
2019-10-23,2.1505
2019-10-24,1.0526
2019-10-25,0.0
2019-10-28,1.5625
2019-10-29,-1.0256
2019-10-30,-7.772
2019-10-31,-1.1236
2019-11-01,6.25
2019-11-04,2.6738
2019-11-05,-5.2083
2019-11-06,-5.4945
2019-11-07,1.1628
2019-11-08,-4.023
2019-11-11,-4.7904
2019-11-12,-8.1761
2019-11-13,-2.0548
2019-11-14,-4.1958
2019-11-15,0.0
2019-11-18,-4.3796
2019-11-19,0.0
2019-11-20,-6.8702
2019-11-21,-19.4016
2019-11-22,7.8003
2019-11-25,10.3774
2019-11-26,-5.1282
2019-11-27,5.4054
2019-11-29,-4.2735
2019-12-02,-1.7856999999999998
2019-12-03,-3.6364
2019-12-04,4.717
2019-12-05,-0.9009
2019-12-06,7.2727
2019-12-09,5.9322
2019-12-10,4.0
2019-12-11,3.8462
2019-12-12,1.4815
2019-12-13,1.4599
2019-12-16,6.4748
2019-12-17,-4.0541
2019-12-18,5.6338
2019-12-19,14.6667
2019-12-20,-1.7442
2019-12-23,38.4615
2019-12-24,17.5214
2019-12-26,-9.4545
2019-12-27,-9.2369
2019-12-30,4.8673
2019-12-31,7.173
2020-01-02,-0.7874
2020-01-03,-2.7778
2020-01-06,-0.8163
2020-01-07,-5.3498
2020-01-08,-10.8696
2020-01-09,-3.4146
2020-01-10,-3.5354
2020-01-13,-5.2356
2020-01-14,-4.4199
2020-01-15,-2.8902
2020-01-16,3.5714
2020-01-17,4.5977
2020-01-21,-10.4396
2020-01-22,-6.135
2020-01-23,-9.8039
2020-01-24,6.5217
2020-01-27,-8.8435
2020-01-28,3.7313
2020-01-29,0.0
2020-01-30,-0.7194
2020-01-31,-0.7246
2020-02-03,-2.9196999999999997
2020-02-04,3.0075
2020-02-05,10.9489
2020-02-06,0.0
2020-02-07,-8.5526
2020-02-10,-2.8777
2020-02-11,3.7037
2020-02-12,3.5714
2020-02-13,-2.069
2020-02-14,1.4085
2020-02-18,0.0
2020-02-19,-4.8611
2020-02-20,0.7299
2020-02-21,-1.4493
2020-02-24,-8.0882
2020-02-25,-5.6
2020-02-26,1.6949
2020-02-27,-15.0
2020-02-28,7.8431
2020-03-02,-4.5455
2020-03-03,-5.7429
2020-03-04,3.0615
2020-03-05,-3.9118
2020-03-06,-16.3147
2020-03-09,-32.1995
2020-03-10,22.2802
2020-03-11,-5.7941
2020-03-12,-9.4443
2020-03-13,25.8404
2020-03-16,-21.9041
2020-03-17,12.2435
2020-03-18,-20.0188
2020-03-19,7.4639
2020-03-20,0.0
2020-03-23,-11.3818
2020-03-24,10.792
2020-03-25,-7.0556
2020-03-26,3.148
2020-03-27,-9.0786
2020-03-30,-2.2732
2020-03-31,-6.5217
2020-04-01,-2.3256
2020-04-02,4.2143
2020-04-03,-2.9015
2020-04-06,17.647100000000002
2020-04-07,10.02
2020-04-08,15.9971
2020-04-09,35.8564
2020-04-13,-13.4733
2020-04-14,-5.5459
2020-04-15,-21.990099999999998
2020-04-16,9.2998
2020-04-17,-0.5132
2020-04-20,-5.1414
2020-04-21,-6.1744
2020-04-22,4.6738
2020-04-23,10.5197
2020-04-24,1.0019
2020-04-27,-7.44
2020-04-28,-3.7511
2020-04-29,4.8671
2020-04-30,-1.764
2020-05-01,-6.0669
2020-05-04,1.2806
2020-05-05,-2.5105
2020-05-06,-4.9624
2020-05-07,4.4502
2020-05-08,0.303
2020-05-11,-0.1888
2020-05-12,-5.4094999999999995
2020-05-13,-3.3993
2020-05-14,-2.07
2020-05-15,-4.4811
2020-05-18,4.0938
2020-05-19,3.1675
2020-05-20,3.0291
2020-05-21,9.9
2020-05-22,-10.4641
2020-05-26,5.3252
2020-05-27,0.386
2020-05-28,-7.7278
2020-05-29,-2.0625
2020-06-01,-1.3827
2020-06-02,-20.082
2020-06-03,-7.5843
2020-06-04,-13.5514
2020-06-05,33.1081
2020-06-08,128.5279
2020-06-09,-39.5935
2020-06-10,16.0324
2020-06-11,-16.0355
2020-06-12,7.4542
2020-06-15,1.3172
2020-06-16,2.2188
2020-06-17,-5.6809
2020-06-18,-1.6541000000000001
2020-06-19,-6.819
2020-06-22,-15.6366
2020-06-23,0.0
2020-06-24,-9.0698
2020-06-25,0.2558
2020-06-26,-0.5102
2020-06-29,10.2564
2020-06-30,0.0
2020-07-01,5.1628
2020-07-02,-0.4865
2020-07-06,-0.4444
2020-07-07,-8.482099999999999
2020-07-08,1.2195
2020-07-09,-1.2048
2020-07-10,-4.3902
2020-07-13,-2.5255
2020-07-14,-2.4732
2020-07-15,0.6306
2020-07-16,0.8
2020-07-17,0.5556
2020-07-20,2.7361
2020-07-21,4.6863
2020-07-22,-0.4403
2020-07-23,-4.1769
2020-07-24,-3.5487
2020-07-27,1.2601
2020-07-28,-2.2841
2020-07-29,-0.54
2020-07-30,5.0812
2020-07-31,10.5398
