ticker,PEMC US Equity
2006-12-01,25.0
2006-12-21,50.0
2007-01-10,-13.3333
2007-01-11,-38.4615
2007-01-17,75.0
2007-01-19,78.5714
2007-01-22,104.0
2007-01-23,0.0
2007-01-24,-21.5686
2007-01-26,-62.5
2007-01-29,26.6667
2007-01-31,57.8947
2007-02-09,0.0
2007-02-12,-16.6667
2007-02-13,40.0
2007-02-14,14.2857
2007-02-15,0.0
2007-02-16,-12.5
2007-02-22,-14.2857
2007-02-23,0.0
2007-02-26,-6.6667
2007-02-27,-10.7143
2007-02-28,20.0
2007-03-01,33.3333
2007-03-02,27.5
2007-03-05,17.647100000000002
2007-03-06,25.0
2007-03-07,0.0
2007-03-08,13.3333
2007-03-09,0.0
2007-03-12,-2.9412000000000003
2007-03-13,-15.1515
2007-03-14,-21.4286
2007-03-15,9.0909
2007-03-16,6.6667
2007-03-19,1.5625
2007-03-20,12.3077
2007-03-21,36.9863
2007-03-22,1.0
2007-03-23,8.9109
2007-03-26,-6.3636
2007-03-27,-1.9417
2007-03-28,-0.9901
2007-03-29,-20.0
2007-03-30,25.0
2007-04-02,1.0
2007-04-03,0.9901
2007-04-04,-0.9804
2007-04-05,-10.8911
2007-04-10,5.5556
2007-04-11,6.3158
2007-04-12,13.8614
2007-04-13,4.3478
2007-04-16,-4.1667
2007-04-17,-8.6957
2007-04-18,-3.8095
2007-04-19,23.7624
2007-04-23,-8.0
2007-04-24,-12.1739
2007-04-25,0.0
2007-04-26,-0.9901
2007-04-27,-2.0
2007-04-30,0.0
2007-05-01,-20.4082
2007-05-02,2.5641
2007-05-07,-12.5
2007-05-08,7.1429
2007-05-10,5.3333
2007-05-15,0.0
2007-05-16,-18.9873
2007-05-17,1.5625
2007-05-18,6.1538
2007-05-21,15.942
2007-05-22,12.5
2007-05-24,-17.7778
2007-05-29,-5.4054
2007-05-31,-14.2857
2007-06-04,6.6667
2007-06-11,-20.3125
2007-06-13,0.0
2007-06-14,17.647100000000002
2007-06-15,0.0
2007-06-18,-41.6667
2007-06-20,51.4286
2007-06-25,0.0
2007-06-26,-24.5283
2007-07-05,7.5
2007-07-17,-6.9767
2007-07-19,0.0
2007-07-20,27.5
2007-07-27,-21.5686
2007-07-31,2.5
2007-08-01,24.3902
2007-08-02,-17.647100000000002
2007-08-08,0.0
2007-08-10,-16.6667
2007-08-29,0.0
2007-08-30,0.0
2007-08-31,5.7143
2007-09-04,37.8378
2007-09-06,-23.5294
2007-09-07,-20.5128
2007-09-10,70.9677
2007-09-12,-39.6226
2007-09-18,93.75
2007-09-19,-14.5161
2007-09-20,3.7736
2007-09-21,3.6364
2007-09-24,22.807
2007-09-25,7.1429
2007-09-26,13.3333
2007-09-27,-11.7647
2007-09-28,6.6667
2007-10-03,0.0
2007-10-04,-8.75
2007-10-08,-4.1096
2007-10-09,-4.2857
2007-10-12,19.403
2007-10-15,2.5
2007-10-16,21.9512
2007-10-17,0.0
2007-10-19,1.0
2007-10-22,0.0
2007-10-24,3.9604
2007-10-25,0.0
2007-10-26,0.0
2007-10-29,-3.8095
2007-10-30,-14.8515
2007-10-31,4.6512
2007-11-05,-14.4444
2007-11-06,0.0
2007-11-07,-2.5974
2007-11-09,-17.3333
2007-11-13,45.1613
2007-11-15,0.0
2007-11-16,-14.4444
2007-11-20,16.8831
2007-11-21,-13.3333
2007-11-26,-29.4872
2007-11-27,27.2727
2007-11-28,-21.4286
2007-11-30,18.1818
2007-12-04,-15.3846
2007-12-05,0.0
2007-12-06,0.0
2007-12-10,1.8182
2007-12-18,0.0
2007-12-19,-37.5
2007-12-21,20.0
2007-12-24,19.0476
2007-12-26,4.0
2008-01-08,-32.6923
2008-01-18,48.5714
2008-01-23,15.3846
2008-01-25,-26.6667
2008-01-29,2.2727
2008-02-01,33.3333
2008-02-08,-16.6667
2008-02-13,10.0
2008-02-14,-18.1818
2008-02-21,-44.4444
2008-02-22,104.0
2008-02-25,7.8431
2008-02-28,-20.0
2008-03-03,-4.5455
2008-03-10,90.4762
2008-03-11,-43.75
2008-03-12,-15.5556
2008-03-17,18.4211
2008-03-24,-11.1111
2008-03-25,37.5
2008-03-27,45.4545
2008-04-11,-31.25
2008-04-15,-7.2727
2008-04-16,-31.3725
2008-04-17,57.1429
2008-04-18,0.0
2008-04-25,-18.1818
2008-04-29,0.0
2008-05-02,22.2222
2008-05-14,0.0
2008-05-30,-54.5455
2008-06-03,120.0
2008-06-04,0.0
2008-07-09,-50.9091
2008-07-15,85.1852
2008-07-18,-10.0
2008-07-23,11.1111
2008-07-25,-10.0
2008-08-05,11.1111
2008-08-07,8.0
2008-08-08,1.8519
2008-08-12,-3.6364
2008-08-13,3.7736
2008-08-14,0.0
2008-08-15,36.3636
2008-08-18,-32.0
2008-08-19,1.9607999999999999
2008-08-25,5.7692
2008-08-27,-45.4545
2008-09-16,-33.3333
2008-09-18,125.0
2008-09-22,0.0
2008-09-24,-11.1111
2008-09-29,37.5
2008-10-01,-63.6364
2008-10-02,0.0
2008-10-23,-25.0
2008-10-24,0.0
2008-10-30,66.6667
2008-11-04,0.0
2008-11-06,-60.0
2008-11-12,0.0
2008-11-14,0.0
2008-11-17,0.0
2008-11-26,0.0
2008-12-10,-30.0
2008-12-11,271.4286
2008-12-31,-69.2308
2009-01-12,50.0
2009-01-22,-16.6667
2009-02-02,0.0
2009-02-04,-20.0
2009-02-11,0.0
2009-02-12,12.5
2009-02-17,-22.2222
2009-02-26,14.2857
2009-03-18,0.0
2009-04-21,0.0
2009-04-22,-25.0
2009-04-23,-16.6667
2009-04-24,60.0
2009-04-27,0.0
2009-04-30,0.0
2009-05-18,562.5
2009-06-05,-24.5283
2009-06-10,-62.5
2009-06-12,-33.3333
2009-06-26,50.0
2009-07-08,-0.6667
2009-07-13,-66.443
2009-07-24,0.0
2009-08-19,180.0
2009-08-26,-14.2857
2009-08-27,-25.0
2009-08-31,22.2222
2009-09-14,81.8182
2009-09-23,-60.0
2009-10-30,150.0
2009-11-02,-25.0
2009-11-03,-33.3333
2009-11-04,50.0
2009-11-11,-12.0
2009-11-12,51.5152
2009-12-02,0.0
2009-12-16,-50.0
2009-12-21,20.0
2009-12-23,66.6667
2009-12-29,-70.0
2010-03-26,0.0
2010-04-09,0.0
2010-05-28,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-18,0.0
2010-07-20,-16.6667
2010-07-22,0.0
2010-07-27,0.0
2010-08-02,-70.0
2010-08-03,166.6667
2010-08-18,-12.5
2010-08-19,0.0
2010-09-07,100.0
2010-10-28,0.0
2010-11-15,-95.7143
2010-12-03,900.0
2010-12-07,66.6667
2011-01-11,0.0
2011-02-17,40.0
2011-03-11,-85.7143
2011-03-22,200.0
2011-04-05,33.3333
2011-04-11,50.0
2011-04-20,0.0
2011-04-21,-16.6667
2011-05-05,-20.0
2011-05-16,25.0
2011-05-17,-20.0
2011-06-14,-25.0
2011-07-05,0.0
2011-08-04,96.6667
2011-08-05,-22.0339
2011-08-18,-23.913
2011-08-19,-11.4286
2011-08-30,29.0323
2011-09-01,150.0
2011-09-12,-50.0
2011-10-26,40.0
2011-11-22,-12.857099999999999
2011-12-01,0.0
2011-12-06,0.0
2011-12-20,63.9344
2012-02-09,-60.0
2012-02-16,25.0
2012-03-01,-20.0
2012-03-26,400.0
2012-03-27,-78.9063
2012-04-09,42.2222
2012-05-08,-30.0
2012-07-20,14.2857
2012-07-23,-12.5
2012-07-24,-4.7619
2012-08-10,100.0
2012-08-24,0.0
2012-09-05,-25.0
2012-09-27,-33.3333
2012-10-01,0.0
2012-10-15,0.0
2012-10-19,-25.0
2012-11-12,66.6667
2012-11-13,0.0
2012-11-21,100.0
2012-11-28,-70.0
2012-12-20,0.0
2012-12-21,3.3333
2013-02-08,-3.2258
2013-03-21,0.0
2013-04-29,0.0
2013-05-13,0.0
2013-05-16,0.0
2013-06-12,0.0
2013-06-17,0.0
2013-06-28,0.0
2013-07-11,0.0
2013-07-26,0.0
2013-09-03,0.0
2013-09-26,0.0
2013-10-17,285.0
2013-11-05,-74.026
2013-12-09,0.0
2013-12-16,0.0
2013-12-18,0.0
2014-01-22,0.0
2014-02-03,0.0
2014-04-11,0.0
2014-05-19,0.0
2014-05-27,0.0
2014-06-06,-6.6667
2014-06-16,0.0
2014-06-17,0.0
2014-06-19,0.0
2014-06-25,7.1429
2014-07-02,-16.6667
2014-07-28,0.0
2014-08-04,0.75
2014-08-12,0.0
2014-08-20,0.0
2014-12-03,-0.7444
2014-12-29,-60.0
2015-01-12,150.0
2015-01-28,-20.0
2015-02-04,0.0
2015-09-21,20.0
2015-10-12,12.5
2015-10-20,66.6667
2015-10-26,-40.0
2015-11-09,66.6667
2015-11-10,0.0
2015-11-23,0.0
2015-12-08,0.0
2015-12-10,-28.8889
2015-12-29,9.375
2016-03-15,-28.5714
2016-03-28,-20.0
2016-05-02,0.0
2016-07-15,0.0
2016-09-29,0.0
2016-12-30,0.0
2017-02-01,0.0
2017-05-30,0.0
2017-08-10,100.0
2017-09-28,-12.5
2017-10-02,-42.8571
2017-10-16,37.5
2017-11-06,27.2727
2017-12-15,-42.8571
2017-12-19,0.0
2018-01-23,0.0
2018-02-20,95.0
2018-02-21,-48.7179
2018-03-12,0.0
2018-04-10,40.0
2018-05-03,-10.7143
2018-07-30,-20.0
2018-08-02,0.0
2018-08-06,0.5
2018-08-14,0.0
2018-08-23,0.0
2018-09-26,0.0
2018-10-11,0.0
2018-10-16,0.0
2018-12-20,0.0
2018-12-27,0.0
2019-05-17,0.0
2019-10-10,-50.2488
2019-10-14,19.0
2019-10-23,-40.3361
2019-11-25,5.6338
2019-12-16,60.0
2019-12-17,-16.6667
2019-12-18,135.0
2019-12-19,-13.1915
2019-12-20,157.3529
2019-12-23,-4.7619
2019-12-24,-44.0
2019-12-26,44.8214
2019-12-27,31.6893
2019-12-30,-15.7303
2019-12-31,-33.3333
2020-01-02,0.0
2020-01-03,-23.3333
2020-01-06,-13.0435
2020-01-07,-35.0
2020-01-08,3.8462
2020-01-13,7.4074
2020-01-17,58.6207
2020-01-22,-62.6087
2020-02-11,138.3721
2020-02-28,-2.439
2020-03-10,-69.5
2020-05-29,63.9344
2020-06-15,100.0
2020-06-16,-8.125
2020-06-29,90.4762
2020-06-30,14.2857
2020-07-01,12.5
2020-07-07,47.2222
2020-07-09,-1.8868
2020-07-15,7.6923
2020-07-17,-14.2857
2020-07-20,16.6667
2020-07-21,14.2857
2020-07-22,87.5
2020-07-24,-13.0
2020-07-27,18.659
2020-07-29,-17.6623
2020-07-30,41.1765
