ticker,GHTI US Equity
2006-04-24,71.4286
2006-04-25,-33.3333
2006-04-26,50.0
2006-04-27,0.0
2006-04-28,-16.6667
2006-05-01,60.0
2006-05-02,12.3438
2006-05-03,11.2656
2006-05-04,0.0
2006-05-05,40.0
2006-05-08,0.0
2006-05-09,14.2857
2006-05-10,31.25
2006-05-11,-23.8095
2006-05-12,12.5
2006-05-15,0.0
2006-05-16,11.1111
2006-05-17,-25.0
2006-05-18,0.0
2006-05-23,-33.3333
2006-05-24,30.0
2006-05-25,-38.4615
2006-05-26,12.5
2006-05-30,66.6667
2006-06-05,-13.3333
2006-06-09,-15.3846
2006-06-12,-18.1818
2006-06-13,-5.5556
2006-06-14,29.4118
2006-06-19,-45.4545
2006-06-20,-8.3333
2006-06-21,18.1818
2006-06-23,7.6923
2006-06-26,-35.7143
2006-06-27,-15.5556
2006-06-28,57.8947
2006-06-30,-25.0
2006-07-03,0.0
2006-07-05,-11.1111
2006-07-18,12.5
2006-07-25,-8.8889
2006-07-27,9.7561
2006-07-28,-8.8889
2006-07-31,0.0
2006-08-02,9.7561
2006-08-03,0.0
2006-08-04,0.0
2006-08-07,11.1111
2006-08-08,-20.0
2006-08-09,0.0
2006-08-10,-25.0
2006-08-11,0.0
2006-08-14,-15.625
2006-08-15,-11.1111
2006-08-16,-33.3333
2006-08-17,-37.5
2006-08-18,-20.0
2006-08-22,0.0
2006-08-23,37.5
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,0.0
2006-08-30,-9.0909
2006-09-01,10.0
2006-09-07,-27.2727
2006-09-11,0.0
2006-09-21,62.5
2006-09-22,0.0
2006-09-25,7.6923
2006-09-26,-28.5714
2006-09-27,0.0
2006-10-02,0.0
2006-10-04,-20.0
2006-10-09,25.0
2006-10-11,-20.0
2006-10-18,0.0
2006-10-24,0.0
2006-10-27,-25.0
2006-10-30,86.6667
2006-10-31,-28.5714
2006-11-01,0.0
2006-11-03,0.0
2006-11-06,-40.0
2006-11-07,0.0
2006-11-08,-16.6667
2006-11-09,0.0
2006-11-14,40.0
2006-11-30,-28.5714
2006-12-04,20.0
2006-12-06,16.6667
2006-12-07,92.8571
2006-12-08,-75.463
2006-12-11,-24.5283
2006-12-12,-45.0
2006-12-13,-36.3636
2006-12-14,-21.4286
2006-12-15,-45.4545
2006-12-18,66.6667
2006-12-19,-20.0
2006-12-20,-37.5
2006-12-21,20.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,-16.6667
2006-12-28,-40.0
2006-12-29,0.0
2007-01-03,0.0
2007-01-04,66.6667
2007-01-05,0.0
2007-01-08,-40.0
2007-01-09,66.6667
2007-01-10,-40.0
2007-01-11,0.0
2007-01-12,0.0
2007-01-16,-33.3333
2007-01-17,50.0
2007-01-18,-33.3333
2007-01-19,50.0
2007-01-22,0.0
2007-01-23,-33.3333
2007-01-24,50.0
2007-01-25,0.0
2007-01-26,66.6667
2007-01-29,-40.0
2007-01-30,0.0
2007-01-31,0.0
2007-02-02,0.0
2007-02-05,0.0
2007-02-06,0.0
2007-02-07,-33.3333
2007-02-08,50.0
2007-02-09,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-16,0.0
2007-02-20,0.0
2007-02-21,0.0
2007-02-22,0.0
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,0.0
2007-02-28,0.0
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,0.0
2007-03-08,-33.3333
2007-03-09,0.0
2007-03-12,0.0
2007-03-13,0.0
2007-03-14,0.0
2007-03-16,0.0
2007-03-26,0.0
2007-03-27,0.0
2007-03-28,0.0
2007-03-29,0.0
2007-04-11,0.0
2007-04-12,50.0
2007-04-13,0.0
2007-04-16,0.0
2007-04-17,66.6667
2007-04-18,-40.0
2007-04-19,-33.3333
2007-04-20,50.0
2007-04-23,-33.3333
2007-04-24,0.0
2007-04-25,0.0
2007-04-26,0.0
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,50.0
2007-05-02,0.0
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,-33.3333
2007-05-09,0.0
2007-05-10,0.0
2007-05-11,0.0
2007-05-14,0.0
2007-05-15,0.0
2007-05-16,50.0
2007-05-17,-33.3333
2007-05-18,0.0
2007-05-22,0.0
2007-05-24,0.0
2007-05-25,0.0
2007-05-30,0.0
2007-06-01,0.0
2007-06-04,0.0
2007-06-05,0.0
2007-06-06,0.0
2007-06-07,50.0
2007-06-11,-33.3333
2007-06-12,0.0
2007-06-14,0.0
2007-06-15,50.0
2007-06-18,-33.3333
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-09,0.0
2007-07-13,0.0
2007-07-20,0.0
2007-07-25,0.0
2007-07-30,0.0
2007-07-31,0.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-06,0.0
2007-08-10,0.0
2007-08-13,50.0
2007-08-14,0.0
2007-08-15,-33.3333
2007-08-16,0.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-06,0.0
2007-09-10,0.0
2007-09-24,0.0
2007-09-25,0.0
2007-09-26,0.0
2007-09-27,0.0
2007-09-28,50.0
2007-10-01,-33.3333
2007-10-02,0.0
2007-10-03,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-17,0.0
2007-10-19,0.0
2007-10-25,0.0
2007-10-26,0.0
2007-11-08,50.0
2007-11-09,-33.3333
2007-11-12,0.0
2007-11-13,0.0
2007-11-21,0.0
2007-12-07,0.0
2007-12-10,0.0
2007-12-17,0.0
2008-01-03,0.0
2008-01-04,0.0
2008-05-02,0.0
2008-08-04,0.0
2008-09-12,0.0
2009-01-21,0.0
2009-03-04,0.0
2009-03-13,0.0
2009-09-10,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-17,50.0
2009-09-18,0.0
2009-09-21,0.0
2009-09-22,-33.3333
2009-09-23,0.0
2009-09-24,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-05,50.0
2009-10-06,-33.3333
2009-10-07,50.0
2009-10-08,-33.3333
2009-10-16,0.0
2009-10-19,0.0
2009-10-22,0.0
2009-10-23,50.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,-33.3333
2009-10-29,0.0
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,0.0
2009-11-16,0.0
2009-11-19,50.0
2009-11-20,0.0
2009-11-23,-33.3333
2009-11-24,0.0
2009-11-25,50.0
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,-33.3333
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-09,0.0
2009-12-10,-20.0
2009-12-17,25.0
2010-02-03,0.0
2010-02-17,-20.0
2010-03-31,25.0
2010-05-19,0.0
2010-06-22,0.0
2012-06-06,0.0
2013-04-29,0.0
2013-07-23,0.0
2014-04-04,0.0
2015-05-13,0.0
2017-08-04,-92.0
2017-12-22,-90.0
2018-01-11,0.0
2018-03-21,0.0
2018-09-17,0.0
2018-11-30,0.0
2018-12-12,0.0
2019-01-24,0.0
2019-02-07,9900.0
2019-05-07,-99.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,900.0
2019-05-17,-90.0
2019-06-03,9900.0
2019-06-18,0.0
2019-07-05,0.0
2019-12-03,-99.0
2019-12-16,0.0
2020-02-03,99900.0003
2020-02-04,-90.0
2020-02-18,0.0
2020-04-27,0.0
2020-05-13,-99.0
2020-05-15,0.0
2020-05-18,9900.0
2020-05-20,0.0
2020-06-19,0.0
2020-06-26,-99.0
