ticker,MPML US Equity
2014-12-18,0.0
2014-12-26,87.5
2014-12-29,0.0
2014-12-31,33.3333
2015-01-02,0.0
2015-01-09,50.0
2015-01-12,16.6667
2015-01-13,-14.2857
2015-01-15,16.6667
2015-01-22,5.7143
2015-01-23,0.0
2015-01-29,8.1081
2015-02-02,0.0
2015-02-03,12.5
2015-02-09,0.0
2015-02-13,55.5556
2015-02-17,-27.1429
2015-02-18,16.7647
2015-02-20,0.7557
2015-02-23,8.3333
2015-02-25,7.6923
2015-03-02,0.0
2015-03-04,-13.5714
2015-03-10,-0.8264
2015-03-13,0.0
2015-03-16,0.0
2015-03-23,0.0
2015-04-06,-13.3333
2015-04-07,15.3846
2015-04-15,-13.3333
2015-04-22,34.6154
2015-04-28,-2.4286
2015-04-30,-22.4012
2015-05-01,32.0755
2015-05-04,0.0
2015-05-19,-24.2857
2015-05-21,32.0755
2015-05-22,-27.1429
2015-05-29,3.9215999999999998
2015-06-09,3.7736
2015-06-19,-7.2727
2015-06-26,1.9607999999999999
2015-06-30,3.8462
2015-07-01,0.0
2015-07-06,-3.7037
2015-08-14,3.8462
2015-08-21,-53.7037
2015-09-02,0.0
2015-09-18,-60.0
2015-10-20,0.0
2015-10-22,0.0
2015-11-04,0.0
2015-11-19,0.0
2015-12-11,-75.0
2015-12-30,-40.0
2016-01-13,66.6667
2016-02-05,700.0
2016-03-23,-87.0
2016-04-20,19.2308
2016-05-11,1.6129
2016-06-13,-68.254
2016-06-16,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-08-24,-40.0
2016-09-06,233.3333
2016-09-23,100.0
2016-09-28,0.0
2016-09-29,0.0
2016-10-20,0.0
2016-11-10,-15.0
2016-12-07,-5.8824
2016-12-08,0.0
2016-12-13,0.0
2016-12-21,0.0
2017-01-04,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-02-15,243.75
2017-03-01,-10.4545
2017-03-03,10.7868
2017-03-07,-63.3448
2017-03-08,0.0
2017-03-09,150.0
2017-03-14,100.0
2017-03-21,0.0
2017-03-24,0.0
2017-03-30,-50.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-13,0.0
2017-04-24,0.0
2017-05-08,0.0
2017-05-10,0.0
2017-05-24,0.0
2017-06-19,0.0
2017-08-01,-50.0
2017-08-07,-10.0
2017-08-25,-33.3333
2017-09-01,100.0
2017-09-28,-45.0
2017-10-02,-9.0909
2017-10-06,0.0
2017-10-13,66.6667
2017-10-16,-40.0
2017-10-31,0.0
2017-11-01,66.6667
2017-12-14,-40.0
2017-12-15,0.0
2017-12-20,0.0
2017-12-26,0.0
2018-01-11,0.0
2018-01-16,38.3333
2018-01-22,65.0602
2018-01-23,-56.2044
2018-01-29,0.0
2018-03-14,0.0
2018-06-01,0.0
2018-06-11,0.0
2018-07-10,0.0
2018-07-13,0.0
2018-08-03,41.6667
2018-08-07,-29.4118
2018-08-28,0.0
2018-09-13,16.6667
2018-09-21,28.5714
2018-09-25,5.5556
2018-09-26,-5.2632
2018-10-26,5.5556
2018-11-26,-5.2632
2018-12-11,0.0
2018-12-27,0.0
2019-01-08,0.5556
2019-02-15,-0.5525
2019-03-07,0.0
2019-03-14,0.0
2019-03-25,2.7778
2019-03-28,-2.7027
2019-05-06,0.0
2019-05-09,0.0
2019-05-15,0.0
2019-07-29,0.0
2019-08-16,-11.1111
2019-10-29,-99.0
2019-10-30,9900.0
2019-11-06,-50.0
2019-11-07,0.0
2019-11-20,-17.5
2019-11-21,0.0
2019-11-22,0.0
2019-12-02,-24.2424
2019-12-12,7.6
2019-12-31,0.3717
2020-01-02,46.4444
2020-01-03,1.1634
2020-01-14,50.0
2020-02-18,0.0
2020-03-03,-50.0
2020-04-07,-10.0
2020-04-29,0.0
2020-05-15,-62.963
2020-05-18,100.0
2020-05-19,100.0
2020-05-27,0.0
2020-06-05,-65.0
2020-06-12,0.0
2020-06-25,0.0
2020-07-09,0.0
