ticker,HLTY US Equity
2017-07-19,-6.3545
2017-07-20,3.5714
2017-07-21,0.0
2017-07-24,10.3448
2017-07-25,-3.75
2017-07-27,-8.4416
2017-08-01,-1.8439999999999999
2017-08-02,6.9364
2017-08-03,-4.7297
2017-08-04,6.383
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,-4.6667
2017-08-11,0.4196
2017-08-14,-8.078
2017-08-15,4.5455
2017-08-16,4.3478
2017-08-21,-20.1389
2017-08-22,0.0
2017-08-23,4.3478
2017-08-24,15.5
2017-08-30,-5.5556
2017-08-31,-0.6875
2017-09-01,3.8462
2017-09-05,-6.6667
2017-09-06,1.5079
2017-09-07,0.0782
2017-09-08,-7.4219
2017-09-11,4.7257
2017-09-13,4.7542
2017-09-15,-23.0769
2017-09-18,8.0
2017-09-19,3.2407
2017-09-20,-10.3139
2017-09-21,1.99
2017-09-22,-6.8536
2017-09-25,8.4211
2017-09-26,-0.9709
2017-09-27,-0.1961
2017-09-28,-0.7859
2017-09-29,0.0
2017-10-04,0.297
2017-10-05,2.6654
2017-10-09,-3.8462
2017-10-10,1.0
2017-10-11,-0.9901
2017-10-16,0.0
2017-10-17,4.0
2017-10-18,-3.8462
2017-10-20,-0.1
2017-10-23,-2.9029
2017-10-24,3.0928
2017-10-25,4.0
2017-10-26,-8.6538
2017-10-27,10.7368
2017-10-30,-3.0418
2017-10-31,-0.9804
2017-11-02,-0.9901
2017-11-03,-0.01
2017-11-07,-3.0003
2017-11-08,-4.1138
2017-11-09,-0.0108
2017-11-10,2.1508
2017-11-22,-15.7806
2017-11-27,0.0
2017-11-30,-0.025
2017-12-04,-7.4769
2017-12-06,8.1081
2017-12-07,6.2375
2017-12-08,5.0606
2017-12-11,0.7828
2017-12-12,5.5673
2017-12-14,0.0
2017-12-15,-1.0526
2017-12-20,-7.4468
2017-12-22,3.4368
2017-12-27,-11.6569
2017-12-28,0.6164
2017-12-29,-2.4878
2018-01-02,1.9231
2018-01-03,-5.0314
2018-01-04,5.9603
2018-01-05,12.4875
2018-01-08,-1.5446
2018-01-09,-7.4492
2018-01-10,-7.3171
2018-01-11,7.8816
2018-01-12,8.5498
2018-01-16,-1.8989
2018-01-17,3.081
2018-01-18,1.7778
2018-01-19,2.0742
2018-01-22,-3.7433
2018-01-23,5.0
2018-01-24,0.5185
2018-01-25,-4.2004
2018-01-26,4.3846
2018-01-29,-4.2004
2018-01-30,1.0989
2018-01-31,3.2609
2018-02-01,3.1474
2018-02-02,6.0312
2018-02-05,8.7584
2018-02-07,-3.5398
2018-02-08,0.0
2018-02-15,-2.7615
2018-02-16,1.8963999999999999
2018-02-21,-3.7037
2018-02-22,-2.8846
2018-02-26,-0.9901
2018-02-27,8.0
2018-02-28,4.6296
2018-03-01,3.0973
2018-03-02,-3.8627000000000002
2018-03-05,4.4643
2018-03-06,2.3077
2018-03-07,-1.4202
2018-03-08,-10.1695
2018-03-09,11.3208
2018-03-13,0.0
2018-03-14,0.0847
2018-03-15,-0.0847
2018-03-19,-6.7797
2018-03-20,10.0
2018-03-21,-9.0909
2018-03-22,-3.6364
2018-03-23,-1.8868
2018-03-26,4.2308
2018-03-27,1.476
2018-04-02,-6.3636
2018-04-03,-0.9709
2018-04-04,-1.9607999999999999
2018-04-05,2.0
2018-04-06,-11.7647
2018-04-09,13.3333
2018-04-11,0.0
2018-04-13,0.0
2018-04-19,0.0
2018-04-23,-21.5686
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-30,0.0
2018-05-02,-1.25
2018-05-03,-1.2658
2018-05-04,2.5641
2018-05-09,6.25
2018-05-10,14.8941
2018-05-16,-9.8915
2018-05-17,12.4773
2018-05-18,0.0202
2018-05-21,-0.0101
2018-05-22,1.0203
2018-05-23,5.0
2018-05-31,0.0
2018-06-01,4.7619
2018-06-04,-0.9091
2018-06-05,2.7523
2018-06-06,2.6786
2018-06-07,-2.6087
2018-06-08,-1.7856999999999998
2018-06-11,-0.9091
2018-06-12,0.9174
2018-06-13,3.6364
2018-06-14,-12.2807
2018-06-15,6.0
2018-06-18,7.5472
2018-06-20,-5.2632
2018-06-22,-7.4074
2018-06-25,8.0
2018-06-26,4.6296
2018-06-28,-9.7345
2018-06-29,9.8039
2018-07-02,1.7856999999999998
2018-07-12,-20.9649
2018-07-13,16.5372
2018-07-16,0.0
2018-07-17,0.0
2018-07-26,3.8095
2018-07-31,-12.844
2018-08-01,9.473700000000001
2018-08-02,-0.1442
2018-08-06,-3.274
2018-08-08,2.1404
2018-08-09,1.8519
2018-08-13,-4.3062000000000005
2018-08-14,-5.0
2018-08-15,10.526299999999999
2018-08-21,-1.619
2018-08-22,1.6457000000000002
2018-08-24,3.4286
2018-08-28,-6.0773
2018-08-29,3.5784000000000002
2018-08-31,0.0
2018-09-04,-5.3952
2018-09-05,6.053
2018-09-10,-0.3302
2018-09-12,-1.7984
2018-09-14,-5.0602
2018-09-19,-0.5076
2018-09-20,2.0408
2018-09-21,4.6
2018-09-25,-9.1778
2018-09-26,7.2105
2018-09-28,0.0
2018-10-01,-1.8164
2018-10-04,4.8
2018-10-05,-4.5802
2018-10-08,-0.9
2018-10-09,-0.6054
2018-10-11,3.5533
2018-10-12,0.0
2018-10-15,-0.9804
2018-10-16,0.1485
2018-10-17,0.0494
2018-10-18,0.0
2018-10-19,3.8043
2018-10-22,0.9043
2018-10-24,-2.5236
2018-10-25,-3.218
2018-10-26,8.0
2018-10-29,1.8519
2018-10-30,0.0
2018-10-31,2.5909
2018-11-01,1.9052
2018-11-02,0.0
2018-11-05,1.7391
2018-11-06,-1.8803
2018-11-07,-5.9233
2018-11-08,3.7037
2018-11-09,1.4285999999999999
2018-11-12,-1.6724999999999999
2018-11-13,-1.5219
2018-11-14,3.2727
2018-11-15,2.993
2018-11-16,0.8547
2018-11-19,-6.7797
2018-11-20,1.8182
2018-11-21,1.7856999999999998
2018-11-26,-9.6491
2018-11-27,0.8252
2018-11-28,4.9591
2018-11-30,0.0
2018-12-03,-16.5138
2018-12-04,13.5714
2018-12-06,-14.8524
2018-12-07,2.2727
2018-12-10,5.5556
2018-12-19,3.9474
2018-12-20,0.2532
2018-12-21,0.0
2018-12-26,-4.3687000000000005
2018-12-27,4.5683
2018-12-28,-1.9697
2018-12-31,2.9366
2019-01-02,-14.9149
2019-01-03,9.4118
2019-01-04,2.9355
2019-01-07,-2.8518
2019-01-11,-9.6774
2019-01-15,10.7143
2019-01-16,7.5269
2019-01-18,1.0
2019-01-22,6.9307
2019-01-23,15.7407
2019-01-24,1.6
2019-01-25,-5.5118
2019-01-28,-18.3333
2019-01-29,-7.1429
2019-01-30,6.5934
2019-01-31,1.0309
2019-02-01,-3.0612
2019-02-04,4.2105
2019-02-05,-1.4141
2019-02-06,-7.7869
2019-02-07,14.4444
2019-02-08,4.9515
2019-02-11,-6.568
2019-02-12,-1.9802
2019-02-13,1.0101
2019-02-14,2.4
2019-02-15,-3.3203
2019-02-19,0.0
2019-02-20,6.0606
2019-02-25,0.0
2019-02-28,-4.7619
2019-03-01,0.0
2019-03-08,-34.9
2019-03-11,30.5684
2019-03-12,-4.1153
2019-03-13,7.9483
2019-03-18,-22.7097
2019-03-19,5.0735
2019-03-20,4.9685
2019-03-21,-6.7333
2019-03-22,0.0715
2019-03-26,-14.2857
2019-03-27,8.3167
2019-03-29,10.7863
2019-04-01,10.9722
2019-04-02,0.1252
2019-04-03,0.0
2019-04-10,-6.25
2019-04-11,4.0
2019-04-12,-5.6218
2019-04-15,1.8814
2019-04-16,-2.6667
2019-04-17,4.1096
2019-04-18,1.3158
2019-04-22,-1.2987
2019-04-23,-21.0526
2019-04-25,11.6667
2019-04-26,-2.9851
2019-04-29,-7.6923
2019-04-30,0.0
2019-05-01,-8.3333
2019-05-02,0.0
2019-05-03,9.0909
2019-05-06,23.2608
2019-05-08,-17.5191
2019-05-09,3.2622999999999998
2019-05-10,-4.7468
2019-05-14,-0.0167
2019-05-15,-14.9858
2019-05-16,-2.1569
2019-05-17,-19.8397
2019-05-21,30.0
2019-05-23,5.7692
2019-05-24,-3.6364
2019-05-28,-18.8679
2019-05-30,-4.6512
2019-05-31,9.7561
2019-06-03,11.1111
2019-06-06,-20.0
2019-06-07,5.0
2019-06-11,9.5238
2019-06-12,-4.3478
2019-06-13,-6.8182
2019-06-21,-2.439
2019-06-27,0.0
2019-07-01,12.475
2019-07-02,-8.8686
2019-07-03,0.0
2019-07-05,21.9512
2019-07-08,12.0
2019-07-09,-8.9286
2019-07-10,13.7255
2019-07-11,-8.6207
2019-07-17,32.0755
2019-07-18,0.0
2019-07-19,7.1429
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,-1.3333
2019-07-25,-0.0135
2019-07-26,-1.338
2019-07-29,-1.3699
2019-07-30,0.0
2019-07-31,-4.1667
2019-08-01,2.8986
2019-08-02,1.4085
2019-08-06,-5.5556
2019-08-07,0.0
2019-08-08,5.8824
2019-08-09,0.0
2019-08-12,4.1667
2019-08-13,-2.6667
2019-08-14,0.0
2019-08-15,-1.3699
2019-08-16,-2.7778
2019-08-19,4.2857
2019-08-20,0.6849
2019-08-22,-2.0408
2019-08-26,0.0
2019-08-27,-1.3889
2019-08-29,-9.8592
2019-08-30,12.5
2019-09-03,1.3889
2019-09-04,1.3699
2019-09-05,9.4595
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,-2.4691
2019-09-13,-2.4051
2019-09-16,-0.1297
2019-09-23,0.0
2019-09-25,-26.4935
2019-09-26,6.0071
2019-10-03,-10.8333
2019-10-07,0.0187
2019-10-10,23.3414
2019-10-11,6.0606
2019-10-28,-28.5714
2019-10-30,-4.0
2019-10-31,2.0833
2019-11-07,-8.1633
2019-11-08,0.0
2019-12-09,-15.5556
2019-12-17,-47.1053
2019-12-18,-10.4478
2019-12-19,-11.1111
2019-12-20,6.25
2019-12-24,0.0
2019-12-26,17.647100000000002
2019-12-27,10.0
2019-12-30,9.0909
2019-12-31,25.0
2020-01-02,0.0
2020-01-06,6.6667
2020-01-07,0.0
2020-01-10,-9.4063
2020-01-21,-31.0107
2020-01-24,0.0
2020-01-28,-10.0
2020-01-29,-5.5556
2020-01-30,17.0588
2020-02-04,1.2563
2020-02-06,-5.7072
2020-02-11,0.0
2020-02-18,-10.526299999999999
2020-02-19,-28.2353
2020-02-28,22.9508
2020-03-04,0.0
2020-03-11,483.3333
2020-03-12,-33.7143
2020-03-13,31.0345
2020-03-16,-44.7368
2020-03-17,-9.5238
2020-03-18,-3.6842
2020-03-19,0.2732
2020-03-20,134.3597
2020-03-23,-16.2888
2020-03-24,-9.7222
2020-03-25,-20.0
2020-03-26,0.0
2020-03-27,7.6923
2020-03-30,-8.9286
2020-03-31,-1.9607999999999999
2020-04-01,26.0
2020-04-02,7.9365
2020-04-03,-4.4118
2020-04-06,7.6923
2020-04-07,-11.4286
2020-04-08,4.8387
2020-04-09,0.0
2020-04-13,-6.9231
2020-04-14,-0.8264
2020-04-15,0.0
2020-04-16,-8.3333
2020-05-04,-70.9091
2020-05-05,62.5
2020-05-06,15.3846
2020-05-07,-6.6667
2020-05-08,-25.0
2020-05-11,-4.7619
2020-05-12,200.0
2020-05-13,-65.0
2020-05-14,0.0
2020-05-15,-9.5238
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,373.6842
2020-05-26,-27.7778
2020-05-27,-67.6923
2020-05-28,19.0476
2020-05-29,80.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,-55.5556
2020-06-04,12.5
2020-06-09,-6.6222
2020-06-10,-0.0476
2020-06-15,4.7619
2020-06-16,-4.5455
2020-06-18,0.0
2020-06-22,-4.7619
2020-06-24,5.0
2020-06-25,-42.381
2020-06-30,-0.8264
2020-07-01,0.8333
2020-07-02,0.0
2020-07-08,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,8.2645
2020-07-20,-92.3664
2020-07-21,1110.0
2020-07-30,-0.8264
