ticker,ANVV US Equity
2019-01-11,-2.0619
2019-01-14,-1.0526
2019-01-22,-13.8298
2019-01-23,4.9383
2019-01-24,-4.7059
2019-01-28,-24.679
2019-01-30,22.9307
2019-02-01,29.3333
2019-02-05,0.0
2019-02-06,0.0
2019-02-12,-32.9794
2019-02-21,46.116
2019-03-04,56.8586
2019-03-05,-4.698
2019-03-06,-1.4085
2019-03-07,-5.0
2019-03-08,-42.1053
2019-03-11,111.6883
2019-03-12,21.4724
2019-03-13,6.5657
2019-03-14,13.2701
2019-03-15,12.5523
2019-03-18,11.5242
2019-03-19,6.6667
2019-03-20,8.75
2019-03-21,7.4713
2019-03-22,13.6364
2019-03-25,0.0
2019-03-26,-35.2941
2019-03-27,23.2727
2019-03-28,-4.1298
2019-03-29,-3.6923
2019-04-01,-0.9585
2019-04-02,-3.2258
2019-04-03,-0.3333
2019-04-04,-1.3378
2019-04-05,18.3051
2019-04-08,-2.8653
2019-04-09,25.3687
2019-04-10,8.0
2019-04-11,1.0893
2019-04-12,-5.1724
2019-04-15,9.0909
2019-04-16,-1.0417
2019-04-17,1.0526
2019-04-18,16.6667
2019-04-22,-5.3571
2019-04-23,0.9434
2019-04-24,6.3551
2019-04-25,-5.4482
2019-04-26,0.0
2019-04-29,4.0892
2019-04-30,-8.75
2019-05-01,-1.7612999999999999
2019-05-02,-14.342600000000001
2019-05-03,4.6512
2019-05-06,4.4444
2019-05-07,2.9894
2019-05-08,0.1859
2019-05-09,1.8662
2019-05-10,0.4049
2019-05-13,-8.2661
2019-05-14,-1.0989
2019-05-15,-1.1111
2019-05-16,3.3708
2019-05-17,-2.6087
2019-05-20,0.2232
2019-05-21,1.7816999999999998
2019-05-22,0.4376
2019-05-23,-1.0893
2019-05-24,-1.1013
2019-05-28,2.4499
2019-05-29,-3.2609
2019-05-30,-3.3708
2019-05-31,-6.9767
2019-06-03,-38.75
2019-06-04,-26.5306
2019-06-05,-5.5556
2019-06-06,30.5882
2019-06-07,-23.4234
2019-06-10,-29.4118
2019-06-11,-10.0
2019-06-12,-7.4074
2019-06-13,0.0
2019-06-14,9.0
2019-06-17,27.0642
2019-06-18,24.1877
2019-06-19,16.2791
2019-06-20,-17.5
2019-06-21,0.6061
2019-06-24,-8.4337
2019-06-25,1.3158
2019-06-26,13.6364
2019-06-27,-0.1143
2019-07-18,-88.5584
2019-07-19,0.0
2019-07-23,0.0
2019-07-29,5.0
2019-07-31,109.5238
2019-08-02,0.0
2019-08-07,-22.7273
2019-08-12,73.5294
2019-08-15,-1.6949
2019-09-16,-46.5517
2019-09-17,-3.2258
2019-09-20,-15.0
2019-09-23,-5.8824
2019-09-24,-4.1667
2019-09-25,2.1739
2019-09-27,27.6596
2019-09-30,-3.3333
2019-10-03,3.4483
2019-10-04,0.0
2019-10-14,18.3333
2019-11-13,-94.3662
2019-11-14,50.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-26,-99.6667
2019-11-27,19900.0
2019-12-05,-99.5
2019-12-09,0.0
2019-12-10,19900.0
2019-12-11,50.0
2019-12-12,3.3333
2019-12-26,-35.4839
2019-12-27,0.0
2019-12-30,-75.0
2020-01-09,-80.0
2020-01-15,0.0
2020-01-16,10.0
2020-02-10,354.5455
2020-02-24,0.0
2020-03-09,0.0
2020-03-11,200.0
2020-03-25,-98.0
2020-04-15,0.0
2020-05-13,33.3333
2020-05-21,2400.0
2020-06-30,300.0
2020-07-08,-75.0
2020-07-22,0.0
2020-07-27,0.0
2020-07-31,0.0
