ticker,MDVT US Equity
2008-09-11,0.0645
2008-09-17,-12.9594
2008-09-25,5.5556
2008-09-29,0.0
2008-11-26,1.7544
2009-01-16,0.0
2009-06-26,-16.3793
2009-07-09,1.0309
2009-09-22,8.1633
2009-10-06,9.2453
2009-10-13,-0.6908
2009-10-20,0.8696
2009-10-22,0.0
2010-01-06,-3.4483
2011-01-20,0.0
2011-03-30,0.0
2011-04-05,0.0
2011-09-26,0.9058
2012-02-29,-5.2478
2012-03-02,7.6923
2012-03-07,0.0
2012-03-12,3.5714
2012-06-06,-1.0073
2012-06-13,-5.2632
2012-06-26,0.0
2012-09-11,5.4498
2012-12-21,3.067
2012-12-28,-2.2491
2012-12-31,0.0
2013-02-04,0.2124
2013-03-13,6.7616
2013-04-02,16.6667
2013-04-30,0.0
2013-05-09,2.7594
2013-09-05,-0.1125
2013-10-09,-1.4085
2013-11-25,-6.5824
2013-11-26,4.6154
2013-12-02,0.0
2014-01-24,-11.3235
2014-01-28,6.7993
2014-02-11,0.0313
2014-03-07,-1.5625
2014-03-31,-4.4762
2014-04-08,10.7677
2014-04-10,-1.7402
2014-06-02,-1.6595
2014-06-23,-3.125
2014-06-24,0.0
2014-06-27,0.0
2014-07-02,-2.9355
2014-07-29,0.1994
2014-08-13,1.8704
2014-08-22,1.6393
2014-09-05,3.2258
2014-09-08,1.5625
2014-10-15,-3.0769
2014-12-02,-3.164
2015-01-12,-8.9109
2015-01-13,8.7681
2015-01-15,-0.0666
2015-01-16,-0.6667
2015-01-20,-1.0067
2015-01-21,-1.6949
2015-01-23,1.3793
2015-02-09,-2.2953
2015-02-10,3.7851
2015-02-12,-0.5355
2015-02-24,-3.1962
2015-03-02,0.5263
2015-03-04,0.349
2015-03-05,0.5217
2015-03-19,-0.173
2015-05-04,0.1733
2015-05-05,-1.4533
2015-05-20,2.936
2015-06-08,0.0
2015-06-09,1.3746
2015-06-23,-1.6949
2015-06-25,1.3793
2015-06-29,0.0
2015-06-30,2.0408
2015-07-02,-5.0
2015-07-10,4.5614
2015-07-16,3.1879
2015-08-31,-0.7859
2015-09-08,-2.5743
2015-09-09,-0.7453
2015-09-10,0.3413
2015-09-14,1.3605
2015-09-21,0.302
2015-09-23,-1.4721
2015-10-05,0.8489
2015-10-07,0.0337
2015-10-15,0.8415
2015-10-19,-0.3672
2015-10-22,0.3685
2015-10-27,0.6342
2015-10-29,0.0
2015-11-02,0.0
2015-11-03,0.199
2015-11-04,0.0
2015-11-06,0.0
2015-11-09,0.8333
2015-11-16,-0.8264
2015-11-17,0.8333
2015-11-19,-3.2397
2015-12-09,2.4939999999999998
2016-01-04,1.0
2016-01-20,-1.3201
2016-04-27,4.4123
2016-06-08,0.6496
2016-06-09,-3.1946
2016-06-15,-1.6667
2016-06-17,-1.6949
2016-08-08,7.7137
2016-08-10,-5.6452
2016-08-11,2.5641
2016-08-17,0.0
2016-08-18,-0.3333
2016-08-26,0.3344
2016-09-02,1.6667
2016-09-22,-1.6393
2016-09-23,0.0
2016-09-26,-1.6
2016-09-27,2.6423
2016-11-08,1.7287
2016-11-29,1.2745
2016-11-30,0.0323
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-28,0.0
2016-12-29,0.4839
2017-01-05,4.3339
2017-01-11,-1.5385
2017-01-12,2.8125
2017-01-13,-0.152
2017-01-23,0.3044
2017-01-25,3.1866
2017-02-01,2.9412000000000003
2017-02-06,-7.2168
2017-02-09,5.361
2017-02-15,-2.9412000000000003
2017-02-22,3.0303
2017-02-28,-0.1471
2017-03-01,-0.1473
2017-03-03,-1.7109
2017-03-10,0.5402
2017-03-14,0.0
2017-04-03,0.2985
2017-04-04,-1.5476
2017-04-05,2.3277
2017-04-07,0.1477
2017-04-17,0.59
2017-04-20,0.5865
2017-04-24,-3.7901
2017-04-25,5.303
2017-04-27,0.6331
2017-05-01,0.4317
2017-05-02,-5.2149
2017-05-16,2.0254
2017-06-22,0.0593
2017-06-28,1.1253
2017-06-30,0.0
2017-07-05,0.6735
2017-07-06,1.5125
2017-07-07,0.0
2017-07-13,0.2865
2017-07-18,-2.8571
2017-08-08,0.1481
2017-08-09,0.2365
2017-09-06,0.295
2017-09-15,0.0
2017-09-20,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-23,2.9412000000000003
2017-12-18,9.8073
2017-12-21,0.8381
2018-01-25,-12.857099999999999
2018-02-15,5.4922
2018-02-16,0.0
2018-02-26,2.4182
2018-03-05,-2.7778
2018-03-21,0.7143
2018-04-02,7.8014
2018-04-16,-1.8420999999999998
2018-04-20,-10.1877
2018-04-23,6.7164
2018-04-24,1.3986
2018-04-30,-0.0555
2018-05-14,-3.1667
2018-05-15,3.2702
2018-06-13,-2.0833
2018-08-06,4.5416
2018-08-10,0.0
2018-09-04,0.0
2018-09-19,-3.0055
2018-09-21,-0.1408
2018-09-26,-0.2821
2018-10-12,0.0
2018-10-15,0.8487
2018-10-22,0.0
2018-11-15,1.6662
2018-11-16,-0.9722
2018-11-29,1.683
2018-12-03,-0.1379
2018-12-18,-1.5192999999999999
2018-12-21,-0.4208
2018-12-26,1.4085
2019-01-15,0.6944
2019-01-25,0.0
2019-02-01,-0.6897
2019-02-12,1.3982
2019-02-20,0.2206
2019-03-06,0.0275
2019-03-15,0.0275
2019-03-20,0.0
2019-03-26,4.5105
2019-04-01,5.2632
2019-04-03,-9.1
2019-04-08,7.2607
2019-04-22,0.359
2019-05-06,0.54
2019-05-07,-4.0665
2019-05-13,6.5849
2019-05-31,-4.9525
2019-06-05,-1.3158
2019-06-10,0.2667
2019-06-12,-0.8777
2019-06-19,-0.0537
2019-06-20,2.0134
2019-06-24,0.0
2019-07-02,-1.0526
2019-07-10,-0.266
2019-07-15,-0.9333
2019-07-16,0.0
2019-07-17,1.3458999999999999
2019-07-18,-0.664
2019-07-19,-0.5348
2019-07-23,0.1344
2019-07-25,0.1342
2019-07-29,0.8043
2019-08-02,-0.9309
2019-08-05,-0.6757
2019-08-09,0.6803
2019-08-12,-0.5405
2019-08-20,0.5435
2019-08-22,3.6486
2019-08-23,-3.5202
2019-09-10,1.3514
2019-09-11,4.0
2019-09-23,-4.1026
2019-09-24,-2.0856
2019-09-25,0.355
2019-10-01,0.5442
2019-10-02,-0.406
2019-10-04,0.0
2019-10-07,0.2582
2019-10-09,-0.2575
2019-10-10,0.0
2019-10-11,1.087
2019-10-14,-0.914
2019-10-17,1.7363
2019-10-21,0.0
2019-10-22,-0.6667
2019-10-23,-0.2685
2019-10-24,-0.2692
2019-10-25,-0.6748
2019-10-30,-0.2717
2019-10-31,0.1362
2019-11-04,0.6803
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,1.3514
2019-11-08,-0.4
2019-11-11,-0.2695
2019-11-13,0.2703
2019-11-18,-0.2695
2019-11-19,-0.4054
2019-11-21,0.4071
2019-11-25,-0.4054
2019-11-27,0.4071
2019-11-29,0.6757
2019-12-02,-0.6711
2019-12-03,-0.027
2019-12-04,0.1622
2019-12-05,-0.135
2019-12-06,-0.3514
2019-12-09,0.3526
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.2703
2019-12-16,-0.2695
2019-12-19,0.0
2019-12-20,0.0
2019-12-27,0.5405
2020-01-03,1.3978
2020-01-06,-0.1856
2020-01-10,0.2125
2020-01-13,2.5709
2020-01-14,-0.9044
2020-01-15,-0.3911
2020-01-21,0.0
2020-01-22,0.7853
2020-01-23,0.1299
2020-01-24,0.8042
2020-01-31,-0.7977
2020-02-04,0.2594
2020-02-05,0.0
2020-02-06,3.4929
2020-02-07,1.15
2020-02-10,1.1443
2020-02-12,0.5411
2020-02-14,0.7828
2020-02-19,-1.6747999999999998
2020-02-20,1.7527
2020-02-24,-1.7467000000000001
2020-03-04,-5.5556
2020-03-06,-0.6797
2020-03-09,-4.4485
2020-03-11,-0.8264
2020-03-12,-2.4722
2020-03-16,-1.1678
2020-03-17,-4.8991
2020-03-18,-8.3333
2020-03-19,-7.438
2020-03-20,2.8571
2020-03-23,0.9375
2020-03-24,5.7104
2020-04-01,0.8786
2020-04-03,-5.8065
2020-04-06,-0.6849
2020-04-09,10.3448
2020-04-14,-3.125
2020-04-28,4.0989
2020-05-05,-2.9688
2020-05-07,-0.161
2020-05-11,-1.2581
2020-05-13,0.0
2020-05-18,0.0
2020-06-03,4.541
2020-06-05,2.9063
2020-06-08,1.8828
2020-06-09,0.0
2020-06-11,2.9806
2020-06-19,1.3025
