ticker,UPWK US Equity
2019-02-27,5.0989
2019-02-28,-0.9201
2019-03-01,-5.2343
2019-03-04,2.0935
2019-03-05,0.0873
2019-03-06,-2.354
2019-03-07,-3.5268
2019-03-08,-0.6016
2019-03-11,0.3259
2019-03-12,-1.7633
2019-03-13,-1.9367
2019-03-14,-1.7341
2019-03-15,-0.4412
2019-03-18,-0.0492
2019-03-19,0.4433
2019-03-20,0.8828
2019-03-21,-1.1181
2019-03-22,-2.1632
2019-03-25,-0.201
2019-03-26,0.9567
2019-03-27,-1.9451
2019-03-28,-0.3052
2019-03-29,-2.3468999999999998
2019-04-01,-2.8213
2019-04-02,2.7957
2019-04-03,4.341
2019-04-04,0.0501
2019-04-05,0.2505
2019-04-08,-1.3993
2019-04-09,-1.1657
2019-04-10,0.1026
2019-04-11,0.666
2019-04-12,0.3053
2019-04-15,-1.2684
2019-04-16,-2.261
2019-04-17,-3.102
2019-04-18,1.7906
2019-04-22,1.1194
2019-04-23,1.5287
2019-04-24,-1.0903
2019-04-25,-0.7874
2019-04-26,0.6349
2019-04-29,4.1535
2019-04-30,0.9086
2019-05-01,1.5508
2019-05-02,0.2463
2019-05-03,1.7199
2019-05-06,-0.8213
2019-05-07,0.8768
2019-05-08,-1.1106
2019-05-09,-17.6758
2019-05-10,-0.6524
2019-05-13,-1.4328
2019-05-14,0.5451
2019-05-15,-2.2289
2019-05-16,-2.3413
2019-05-17,-0.4416
2019-05-20,-1.9011
2019-05-21,2.3256
2019-05-22,-0.2525
2019-05-23,-0.5063
2019-05-24,-0.4453
2019-05-28,-4.8562
2019-05-29,1.0074
2019-05-30,0.0
2019-05-31,-0.3989
2019-06-03,-4.5394
2019-06-04,0.9091
2019-06-05,-1.7325
2019-06-06,0.9873
2019-06-07,0.4888
2019-06-10,4.5865
2019-06-11,0.5316
2019-06-12,-3.7673
2019-06-13,7.6236
2019-06-14,-2.6165000000000003
2019-06-17,1.1796
2019-06-18,-1.8782
2019-06-19,2.1122
2019-06-20,3.2321
2019-06-21,-2.8804
2019-06-24,-0.1289
2019-06-25,-2.6469
2019-06-26,3.5145999999999997
2019-06-27,2.8828
2019-06-28,0.1245
2019-07-01,-2.9229000000000003
2019-07-02,-1.4094
2019-07-03,0.4548
2019-07-05,2.2639
2019-07-08,1.0753
2019-07-09,1.0013
2019-07-10,-0.9913
2019-07-11,0.8761
2019-07-12,3.1017
2019-07-15,0.0602
2019-07-16,0.0
2019-07-17,1.2628
2019-07-18,0.5938
2019-07-19,0.5903
2019-07-22,-3.9318999999999997
2019-07-23,1.405
2019-07-24,2.0482
2019-07-25,-0.5903
2019-07-26,0.8907
2019-07-29,-3.5903
2019-07-30,2.3199
2019-07-31,-1.9093
2019-08-01,-1.0949
2019-08-02,-2.337
2019-08-05,-1.1335
2019-08-06,-1.5287
2019-08-07,5.0453
2019-08-08,4.7414
2019-08-09,-10.9347
2019-08-12,-0.9901
2019-08-13,3.1333
2019-08-14,-4.7835
2019-08-15,1.833
2019-08-16,0.0
2019-08-19,-0.8
2019-08-20,-1.1425
2019-08-21,1.4956
2019-08-22,-0.4019
2019-08-23,-3.1607
2019-08-26,1.8056
2019-08-27,-4.0928
2019-08-28,-0.8535
2019-08-29,3.2281
2019-08-30,0.4864
2019-09-03,-3.7344
2019-09-04,2.1552
2019-09-05,-2.602
2019-09-06,1.5884
2019-09-09,1.99
2019-09-10,2.0906
2019-09-11,2.3208
2019-09-12,0.8005
2019-09-13,-0.9265
2019-09-16,-0.0668
2019-09-17,-2.2727
2019-09-18,-1.6416
2019-09-19,-1.4604
2019-09-20,-3.2463
2019-09-23,0.5106
2019-09-24,-1.5965
2019-09-25,1.4012
2019-09-26,-1.6726999999999999
2019-09-27,-1.9231
2019-09-30,0.3394
2019-10-01,1.0898
2019-10-02,0.1487
2019-10-03,1.6333
2019-10-04,2.7027
2019-10-07,-0.4979
2019-10-08,-2.0729
2019-10-09,-0.292
2019-10-10,2.5622
2019-10-11,2.0343
2019-10-14,-1.2591999999999999
2019-10-15,0.7085
2019-10-16,1.1607
2019-10-17,2.573
2019-10-18,-2.2712
2019-10-21,0.659
2019-10-22,0.1378
2019-10-23,1.927
2019-10-24,0.7427
2019-10-25,-0.6702
2019-10-28,-0.6748
2019-10-29,-0.4076
2019-10-30,3.3424
2019-10-31,-0.7261
2019-11-01,1.1303
2019-11-04,0.0657
2019-11-05,0.5256
2019-11-06,-1.5032999999999999
2019-11-07,-14.6649
2019-11-08,-0.6998
2019-11-11,-3.6022
2019-11-12,-1.6653
2019-11-13,-2.9327
2019-11-14,1.9574
2019-11-15,-1.0851
2019-11-18,1.0127
2019-11-19,-2.005
2019-11-20,0.341
2019-11-21,-1.8692
2019-11-22,-2.684
2019-11-25,3.8256
2019-11-26,-1.5424
2019-11-27,0.3481
2019-11-29,1.0408
2019-12-02,-4.1202
2019-12-03,0.8953
2019-12-04,2.1295
2019-12-05,-0.5213
2019-12-06,-1.1354
2019-12-09,-1.5018
2019-12-10,-4.3946
2019-12-11,-1.1257
2019-12-12,-1.2334
2019-12-13,0.0961
2019-12-16,0.9597
2019-12-17,1.0456
2019-12-18,1.0348
2019-12-19,-0.5587
2019-12-20,-0.7491
2019-12-23,-1.5093999999999999
2019-12-24,1.1494
2019-12-26,-1.4205
2019-12-27,0.0961
2019-12-30,-1.1516
2019-12-31,3.5922
2020-01-02,-1.4058
2020-01-03,-4.0875
2020-01-06,-1.3875
2020-01-07,-1.608
2020-01-08,3.4729
2020-01-09,-0.5429
2020-01-10,-0.4467
2020-01-13,-2.3928
2020-01-14,0.8172
2020-01-15,0.304
2020-01-16,1.7172
2020-01-17,-0.1986
2020-01-21,-0.6965
2020-01-22,-3.2064
2020-01-23,-0.3106
2020-01-24,-4.2575
2020-01-27,0.4338
2020-01-28,1.3498999999999999
2020-01-29,-2.2909
2020-01-30,0.9815
2020-01-31,-0.8639
2020-02-03,-2.3965
2020-02-04,2.3996
2020-02-05,3.5967000000000002
2020-02-06,-1.7359
2020-02-07,-2.8908
2020-02-10,-3.4179
2020-02-11,2.8539
2020-02-12,2.8857
2020-02-13,0.2157
2020-02-14,-0.7535
2020-02-18,-0.3254
2020-02-19,0.0
2020-02-20,2.6115
2020-02-21,-3.6055
2020-02-24,-5.6106
2020-02-25,-3.0303
2020-02-26,-2.1034
2020-02-27,7.3051
2020-02-28,-0.8581
2020-03-02,-2.6544
2020-03-03,-4.4458
2020-03-04,3.7221
2020-03-05,-4.4258
2020-03-06,-0.1252
2020-03-09,0.3759
2020-03-10,9.2385
2020-03-11,-4.0
2020-03-12,-13.5714
2020-03-13,-1.2397
2020-03-16,-0.6974
2020-03-17,-7.1629
2020-03-18,-17.8517
2020-03-19,9.7606
2020-03-20,3.8590999999999998
2020-03-23,3.5541
2020-03-24,-1.7161
2020-03-25,1.2698
2020-03-26,-5.3292
2020-03-27,7.6159
2020-03-30,-2.3077
2020-03-31,1.5748
2020-04-01,-7.1318
2020-04-02,-3.5058
2020-04-03,-6.5744
2020-04-06,12.963
2020-04-07,4.5902
2020-04-08,13.1661
2020-04-09,0.6925
2020-04-13,-0.4127
2020-04-14,3.5911999999999997
2020-04-15,-3.8667
2020-04-16,2.4965
2020-04-17,0.1353
2020-04-20,4.4595
2020-04-21,-2.7167
2020-04-22,1.0638
2020-04-23,-0.5263
2020-04-24,4.3651
2020-04-27,5.7034
2020-04-28,0.4796
2020-04-29,7.7566
2020-04-30,-7.7519
2020-05-01,2.401
2020-05-04,-2.3447
2020-05-05,5.7623
2020-05-06,3.1782
2020-05-07,1.1001
2020-05-08,7.1817
2020-05-11,6.7005
2020-05-12,16.9363
2020-05-13,10.4963
2020-05-14,2.43
2020-05-15,-1.3659
2020-05-18,-9.4023
2020-05-19,1.3677000000000001
2020-05-20,-7.619
2020-05-21,6.3574
2020-05-22,-0.6462
2020-05-26,2.1138
2020-05-27,-1.1943
2020-05-28,-3.3844
2020-05-29,3.7531
2020-06-01,-1.8489
2020-06-02,2.2932
2020-06-03,-2.2418
2020-06-04,-0.9009
2020-06-05,1.9008
2020-06-08,-0.811
2020-06-09,0.1635
2020-06-10,1.3878
2020-06-11,-8.3736
2020-06-12,3.9981999999999998
2020-06-15,4.9007
2020-06-16,-2.3762
2020-06-17,-1.3201
2020-06-18,4.0134
2020-06-19,-1.6077
2020-06-22,10.7026
2020-06-23,-0.738
2020-06-24,-3.9405
2020-06-25,9.9845
2020-06-26,-0.7037
2020-06-29,0.9213
2020-06-30,1.4045
2020-07-01,3.7396000000000003
2020-07-02,-4.0721
2020-07-06,0.4871
2020-07-07,2.6316
2020-07-08,2.0918
2020-07-09,8.46
2020-07-10,-2.011
2020-07-13,-9.4527
2020-07-14,-4.739
2020-07-15,0.7931
2020-07-16,-1.3591
2020-07-17,1.0877
2020-07-20,5.4519
2020-07-21,-3.6734999999999998
2020-07-22,-0.4944
2020-07-23,-2.8388999999999998
2020-07-24,-2.1183
2020-07-27,4.9627
2020-07-28,-0.2488
2020-07-29,2.7798
2020-07-30,3.1207
2020-07-31,1.0087
