ticker,ILAL US Equity
2019-10-28,-2.7027
2019-10-29,2.7778
2019-10-30,2.7027
2019-10-31,-14.473700000000001
2019-11-01,4.6154
2019-11-04,-11.7647
2019-11-05,-1.6667
2019-11-06,-1.6949
2019-11-07,10.3448
2019-11-08,-7.8125
2019-11-11,-6.7797
2019-11-12,6.6209
2019-11-13,-1.5203
2019-11-14,3.8961
2019-11-18,-0.1667
2019-11-19,0.1669
2019-11-20,-0.0167
2019-11-21,5.851
2019-11-22,-5.5118
2019-11-25,5.0
2019-11-26,8.7302
2019-11-27,12.4088
2019-11-29,10.3896
2019-12-02,9.2941
2019-12-03,-0.9688
2019-12-04,2.1739
2019-12-05,0.0
2019-12-06,7.4468
2019-12-09,-0.9901
2019-12-10,2.0
2019-12-11,2.9412000000000003
2019-12-12,1.9048
2019-12-13,0.0
2019-12-16,2.8037
2019-12-17,3.6364
2019-12-18,2.6316
2019-12-19,0.8547
2019-12-20,0.8475
2019-12-23,0.8403
2019-12-24,2.5
2019-12-26,-1.626
2019-12-27,5.7851
2019-12-30,1.5625
2019-12-31,1.5385
2020-01-02,-3.0303
2020-01-03,1.5625
2020-01-06,-3.8462
2020-01-07,1.6
2020-01-08,-5.5118
2020-01-09,0.0
2020-01-10,-5.0
2020-01-13,3.5088
2020-01-14,-4.2373
2020-01-15,4.4248
2020-01-16,0.0
2020-01-17,-3.3898
2020-01-21,-3.5088
2020-01-22,7.2727
2020-01-23,-3.3898
2020-01-24,-8.7719
2020-01-27,-8.6538
2020-01-28,13.6842
2020-01-29,-2.7778
2020-01-30,-4.7619
2020-01-31,18.0
2020-02-03,-4.2373
2020-02-04,-0.885
2020-02-06,3.5714
2020-02-07,0.0
2020-02-10,-11.2069
2020-02-11,-14.534
2020-02-12,0.0
2020-02-13,2.7207
2020-02-14,27.1772
2020-02-18,-0.8696
2020-02-19,-3.5088
2020-02-20,0.0
2020-02-21,-3.6364
2020-02-24,2.8302
2020-02-25,-12.844
2020-02-26,5.2632
2020-02-27,-20.0
2020-02-28,23.125
2020-03-02,-5.3046
2020-03-03,-3.5647
2020-03-04,0.0445
2020-03-05,9.99
2020-03-06,-15.1344
2020-03-09,-4.7619
2020-03-10,0.0
2020-03-11,-6.25
2020-03-12,20.0
2020-03-13,4.4444
2020-03-16,-1.0638
2020-03-17,-5.3763
2020-03-18,-2.2727
2020-03-19,-23.2558
2020-03-20,13.6364
2020-03-23,12.0
2020-03-24,-13.3333
2020-03-25,1.3736
2020-03-26,0.0
2020-03-30,0.1355
2020-03-31,-2.5709999999999997
2020-04-01,-2.7778
2020-04-02,-14.2857
2020-04-03,0.0
2020-04-06,13.3333
2020-04-07,-11.7647
2020-04-08,8.3333
2020-04-09,0.0
2020-04-13,-0.0154
2020-04-14,0.0154
2020-04-15,1.5385
2020-04-16,-1.5152
2020-04-17,-1.5537999999999998
2020-04-20,0.0
2020-04-21,-9.3765
2020-04-22,8.6394
2020-04-23,14.127
2020-04-24,-2.6426
2020-04-27,-4.4571
2020-04-28,-2.826
2020-04-29,-3.0774
2020-04-30,3.191
2020-05-01,-7.6923
2020-05-04,0.0
2020-05-05,15.0
2020-05-06,-13.0435
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,16.6667
2020-05-13,11.4286
2020-05-14,6.4103
2020-05-15,-9.6386
2020-05-18,10.5333
2020-05-19,-0.4825
2020-05-20,-15.1515
2020-05-21,-4.2857
2020-05-22,11.9403
2020-05-28,-20.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,23.3333
2020-06-05,-29.7297
2020-06-08,-1.9231
2020-06-09,0.0
2020-06-10,-7.8235
2020-06-11,10.6148
2020-06-12,0.0
2020-06-15,-3.8462
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,-2.0
2020-06-24,2.0408
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,-2.0
2020-07-01,-2.0408
2020-07-02,4.1458
2020-07-06,-3.9808
2020-07-07,4.1667
2020-07-08,-10.0
2020-07-09,4.4444
2020-07-13,-2.1277
2020-07-14,-2.1739
2020-07-15,-11.1111
2020-07-17,0.0
2020-07-20,17.5
2020-07-21,-4.2553
2020-07-22,0.0
2020-07-23,-15.5556
2020-07-24,-7.8947
2020-07-27,-10.0
2020-07-28,26.9841
2020-07-29,0.0
2020-07-30,-26.25
2020-07-31,28.8136
