ticker,GRTS US Equity
2019-02-22,4.8374
2019-02-25,-1.8298
2019-02-26,5.2674
2019-02-27,-0.6928
2019-02-28,-0.3101
2019-03-01,1.8662999999999998
2019-03-04,-0.0763
2019-03-05,-8.0978
2019-03-06,-3.2419000000000002
2019-03-07,-0.2577
2019-03-08,-5.857
2019-03-11,-2.8362
2019-03-12,-1.0358
2019-03-13,2.1884
2019-03-14,-7.1695
2019-03-15,1.8054000000000001
2019-03-18,31.4286
2019-03-19,-10.6447
2019-03-20,-1.8456000000000001
2019-03-21,-2.1368
2019-03-22,0.0
2019-03-25,-4.5415
2019-03-26,5.215
2019-03-27,3.3913
2019-03-28,5.4668
2019-03-29,6.0606
2019-04-01,1.203
2019-04-02,9.5097
2019-04-03,-2.1031
2019-04-04,5.1282
2019-04-05,3.4937
2019-04-08,-1.1465
2019-04-09,-7.6030999999999995
2019-04-10,1.8131
2019-04-11,-1.9863
2019-04-12,3.8435
2019-04-15,-7.2005
2019-04-16,6.3089
2019-04-17,-5.1842
2019-04-18,-1.1511
2019-04-22,5.8952
2019-04-23,-10.9966
2019-04-24,-5.0193
2019-04-25,-12.9268
2019-04-26,0.747
2019-04-29,1.4828999999999999
2019-04-30,-4.0183
2019-05-01,1.6175000000000002
2019-05-02,0.6554
2019-05-03,0.0
2019-05-06,4.186
2019-05-07,-4.5536
2019-05-08,5.2385
2019-05-09,-0.0889
2019-05-10,0.0
2019-05-13,-1.9573
2019-05-14,1.0889
2019-05-15,-0.8977
2019-05-16,-2.6268000000000002
2019-05-17,4.0
2019-05-20,-1.9678
2019-05-21,-1.2774
2019-05-22,-3.7893
2019-05-23,-4.1306
2019-05-24,5.01
2019-05-28,1.145
2019-05-29,-7.6415
2019-05-30,-1.3279
2019-05-31,-3.6231999999999998
2019-06-03,-1.1815
2019-06-04,1.6303999999999998
2019-06-05,-1.2833999999999999
2019-06-06,0.4334
2019-06-07,4.315
2019-06-10,0.6205
2019-06-11,-0.6166
2019-06-12,-0.2068
2019-06-13,3.3161
2019-06-14,-1.4042
2019-06-17,4.7813
2019-06-18,6.0194
2019-06-19,-0.5495
2019-06-20,-3.4991
2019-06-21,2.7672
2019-06-24,-9.4708
2019-06-25,0.7179
2019-06-26,1.5274999999999999
2019-06-27,0.2006
2019-06-28,11.5115
2019-07-01,1.0772
2019-07-02,-0.0888
2019-07-03,0.4444
2019-07-05,1.5929
2019-07-08,-1.9163999999999999
2019-07-09,1.5986
2019-07-10,6.2063
2019-07-11,1.07
2019-07-12,-9.4463
2019-07-15,-0.6295
2019-07-16,-5.4299
2019-07-17,-0.2871
2019-07-18,-1.0557
2019-07-19,-1.8429
2019-07-22,0.7905
2019-07-23,-2.7451
2019-07-24,-1.1089
2019-07-25,6.2181
2019-07-26,1.2476
2019-07-29,0.2844
2019-07-30,1.0397
2019-07-31,-1.7774
2019-08-01,1.5238
2019-08-02,-10.788
2019-08-05,-4.7318999999999996
2019-08-06,3.4215999999999998
2019-08-07,3.6286
2019-08-08,4.8404
2019-08-09,-1.6699000000000002
2019-08-12,-4.3956
2019-08-13,-2.1944
2019-08-14,3.312
2019-08-15,-6.515
2019-08-16,8.2965
2019-08-19,0.6129
2019-08-20,4.3655
2019-08-21,4.7665
2019-08-22,-6.6852
2019-08-23,-5.9701
2019-08-26,-0.1058
2019-08-27,-2.7542
2019-08-28,3.4858000000000002
2019-08-29,7.3684
2019-08-30,-0.7843
2019-09-03,-2.1739
2019-09-04,-1.0101
2019-09-05,-2.0408
2019-09-06,1.7708
2019-09-09,1.433
2019-09-10,6.0545
2019-09-11,4.1865
2019-09-12,-6.8493
2019-09-13,-3.7255000000000003
2019-09-16,0.2037
2019-09-17,0.6098
2019-09-18,-1.3131
2019-09-19,-0.1024
2019-09-20,-0.9221
2019-09-23,-2.2751
2019-09-24,-3.3862
2019-09-25,1.2048
2019-09-26,-3.1385
2019-09-27,-5.5866
2019-09-30,2.1893
2019-10-01,-2.2583
2019-10-02,2.6066000000000003
2019-10-03,0.2309
2019-10-04,-1.2673
2019-10-07,-0.4667
2019-10-08,-0.8206
2019-10-09,4.4917
2019-10-10,-0.2262
2019-10-11,-2.3810000000000002
2019-10-14,-0.4646
2019-10-15,0.0
2019-10-16,-1.4002
2019-10-17,-1.3018
2019-10-18,-6.3549
2019-10-21,5.8899
2019-10-22,-5.0786
2019-10-23,-6.3694
2019-10-24,-0.5442
2019-10-25,5.4719999999999995
2019-10-28,-8.3009
2019-10-29,1.2730000000000001
2019-10-30,6.9832
2019-10-31,5.8747
2019-11-01,-1.7263
2019-11-04,-1.0038
2019-11-05,0.7605
2019-11-06,-3.1447
2019-11-07,2.7273
2019-11-08,-1.3906
2019-11-11,-4.1026
2019-11-12,-1.738
2019-11-13,-2.8571
2019-11-14,0.0
2019-11-15,2.8011
2019-11-18,-0.6812
2019-11-19,8.9163
2019-11-20,4.0302
2019-11-21,7.7482
2019-11-22,-5.6742
2019-11-25,7.2067
2019-11-26,-5.3333
2019-11-27,2.23
2019-11-29,0.0
2019-12-02,-1.0333
2019-12-03,1.0441
2019-12-04,-3.4443
2019-12-05,0.1189
2019-12-06,7.9572
2019-12-09,1.3201
2019-12-10,18.0239
2019-12-11,6.8077
2019-12-12,-11.3695
2019-12-13,-10.2041
2019-12-16,-11.6342
2019-12-17,-2.0208
2019-12-18,-1.25
2019-12-19,-3.9241
2019-12-20,2.108
2019-12-23,11.2258
2019-12-24,5.4524
2019-12-26,-2.6403
2019-12-27,-4.4068
2019-12-30,-0.2364
2019-12-31,6.2796
2020-01-02,-9.3645
2020-01-03,-3.936
2020-01-06,-0.6402
2020-01-07,0.5155
2020-01-08,-0.3846
2020-01-09,15.1866
2020-01-10,0.3352
2020-01-13,-1.0022
2020-01-14,17.5478
2020-01-15,8.134
2020-01-16,-4.8673
2020-01-17,4.4651
2020-01-21,-3.9181
2020-01-22,-4.3559
2020-01-23,-2.5194
2020-01-24,-3.7773
2020-01-27,-4.8554
2020-01-28,1.9001000000000001
2020-01-29,0.9057
2020-01-30,2.3231
2020-01-31,-8.5655
2020-02-03,-4.2889
2020-02-04,3.3019
2020-02-05,5.1370000000000005
2020-02-06,4.3431
2020-02-07,-5.0989
2020-02-10,5.8114
2020-02-11,-3.6269
2020-02-12,0.7527
2020-02-13,-0.6403
2020-02-14,1.7186
2020-02-18,6.3358
2020-02-19,1.8868
2020-02-20,1.3645
2020-02-21,0.4808
2020-02-24,-11.6746
2020-02-25,-3.467
2020-02-26,-0.2245
2020-02-27,-4.7244
2020-02-28,-0.8264
2020-03-02,3.4524
2020-03-03,0.6904
2020-03-04,4.8
2020-03-05,-7.5245
2020-03-06,-7.1934
2020-03-09,-10.8005
2020-03-10,0.2849
2020-03-11,-5.2557
2020-03-12,-15.4423
2020-03-13,9.7518
2020-03-16,-8.723700000000001
2020-03-17,9.0265
2020-03-18,-11.2013
2020-03-19,14.6252
2020-03-20,-9.5694
2020-03-23,-0.1764
2020-03-24,8.3039
2020-03-25,1.7945
2020-03-26,-2.2436
2020-03-27,-10.3279
2020-03-30,4.5704
2020-03-31,1.7483
2020-04-01,-2.2337
2020-04-02,10.0176
2020-04-03,-2.5559
2020-04-06,9.0164
2020-04-07,-7.0677
2020-04-08,8.7379
2020-04-09,0.4464
2020-04-13,-1.7778
2020-04-14,1.6591
2020-04-15,-1.0386
2020-04-16,8.6957
2020-04-17,5.6552
2020-04-20,0.0
2020-04-21,1.1749
2020-04-22,-5.0323
2020-04-23,-2.7174
2020-04-24,3.9106
2020-04-27,2.2849
2020-04-28,4.9934
2020-04-29,2.2528
2020-04-30,-14.1983
2020-05-01,-9.9857
2020-05-04,3.4865
2020-05-05,3.5221999999999998
2020-05-06,-3.1065
2020-05-07,3.0534
2020-05-08,-4.2963000000000005
2020-05-11,2.6316
2020-05-12,0.4525
2020-05-13,-3.9039
2020-05-14,-1.875
2020-05-15,4.9363
2020-05-18,1.9727000000000001
2020-05-19,-1.7856999999999998
2020-05-20,5.9091000000000005
2020-05-21,-8.4406
2020-05-22,5.1563
2020-05-26,-3.2689
2020-05-27,0.6144
2020-05-28,0.3053
2020-05-29,-1.6743000000000001
2020-06-01,-2.9412000000000003
2020-06-02,0.1595
2020-06-03,0.1592
2020-06-04,3.8156
2020-06-05,3.0628
2020-06-08,2.3774
2020-06-09,-0.5806
2020-06-10,1.3139
2020-06-11,-8.5014
2020-06-12,0.0
2020-06-15,-0.9449
2020-06-16,6.5183
2020-06-17,-1.791
2020-06-18,1.2158
2020-06-19,-0.1502
2020-06-22,-1.6541000000000001
2020-06-23,0.4587
2020-06-24,4.1096
2020-06-25,1.0234
2020-06-26,-1.3025
2020-06-29,-2.0528
2020-06-30,-0.5988
2020-07-01,-1.3554
2020-07-02,0.458
2020-07-06,1.6717
2020-07-07,-5.3812
2020-07-08,-0.6319
2020-07-09,12.7186
2020-07-10,14.1044
2020-07-13,-50.309
2020-07-14,-3.2338
2020-07-15,-0.2571
2020-07-16,-2.3196
2020-07-17,0.2639
2020-07-20,1.5789
2020-07-21,-4.4041
2020-07-22,-4.7425
2020-07-23,2.1337
2020-07-24,1.6713
2020-07-27,-0.5479
2020-07-28,-1.9284
2020-07-29,-4.4944
2020-07-30,-2.3529
2020-07-31,-3.4638999999999998
