ticker,MLLS US Equity
2006-05-09,0.0
2006-06-20,-22.2222
2006-06-29,0.0
2006-07-17,114.2857
2006-08-09,-6.6667
2006-08-25,0.0
2006-09-21,0.0
2006-09-27,0.0
2006-10-03,7.1429
2006-10-11,0.0
2006-10-16,0.0
2006-10-17,-3.3333
2006-11-15,-3.4483
2006-11-29,14.2857
2006-12-05,18.75
2006-12-06,0.0
2006-12-12,-57.8947
2007-03-29,0.0
2007-07-19,0.0
2007-09-24,150.0
2007-10-12,-60.0
2007-11-30,25.0
2007-12-06,-10.0
2007-12-10,-33.3333
2008-01-08,0.0
2008-02-25,0.0
2008-03-14,0.0
2008-05-21,0.0
2008-06-11,0.0
2008-06-23,0.0
2008-06-27,-13.3333
2008-08-27,-13.461500000000001
2008-09-04,0.0
2009-03-03,0.0
2009-04-08,-11.1111
2009-04-16,0.0
2009-05-06,0.0
2009-06-15,0.0
2009-08-20,0.0
2009-09-04,200.0
2009-10-30,-66.6667
2009-11-04,0.0
2009-12-01,0.0
2010-04-07,25.0
2010-04-27,140.0
2010-04-28,0.0
2010-07-01,-41.6667
2010-07-20,0.0
2010-07-29,-14.2857
2010-08-09,0.0
2010-09-27,0.0
2010-10-26,0.0
2010-10-27,0.0
2011-01-07,0.0
2011-01-24,283.3333
2011-01-31,-26.087
2011-02-01,-41.1765
2011-02-03,10.0
2011-02-16,-31.8182
2011-04-25,-6.6667
2011-04-26,0.0
2011-05-05,0.0
2011-05-11,24.2857
2011-05-17,37.931
2011-05-31,-25.0
2011-06-03,-11.1111
2011-07-13,-31.25
2011-07-28,9.0909
2011-08-08,0.0
2011-08-12,33.3333
2011-08-17,0.0
2011-08-29,75.0
2011-09-06,-49.2857
2011-09-28,69.0141
2011-10-20,8.3333
2011-11-07,-44.6154
2011-11-09,94.4444
2011-11-18,-50.0
2011-11-21,100.0
2011-11-22,0.0
2011-11-23,3.5714
2011-11-29,34.4828
2011-12-08,-55.3846
2012-01-05,187.3563
2012-01-13,-31.75
2012-02-28,-33.1868
2012-03-13,0.1096
2012-03-23,5.1479
2012-04-13,-4.2708
2012-04-24,61.0446
2012-05-30,2.7027
2012-06-13,-10.526299999999999
2012-08-09,-16.6912
2012-08-10,0.0
2012-08-14,12.9744
2012-09-14,0.0
2012-09-21,6.25
2012-11-05,-17.5735
2012-11-14,1.6949
2012-12-11,5.2632
2013-02-11,0.0
2013-02-19,-5.0
2013-03-07,12.2807
2013-03-08,6.25
2013-03-14,0.0
2013-03-15,0.0
2013-03-22,0.0
2013-06-04,-5.8824
2013-07-10,0.0
2013-10-04,0.0
2013-10-17,0.0
2013-10-21,0.0
2014-01-23,0.0
2014-01-30,0.0
2014-04-11,34.375
2014-04-22,39.5349
2014-08-04,0.0
2014-08-07,3.3333
2014-08-29,77.4194
2014-09-08,-40.0
2014-09-09,-3.0303
2014-09-10,9.375
2014-09-11,-11.4286
2014-11-14,0.0
2014-12-05,3.2258
2014-12-22,0.0
2014-12-31,9.375
2015-01-23,0.0
2015-01-27,0.0
2015-01-28,-28.5714
2015-01-29,28.0
2015-02-05,0.0
2015-03-09,-3.125
2015-05-05,-3.2258
2015-05-06,0.0
2015-05-12,6.6667
2015-05-13,25.0
2015-05-15,27.5
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,-11.7647
2015-05-22,22.2222
2015-05-29,0.0
2015-06-01,-3.6364
2015-06-02,0.0
2015-06-04,-13.2075
2015-06-05,15.1902
2015-06-09,0.0
2015-06-10,-3.7509
2015-06-11,0.0
2015-06-17,-5.8824
2015-06-23,-20.8333
2015-07-07,-21.0526
2015-07-31,0.0
2015-08-05,-6.6667
2015-08-06,0.0
2015-08-07,0.0
2015-08-10,-14.2857
2015-08-17,25.0
2015-08-18,0.0
2015-08-24,-15.0
2015-08-28,0.7843
2015-09-25,-22.179
2015-09-28,-5.0
2015-10-06,15.7895
2015-10-07,0.0
2015-10-08,-9.0909
2015-10-09,2.5
2015-10-16,7.3171
2015-10-30,0.0
2015-11-16,-9.0909
2015-11-18,-10.0
2015-12-04,11.1111
2016-01-14,0.0
2016-01-26,-10.0
2016-01-27,11.1111
2016-02-17,0.0
2016-02-23,0.0
2016-03-18,0.0
2016-03-31,-5.0
2016-04-08,84.2105
2016-04-11,14.2857
2016-05-10,20.0
2016-05-20,4.1667
2016-05-23,0.0
2016-05-24,-28.0
2016-06-02,-8.3333
2016-06-09,-21.2121
2016-06-10,34.6154
2016-06-14,14.2857
2016-06-30,-27.5
2016-07-08,0.0
2016-07-11,12.069
2016-07-15,1.5385
2016-07-21,-9.0909
2016-08-09,15.0
2016-08-26,1.4493
2016-09-12,-5.7143
2017-01-31,6.0606
2017-02-13,14.2857
2017-02-28,0.0
2017-03-02,0.0
2017-03-06,0.0
2017-03-23,0.0
2017-03-24,25.0
2017-04-06,-20.0
2017-04-20,0.0
2017-05-12,0.0
2017-05-15,0.0
2017-06-02,25.0
2017-06-15,-15.0
2017-06-23,0.0
2017-07-11,5.8824
2017-07-13,17.7778
2017-08-04,-0.1321
2017-08-09,-13.0928
2017-08-11,0.0
2017-09-28,2.0
2017-12-08,6.5644
2018-01-17,0.0
2018-01-18,0.0
2018-02-05,4.0
2018-02-06,0.0
2018-02-15,2.8846
2018-02-20,1.8692
2018-04-04,7.3394
2018-04-26,40.1709
2018-05-03,-1.2439
2018-05-16,-13.5589
2018-05-25,0.0
2018-06-04,15.2357
2018-07-18,-13.2213
2018-07-24,12.857099999999999
2018-08-02,0.0
2018-08-20,-8.8608
2018-09-06,9.7222
2018-09-17,0.0
2018-09-28,-8.8608
2018-10-03,9.7222
2018-10-19,-5.0633
2018-11-20,-2.6667
2018-11-27,-1.3699
2019-01-09,11.1111
2019-02-04,6.25
2019-03-19,1.4706000000000001
2019-05-14,-16.5217
2019-05-17,11.1111
2019-06-12,0.0
2019-07-01,-0.625
2019-07-02,0.0
2019-09-18,-6.9182
2019-10-17,-0.6757
2019-10-18,2.0408
2019-10-22,-2.6667
2019-11-01,26.7123
2019-11-13,-8.1081
2019-11-29,0.0
2019-12-04,4.7059
2019-12-11,0.0
2019-12-18,-10.1124
2019-12-27,-2.5
2020-01-23,0.0
2020-02-03,-5.1282
2020-02-25,5.4054
2020-02-26,1.2821
2020-02-27,-1.2658
2020-03-03,12.8205
2020-03-04,2.2727
2020-03-10,-13.3333
2020-03-12,0.0
2020-03-13,-10.2564
2020-03-16,-1.4285999999999999
2020-03-24,-26.087
2020-03-25,7.8431
2020-03-27,9.0909
2020-04-01,16.6667
2020-04-06,0.0
2020-04-17,-7.1429
2020-04-28,0.0
2020-05-01,7.6923
2020-05-29,0.0
2020-06-18,0.0
2020-06-30,-7.1429
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,-4.6
2020-07-24,4.8218
2020-07-27,0.0
