ticker,OLMM US Equity
2018-05-01,-16.6667
2018-05-02,10.0
2018-05-03,-9.0909
2018-05-04,20.0
2018-05-08,-16.6667
2018-05-09,5.0
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,-4.7619
2018-05-16,-28.9
2018-05-17,40.647
2018-05-21,-20.0
2018-05-23,35.0
2018-05-24,1.8519
2018-05-25,-1.8182
2018-05-29,-25.9259
2018-05-30,25.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,5.0
2018-06-05,2.8571
2018-06-06,-2.7778
2018-06-07,14.2857
2018-06-08,4.0833
2018-06-11,20.0961
2018-06-12,0.0
2018-06-13,-3.3333
2018-06-14,0.0
2018-06-15,10.3448
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,-6.25
2018-06-21,-25.3333
2018-06-22,33.9286
2018-06-25,6.6667
2018-06-26,18.75
2018-06-27,5.2105
2018-06-28,-9.955
2018-06-29,5.5556
2018-07-02,-22.3684
2018-07-05,-5.0847
2018-07-06,5.3571
2018-07-09,-5.0847
2018-07-10,-7.1429
2018-07-11,11.538499999999999
2018-07-12,0.0
2018-07-17,-24.1379
2018-07-18,0.0
2018-07-20,31.8182
2018-07-23,-20.6897
2018-07-24,13.0435
2018-07-25,11.538499999999999
2018-07-26,-10.3448
2018-07-27,-7.6923
2018-07-30,25.0
2018-08-01,-6.6667
2018-08-02,-5.5357
2018-08-03,-1.7013
2018-08-06,7.6923
2018-08-07,-7.1429
2018-08-08,0.0
2018-08-10,14.2308
2018-08-13,-0.3367
2018-08-14,14.8311
2018-08-15,-6.1489
2018-08-16,-1.2539
2018-08-17,-4.7619
2018-08-20,13.3333
2018-08-21,-8.8235
2018-08-22,3.2258
2018-08-23,56.25
2018-08-24,20.6
2018-08-27,12.8524
2018-08-28,-11.8589
2018-08-29,5.035
2018-08-30,-12.6984
2018-08-31,27.2727
2018-09-04,21.4286
2018-09-05,8.2353
2018-09-06,6.5217
2018-09-07,4.0816
2018-09-10,3.9215999999999998
2018-09-11,-20.7547
2018-09-12,-14.5238
2018-09-13,30.9192
2018-09-14,14.8936
2018-09-17,7.4074
2018-09-18,-1.7241
2018-09-19,3.5088
2018-09-20,3.3898
2018-09-21,-9.8361
2018-09-24,9.0909
2018-09-25,3.3333
2018-09-26,3.2258
2018-09-27,4.6875
2018-09-28,-1.4925
2018-10-01,-3.0303
2018-10-02,-6.25
2018-10-03,-21.8333
2018-10-04,10.8742
2018-10-05,19.2308
2018-10-08,-3.2258
2018-10-23,-66.6667
2018-10-24,-55.0
2018-10-25,88.8889
2018-10-26,-17.647100000000002
2018-10-29,7.1429
2018-10-30,13.3333
2018-10-31,-41.1765
2018-11-01,50.0
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,-6.6667
2018-11-07,7.1429
2018-11-08,-20.0
2018-11-09,0.0
2018-11-12,-16.6667
2018-11-13,40.0
2018-11-15,-21.4286
2018-11-19,-54.5455
2018-11-20,10.0
2018-11-21,43.6364
2018-11-27,-35.443
2018-11-28,96.0784
2018-11-29,20.0
2018-11-30,75.0
2018-12-03,-19.0952
2018-12-04,0.0
2018-12-06,-69.9823
2018-12-07,252.9412
2018-12-11,-16.6667
2018-12-12,26.6667
2018-12-13,-21.0526
2018-12-17,-40.0
2018-12-18,11.1111
2018-12-19,0.0
2018-12-21,0.0
2018-12-26,0.0
2018-12-27,-20.0
2018-12-28,0.0
2018-12-31,-37.5
2019-01-04,100.0
2019-01-07,-10.0
2019-01-08,0.0
2019-01-11,-33.3333
2019-01-14,0.0
2019-01-18,58.3333
2019-01-23,-15.7895
2019-01-25,12.5
2019-01-29,-22.2222
2019-02-01,0.0
2019-02-04,-14.2857
2019-02-05,20.0
2019-02-07,11.1111
2019-02-11,-25.0
2019-02-12,33.3333
2019-02-13,-12.5
2019-02-15,0.0
2019-02-19,14.2857
2019-02-20,0.0
2019-02-21,12.5
2019-02-22,61.1111
2019-02-25,-31.0345
2019-02-26,0.0
2019-03-01,-10.0
2019-03-04,11.1111
2019-03-05,0.0
2019-03-07,-10.0
2019-03-12,-11.1111
2019-03-13,12.5
2019-03-18,-44.4444
2019-03-20,40.0
2019-03-21,-28.5714
2019-03-22,0.0
2019-03-27,0.0
2019-04-03,80.0
2019-04-15,-44.4444
2019-04-16,0.0
2019-04-23,30.0
2019-05-01,-23.0769
2019-05-02,-20.0
2019-05-09,-25.0
2019-05-10,33.3333
2019-05-15,5.0
2019-05-16,19.0476
2019-05-17,-40.0
2019-05-21,-8.3333
2019-05-24,27.2727
2019-05-30,14.2857
2019-05-31,-50.0
2019-06-03,0.0
2019-06-10,-50.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-27,100.0
2019-07-10,-25.0
2019-07-12,100.0
2019-07-22,0.0
2019-07-31,-83.3333
2019-08-21,-99.98
2019-08-23,900.0
2019-09-05,49900.0013
2019-09-06,98.0
2019-09-10,0.0
2019-09-11,22.2222
2019-09-20,-57.8512
2019-09-26,37.2549
2019-10-01,-98.5714
2019-10-09,900.0
2019-10-11,0.0
2019-10-14,-99.9
2019-10-17,99900.0003
2019-10-18,0.0
2019-11-04,10.0
2019-11-13,0.0
2019-11-19,-9.0909
2019-11-27,-90.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,100.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,0.0
2020-01-06,50.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,-33.3333
2020-01-10,50.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-21,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,66.6667
2020-01-29,-40.0
2020-01-30,66.6667
2020-02-04,0.0
2020-02-13,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-40.0
2020-02-24,66.6667
2020-02-28,0.0
2020-03-03,-20.0
2020-03-11,-50.0
2020-03-25,-50.0
2020-03-30,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-14,-99.0
2020-04-15,9900.0
2020-04-20,300.0
2020-04-21,-75.0
2020-04-22,100.0
2020-04-27,-50.0
2020-04-29,0.0
2020-05-07,100.0
2020-05-15,0.0
2020-05-26,-50.0
2020-05-27,100.0
2020-06-01,-50.0
2020-06-02,100.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-12,0.0
2020-06-17,0.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-30,0.0
2020-07-02,0.0
2020-07-07,0.0
2020-07-09,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-29,0.0
