ticker,INSP US Equity
2018-09-18,-2.0738
2018-09-19,-6.4168
2018-09-20,2.014
2018-09-21,-1.2866
2018-09-24,-1.236
2018-09-25,-2.7759
2018-09-26,0.9127
2018-09-27,-0.5566
2018-09-28,-1.8657
2018-10-01,0.7367
2018-10-02,-4.8125
2018-10-03,1.3879000000000001
2018-10-04,-4.5221
2018-10-05,2.8674
2018-10-08,1.3937
2018-10-09,0.9327
2018-10-10,-1.2646
2018-10-11,2.6847
2018-10-12,-2.2308
2018-10-15,1.6438000000000001
2018-10-16,4.6585
2018-10-17,3.298
2018-10-18,-2.7237999999999998
2018-10-19,-6.8855
2018-10-22,1.5529
2018-10-23,0.9951
2018-10-24,-9.2526
2018-10-25,6.303
2018-10-26,-0.3488
2018-10-29,-6.625
2018-10-30,4.6854
2018-10-31,2.5064
2018-11-01,10.005
2018-11-02,3.4929
2018-11-05,-0.1096
2018-11-06,1.2067
2018-11-07,13.9822
2018-11-08,-0.4374
2018-11-09,-11.3849
2018-11-12,-2.5437
2018-11-13,2.1898
2018-11-14,3.8961
2018-11-15,-2.0417
2018-11-16,-3.6368
2018-11-19,-10.6158
2018-11-20,0.716
2018-11-21,5.7367
2018-11-23,1.1825
2018-11-26,2.8643
2018-11-27,-0.802
2018-11-28,2.8296
2018-11-29,-3.3632
2018-11-30,3.8192
2018-12-03,4.2447
2018-12-04,-8.7075
2018-12-06,-6.0613
2018-12-07,-9.7395
2018-12-10,5.8268
2018-12-11,0.6373
2018-12-12,0.9625
2018-12-13,4.2649
2018-12-14,-0.4812
2018-12-17,5.8751999999999995
2018-12-18,-3.7451
2018-12-19,-2.2539
2018-12-20,-4.2476
2018-12-21,-4.943
2018-12-24,4.9333
2018-12-26,3.8119
2018-12-27,2.8886
2018-12-28,-0.1903
2018-12-31,0.7151
2019-01-02,-2.4615
2019-01-03,-4.198
2019-01-04,4.6099
2019-01-07,10.3632
2019-01-08,1.5577
2019-01-09,-0.7993
2019-01-10,1.4373
2019-01-11,2.5118
2019-01-14,0.9215
2019-01-15,2.4071
2019-01-16,3.1408
2019-01-17,5.3045
2019-01-18,3.3582
2019-01-22,-2.148
2019-01-23,-3.3573
2019-01-24,1.2598
2019-01-25,-0.377
2019-01-28,1.9300000000000002
2019-01-29,-2.9516
2019-01-30,-1.3963
2019-01-31,4.0349
2019-02-01,-1.0069
2019-02-04,-1.4127
2019-02-05,4.4135
2019-02-06,-2.3239
2019-02-07,2.9036999999999997
2019-02-08,4.6241
2019-02-11,-0.0348
2019-02-12,0.8355
2019-02-13,-1.3292
2019-02-14,-0.9272
2019-02-15,1.5186
2019-02-19,-0.2087
2019-02-20,1.5513
2019-02-21,-2.5918
2019-02-22,0.6167
2019-02-25,-0.2977
2019-02-26,-1.1418
2019-02-27,6.5743
2019-02-28,3.3678
2019-03-01,-3.629
2019-03-04,-2.3096
2019-03-05,2.7411
2019-03-06,-6.2365
2019-03-07,-2.3297
2019-03-08,2.0757
2019-03-11,2.5507999999999997
2019-03-12,-2.6090999999999998
2019-03-13,-0.0179
2019-03-14,0.9289
2019-03-15,1.2212
2019-03-18,1.1016
2019-03-19,-2.1619
2019-03-20,-1.0606
2019-03-21,1.5187
2019-03-22,-5.315
2019-03-25,0.8736
2019-03-26,1.8058
2019-03-27,-3.4751
2019-03-28,1.8939
2019-03-29,4.4902
2019-04-01,-8.7179
2019-04-02,-2.2767
2019-04-03,2.0336
2019-04-04,-0.2902
2019-04-05,1.1256
2019-04-08,0.4606
2019-04-09,2.4642
2019-04-10,3.7099
2019-04-11,0.0899
2019-04-12,3.8254
2019-04-15,-2.7677
2019-04-16,-2.5796
2019-04-17,-10.5369
2019-04-18,-3.9192
2019-04-22,1.211
2019-04-23,2.7077999999999998
2019-04-24,-1.7576
2019-04-25,2.434
2019-04-26,7.3721
2019-04-29,-4.1422
2019-04-30,1.9929000000000001
2019-05-01,-3.1147
2019-05-02,-0.2396
2019-05-03,3.9231
2019-05-06,4.1217
2019-05-07,-3.4776
2019-05-08,0.9966
2019-05-09,0.2277
2019-05-10,-3.4835
2019-05-13,-2.1185
2019-05-14,-0.5411
2019-05-15,6.8104
2019-05-16,0.6037
2019-05-17,-2.6252
2019-05-20,1.6176
2019-05-21,3.6005000000000003
2019-05-22,-0.2744
2019-05-23,-2.2561
2019-05-24,1.3136
2019-05-28,-1.704
2019-05-29,2.2989
2019-05-30,1.492
2019-05-31,2.4864
2019-06-03,-0.7083
2019-06-04,-3.3173
2019-06-05,-1.2728
2019-06-06,0.355
2019-06-07,5.3621
2019-06-10,2.3502
2019-06-11,-1.8819
2019-06-12,-1.4605000000000001
2019-06-13,-0.2857
2019-06-14,-0.8417
2019-06-17,2.9257999999999997
2019-06-18,-0.5966
2019-06-19,3.7599
2019-06-20,3.2834
2019-06-21,-1.6307
2019-06-24,-1.2391
2019-06-25,0.0
2019-06-26,-0.9325
2019-06-27,2.6870000000000003
2019-06-28,1.0833
2019-07-01,2.6875999999999998
2019-07-02,-0.7386
2019-07-03,3.7043
2019-07-05,-0.3588
2019-07-08,4.258
2019-07-09,-1.036
2019-07-10,1.8965
2019-07-11,0.2531
2019-07-12,-0.2673
2019-07-15,2.5763
2019-07-16,-1.4373
2019-07-17,0.9574
2019-07-18,-0.7441
2019-07-19,-0.4704
2019-07-22,-0.6055
2019-07-23,0.7578
2019-07-24,1.2093
2019-07-25,-1.2822
2019-07-26,0.0738
2019-07-29,0.2065
2019-07-30,0.1472
2019-07-31,-0.6026
2019-08-01,-0.2218
2019-08-02,-2.6082
2019-08-05,-3.5149
2019-08-06,-1.2143
2019-08-07,5.7791
2019-08-08,-1.7205
2019-08-09,-0.7371
2019-08-12,-0.5415
2019-08-13,2.7376
2019-08-14,-2.5435
2019-08-15,1.2428
2019-08-16,0.4757
2019-08-19,3.1307
2019-08-20,1.2735
2019-08-21,-1.2575
2019-08-22,-2.9913
2019-08-23,-2.2745
2019-08-26,3.6395
2019-08-27,-1.5976
2019-08-28,1.8992
2019-08-29,5.5013
2019-08-30,-0.9688
2019-09-03,-3.7117
2019-09-04,-0.4632
2019-09-05,2.1015
2019-09-06,0.0588
2019-09-09,-2.8651
2019-09-10,-3.358
2019-09-11,-1.7530000000000001
2019-09-12,-0.1434
2019-09-13,-0.2712
2019-09-16,0.9598
2019-09-17,2.0124
2019-09-18,0.1243
2019-09-19,1.3342
2019-09-20,2.2811
2019-09-23,0.2844
2019-09-24,-2.1642
2019-09-25,-4.0427
2019-09-26,-0.3975
2019-09-27,-1.7239
2019-09-30,-0.8933
2019-10-01,-4.7362
2019-10-02,-3.4062
2019-10-03,3.1345
2019-10-04,1.5023
2019-10-07,-3.9299
2019-10-08,-2.3906
2019-10-09,-0.4354
2019-10-10,-0.0729
2019-10-11,-4.9599
2019-10-14,1.2086999999999999
2019-10-15,4.3602
2019-10-16,-1.2352
2019-10-17,2.8141
2019-10-18,-1.8068
2019-10-21,2.8056
2019-10-22,-3.0303
2019-10-23,2.3209
2019-10-24,0.893
2019-10-25,2.9563
2019-10-28,0.7909
2019-10-29,2.0471
2019-10-30,-1.0532
2019-10-31,3.0242
2019-11-01,0.9675
2019-11-04,-0.7796
2019-11-05,-0.8676
2019-11-06,5.218
2019-11-07,-6.2461
2019-11-08,7.2146
2019-11-11,-2.2014
2019-11-12,0.5747
2019-11-13,0.1746
2019-11-14,-0.1268
2019-11-15,1.5231
2019-11-18,-0.9376
2019-11-19,1.0412
2019-11-20,1.9828000000000001
2019-11-21,1.1635
2019-11-22,-0.6053
2019-11-25,4.0043
2019-11-26,3.572
2019-11-27,1.0601
2019-11-29,-0.7552
2019-12-02,-0.1832
2019-12-03,1.9624000000000001
2019-12-04,0.0692
2019-12-05,2.8504
2019-12-06,0.9014
2019-12-09,-2.2
2019-12-10,-0.6544
2019-12-11,-1.8114
2019-12-12,0.8246
2019-12-13,-0.5406
2019-12-16,-1.0453
2019-12-17,-1.4647999999999999
2019-12-18,2.8159
2019-12-19,-1.8768
2019-12-20,2.1961
2019-12-23,0.8041
2019-12-24,1.114
2019-12-26,-0.2176
2019-12-27,1.1859
2019-12-30,-0.943
2019-12-31,0.9248
2020-01-02,0.3773
2020-01-03,-1.1679
2020-01-06,2.5265
2020-01-07,0.8744
2020-01-08,1.4184
2020-01-09,2.3051
2020-01-10,2.0633
2020-01-13,-1.1162
2020-01-14,0.4641
2020-01-15,1.4357
2020-01-16,1.3908
2020-01-17,0.1092
2020-01-21,-1.7825
2020-01-22,-0.4815
2020-01-23,-0.4466
2020-01-24,0.4735
2020-01-27,-2.5673
2020-01-28,-3.7296
2020-01-29,2.2081
2020-01-30,0.815
2020-01-31,-4.0164
2020-02-03,1.6042999999999998
2020-02-04,-0.6842
2020-02-05,0.9936
2020-02-06,-0.0918
2020-02-07,1.4049
2020-02-10,0.8028
2020-02-11,1.0276
2020-02-12,0.9663
2020-02-13,1.2215
2020-02-14,0.9828
2020-02-18,-0.7392
2020-02-19,1.6632
2020-02-20,-1.1598
2020-02-21,0.3582
2020-02-24,-1.8462
2020-02-25,-1.5298
2020-02-26,8.0224
2020-02-27,4.3381
2020-02-28,-2.9827
2020-03-02,4.7164
2020-03-03,-7.7958
2020-03-04,7.3212
2020-03-05,-3.1805
2020-03-06,-2.2519
2020-03-09,-6.6263
2020-03-10,4.8709
2020-03-11,-8.2585
2020-03-12,-10.7601
2020-03-13,-3.2736
2020-03-16,-21.1179
2020-03-17,-1.8443
2020-03-18,-10.1661
2020-03-19,5.7904
2020-03-20,-4.5786
2020-03-23,-9.2257
2020-03-24,13.0466
2020-03-25,10.4995
2020-03-26,11.5984
2020-03-27,-3.4299
2020-03-30,7.3532
2020-03-31,0.2161
2020-04-01,-14.3829
2020-04-02,0.8332
2020-04-03,-4.8809000000000005
2020-04-06,10.9495
2020-04-07,4.2972
2020-04-08,8.5545
2020-04-09,3.908
2020-04-13,-1.8883
2020-04-14,10.5222
2020-04-15,-1.0705
2020-04-16,5.5692
2020-04-17,4.2094
2020-04-20,-2.7279
2020-04-21,-6.0537
2020-04-22,0.4449
2020-04-23,-0.3429
2020-04-24,3.7419000000000002
2020-04-27,2.9574
2020-04-28,-0.5638
2020-04-29,1.5929
2020-04-30,-4.7834
2020-05-01,-5.0098
2020-05-04,-1.19
2020-05-05,2.2153
2020-05-06,1.4545
2020-05-07,2.509
2020-05-08,-0.0839
2020-05-11,-1.5258
2020-05-12,-2.5871
2020-05-13,-0.4232
2020-05-14,5.9056
2020-05-15,4.5109
2020-05-18,5.4151
2020-05-19,0.3014
2020-05-20,3.9694000000000003
2020-05-21,-1.8307
2020-05-22,5.7294
2020-05-26,-7.3219
2020-05-27,-0.8013
2020-05-28,0.9719
2020-05-29,1.925
2020-06-01,2.2198
2020-06-02,1.3437000000000001
2020-06-03,2.4624
2020-06-04,-2.0104
2020-06-05,5.1527
2020-06-08,0.0224
2020-06-09,-0.9641
2020-06-10,-3.2375
2020-06-11,-5.2995
2020-06-12,2.9895
2020-06-15,2.5789
2020-06-16,2.7713
2020-06-17,5.3703
2020-06-18,0.8314
2020-06-19,2.8272
2020-06-22,0.0833
2020-06-23,1.9043
2020-06-24,-6.1472
2020-06-25,-0.8051
2020-06-26,-7.316
2020-06-29,0.1538
2020-06-30,2.8241
2020-07-01,0.5516
2020-07-02,1.5771
2020-07-06,2.7453
2020-07-07,-2.3763
2020-07-08,4.4756
2020-07-09,1.6212
2020-07-10,-2.5674
2020-07-13,-0.1301
2020-07-14,-2.3127
2020-07-15,10.5591
2020-07-16,-3.3276
2020-07-17,2.4126
2020-07-20,0.6397
2020-07-21,0.2825
2020-07-22,2.5053
2020-07-23,-0.6871
2020-07-24,-1.4232
2020-07-27,1.925
2020-07-28,-4.0626
2020-07-29,3.7629
2020-07-30,-1.4625
2020-07-31,-0.361
