ticker,FFMR US Equity
2018-08-07,0.391
2018-08-08,-2.1764
2018-08-09,1.2881
2018-08-16,0.0
2018-08-21,-1.7341
2018-08-22,0.0
2018-08-24,0.0
2018-09-04,-0.5882
2018-09-05,1.1834
2018-09-14,0.0
2018-09-18,-0.5848
2018-09-19,0.0
2018-09-25,0.0
2018-09-26,1.1764999999999999
2018-09-27,-0.5349
2018-10-01,0.0
2018-10-08,-1.1764999999999999
2018-10-11,-0.5952
2018-10-23,0.5988
2018-10-26,-0.5952
2018-10-30,-0.0479
2018-11-13,0.0
2018-11-26,0.0
2018-12-03,0.647
2018-12-04,0.0
2018-12-13,1.1905000000000001
2018-12-17,0.0
2018-12-19,-1.1764999999999999
2018-12-21,0.0
2018-12-26,0.0
2019-01-03,-1.3663
2019-01-07,2.0656
2019-01-14,0.0
2019-01-15,0.0
2019-01-16,-1.1905000000000001
2019-01-17,0.0
2019-01-18,0.0
2019-01-25,-0.1205
2019-01-28,0.0
2019-01-29,0.0
2019-02-01,1.3269
2019-02-04,-2.3810000000000002
2019-02-05,0.0
2019-02-07,-2.3902
2019-02-08,4.9475
2019-02-15,0.0
2019-02-19,1.1905000000000001
2019-02-22,-5.2235
2019-02-25,6.7527
2019-02-26,-1.1628
2019-03-04,1.1764999999999999
2019-03-05,-1.1628
2019-03-08,0.0
2019-03-15,2.9412000000000003
2019-03-19,-2.8571
2019-03-20,-1.1764999999999999
2019-03-22,0.5714
2019-03-25,-2.9356
2019-03-27,-1.2195
2019-04-03,0.7212
2019-04-05,0.0
2019-04-09,-0.6173
2019-04-11,0.6211
2019-04-24,0.6173
2019-04-25,0.6135
2019-04-30,0.0
2019-05-03,0.0
2019-05-06,2.439
2019-05-07,-2.2855
2019-05-16,2.3388999999999998
2019-05-20,-2.1429
2019-05-22,0.9732
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.0
2019-05-31,0.0
2019-06-03,0.0
2019-06-05,1.3253
2019-06-06,0.0
2019-06-11,0.0
2019-06-12,2.2592
2019-06-25,-2.2093
2019-06-26,0.0
2019-07-15,1.7964
2019-07-17,0.0
2019-08-02,0.7059
2019-08-05,0.4673
2019-08-06,0.0
2019-08-08,2.3256
2019-08-12,-7.9545
2019-08-13,14.1975
2019-08-23,-9.1892
2019-08-28,4.7619
2019-09-04,0.0
2019-09-05,0.0
2019-09-16,1.1364
2019-10-02,-4.9332
2019-10-07,0.0
2019-10-15,7.7124
2019-10-24,0.5525
2019-10-25,-6.5934
2019-10-29,8.2353
2019-11-14,0.0
2019-11-21,0.5435
2019-12-03,-0.5405
2019-12-04,0.0
2019-12-05,0.0
2019-12-12,0.0
2019-12-27,1.087
2019-12-31,1.7973
2020-01-13,0.0213
2020-01-14,1.0208
2020-01-23,0.0
2020-01-30,-1.0316
2020-01-31,0.936
2020-02-03,0.1054
2020-02-05,0.0
2020-02-07,1.0524
2020-02-12,-1.0415
2020-02-13,0.0
2020-02-20,1.0526
2020-02-25,2.0833
2020-02-28,-3.0612
2020-03-02,0.0
2020-03-05,2.1053
2020-03-09,-2.0619
2020-03-10,-1.0526
2020-03-11,1.0638
2020-03-13,0.0
2020-03-16,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-30,-4.5053
2020-04-01,8.7922
2020-04-30,-8.102
2020-05-01,2.1541
2020-05-15,-0.2174
2020-05-18,-5.5773
2020-05-19,3.8302
2020-05-20,0.0
2020-05-28,0.0
2020-06-05,-1.0889
2020-06-10,3.3476
2020-06-22,-2.1522
2020-06-23,0.0
2020-06-26,0.4221
2020-07-07,0.4234
2020-07-08,0.0
2020-07-09,-0.5547
2020-07-13,0.0
2020-07-17,-0.714
2020-07-20,0.0
2020-07-22,-1.7753
2020-07-27,1.8074
2020-07-31,-1.7528000000000001
