ticker,COGT US Equity
2018-08-20,4.7445
2018-08-21,-1.6028
2018-08-22,5.7365
2018-08-23,-0.067
2018-08-24,-0.134
2018-08-27,-3.0201
2018-08-28,1.1073
2018-08-29,9.3771
2018-08-30,0.8135
2018-08-31,1.2415
2018-09-04,-10.9749
2018-09-05,-2.4793
2018-09-06,-7.0621
2018-09-07,-1.9757
2018-09-10,-5.5039
2018-09-11,-1.8868
2018-09-12,-4.4314
2018-09-13,-1.1374
2018-09-14,-0.4425
2018-09-17,-1.6
2018-09-18,2.981
2018-09-19,7.807
2018-09-20,-0.1627
2018-09-21,-0.8965
2018-09-24,3.2895
2018-09-25,-1.8312
2018-09-26,-13.4631
2018-09-27,-1.0778
2018-09-28,-2.4159
2018-10-01,0.6796
2018-10-02,6.6538
2018-10-03,-6.1483
2018-10-04,-10.5973
2018-10-05,3.4483
2018-10-08,3.125
2018-10-09,3.5354
2018-10-10,-9.3659
2018-10-11,2.0452
2018-10-12,2.4262
2018-10-15,-1.8538000000000001
2018-10-16,3.5677
2018-10-17,0.0
2018-10-18,-0.6079
2018-10-19,-1.631
2018-10-22,-7.5648
2018-10-23,-0.3363
2018-10-24,-7.7615
2018-10-25,4.5122
2018-10-26,0.4667
2018-10-29,-7.0848
2018-10-30,1.5
2018-10-31,-7.8818
2018-11-01,7.3529
2018-11-02,-4.8568
2018-11-05,-5.1047
2018-11-06,0.2759
2018-11-07,5.3645
2018-11-08,-1.1749
2018-11-09,-5.0198
2018-11-12,-5.4242
2018-11-13,15.0
2018-11-14,2.4297
2018-11-15,-0.1248
2018-11-16,0.75
2018-11-19,-5.0868
2018-11-20,-2.7451
2018-11-21,0.4032
2018-11-23,-1.4726
2018-11-26,-7.0652
2018-11-27,-5.848
2018-11-28,-0.6211
2018-11-29,-1.25
2018-11-30,9.1772
2018-12-03,1.4493
2018-12-04,-5.0
2018-12-06,-2.8571
2018-12-07,-8.9783
2018-12-10,-5.102
2018-12-11,3.0466
2018-12-12,-8.0
2018-12-13,-3.5917
2018-12-14,-0.9804
2018-12-17,0.7921
2018-12-18,-6.8762
2018-12-19,-5.6962
2018-12-20,0.0
2018-12-21,1.1186
2018-12-24,-3.7611
2018-12-26,-6.8966
2018-12-27,-8.642
2018-12-28,22.1622
2018-12-31,-2.6549
2019-01-02,1.5909
2019-01-03,0.0
2019-01-04,-1.3423
2019-01-07,1.1338
2019-01-08,1.1211
2019-01-09,-1.1086
2019-01-10,-0.2242
2019-01-11,0.6742
2019-01-14,1.5625
2019-01-15,8.3516
2019-01-16,-12.5761
2019-01-17,-1.3921000000000001
2019-01-18,-2.8235
2019-01-22,-2.1792
2019-01-23,-6.9307
2019-01-24,2.3936
2019-01-25,1.8182
2019-01-28,-3.3163
2019-01-29,2.9024
2019-01-30,1.5385
2019-01-31,9.0909
2019-02-01,1.8519
2019-02-04,-2.2727
2019-02-05,-1.6279
2019-02-06,-1.182
2019-02-07,-0.2392
2019-02-08,1.4388
2019-02-11,2.8369
2019-02-12,-0.2299
2019-02-13,-0.6912
2019-02-14,-1.1601
2019-02-15,1.1737
2019-02-19,-0.232
2019-02-20,-3.7209
2019-02-21,-2.4154999999999998
2019-02-22,4.9505
2019-02-25,1.1792
2019-02-26,-0.9324
2019-02-27,4.0
2019-02-28,-3.8462
2019-03-01,2.5882
2019-03-04,1.6055000000000001
2019-03-05,1.5800999999999998
2019-03-06,-3.5556
2019-03-07,-3.4562
2019-03-08,-1.432
2019-03-11,-0.2421
2019-03-12,1.2136
2019-03-13,-0.2398
2019-03-14,-1.4423
2019-03-15,3.6585
2019-03-18,1.6471
2019-03-19,7.4074
2019-03-20,0.2155
2019-03-21,-3.2258
2019-03-22,-2.2222
2019-03-25,-7.9545
2019-03-26,0.2469
2019-03-27,0.0
2019-03-28,8.6207
2019-03-29,-0.4535
2019-04-01,0.2278
2019-04-02,-2.7273
2019-04-03,2.1028000000000002
2019-04-04,-6.1785
2019-04-05,5.8537
2019-04-08,2.765
2019-04-09,-6.2780000000000005
2019-04-10,-0.7177
2019-04-11,-2.8916
2019-04-12,-2.9777
2019-04-15,-1.023
2019-04-16,-2.584
2019-04-17,-5.5703
2019-04-18,1.1236
2019-04-22,-0.5556
2019-04-23,1.1173
2019-04-24,-2.7624
2019-04-25,-0.2841
2019-04-26,1.4245
2019-04-29,1.4045
2019-04-30,-10.2493
2019-05-01,0.6173
2019-05-02,0.6135
2019-05-03,2.1341
2019-05-06,2.0896
2019-05-07,-4.9708
2019-05-08,1.8462
2019-05-09,1.8127
2019-05-10,1.7804
2019-05-13,-6.414
2019-05-14,-1.5575999999999999
2019-05-15,3.1646
2019-05-16,5.8282
2019-05-17,-2.029
2019-05-20,2.3669000000000002
2019-05-21,-0.8671
2019-05-22,1.4577
2019-05-23,-4.8850999999999996
2019-05-24,-0.6042
2019-05-28,-0.6079
2019-05-29,2.1407
2019-05-30,2.3952
2019-05-31,-8.7719
2019-06-03,11.538499999999999
2019-06-04,-2.2989
2019-06-05,-3.2353
2019-06-06,0.9119
2019-06-07,-12.0482
2019-06-10,6.5068
2019-06-11,-11.8971
2019-06-12,-1.0949
2019-06-13,4.428
2019-06-14,-14.1343
2019-06-17,6.5844000000000005
2019-06-18,4.2471
2019-06-19,-6.2963000000000005
2019-06-20,-3.1621
2019-06-21,-2.449
2019-06-24,2.0921
2019-06-25,-4.918
2019-06-26,-3.4483
2019-06-27,-2.2321
2019-06-28,19.6347
2019-07-01,-8.0153
2019-07-02,-9.1286
2019-07-03,1.8265
2019-07-05,7.6233
2019-07-08,3.3333
2019-07-09,0.8065
2019-07-10,-4.0
2019-07-11,-2.0833
2019-07-12,-3.4043
2019-07-15,0.4405
2019-07-16,15.3509
2019-07-17,0.0
2019-07-18,0.3802
2019-07-19,-1.1364
2019-07-22,-4.2146
2019-07-23,-6.4
2019-07-24,-4.2735
2019-07-25,-5.3571
2019-07-26,-3.3019
2019-07-29,-2.439
2019-07-30,0.0
2019-07-31,-1.0
2019-08-01,17.6768
2019-08-02,-12.4464
2019-08-05,-5.3922
2019-08-06,0.0
2019-08-07,-4.1451
2019-08-08,-2.7027
2019-08-09,1.6667
2019-08-12,-2.1858
2019-08-13,6.7039
2019-08-14,-5.2356
2019-08-15,-3.3149
2019-08-16,14.2857
2019-08-19,4.5
2019-08-20,-1.4354
2019-08-21,-0.4854
2019-08-22,-2.9268
2019-08-23,-14.0704
2019-08-26,5.2632
2019-08-27,0.0
2019-08-28,2.7778
2019-08-29,2.7027
2019-08-30,1.0526
2019-09-03,-9.375
2019-09-04,-2.8736
2019-09-05,9.4675
2019-09-06,8.6486
2019-09-09,-7.9602
2019-09-10,8.1081
2019-09-11,-0.25
2019-09-12,1.2530999999999999
2019-09-13,-2.4752
2019-09-16,5.0761
2019-09-17,-3.3816
2019-09-18,0.0
2019-09-19,-4.0
2019-09-20,-5.7292
2019-09-23,-8.8398
2019-09-24,5.4545
2019-09-25,-2.2989
2019-09-26,-4.1176
2019-09-27,-2.454
2019-09-30,-9.434
2019-10-01,-2.0833
2019-10-02,-3.5461
2019-10-03,5.8824
2019-10-04,2.0833
2019-10-07,-4.7619
2019-10-08,-3.5714
2019-10-09,0.0
2019-10-10,8.1481
2019-10-11,-4.1096
2019-10-14,5.7143
2019-10-15,6.7568
2019-10-16,6.962
2019-10-17,-2.3669000000000002
2019-10-18,-9.697
2019-10-21,-5.3690999999999995
2019-10-22,-6.383
2019-10-23,6.0606
2019-10-24,-10.7143
2019-10-25,4.0
2019-10-28,3.8462
2019-10-29,-3.7037
2019-10-30,4.6154
2019-10-31,-3.6765
2019-11-01,3.0534
2019-11-04,5.9259
2019-11-05,-9.7902
2019-11-06,-3.876
2019-11-07,0.8065
2019-11-08,0.8
2019-11-11,-6.3492
2019-11-12,-6.7797
2019-11-13,-3.6364
2019-11-14,-4.717
2019-11-15,-21.2871
2019-11-18,-6.9182
2019-11-19,-6.7568
2019-11-20,-3.3913
2019-11-21,-5.4905
2019-11-22,-6.3492
2019-11-25,1.6949
2019-11-26,5.0833
2019-11-27,15.7811
2019-11-29,0.7534
2019-12-02,-4.2828
2019-12-03,4.2898
2019-12-04,-5.9521
2019-12-05,-2.8675
2019-12-06,2.3707
2019-12-09,-12.2925
2019-12-10,-10.3122
2019-12-11,-5.573
2019-12-12,10.7843
2019-12-13,-5.7522
2019-12-16,5.1643
2019-12-17,5.3571
2019-12-18,6.7627
2019-12-19,4.9373000000000005
2019-12-20,2.8744
2019-12-23,12.8824
2019-12-24,1.6284999999999998
2019-12-26,-5.8454
2019-12-27,0.8577
2019-12-30,-4.2927
2019-12-31,1.5796999999999999
2020-01-02,0.1805
2020-01-03,-1.192
2020-01-06,8.5005
2020-01-07,5.3652
2020-01-08,-4.2577
2020-01-09,19.4412
2020-01-10,4.0773
2020-01-13,-10.4227
2020-01-14,-1.1623999999999999
2020-01-15,8.2906
2020-01-16,3.7634
2020-01-17,-1.6269
2020-01-21,10.8817
2020-01-22,13.0534
2020-01-23,-4.2017
2020-01-24,-7.0175
2020-01-27,-7.5565999999999995
2020-01-28,-3.0717
2020-01-29,-10.6338
2020-01-30,-11.6164
2020-01-31,-2.6926
2020-02-03,3.0822
2020-02-04,3.7874
2020-02-05,3.8924
2020-02-06,3.3153
2020-02-07,-7.217
2020-02-10,2.8542
2020-02-11,0.0
2020-02-12,3.125
2020-02-13,-0.6182
2020-02-14,-1.8538999999999999
2020-02-18,-4.5359
2020-02-19,0.755
2020-02-20,1.6796
2020-02-21,-2.2999
2020-02-24,-7.4782
2020-02-25,-9.3478
2020-02-26,5.7993
2020-02-27,-2.9899
2020-02-28,1.2237
2020-03-02,-17.8209
2020-03-03,-3.7414
2020-03-04,-6.7925
2020-03-05,10.9717
2020-03-06,-3.3747
2020-03-09,-8.4387
2020-03-10,-9.3196
2020-03-11,-15.0523
2020-03-12,-8.9936
2020-03-13,-5.1176
2020-03-16,-0.806
2020-03-17,21.875
2020-03-18,-15.3846
2020-03-19,9.0909
2020-03-20,3.3889
2020-03-23,20.9296
2020-03-24,6.132
2020-03-25,2.2608
2020-03-26,3.48
2020-03-27,-6.0336
2020-03-30,-12.1895
2020-03-31,-0.9111
2020-04-01,-6.3634
2020-04-02,-9.5607
2020-04-03,-8.5714
2020-04-06,7.0313
2020-04-07,-3.6496
2020-04-08,0.0
2020-04-09,5.8788
2020-04-13,14.482
2020-04-14,-0.65
2020-04-15,-5.6366
2020-04-16,-2.64
2020-04-17,7.0939
2020-04-20,-0.179
2020-04-21,-2.6646
2020-04-22,1.8689
2020-04-23,0.7752
2020-04-24,2.0513
2020-04-27,0.5025
2020-04-28,5.0
2020-04-29,-4.7619
2020-04-30,7.5
2020-05-01,-6.3953
2020-05-04,-0.6211
2020-05-05,0.25
2020-05-06,-2.7431
2020-05-07,6.9231
2020-05-08,9.8321
2020-05-11,-1.7467000000000001
2020-05-12,2.4667
2020-05-13,-0.9326
2020-05-14,9.4133
2020-05-15,8.0432
2020-05-18,-3.8704
2020-05-19,3.1786
2020-05-20,-1.0642
2020-05-21,-2.9817
2020-05-22,2.1008
2020-05-26,-0.0381
2020-05-27,-1.8487
2020-05-28,15.3398
2020-05-29,-5.5219000000000005
2020-06-01,-0.4098
2020-06-02,-1.9682
2020-06-03,0.0183
2020-06-04,5.6569
2020-06-05,-3.2815
2020-06-08,5.3571
2020-06-09,6.7797
2020-06-10,-0.3968
2020-06-11,-15.6972
2020-06-12,3.9509
2020-06-15,-3.6188000000000002
2020-06-16,-2.6038
2020-06-17,-3.5258000000000003
2020-06-18,0.743
2020-06-19,-0.3388
2020-06-22,-2.66
2020-06-23,4.4175
2020-06-24,-1.6135000000000002
2020-06-25,-3.3
2020-06-26,-10.0724
2020-06-29,3.7489
2020-06-30,1.9729999999999999
2020-07-01,2.1739
2020-07-02,-5.3617
2020-07-06,394.6043
2020-07-07,8.6364
2020-07-08,23.8494
2020-07-09,1.6892
2020-07-10,10.299
2020-07-13,-1.2048
2020-07-14,-13.4146
2020-07-15,1.4085
2020-07-16,-3.4722
2020-07-17,14.3885
2020-07-20,-5.6604
2020-07-21,-3.3333
2020-07-22,-6.8966
2020-07-23,0.0
2020-07-24,-4.8148
2020-07-27,0.3891
2020-07-28,-0.7752
2020-07-29,0.7813
2020-07-30,2.7132
2020-07-31,1.5093999999999999
