ticker,INAN US Equity
2001-10-02,42.8571
2001-10-03,-12.5
2001-10-05,14.2857
2001-10-15,0.0
2001-10-22,2.5
2001-10-23,14.6341
2001-10-29,-57.0213
2001-11-01,0.0
2001-11-02,98.0198
2001-11-05,-12.5
2001-11-08,-14.2857
2001-11-12,0.0
2001-11-13,-33.3333
2001-11-19,1.0
2001-11-20,58.4158
2001-11-21,56.25
2001-11-23,-16.0
2001-11-26,19.0476
2001-12-04,-12.0
2001-12-07,25.0
2001-12-11,-54.5455
2001-12-13,60.0
2001-12-18,-44.5
2001-12-26,147.7477
2001-12-28,-27.2727
2002-01-15,37.5
2002-01-18,-9.0909
2002-02-01,-10.0
2002-02-13,-35.5556
2002-02-19,3.4483
2002-02-20,-54.6667
2002-02-27,-55.8824
2002-03-05,316.6667
2002-03-21,40.0
2002-04-26,-34.2857
2002-05-06,39.1304
2002-05-29,-24.375
2002-05-30,5.7851
2002-06-25,13.2812
2002-07-03,-79.3103
2002-07-08,383.3333
2002-08-12,279.3103
2002-08-21,-50.0
2002-08-27,-9.0909
2002-09-10,-50.0
2002-09-12,40.0
2002-09-13,0.0
2002-09-17,0.0
2002-10-14,-57.1429
2002-10-24,0.0
2002-11-01,-66.6667
2002-11-20,400.0
2002-11-21,-20.0
2003-01-15,-98.0
2003-01-31,2400.0
2003-02-27,5.0
2003-05-12,-99.0476
2003-05-19,9900.0
2003-07-15,10.0
2004-03-22,-99.0909
2004-11-18,4400.0
2004-12-01,-44.4444
2005-03-11,0.0
2005-06-08,0.0
2005-10-21,0.0
2006-05-30,109.6
2006-11-21,-40.8397
2007-01-22,-34.8387
2007-04-02,0.0
2009-09-29,-86.1386
2009-10-28,435.7143
2009-11-25,-98.5333
2009-12-08,809.0909
2010-02-04,-50.0
2010-06-04,0.0
2010-06-25,-80.0
2010-07-12,0.0
2010-09-21,0.0
2010-10-11,0.0
2011-03-01,-10.0
2011-06-16,-88.8889
2011-06-22,-81.25
2011-06-24,-33.3333
2011-07-01,150.0
2011-07-29,0.0
2012-01-18,0.0
2012-05-04,0.0
2012-06-01,0.0
2012-08-20,0.0
2012-08-28,0.0
2012-09-24,0.0
2012-11-07,0.0
2013-01-24,-40.0
2013-02-26,66.6667
2013-05-17,60.0
2013-07-31,0.0
2013-10-02,0.0
2013-11-27,25.0
2014-02-07,0.0
2014-06-02,-80.0
2014-06-12,0.0
2014-07-17,50.0
2014-09-19,0.0
2015-03-11,0.0
2015-04-02,0.0
2015-04-08,0.0
2015-08-04,0.0
2015-09-28,0.0
2015-10-08,0.0
2015-10-13,0.0
2015-11-05,0.0
2015-11-11,0.0
2015-11-16,66.6667
2015-11-20,-40.0
2015-12-02,0.0
2016-02-10,0.0
2016-04-04,0.0
2016-06-13,0.0
2016-06-21,0.0
2016-12-02,0.0
2017-03-30,0.0
2017-06-01,5233.3333
2017-06-02,0.0
2017-06-22,-89.0
2017-08-28,-98.3636
2017-09-26,394.4444
2017-11-02,-34.8315
2018-02-28,-60.3448
2018-08-07,769.5652
2019-06-24,-78.0
2019-11-01,-97.7273
2020-06-25,2500.0
